"Symbol","Neutrophils","Monocytes_CD14+CD16-","Macrophage","T_cells_(CD4+)","NK_cells"
"AKAP10",333,118.4375,111.4545455,326.6818182,295.8333333
"AKAP11",89.4,338.0625,463.8181818,897.6363636,494.0833333
"AKAP12",41.2,47.875,36.27272727,39.95454545,23.75
"AKAP13",2116.8,1414.3125,997.5454545,765.8181818,919.5833333
"AKAP14",10.8,10.3125,8.818181818,9.181818182,10.58333333
"AKAP3",22.4,28.5,28,28.13636364,18.5
"AKAP4",44.4,33.9375,27.09090909,29.18181818,26.91666667
"AKAP5",29.4,22.625,41.72727273,18.45454545,140.75
"AKAP6",34.2,33.875,24.18181818,36.5,23.83333333
"AKAP7",29.2,149.9375,140.1818182,455.5454545,407.25
"AKAP8",193,174.0625,191.1818182,210.2272727,363.25
"AKAP8L",228.2,172.5625,145.5454545,127.4090909,198.1666667
"AKAP9",81.4,62.9375,32.36363636,137.5909091,73.75
"AKD1",64,30,25.81818182,48.09090909,82.66666667
"AKIRIN1",824.8,402.5625,468.5454545,752.4545455,1698.916667
"AKIRIN2",1202.2,834.6875,592.6363636,400.3636364,1066.5
"AKNA",1451.8,936.625,218.6363636,1718.772727,1944.583333
"AKNAD1",8.4,8.875,7.818181818,7.681818182,8.5
"AKR1A1",86.4,1267.375,3828.363636,506.3636364,328.6666667
"AKR1B1",105.8,822.625,1791.272727,1073.727273,672.0833333
"AKR1B10",19.2,22,19,20.04545455,15.75
"AKR1C1",82.2,101.625,146.1818182,92.72727273,74.08333333
"AKR1C2",10.2,9.9375,8.545454545,10.31818182,8.416666667
"AKR1C3",36.2,24.5625,92.54545455,84.36363636,1005.333333
"AKR1C4",14.2,11.4375,10.81818182,12.40909091,11.75
"AKR1D1",10.4,9.75,8.818181818,8.772727273,8.416666667
"AKR1E2",177.2,170.125,131.9090909,148.8181818,70.75
"AKR7A2",111,501.25,1420.090909,485.8181818,363.75
"AKR7A3",67.6,123.8125,237,118.5909091,91.41666667
"AKT1",674,418.6875,485.7272727,384.1818182,339.5
"AKT1S1",59.8,64.875,112.2727273,67.59090909,44.58333333
"AKT2",212.4,235.9375,275.7272727,253.0454545,437.4166667
"AKT3",57.8,96.75,158,354.5909091,145
"AKTIP",361.4,112.8125,173.3636364,732.4545455,238.75
"ALAD",96.8,236.8125,359.7272727,338.2272727,209.25
"ALAS1",238.2,236.5,2549.727273,174.4545455,241.9166667
"ALAS2",39.4,78.3125,63.27272727,94,94.91666667
"ALB",13.4,12.5625,10.81818182,11.22727273,10.83333333
"ALCAM",534.2,330.875,3768.727273,99.27272727,50.08333333
"ALDH16A1",129.8,223.6875,256.9090909,248.2272727,142.0833333
"ALDH18A1",91.6,90.8125,172.9090909,347.5,130.25
"ALDH1A1",30.4,940.625,1691.090909,18.22727273,16.75
"ALDH1A2",36.8,32.5,2141.818182,28.59090909,26.5
"ALDH1A3",15.2,16.8125,13.09090909,13.45454545,14.08333333
"ALDH1B1",59.6,57.0625,69.18181818,56.72727273,47.25
"ALDH1L1",62.8,70.6875,51.45454545,53.90909091,58.5
"ALDH1L2",10.6,8.5625,49.90909091,8.409090909,8.666666667
"ALDH2",366.2,3068.375,1843.090909,133.5,276.9166667
"ALDH3A1",48.2,42.25,54,33.45454545,31
"ALDH3A2",70.4,286.875,718.1818182,237.3636364,162.5833333
"ALDH3B1",107.4,134.625,101.5454545,114,82.66666667
"ALDH3B2",13.6,13.8125,14.09090909,12.04545455,16.5
"ALDH4A1",63.4,71.5625,153.0909091,53.31818182,49.08333333
"ALDH5A1",45.2,37.125,53.72727273,45.72727273,34.08333333
"ALDH6A1",80.8,101.9375,193,142,69.41666667
"ALDH7A1",34.4,37.5,123.3636364,36.31818182,36.08333333
"ALDH8A1",10.6,14.1875,12.36363636,45.27272727,28.08333333
"ALDH9A1",1054,1150.5625,1674.727273,1093,1370
"ALDOA",5128.2,6083.0625,7179.454545,3826.045455,2513.166667
"ALDOAP2",43.2,38.375,25.63636364,33.13636364,17.91666667
"ALDOB",84.8,87.8125,62.27272727,73.81818182,71
"ALDOC",171,119.125,130.0909091,316.3181818,158.9166667
"ALG1",37.2,85,129.3636364,63.36363636,63
"ALG10",21.8,23.4375,27.63636364,18.54545455,17.58333333
"ALG10B",18.4,34.5,46.90909091,36.54545455,141.5
"ALG12",150,126.4375,147.8181818,145.5454545,95
"ALG13",42.2,123.9375,138.7272727,522.8636364,356.6666667
"ALG14",16.8,98,331.0909091,48.86363636,29.5
"ALG2",122.4,296.25,785.3636364,367.9090909,446.25
"ALG3",134,507.25,433.4545455,269.5,150.6666667
"ALG5",69.4,677.875,1170.727273,519.0454545,705.9166667
"ALG6",204.8,391.8125,293,400.7727273,226.0833333
"ALG8",24.4,348.9375,640.6363636,317.9090909,122.8333333
"ALG9",25.6,60.0625,258.0909091,97.40909091,186.25
"ALK",24.4,29.9375,26,20.31818182,19.66666667
"ALKBH1",163,246.3125,364.8181818,263.3636364,103.3333333
"ALKBH2",29.6,54.125,54.09090909,76.81818182,46.08333333
"ALKBH3",35,118.4375,235.9090909,140.8181818,135.0833333
"ALKBH4",85.8,102.4375,72.63636364,68.95454545,209.8333333
"ALKBH5",464.4,481.4375,616.0909091,854.4545455,1400.166667
"ALKBH6",89.6,79.75,285.2727273,234.8181818,288.0833333
"ALKBH7",114,465.6875,343.0909091,457.1363636,369.0833333
"ALKBH8",49.2,83.1875,63.09090909,111.4090909,101.4166667
"ALLC",29.2,29.75,22.18181818,30.59090909,25.25
"ALMS1",35.4,65.875,68.27272727,149.7272727,142.5833333
"ALMS1P",32.6,35.3125,26,31.45454545,25.5
"ALOX12",35.8,28.3125,19.09090909,20.54545455,21.66666667
"ALOX12B",17.8,19.375,16.18181818,14.54545455,15.08333333
"ALOX12P2",58,69.6875,44.54545455,55.90909091,49.75
"ALOX15",101.2,19.4375,16.18181818,14.81818182,14.75
"ALOX15B",38.2,63.3125,87.90909091,33.36363636,22.16666667
"ALOX5",775.8,662.125,222.9090909,78.45454545,37.25
"ALOX5AP",10573.6,2160.25,5907.454545,2307.818182,1531.5
"ALOXE3",15.2,16.6875,12.72727273,15.68181818,10.75
"ALPI",56.6,45.4375,40.27272727,32.40909091,41.16666667
"ALPK1",148.4,43.1875,34.45454545,34.59090909,25.16666667
"ALPK2",25.8,30.875,24.18181818,25.36363636,31.91666667
"ALPK3",17.6,16.1875,73.72727273,11.63636364,19.16666667
"ALPL",926,25.4375,22,16.54545455,15.16666667
"ALPP",24,24.25,25.27272727,22.86363636,22.83333333
"ALPPL2",96.8,91.625,73.45454545,69.54545455,55.25
"ALS2",12.6,14.0625,22.18181818,14.63636364,40.25
"ALS2CL",108,137.1875,105.3636364,170.7727273,90.75
"ALS2CR10",24.8,21.875,14.63636364,18.31818182,18.91666667
"ALS2CR11",9.8,11.25,10.81818182,10.63636364,10.75
"ALS2CR12",18.8,13.9375,13.18181818,15.36363636,30
"ALS2CR4",14,19.9375,36.54545455,25,21.5
"ALS2CR8",11.4,17.3125,22.90909091,50.5,30.5
"ALX1",35.4,40.9375,32.90909091,30.5,25.41666667
"ALX3",56.6,53.875,45.45454545,42.31818182,37.33333333
"ALX4",44.2,38.1875,40.18181818,35.36363636,39.33333333
"AMAC1",22,19.25,11.90909091,13.72727273,12.41666667
"AMACR",52,32.75,40.90909091,42.18181818,46.5
"AMBN",35.2,37.375,32.81818182,31.40909091,27.66666667
"AMBP",32.4,26.6875,26.27272727,19.77272727,23.91666667
"AMBRA1",66.2,68.625,149.0909091,175.7272727,149.9166667
"AMD1",1638.6,542.0625,1035.454545,471.8181818,666.75
"AMDHD1",11.4,16.25,125.5454545,17.40909091,14.58333333
"AMDHD2",104,66.125,210.0909091,69.77272727,113.5833333
"AMELX",15,13.75,12.27272727,12.5,11.91666667
"AMELY",33.6,36.1875,32.81818182,31,26.5
"AMFR",113.6,249.9375,314.2727273,135.6363636,269.6666667
"AMH",50.4,49.8125,46.27272727,42.54545455,41.16666667
"AMHR2",67.6,65.5625,54,49.77272727,47
"AMICA1",6834.6,3331.5625,856.2727273,601.7727273,123.5833333
"AMIGO1",39.6,36.75,50.27272727,204.4090909,68.33333333
"AMIGO2",33,23.875,56.90909091,408.3181818,442.25
"AMIGO3",147.4,138.8125,115.4545455,119.3181818,131.5833333
"AMMECR1",21.2,24.25,21.09090909,45.5,19.91666667
"AMMECR1L",153.8,158.4375,202.0909091,301.1363636,293.25
"AMN",197,149.5,134.6363636,106.1363636,100.9166667
"AMN1",178.4,50.125,38.36363636,134.6818182,44.33333333
"AMOT",20.4,20.375,15.45454545,20,17.66666667
"AMOTL1",68.8,72.75,61.90909091,54.18181818,56.58333333
"AMOTL2",27.8,30.4375,18.45454545,22.77272727,19.41666667
"AMPD1",14.4,15.4375,14.27272727,13.04545455,13.25
"AMPD2",4040.6,883.125,304.0909091,392.1818182,412.1666667
"AMPD3",73.2,56.75,110.1818182,41.95454545,27.91666667
"AMPH",29.2,35.3125,22,25.13636364,20.91666667
"AMT",103,159.5625,100.0909091,239.0454545,253.8333333
"AMZ1",56.8,67.5625,58.54545455,55.40909091,41.16666667
"AMZ2",485.2,488.125,1110,1004.363636,1240
"ANAPC1",88.4,147.0625,283.2727273,322.1818182,178.3333333
"ANAPC10",20.6,179.625,281.9090909,182.7272727,197.8333333
"ANAPC11",388.6,1303.9375,1571.636364,768.5,961.8333333
"ANAPC13",10.2,10.5625,8.818181818,9.136363636,8.666666667
"ANAPC2",110.4,171.1875,174.5454545,309.0454545,148.6666667
"ANAPC4",247.6,314.625,480.6363636,716.7727273,559
"ANAPC5",154,345.5625,254.7272727,271.0909091,443.4166667
"ANAPC7",64.6,59.5,114.2727273,111.3636364,228.1666667
"ANG",28.8,205.5,132.4545455,34.68181818,26.58333333
"ANGEL1",84.4,158.3125,343,192.2272727,95.5
"ANGEL2",61,67,73.90909091,111.5,251.1666667
"ANGPT1",68.6,20.9375,15.81818182,10,8.75
"ANGPT2",11.8,11.5625,9.818181818,10.68181818,10.66666667
"ANGPT4",72.8,61.875,56.54545455,51.13636364,75.75
"ANGPTL1",23.2,17.75,15.90909091,15.09090909,17.66666667
"ANGPTL2",47.6,58.375,35,42.68181818,31.33333333
"ANGPTL3",17.6,16,12.09090909,13.59090909,14.41666667
"ANGPTL4",56.8,47.5,65,48.72727273,59.58333333
"ANGPTL6",43.8,57.25,91.63636364,35.72727273,57.83333333
"ANGPTL7",30.4,27.4375,24.09090909,23.72727273,26.33333333
"ANK1",76.8,64.5,57.18181818,65.72727273,42.16666667
"ANK2",19.2,24.5625,23.90909091,18.90909091,18.66666667
"ANK3",17.2,13.6875,13.72727273,111.5454545,18.33333333
"ANKAR",11.2,13.4375,10.09090909,13.31818182,9.5
"ANKDD1A",48.6,38.125,62.54545455,70.77272727,151.8333333
"ANKFN1",20,23.5625,16.72727273,21.90909091,15.91666667
"ANKFY1",550.4,498.125,540.6363636,530.9545455,353.8333333
"ANKH",32.6,38.875,143.6363636,306.2272727,93.5
"ANKHD1",479.4,209.9375,205.1818182,221.8181818,711.1666667
"ANKIB1",116.2,194.625,336.4545455,397.8181818,386.4166667
"ANKLE1",15.8,19.8125,12.36363636,15.31818182,17.75
"ANKLE2",77.4,94.9375,129,238.1363636,231.9166667
"ANKMY1",32.2,32.5,30.09090909,32.81818182,41
"ANKMY2",169.8,199.6875,494,308.1363636,670.25
"ANKRA2",275.6,245.1875,238.6363636,554.6818182,867.6666667
"ANKRD1",15.2,12.625,12.63636364,12.68181818,13.16666667
"ANKRD10",200.6,356.375,172.9090909,350.7272727,1407.333333
"ANKRD11",222,226.8125,248.2727273,599.4090909,713.0833333
"ANKRD12",1010.4,229.875,334.7272727,679.7727273,538.75
"ANKRD13A",5106.6,1418.5625,1206.818182,1650.727273,2056.75
"ANKRD13B",68.4,61.875,55,51.36363636,45.91666667
"ANKRD13C",22.4,66.4375,130.0909091,112.5909091,157
"ANKRD13D",268.8,186.4375,78.18181818,152.5454545,349.25
"ANKRD16",22,50.8125,66.18181818,77.86363636,42.83333333
"ANKRD17",143.8,165.25,286.7272727,291.3636364,123
"ANKRD18A",32.2,24.625,16.36363636,20.68181818,19.08333333
"ANKRD19",65.2,69.6875,61.81818182,60.04545455,101.5
"ANKRD2",39,34.875,28.45454545,24.68181818,21.16666667
"ANKRD22",134.6,99,27.18181818,19.86363636,13.5
"ANKRD23",34.8,32.0625,29,76.45454545,51.25
"ANKRD24",50,50.3125,45.81818182,38.81818182,46
"ANKRD26",24,31.625,28.81818182,34.72727273,34.91666667
"ANKRD27",259.6,314.4375,352.4545455,463.4545455,691.75
"ANKRD28",91,48.125,150.1818182,292.5,165.3333333
"ANKRD29",13.2,14.125,109.0909091,13.77272727,12.75
"ANKRD30A",15,14.25,12.54545455,11.95454545,11.91666667
"ANKRD30B",12.2,8.8125,8.363636364,8.909090909,7.666666667
"ANKRD31",14.8,17.9375,15.90909091,16.13636364,17.5
"ANKRD32",140.8,40.3125,72.54545455,100.7727273,146.25
"ANKRD33",35.4,33,25.36363636,28.77272727,34.25
"ANKRD33B",132.8,82.875,62.63636364,71.68181818,58.08333333
"ANKRD34A",62.4,55.125,44.81818182,60.36363636,42.66666667
"ANKRD34C",20.2,17.5625,13.27272727,15.59090909,17.08333333
"ANKRD35",55.6,71.4375,56.09090909,38.59090909,49.75
"ANKRD36",11,13.1875,15.54545455,60.77272727,207
"ANKRD36B",31.8,29.6875,84.18181818,449.6363636,581.5833333
"ANKRD37",122,84.25,157.0909091,62.63636364,125.25
"ANKRD39",37.8,64.5625,116.5454545,94.40909091,175.6666667
"ANKRD40",68.4,113.1875,132.4545455,114.3181818,89.75
"ANKRD42",27,28,28.63636364,22.45454545,25.5
"ANKRD43",14,14.3125,13.36363636,13.13636364,11.58333333
"ANKRD44",179,81.75,61.27272727,56.86363636,40.91666667
"ANKRD45",13.8,12.25,11.54545455,11.18181818,10.91666667
"ANKRD46",47.8,101.6875,146.3636364,176.3636364,35.75
"ANKRD49",604.4,416.5625,408.9090909,758.8181818,870.5
"ANKRD5",23.8,30.0625,29.27272727,79.27272727,35.41666667
"ANKRD50",52,253.625,239.3636364,26.63636364,22.25
"ANKRD52",91.2,122.8125,137.8181818,142.9545455,195.5
"ANKRD53",23,18.6875,13.72727273,15.81818182,14.25
"ANKRD54",89.2,120.5625,127.3636364,193.8181818,254
"ANKRD55",66.8,25.6875,18.54545455,311.2272727,14
"ANKRD57",20.6,62.25,158.6363636,28.54545455,11.75
"ANKRD6",67.2,37.75,98.63636364,38.22727273,117.6666667
"ANKRD60",38.2,35.25,28.90909091,29.63636364,28.91666667
"ANKRD7",10,9.375,8.818181818,8.954545455,9.5
"ANKRD9",82.4,39.5625,321.1818182,22.72727273,783
"ANKS1A",373.4,224.3125,270.7272727,155.3181818,205.0833333
"ANKS1B",14.2,15.375,13.54545455,19.31818182,14.25
"ANKS3",88.6,82.125,75.72727273,92.63636364,86.66666667
"ANKS4B",51.4,37.25,27.45454545,33.31818182,28.33333333
"ANKS6",48.4,51.8125,86.54545455,93.54545455,111.1666667
"ANKZF1",204.8,153.25,127.4545455,448.0909091,245.6666667
"ANLN",13.2,14.1875,74.72727273,14.31818182,10.75
"ANO1",82.6,73.125,65.09090909,62.09090909,56
"ANO10",163.2,185,407.6363636,63.77272727,60.91666667
"ANO2",18.8,20,16.54545455,15.77272727,15.16666667
"ANO3",15.6,16.5625,13.63636364,14.40909091,15.75
"ANO4",21.4,22,19.72727273,19.27272727,19.66666667
"ANO5",16.6,19.875,91,12.90909091,14.16666667
"ANO6",93.4,876,1198,484.9090909,330.0833333
"ANO7",141.2,166.375,133.2727273,111.8636364,77.66666667
"ANO8",56.8,70.125,70.63636364,143.0909091,79.5
"ANO9",62.8,54.3125,50.81818182,210.8181818,87.83333333
"ANP32A",1003.4,563.5,443.7272727,491.7272727,640.5
"ANP32B",1054.2,3321.5,3312.909091,5754.5,4186.166667
"ANP32C",23.4,17.25,21,17.81818182,12.58333333
"ANP32E",339.8,805.8125,901.3636364,1882.727273,1278.666667
"ANPEP",2862,921.5625,1425.363636,34.68181818,32.75
"ANTXR1",146.2,145.125,89.09090909,136.5,111.0833333
"ANTXR2",340.6,135.625,127.9090909,151.5454545,86.33333333
"ANUBL1",24.6,25.5625,25.72727273,55.45454545,36.58333333
"ANXA1",3157.4,7407.1875,4831.727273,4328.954545,3068.583333
"ANXA10",29.6,29.0625,23,26.13636364,19.83333333
"ANXA11",4967.8,1865.125,5834.545455,2109.5,1772.25
"ANXA13",31.2,34.375,35.18181818,30.31818182,22.25
"ANXA2",424.8,7590.125,17500,2211.272727,1027
"ANXA2P1",26.8,42.5625,121.8181818,24.68181818,23.75
"ANXA2P2",112,1660.6875,4001.272727,528.4090909,263.8333333
"ANXA2P3",98.8,130.125,228.7272727,70.5,39.25
"ANXA3",1465.2,43.5625,13.18181818,32.40909091,10.08333333
"ANXA4",153.2,891.4375,1769.636364,177.6818182,424.75
"ANXA5",970.6,4078.8125,5557.090909,972.9545455,266.8333333
"ANXA6",147.8,798.375,412.6363636,2255.590909,631.3333333
"ANXA7",781.8,1193.5625,1456.636364,1071.318182,1470.75
"ANXA9",38.6,49.375,57.27272727,45.36363636,37.16666667
"AOAH",1094.2,2030.1875,517.1818182,94.95454545,818.5833333
"AOC2",220.6,36.1875,27.63636364,32.09090909,34.83333333
"AOC3",133,24.9375,22.63636364,21.40909091,18.83333333
"AOX1",23,19.375,16.36363636,16.04545455,14.33333333
"AP1AR",16.2,15.3125,15.36363636,13.40909091,10.16666667
"AP1B1",127.6,287.75,376.4545455,162.7727273,144.5833333
"AP1G1",1047.2,358.6875,700.0909091,380.4090909,898
"AP1G2",507.6,388.125,268.9090909,889.6363636,359.1666667
"AP1M1",231.6,325.75,279,265.4090909,55.41666667
"AP1M2",75.6,59.4375,69.45454545,41.09090909,42.5
"AP1S1",120.8,149.1875,248.2727273,139.3181818,88.66666667
"AP1S2",1267,6724,2554.454545,980.5,622.1666667
"AP1S3",17.2,13.9375,20.72727273,9.772727273,13.5
"AP2A1",147.6,212.3125,140.3636364,126.0454545,71.75
"AP2A2",171,321,707.5454545,425,222.25
"AP2B1",185.4,304.4375,304.7272727,705.2272727,391.5833333
"AP2M1",879,1451.1875,2046.454545,1114.681818,460.1666667
"AP2S1",284,1402.4375,1931.727273,492.5,324.4166667
"AP3B1",564.4,474.625,938.0909091,325.5909091,199.25
"AP3B2",21.2,18.4375,18.09090909,18.68181818,14.91666667
"AP3D1",438.8,687.875,1148,894.0454545,893.75
"AP3M1",65,125.875,95.54545455,146.3636364,151.9166667
"AP3M2",79.8,62.125,74.18181818,228.2272727,124.6666667
"AP3S1",1543.2,1695.25,2340.909091,1319.090909,2577.166667
"AP3S2",55,83.4375,72.18181818,41.5,35.58333333
"AP4B1",104.2,199.5,200.0909091,313.8181818,512.8333333
"AP4E1",58.4,135,275.9090909,142.6818182,157.4166667
"AP4M1",45.6,87.25,69.45454545,51.45454545,61.08333333
"AP4S1",70.6,106.75,117.2727273,218,126.8333333
"APAF1",1249.8,818,245.5454545,257.4090909,243.25
"APBA1",69.4,82,64.63636364,67.18181818,44.58333333
"APBA2",141.4,119.6875,100.9090909,421.4090909,520.6666667
"APBA3",209.2,174.125,164.6363636,392.0909091,167.8333333
"APBB1",79.8,54.625,58.90909091,185.2727273,60.91666667
"APBB1IP",539.6,134.9375,157,297,73.91666667
"APBB2",18.2,19.4375,60.72727273,15.77272727,15.33333333
"APBB3",213.4,150.6875,118.9090909,275.9545455,117.25
"APC",487,149.9375,242.8181818,172.4090909,230.0833333
"APC2",90.4,81.5,77.27272727,61.45454545,83.08333333
"APCDD1",18.8,54.625,22.81818182,15.31818182,19.41666667
"APCDD1L",68.6,84.3125,62.81818182,59.81818182,40.25
"APCS",29,32.125,24.90909091,28.31818182,34.75
"APEH",106.6,241.75,370.7272727,386.9545455,144.0833333
"APEX1",135.6,1774.875,1890.818182,2279.5,1469.166667
"APEX2",101.6,188.6875,231.2727273,133.4545455,100.25
"APH1A",435.4,749.875,617.1818182,602.0909091,1187.75
"APH1B",344,396.6875,403.0909091,135.2272727,50.41666667
"API5",98,153.6875,185,160.9090909,80.16666667
"APIP",111,518.75,664.8181818,374.5,173.5833333
"APLF",9.6,11.0625,12.45454545,11.31818182,13.08333333
"APLN",65.6,76.3125,69.18181818,49.54545455,93.91666667
"APLNR",59.2,55.125,42,51.72727273,28.5
"APLP1",53.2,57.3125,46.18181818,51.59090909,31.41666667
"APLP2",2861.6,4262.875,4133.909091,560.5454545,880.1666667
"APOA1",43.8,43,54.54545455,41.40909091,61.91666667
"APOA1BP",83.6,359.3125,558.9090909,394.6818182,723.25
"APOA2",34.6,29.3125,28.45454545,25.77272727,28
"APOA4",105.6,89.5625,78.36363636,68.45454545,55.5
"APOA5",46,49.1875,48.18181818,43.36363636,38.41666667
"APOB",19.2,21.0625,19.81818182,18.45454545,27.66666667
"APOB48R",1104.2,462.125,483.3636364,166.6818182,405.0833333
"APOBEC1",31.4,29,24.63636364,24.68181818,23.75
"APOBEC2",53.4,61.625,49.36363636,53.86363636,33.66666667
"APOBEC3A",3637.2,1877.625,46.18181818,38.81818182,32.25
"APOBEC3B",377,125.75,186.8181818,14.09090909,20.16666667
"APOBEC3C",214,611.5625,306.9090909,397.5454545,266.0833333
"APOBEC3D",55.8,59.5,46.90909091,55.45454545,38.16666667
"APOBEC3F",160.6,138.8125,108.9090909,113.0909091,80.75
"APOBEC3G",439.2,812.0625,463.5454545,868.7272727,1981.75
"APOBEC4",22.4,24.0625,14.81818182,20.90909091,15.08333333
"APOC1",215,226.875,3646.454545,169.7727273,131.9166667
"APOC2",72.2,97.4375,2279.636364,79.09090909,62.91666667
"APOC3",30.6,35.125,37.36363636,36.13636364,34
"APOC4",72.8,80.375,81.09090909,63.68181818,64.08333333
"APOD",47.8,64.25,55.81818182,48.77272727,33.83333333
"APOE",86.4,61.875,9213,57.63636364,65.58333333
"APOF",14,13.625,11.36363636,11.77272727,13.5
"APOH",33,32.8125,29.18181818,32.59090909,27.83333333
"APOL1",508.4,205.875,178.0909091,187.3636364,135.8333333
"APOL2",1030.8,319.5,475.3636364,314.7727273,285.5
"APOL3",60.4,463.5,118.6363636,699.3636364,200.6666667
"APOL4",40,45.75,145.3636364,33.54545455,33.91666667
"APOL5",37.2,32.0625,25.81818182,24.86363636,18
"APOL6",272,213.8125,338,158.9090909,339.25
"APOLD1",37.4,23,31,26.36363636,18.66666667
"APOM",54.4,107.5625,65.09090909,69.90909091,108.6666667
"APOO",48,109.6875,505.0909091,109.8636364,100.5
"APOOL",21.8,94.875,168.7272727,92.45454545,65.58333333
"APP",66.4,567.5,557.5454545,275.9090909,127.4166667
"APPBP2",121.8,146.4375,143.9090909,308.8181818,75.25
"APPL1",32.8,146.6875,281.0909091,159.9090909,141
"APPL2",333,52.6875,164.6363636,143.0454545,58.16666667
"APRT",150.8,770.1875,476.6363636,988.0454545,448.6666667
"APTX",84.8,168.8125,234.3636364,149.5,53.41666667
"AQP10",40,32.75,25.27272727,31.63636364,25.16666667
"AQP11",24.6,26.3125,23.81818182,25.81818182,33.75
"AQP2",137.4,131.375,111.3636364,116.6363636,108.5833333
"AQP3",120.4,146.625,127.6363636,531.5,121.8333333
"AQP4",9.2,9.3125,8.727272727,8.681818182,9
"AQP5",66.4,56.875,53.54545455,46.63636364,44.83333333
"AQP6",49.6,51.5625,50.45454545,42.81818182,45.41666667
"AQP7",80.6,109.375,72.54545455,70.31818182,59.25
"AQP8",28.6,33.5,25.45454545,24.18181818,26.33333333
"AQP9",12225.4,1549.4375,4032.545455,46.18181818,52.16666667
"AQR",71,82.4375,67.63636364,134.0909091,58.16666667
"AR",39.6,48.8125,40.09090909,42.90909091,42.41666667
"ARAF",23.2,24.625,24.36363636,19.13636364,207.3333333
"ARAP1",1666.4,1001,1131.545455,332.7272727,477.9166667
"ARAP2",114.8,236.4375,369.6363636,389.1363636,1114
"ARAP3",1218.4,303.75,271.5454545,90.40909091,105.3333333
"ARC",25.8,28.8125,31.90909091,22.68181818,20.75
"ARCN1",984.4,838.375,1250.454545,1187.681818,449.0833333
"AREG",532,81,30,19.45454545,1622.333333
"AREGB",15.6,9.5,7.454545455,8.363636364,19.08333333
"ARF1",3369.2,3343.6875,4163.727273,2752.227273,4116.5
"ARF3",1397.6,1304.6875,1433.727273,787.7272727,537.4166667
"ARF4",1159.8,1040,1131.818182,370.0909091,351.75
"ARF5",812.2,926.0625,598.8181818,487.5454545,875.3333333
"ARF6",792.2,1625.875,1492.727273,1980.954545,1503.583333
"ARFGAP1",207.4,260.625,195.0909091,274.6818182,248.0833333
"ARFGAP2",393.4,487.625,397.8181818,618.8181818,395.5833333
"ARFGAP3",879.8,502.1875,693.9090909,531.5,1100.083333
"ARFGEF1",408.8,259.1875,279.8181818,328.2727273,183.25
"ARFGEF2",66.4,82.75,76.18181818,65.27272727,67.25
"ARFIP1",561.2,230.25,193.0909091,50.63636364,19
"ARFIP2",125.4,266.6875,322.1818182,338.8636364,170.4166667
"ARFRP1",151.2,183.125,173,237.5,102.9166667
"ARG1",23.2,13.1875,12.45454545,13.59090909,12.66666667
"ARG2",51.2,62.5,101.7272727,36.81818182,39.91666667
"ARGLU1",1086.8,1063.8125,680.8181818,2796.454545,2942.75
"ARHGAP1",77.8,51.5625,37.27272727,94,53.91666667
"ARHGAP10",98.8,118.9375,296.0909091,113.5454545,179
"ARHGAP11A",12.6,13.0625,15.54545455,11.40909091,11.08333333
"ARHGAP12",56.4,49.5625,122,128.7727273,167.0833333
"ARHGAP15",2590.2,654.75,628,2700.772727,682.5
"ARHGAP17",314,806.375,935.2727273,630.3181818,576.4166667
"ARHGAP18",124.6,184,1211.272727,66.68181818,165.9166667
"ARHGAP19",329.8,98.5,70.27272727,90.54545455,134.6666667
