"AGENE","CD56NK","CD4MemoryT","CD19B","CD14"
"RCOR1",0.0147968466,0.0053644315,0.00655855,0.0110429448
"RCOR2",0,0,0,0
"RCOR3",0.0184354154,0.0085131195,0.0168137372,0.0110429448
"RCSD1",0.2574893875,0.2208746356,0.2962079657,0.0895705521
"RCVRN",0.0006064281,0,0,0.0016359918
"RDH10",0.0014554275,0.0017492711,0,0
"RDH11",0.0510612492,0.0352186589,0.0240877653,0.0049079755
"RDH12",0.0001212856,0,0,0
"RDH13",0.0110369921,0.0082798834,0.0072740281,0.0073619632
"RDH14",0.0496058217,0.0386005831,0.0449558788,0.0061349693
"RDH16",0.0006064281,0.0005830904,0,0
"RDH5",0.0077622802,0.0115451895,0.0103744336,0.0024539877
"RDM1",0.000970285,0.0001166181,0,0
"RDX",0.0392965434,0.0176093294,0.0138325781,0.0065439673
"REC8",0.0084899939,0.0068804665,0.0051275936,0.009406953
"RECK",0.0117647059,0.012244898,0.0069162891,0.0155419223
"RECQL",0.0739842329,0.0219241983,0.0262341999,0.0036809816
"RECQL4",0.0003638569,0.0009329446,0.0004769855,0
"RECQL5",0.0046088539,0.0047813411,0.0062008109,0.0069529652
"REEP1",0,0,0,0
"REEP2",0.0002425713,0.0001166181,0,0
"REEP3",0.0109157065,0.0201749271,0.0066777963,0.0126789366
"REEP4",0.0204972711,0.0165597668,0.0069162891,0.0351738241
"REEP5",0.2388114008,0.1662973761,0.1089911758,0.2535787321
"REEP6",0.0090964221,0.0065306122,0.0020271882,0.0028629857
"REG4",0.0001212856,0.0002332362,0,0
"REL",0.1309884779,0.020058309,0.1539470546,0.0294478528
"RELA",0.0536082474,0.0438483965,0.0279036489,0.0290388548
"RELB",0.0155245603,0.0263556851,0.0537801097,0.0380368098
"RELL1",0.0033959976,0.0017492711,0.0001192464,0.0057259714
"RELL2",0.0035172832,0.0134110787,0.00655855,0.0024539877
"RELT",0.013341419,0.0089795918,0.0299308371,0.0952965235
"REM2",0.0036385688,0.0078134111,0.0079895063,0.0008179959
"REN",0,0,0,0
"RENBP",0.0269254093,0.0097959184,0.0143095636,0.0850715746
"REP15",0,0.0001166181,0.0001192464,0
"REPIN1",0.0555488175,0.0425655977,0.0637968042,0.0310838446
"REPS1",0.0139478472,0.0141107872,0.0114476508,0.0065439673
"REPS2",0,0,0.0009539709,0.000408998
"RER1",0.1451788963,0.1152186589,0.0733365132,0.1116564417
"RERE",0.0191631292,0.0163265306,0.033508228,0.0253578732
"RERG",0,0,0,0
"REST",0.1427531837,0.0489795918,0.0690436442,0.0114519427
"RET",0.0001212856,0,0,0.000408998
"RETN",0,0.0019825073,0,0.1292433538
"RETSAT",0.0047301395,0.0060641399,0.00131171,0.0036809816
"REV1",0.0293511219,0.0185422741,0.0180062008,0.0061349693
"REV3L",0.0140691328,0.0059475219,0.0143095636,0.0036809816
"REXO1",0.0065494239,0.0109620991,0.009539709,0.0151329243
"REXO2",0.1110976349,0.1166180758,0.0497257334,0.0147239264
"REXO4",0.0557913887,0.0356851312,0.0373241116,0.0122699387
"RFC1",0.077865373,0.0260058309,0.034819938,0.0081799591
"RFC2",0.0491206792,0.0173760933,0.0392320534,0.0204498978
"RFC3",0.0063068526,0.0032653061,0.0025041736,0.000408998
"RFC4",0.0274105518,0.0152769679,0.017409969,0.0020449898
"RFC5",0.0141904184,0.0089795918,0.0081087527,0.0020449898
"RFESD",0.0064281383,0.0062973761,0.0021464345,0.000408998
"RFFL",0.0122498484,0.010728863,0.0025041736,0.0024539877
"RFK",0.0198908429,0.0157434402,0.0120438827,0.0053169734
"RFNG",0.0232868405,0.0096793003,0.0067970427,0.027402863
"RFPL1",0,0.0002332362,0,0
"RFPL1S",0.0007277138,0.0010495627,0.0001192464,0.000408998
"RFPL2",0.0001212856,0.0032653061,0,0.0008179959
"RFPL3",0,0.0004664723,0,0
"RFPL3S",0.0001212856,0.0002332362,0.0003577391,0
"RFPL4A",0,0,0,0.0008179959
"RFT1",0.0090964221,0.0102623907,0.0060815645,0.0044989775
"RFTN1",0.0549423893,0.0144606414,0.0151442881,0.0155419223
"RFWD2",0.0158884172,0.0089795918,0.0076317672,0.0077709611
"RFWD3",0.0092177077,0.0052478134,0.00655855,0.0016359918
"RFX1",0.0124924196,0.0055976676,0.0051275936,0.0147239264
"RFX2",0.0014554275,0.0041982507,0.0003577391,0.0196319018
"RFX3",0.0073984233,0.0027988338,0.0046506082,0.0012269939
"RFX4",0.0002425713,0,0,0
"RFX5",0.0200121286,0.0130612245,0.0344621989,0.0102249489
"RFX7",0.0063068526,0.0029154519,0.0040543763,0.0008179959
"RFX8",0.0001212856,0.0002332362,0,0
"RFXANK",0.1189812007,0.0899125364,0.0733365132,0.0793456033
"RFXAP",0.0214675561,0.0114285714,0.0182446935,0.0024539877
"RGAG4",0.0001212856,0.0005830904,0,0.0036809816
"RGCC",0.0141904184,0.1680466472,0.0011924636,0.0768916155
"RGL1",0,0.0006997085,0.0002384927,0.000408998
"RGL2",0.0300788357,0.0289212828,0.0352969234,0.036400818
"RGL3",0,0,0.0015502027,0.000408998
"RGL4",0.0730139478,0.1259475219,0.0031004054,0.0008179959
"RGMA",0,0,0,0.000408998
"RGMB",0.0001212856,0.0048979592,0.0060815645,0
"RGMB-AS1",0,0.0005830904,0.0003577391,0
"RGN",0,0,0.0001192464,0
"RGP1",0.0229229836,0.0137609329,0.0170522299,0.0057259714
"RGPD1",0,0,0,0
"RGPD2",0,0.0016326531,0,0
"RGPD6",0.0001212856,0,0,0
"RGPD8",0.0002425713,0,0,0.000408998
"RGS1",0.0886597938,0.0340524781,0.0425709516,0.0081799591
"RGS10",0.0538508187,0.3140524781,0.0380395898,0.1930470348
"RGS11",0,0,0,0
"RGS12",0.0012128563,0.0017492711,0.0010732173,0.0110429448
"RGS13",0.0002425713,0,0.0001192464,0
"RGS14",0.0731352335,0.1053061224,0.0344621989,0.0355828221
"RGS16",0.0013341419,0.006180758,0.0019079418,0.000408998
"RGS17",0.0132201334,0,0,0
"RGS18",0.0026682838,0.0018658892,0,0.0069529652
"RGS19",0.2618556701,0.209212828,0.2421893632,0.1738241309
"RGS2",0.0935112189,0.0925947522,0.0497257334,0.2175869121
"RGS3",0.0825955124,0.0079300292,0.0050083472,0.0077709611
"RGS5",0.0001212856,0.0005830904,0.0001192464,0
"RGS6",0,0,0.0001192464,0
"RGS7",0,0,0.0015502027,0
"RGS9",0.0202546998,0.0012827988,0,0
"RGS9BP",0.0008489994,0.0003498542,0,0
"RHBDD1",0.004244997,0.0065306122,0.0096589554,0.0032719836
"RHBDD2",0.0623408126,0.0744023324,0.0358931553,0.0253578732
"RHBDD3",0.0084899939,0.0079300292,0.00262342,0.0061349693
"RHBDF1",0.0001212856,0,0.0001192464,0
"RHBDF2",0.040388114,0.0072303207,0.0498449797,0.0265848671
"RHBDL1",0,0.0202915452,0.0003577391,0.0008179959
"RHBDL2",0.0001212856,0,0.0001192464,0
"RHCE",0.0018192844,0.0006997085,0.0003577391,0
"RHD",0,0.0005830904,0,0.000408998
"RHEB",0.1024863554,0.0760349854,0.0347006916,0.0347648262
"RHEBL1",0.0172225591,0.0069970845,0.00524684,0.000408998
"RHNO1",0.0314129776,0.0422157434,0.0263534462,0.0024539877
"RHOA",0.62995755,0.3348104956,0.2487479132,0.218404908
"RHOB",0.0266828381,0.0050145773,0.073575006,0.0601226994
"RHOBTB1",0,0,0.0004769855,0.0008179959
"RHOBTB2",0.0088538508,0.0009329446,0.0127593608,0.0040899796
"RHOBTB3",0.0587022438,0.0002332362,0.0023849273,0.0008179959
"RHOC",0.6852637962,0.0706705539,0.0222990699,0.0588957055
"RHOD",0,0.001516035,0.0023849273,0
"RHOF",0.250818678,0.1633819242,0.0686859051,0.026993865
"RHOG",0.4340812614,0.2766180758,0.1303362747,0.2932515337
"RHOH",0.0658580958,0.1958017493,0.1894824708,0.000408998
"RHOQ",0.0103092784,0.0013994169,0.0076317672,0.0098159509
"RHOT1",0.033232262,0.015393586,0.0151442881,0.0077709611
"RHOT2",0.0614918132,0.0682215743,0.0524683997,0.0408997955
"RHOU",0.0004851425,0.0024489796,0,0.0040899796
"RHOV",0,0.0002332362,0,0
"RHOXF1",0.0006064281,0.0004664723,0,0
"RHPN1",0.0008489994,0.0188921283,0.0017886954,0.0016359918
"RHPN1-AS1",0,0,0,0
"RHPN2",0,0,0.0007154782,0
"RIBC1",0.000970285,0.0004664723,0.0002384927,0.000408998
"RIBC2",0.0002425713,0.0001166181,0.0002384927,0.0008179959
"RIC3",0.0049727107,0.0904956268,0.1628905318,0
"RIC8A",0.08793208,0.0581924198,0.0405437634,0.0478527607
"RIC8B",0.009460279,0.0078134111,0.0010732173,0.0012269939
"RICTOR",0.0795633717,0.0471137026,0.040066778,0.0044989775
"RIF1",0.0219526986,0.0113119534,0.0146673026,0.0040899796
"RILP",0.0093389933,0.0065306122,0.0025041736,0.0707566462
"RILPL1",0.0002425713,0.0008163265,0,0
"RILPL2",0.0505761067,0.0998250729,0.0530646315,0.1472392638
"RIMBP2",0,0,0.0016694491,0
"RIMBP3C",0.0003638569,0.0003498542,0,0.000408998
"RIMKLA",0.0008489994,0,0,0
"RIMKLB",0.0060642814,0.004548105,0.0054853327,0.0012269939
"RIMS1",0,0,0,0.000408998
"RIMS2",0,0,0,0
"RIMS3",0.0002425713,0.0002332362,0.0002384927,0.0008179959
"RIN1",0.0003638569,0.0026822157,0.0002384927,0.0167689162
"RIN2",0,0,0,0.0044989775
"RIN3",0.1425106125,0.0229737609,0.0397090389,0.117791411
"RING1",0.0523953911,0.0361516035,0.036131648,0.0188139059
"RINL",0.0584596725,0.0258892128,0.0499642261,0.0065439673
"RINT1",0.0095815646,0.0037317784,0.0040543763,0.0008179959
"RIOK1",0.021831413,0.0177259475,0.0164559981,0.0061349693
"RIOK2",0.0200121286,0.0095626822,0.0079895063,0.0012269939
"RIOK3",0.0611279563,0.0148104956,0.0332697353,0.0151329243
"RIPK1",0.0195269861,0.012361516,0.0054853327,0.0049079755
"RIPK2",0.0225591267,0.0135276968,0.016098259,0.0216768916
"RIPK3",0.017586416,0.0117784257,0.0077510136,0.0069529652
"RIPK4",0,0.0001166181,0,0
"RIT1",0.0339599757,0.0109620991,0.0103744336,0.0143149284
"RITA1",0.0372346877,0.0188921283,0.0162175054,0.009406953
"RLF",0.0088538508,0.00303207,0.0067970427,0.0032719836
"RLIM",0.0092177077,0.0036151603,0.0047698545,0.0028629857
"RLN1",0.0024257126,0.0019825073,0.0003577391,0
"RLN2",0.0067919951,0.0060641399,0.0017886954,0
"RLTPR",0.0050939964,0.0179591837,0.0089434772,0.000408998
"RMDN1",0.0350515464,0.0100291545,0.0184831863,0.008997955
"RMDN2",0.0115221346,0.001516035,0.0088242309,0.000408998
"RMDN3",0.066464524,0.0209912536,0.0115668972,0.0077709611
"RMI1",0.0047301395,0.0008163265,0.0022656809,0.0008179959
"RMI2",0.0027895694,0.0016326531,0.0031004054,0
"RMND1",0.0116434203,0.010845481,0.0088242309,0.0061349693
"RMND5A",0.0286234081,0.0104956268,0.0116861436,0.0065439673
"RMND5B",0.0168587022,0.0240233236,0.0270689244,0.0114519427
"RMRP",0,0.0001166181,0,0.000408998
"RN7SL1",0.0264402668,0.0086297376,0.00393513,0.0065439673
"RN7SL832P",0.0029108551,0.003148688,0.0044121154,0.0057259714
"RNASE1",0,0,0,0.0040899796
"RNASE10",0,0,0.0001192464,0
"RNASE2",0,0,0,0.0327198364
"RNASE3",0,0,0,0.0020449898
"RNASE4",0.0002425713,0.0011661808,0.0003577391,0.0065439673
"RNASE6",0.0117647059,0.013877551,0.0739327451,0.1464212679
"RNASEH1",0.0416009703,0.0285714286,0.0228953017,0.0204498978
"RNASEH1-AS1",0.0139478472,0.015393586,0.0249224899,0.0008179959
"RNASEH2A",0.0459672529,0.0229737609,0.0222990699,0.01799591
"RNASEH2B",0.1060036386,0.1225655977,0.1663486764,0.0351738241
"RNASEH2B-AS1",0.0002425713,0,0.0002384927,0
"RNASEH2C",0.2067919951,0.1433236152,0.1460767947,0.2421267894
"RNASEK",0.0266828381,0.0100291545,0.010851419,0.0646216769
"RNASEK-C17orf49",0.0059429958,0.0025655977,0.0014309564,0.0106339468
"RNASEL",0.0047301395,0.006180758,0.0047698545,0.0036809816
"RNASET2",0.1588841722,0.5949854227,0.4670880038,0.6486707566
"RND1",0.0013341419,0.0008163265,0.0015502027,0.000408998
"RND2",0.0001212856,0.0009329446,0.0003577391,0
"RNF10",0.0534869618,0.0403498542,0.0347006916,0.0216768916
"RNF103",0.0089751364,0.0051311953,0.0072740281,0.0024539877
"RNF11",0.0420861128,0.0358017493,0.00655855,0.0065439673
"RNF111",0.0146755609,0.0060641399,0.0114476508,0.0065439673
"RNF112",0,0.0001166181,0.0001192464,0
"RNF113A",0.1428744694,0.1135860058,0.0659432387,0.0323108384
"RNF114",0.0808975136,0.0697376093,0.0565227761,0.0617586912
"RNF115",0.0646452395,0.0241399417,0.0199141426,0.0073619632
"RNF121",0.0115221346,0.0075801749,0.0045313618,0.0036809816
"RNF122",0.0002425713,0.0001166181,0.0005962318,0.000408998
"RNF123",0.0115221346,0.0058309038,0.0062008109,0.0106339468
"RNF125",0.1727107338,0.043148688,0.0122823754,0.0130879346
"RNF126",0.2493632505,0.2004664723,0.1299785357,0.0253578732
"RNF128",0,0.0001166181,0,0
"RNF13",0.0533656762,0.0239067055,0.0305270689,0.0110429448
"RNF130",0.0648878108,0.0178425656,0.0261149535,0.1938650307
"RNF135",0.0236506974,0.0048979592,0.0250417362,0.0294478528
"RNF138",0.0377198302,0.0376676385,0.0298115907,0.0192229039
"RNF139",0.0960582171,0.0620408163,0.0507989506,0.0114519427
"RNF139-AS1",0.0044875682,0.0044314869,0.00655855,0.0012269939
"RNF14",0.0268041237,0.0114285714,0.0089434772,0.0028629857
"RNF141",0.0129775622,0.0129446064,0.0478177916,0.0175869121
"RNF144A",0.0055791389,0.0048979592,0.0001192464,0
"RNF144B",0.0006064281,0.0003498542,0.0020271882,0.0044989775
"RNF145",0.0857489388,0.0651895044,0.0461483425,0.0233128834
"RNF146",0.0286234081,0.0118950437,0.0133555927,0.0081799591
"RNF149",0.0701030928,0.0602915452,0.0112091581,0.0323108384
"RNF151",0.0001212856,0.0001166181,0,0
"RNF152",0,0.0001166181,0,0
"RNF157",0.0057004245,0.0209912536,0.0005962318,0
"RNF157-AS1",0.0004851425,0.0004664723,0,0
"RNF165",0.0138265616,0.0002332362,0.0001192464,0
"RNF166",0.194784718,0.1260641399,0.0280228953,0.0867075665
"RNF167",0.243662826,0.1841399417,0.0921774386,0.0351738241
"RNF168",0.0399029715,0.0158600583,0.0169329835,0.0139059305
"RNF169",0.02995755,0.0088629738,0.0075125209,0.008997955
"RNF170",0.0258338387,0.0163265306,0.0212258526,0.0036809816
"RNF175",0,0,0,0.000408998
"RNF180",0,0,0.0001192464,0
"RNF181",0.2886597938,0.1688629738,0.0976627713,0.2556237219
"RNF183",0.0002425713,0,0.0001192464,0
"RNF185",0.006185567,0.0062973761,0.0045313618,0.0049079755
"RNF187",0.1255306246,0.1029737609,0.061769616,0.0462167689
"RNF19A",0.034202547,0.0095626822,0.0304078226,0.0028629857
"RNF19B",0.0029108551,0.0041982507,0.0021464345,0.0167689162
"RNF2",0.0229229836,0.0141107872,0.0118053899,0.0020449898
"RNF20",0.0274105518,0.0109620991,0.0150250417,0.0053169734
"RNF207",0.0001212856,0.003148688,0.0005962318,0.0008179959
"RNF208",0.0001212856,0.0002332362,0.0005962318,0
"RNF212",0.0010915706,0.0012827988,0.0014309564,0
"RNF213",0.3357186173,0.1053061224,0.049606487,0.0744376278
"RNF214",0.0189205579,0.0534110787,0.0182446935,0.0040899796
"RNF215",0,0.0002332362,0.0003577391,0
"RNF216",0.0371134021,0.0271720117,0.0231337944,0.01799591
"RNF217",0.0014554275,0,0,0.000408998
"RNF219",0.013341419,0.0057142857,0.0083472454,0.0008179959
"RNF219-AS1",0,0.0001166181,0.0001192464,0
"RNF220",0.0368708308,0.019941691,0.0169329835,0.0294478528
"RNF222",0.0004851425,0.0003498542,0.0005962318,0
"RNF223",0,0,0.0001192464,0
"RNF24",0.0046088539,0.0090962099,0.0028619127,0.018404908
"RNF25",0.0151607035,0.0116618076,0.0107321727,0.0057259714
"RNF26",0.0206185567,0.0177259475,0.0189601717,0.0110429448
"RNF31",0.0021831413,0.0012827988,0.0008347245,0.0016359918
"RNF32",0.0001212856,0.0023323615,0.0025041736,0
"RNF34",0.045603396,0.0300874636,0.0131170999,0.0053169734
"RNF38",0.0154032747,0.0149271137,0.0133555927,0.0012269939
"RNF39",0,0,0,0
"RNF4",0.0474226804,0.0282215743,0.020033389,0.0110429448
"RNF40",0.021831413,0.0097959184,0.0076317672,0.0208588957
"RNF41",0.0207398423,0.0135276968,0.0271881708,0.0073619632
"RNF43",0.0018192844,0.0009329446,0.00131171,0
"RNF44",0.0366282596,0.0348688047,0.0211066062,0.0188139059
"RNF5",0.1494238933,0.090845481,0.0530646315,0.0470347648
"RNF6",0.032261977,0.0179591837,0.0209873599,0.0028629857
"RNF7",0.250818678,0.1594169096,0.099212974,0.1431492843
"RNF8",0.0492419648,0.0179591837,0.0207488672,0.0077709611
"RNFT1",0.0428138266,0.0183090379,0.0311233007,0.0008179959
"RNFT2",0.0002425713,0.0010495627,0.0009539709,0
"RNGTT",0.020861128,0.007696793,0.0250417362,0.000408998
"RNH1",0.1942995755,0.229271137,0.1291438111,0.3537832311
"RNLS",0.0030321407,0.0022157434,0.0005962318,0.0012269939
"RNMT",0.0602789569,0.0173760933,0.0246839971,0.0053169734
"RNMTL1",0.0232868405,0.0167930029,0.0205103744,0.0098159509
"RNPC3",0.0244996968,0.0100291545,0.0145480563,0.0044989775
"RNPEP",0.0378411158,0.0232069971,0.0195564035,0.0470347648
"RNPEPL1",0.1480897514,0.0965597668,0.021345099,0.0744376278
"RNPS1",0.2112795634,0.1829737609,0.1718340091,0.0719836401
"RNU11",0.0105518496,0.0002332362,0.0003577391,0.0012269939
"RNU12",0.1997574287,0.052361516,0.0138325781,0.0335378323
"RNU6ATAC35P",0,0,0,0.0012269939
"ROBO1",0,0,0.0003577391,0
"ROBO3",0.0118859915,0.0059475219,0.0010732173,0.0049079755
"ROBO4",0.0001212856,0,0,0
"ROCK1",0.1262583384,0.044664723,0.070951586,0.0208588957
"ROCK2",0.0092177077,0.0024489796,0.0040543763,0.0020449898
"ROGDI",0.011400849,0.0236734694,0.0083472454,0.0805725971
"ROM1",0.0030321407,0.0019825073,0.0011924636,0.0016359918
"ROMO1",0.2402668284,0.1202332362,0.0580729788,0.1345603272
"ROPN1L",0.0095815646,0.0075801749,0,0
"ROR1",0.0003638569,0,0.0002384927,0
"ROR2",0,0,0,0
"RORA",0.1085506367,0.0517784257,0.0008347245,0
"RORB",0.00194057,0,0,0
"RORC",0.0004851425,0.0121282799,0,0
"RP1-100J12.1",0.0012128563,0.0012827988,0.0003577391,0.0012269939
"RP1-101K10.6",0.0001212856,0,0,0
"RP1-102E24.8",0,0,0,0.0008179959
"RP1-102G20.5",0,0,0.0001192464,0
"RP1-102H19.8",0.0018192844,0.001516035,0.0015502027,0.0008179959
"RP1-102K2.8",0.0002425713,0.0001166181,0,0
"RP1-111B22.3",0,0,0.0001192464,0
"RP1-111C20.3",0,0,0,0.000408998
"RP1-111C20.4",0.0015767132,0.0016326531,0.0009539709,0.0012269939
"RP1-111D6.2",0,0,0.0001192464,0
"RP1-111D6.3",0.0003638569,0.0001166181,0,0
"RP1-117B12.4",0.0003638569,0,0,0.000408998
"RP1-118J21.25",0.0010915706,0.0005830904,0.0001192464,0
"RP1-118J21.5",0,0,0,0
"RP1-120G22.11",0,0.0004664723,0.0001192464,0.000408998
"RP1-122K4.3",0.0001212856,0.0002332362,0.0001192464,0
"RP1-122O8.7",0.0004851425,0.0002332362,0,0
"RP1-122P22.2",0,0,0,0.0016359918
"RP1-125I3.2",0.0008489994,0.0001166181,0.0001192464,0
"RP1-127C7.6",0,0.0001166181,0,0
"RP1-12G14.7",0,0,0,0
"RP1-130H16.16",0,0.0001166181,0.0001192464,0.0008179959
"RP1-136B1.1",0,0,0,0
"RP1-140A9.1",0.0010915706,0.0003498542,0.0005962318,0.000408998
"RP1-140K8.5",0,0.0001166181,0,0
"RP1-148H17.1",0,0,0.0003577391,0
"RP1-149L1.1",0,0,0.0004769855,0
"RP1-150O5.3",0,0,0.0002384927,0
"RP1-151B14.6",0.0003638569,0,0,0
"RP1-151F17.1",0.0036385688,0.0011661808,0.0001192464,0
"RP1-151F17.2",0.0008489994,0.0008163265,0,0
"RP1-153G14.4",0.0001212856,0,0,0
"RP1-153P14.5",0,0,0.0001192464,0
"RP1-155G6.4",0.0001212856,0,0.0001192464,0
"RP1-159A19.4",0,0.0034985423,0.0002384927,0.0008179959
"RP1-15D23.2",0.0001212856,0,0,0
"RP1-166H4.2",0,0,0,0
"RP1-167A14.2",0,0.0001166181,0.0001192464,0
"RP1-168L15.5",0.0010915706,0.0018658892,0.0009539709,0.000408998
"RP1-16A9.1",0,0,0,0
"RP1-178F10.1",0,0,0,0
"RP1-178F10.3",0.0001212856,0,0,0
"RP1-178F15.4",0.0041237113,0.0019825073,0.0016694491,0.0053169734
"RP1-179N16.6",0.0029108551,0.0009329446,0.0019079418,0.000408998
"RP1-17K7.2",0,0,0,0
"RP1-187B23.1",0.0002425713,0.0013994169,0,0
"RP1-191J18.66",0.0025469982,0.0024489796,0.0005962318,0.0012269939
"RP1-193H18.2",0.0003638569,0.0004664723,0,0
"RP1-197B17.3",0.0048514251,0.0043148688,0.0019079418,0.0085889571
"RP1-199J3.7",0.0003638569,0.0004664723,0.0003577391,0
"RP1-1J6.2",0,0.0006997085,0,0
"RP1-202O8.3",0.0057004245,0.0033819242,0.0045313618,0.0024539877
"RP1-20B11.2",0,0.0001166181,0,0
"RP1-20C7.6",0.0001212856,0.0001166181,0.0004769855,0
"RP1-20N2.6",0.0004851425,0,0.0004769855,0
"RP1-212P9.3",0,0,0.0002384927,0
"RP1-223E5.4",0.0015767132,0.0019825073,0.0033388982,0.000408998
"RP1-224A6.3",0.0012128563,0.0013994169,0.0004769855,0
"RP1-224A6.9",0,0.0001166181,0,0
"RP1-225E12.2",0.0001212856,0,0,0
"RP1-228P16.5",0.0001212856,0,0,0
"RP1-234P15.4",0.0010915706,0.0006997085,0.0005962318,0.0008179959
"RP1-239B22.5",0.0003638569,0.0002332362,0.0001192464,0.0008179959
"RP1-241P17.4",0.0707095209,0.0452478134,0.0472215597,0.0261758691
"RP1-244F24.1",0.0040024257,0.0067638484,0,0.0008179959
"RP1-249H1.4",0,0,0.0001192464,0
"RP1-249I4.2",0,0,0,0.000408998
"RP1-256G22.2",0,0,0,0
"RP1-257A7.4",0.000970285,0.0001166181,0.0008347245,0.000408998
"RP1-257A7.5",0.0004851425,0.0006997085,0.0005962318,0
"RP1-261D10.2",0.0003638569,0.0001166181,0.0003577391,0
"RP1-261G23.7",0,0.0001166181,0,0.0044989775
"RP1-265C24.8",0.0004851425,0.0001166181,0,0
"RP1-266L20.2",0,0.0001166181,0,0.0057259714
"RP1-266L20.4",0,0,0.0001192464,0
"RP1-272L16.1",0,0,0,0
"RP1-286D6.5",0.0001212856,0,0,0
"RP1-28H20.3",0.0024257126,0.0003498542,0.0001192464,0.0008179959
"RP1-28O10.1",0.0053365676,0.0051311953,0,0.000408998
"RP1-29C18.10",0.0001212856,0,0.0002384927,0
"RP1-302G2.5",0,0,0,0.000408998
"RP1-309F20.4",0,0,0,0.000408998
"RP1-30M3.5",0.0002425713,0.0005830904,0,0.0012269939
"RP1-30M3.6",0.0001212856,0.0001166181,0,0
"RP1-313I6.12",0.0496058217,0.0560932945,0.1607440973,0.0044989775
"RP1-315G1.3",0.0040024257,0.001516035,0.0023849273,0.0040899796
"RP1-317E23.3",0.0008489994,0.0010495627,0.0004769855,0.0016359918
"RP1-37C10.3",0,0,0,0
"RP1-37N7.3",0.0007277138,0.0008163265,0.0004769855,0
"RP1-39G22.7",0.0147968466,0.0149271137,0.008227999,0.0016359918
"RP1-3J17.3",0.0105518496,0.0071137026,0.0062008109,0.0061349693
"RP1-40E16.11",0,0,0,0
"RP1-40E16.12",0.012371134,0.0074635569,0.0050083472,0.0143149284
"RP1-43E13.2",0.0065494239,0.0038483965,0.0016694491,0.0024539877
"RP1-45C12.1",0,0,0.0005962318,0
"RP1-45I4.3",0.0001212856,0.0005830904,0.0003577391,0
"RP1-45N11.1",0,0,0.0010732173,0.000408998
"RP1-50J22.4",0,0,0,0
"RP1-56K13.2",0.0002425713,0,0,0
"RP1-56K13.3",0.0004851425,0,0,0
"RP1-59D14.1",0,0,0,0
"RP1-59D14.5",0,0,0,0
"RP1-60O19.2",0.0001212856,0,0.0007154782,0
"RP1-65P5.5",0.0002425713,0,0,0
"RP1-67K17.4",0.0001212856,0.0003498542,0.0002384927,0
"RP1-7G5.6",0,0.0001166181,0,0
"RP1-80N2.2",0,0,0,0.000408998
"RP1-80N2.3",0,0,0,0
"RP1-86C11.7",0,0.0001166181,0,0
"RP1-8B1.4",0.0201334142,0.0018658892,0.0029811591,0
"RP1-90G24.10",0,0,0,0
"RP1-90G24.11",0,0,0,0
"RP1-90G24.6",0,0,0,0
"RP1-90J20.12",0.000970285,0,0.0002384927,0.0016359918
"RP1-90J20.8",0.0003638569,0.0001166181,0.0001192464,0.000408998
"RP1-90L6.2",0.0001212856,0.0001166181,0.0001192464,0
"RP1-90L6.3",0.0002425713,0,0,0
"RP1-91J24.3",0,0,0,0
"RP1-92O14.3",0.0013341419,0.0013994169,0.0016694491,0.0028629857
"RP1-92O14.6",0,0,0,0
"RP1-93H18.1",0.0003638569,0,0,0
"RP1-93H18.7",0,0,0.0001192464,0
"RP11-1000B6.3",0.0070345664,0.0010495627,0.0016694491,0.0020449898
"RP11-1000B6.5",0.0003638569,0.0001166181,0.0003577391,0.0020449898
"RP11-1006G14.2",0,0.0001166181,0,0
"RP11-1007O24.2",0,0.0001166181,0.0001192464,0.000408998
"RP11-1007O24.3",0.011400849,0.0039650146,0.0042928691,0.0053169734
"RP11-1008C21.2",0.0001212856,0,0,0.000408998
"RP11-1012A1.4",0.0001212856,0,0,0
"RP11-1017G21.4",0.0001212856,0,0,0
"RP11-1017G21.5",0.0072771377,0.0025655977,0.0031004054,0.0081799591
"RP11-1017G21.6",0.0001212856,0,0.0001192464,0
"RP11-1018N14.1",0,0.0001166181,0,0
"RP11-101E13.5",0.0003638569,0.0005830904,0.0001192464,0.000408998
"RP11-101E7.2",0,0,0,0
"RP11-1020A11.2",0,0.0001166181,0,0
"RP11-1023P17.2",0,0,0.0003577391,0
"RP11-1026M7.2",0,0.0002332362,0,0
"RP11-1026M7.3",0,0.0001166181,0,0
"RP11-102L12.2",0,0.0002332362,0,0
"RP11-102M11.2",0.0021831413,0.0001166181,0.0003577391,0
"RP11-102N12.3",0,0,0.0590269497,0.0175869121
"RP11-1033H12.1",0.0001212856,0,0,0
"RP11-1035H13.3",0,0,0.0001192464,0.0008179959
"RP11-1036E20.9",0,0,0.0002384927,0
"RP11-103C16.2",0,0,0,0
"RP11-103G8.2",0.0521528199,0.0067638484,0.0022656809,0
"RP11-103H7.3",0,0,0,0
"RP11-103H7.5",0,0,0,0
"RP11-1049A21.2",0.0001212856,0.0001166181,0,0
"RP11-104D21.3",0,0,0,0
"RP11-104E19.1",0,0,0,0
"RP11-104H15.9",0.0001212856,0.0001166181,0,0
"RP11-104J23.1",0,0,0,0
"RP11-104L21.3",0.0180715585,0.0100291545,0,0
"RP11-104N10.1",0.0004851425,0.0010495627,0.0005962318,0.000408998
"RP11-1055B8.3",0.0001212856,0,0,0.000408998
