"AABleh","cytotoxic.CD56.dim.NK.cell","memory.CD4.pos.AB.T.cell","memory.B.cell","CD14.pos.CD16.neg.classical.monocyte"
"UBE2J2",22.443,19.3682142858,22.3154285714,17.3010285714
"FKBP11",38.6666428572,39.0885714286,6.7078571429,3.5617428572
"TBX21",144.419571429,3.3579285714,2.3848571429,0.1330285714
"FAM3A",8.4794285715,8.0325714286,7.234,5.2757142857
"FAM3B",0,0,0,0.2294
"FBXO11",18.0914285715,21.66,29.7102857143,27.3996857143
"TACO1",3.2741428572,5.7938571429,3.1088571429,1.9462285714
"FBXO15",0.1679285714,0.3068571429,0.446,0.0078857143
"PDPN",0,0,0,0
"GGPS1",10.473,13.6002857143,8.9191428571,8.2329714286
"MIR6838",7.8667857143,7.1782857143,21.6928571429,7.2088857143
"FAM153A",0.0616428572,11.8987857143,0.2834285714,0.1396571429
"TRUB2",3.2035,2.6594285714,3.0931428571,1.6853428571
"FAM153C",0,2.6031428572,0.5497142857,0
"MIR6834",24.5327142857,16.003,25.0562857143,15.7978285714
"BCLAF1",72.5725714285,103.4301428574,94.4634285714,102.814
"MIR6836",0.9805,0.7187142857,7.1225714286,4.5473428571
"MIR6837",63.9255714286,43.2591428572,86.3877142857,75.8075428571
"PLA2G6",20.1321428572,11.9765714286,8.6684285714,1.4487428571
"PLA2G7",0,0,0,15.6635714286
"MARCKS",0.1068571429,0,46.9462857143,73.3558857143
"GDPGP1",2.7412857143,1.4316428572,1.9531428571,1.0389142857
"LL22NC03-75H12.2",0,0.719,0,0
"ERBB2",55.9932857143,0.5709285715,0.7751428571,0.2952
"CCDC77",4.1177142857,1.9114285715,3.3665714286,2.8555142857
"ATPAF1",9.7981428572,13.5935714286,6.7328571429,8.429
"MIR4745",62.4832857143,69.0844285715,63.3631428571,54.7574
"PEX26",5.1293571429,5.0644285714,3.9447142857,4.5943714286
"CCDC71",7.2388571429,7.2469285715,6.8214285714,4.6504285714
"FPR1",0.0202857143,0.0101428572,0,168.9588
"FPR2",0,0,0.0294285714,28.2441714286
"FPR3",0,0,0.0294285714,2.3469428572
"OR2G6",0,0,0.3628571429,0
"CCDC78",1.4957857143,0.3333571429,2.8888571429,0.1994571429
"CGRRF1",6.2090714286,13.9097857143,7.6871428571,4.5160285714
"LOC100288175",0.0394285715,0.0517142857,0.4554285714,0.0719714286
"TMEM109",40.6335714286,22.6732142857,32.6957142857,13.8486285714
"HIST3H2BB",2.8179285715,3.7791428572,2.0425714286,0.3328285714
"TMEM102",4.919,3.3867142857,4.3187142857,2.3165714286
"TMEM101",9.8672857143,12.5981428572,9.696,8.6595428571
"TMEM107",68.2497142857,103.5274285715,195.625428571,169.273142857
"TMEM104",2.3956428571,2.2847857143,1.0454285714,7.6028571429
"SMPDL3B",0.1662142858,0,0,0.0692857143
"GHITM",75.3017142857,74.224,59.189,67.7939428571
"SMPDL3A",0.1542857143,0,0.0814285714,8.7274285714
"TRANK1",62.6821428571,39.8587142858,65.2982857143,7.2732857143
"LOC100506585",0,0,0.0294285714,3.2555714286
"SPEN",10.6067857143,9.8593571429,16.8054285714,24.7012857143
"ZCWPW1",1.9107142857,1.8045714286,6.5865714286,0.9348571429
"FKBP1B",0.4183571429,0.3725,0.4944285714,1.4656857143
"MANEAL",1.0274285714,0.424,1.1895714286,0.1005142857
"SARS",56.2508571429,53.4525,45.1928571429,39.1176285714
"STAT6",64.8011428571,54.8341428571,109.854857143,95.2764
"ZFYVE26",6.62,4.2560714286,8.6684285714,9.3433142857
"SSC4D",0.0667857143,0.0568571429,0.0814285714,0.3016
"RIN1",0.0734285715,0.4695,0.2645714286,5.2183428572
"STOML2",25.3806428572,28.3888571429,33.3017142857,13.5195714286
"STOML1",2.938,1.8276428572,1.8837142857,1.0878571429
"FBLIM1",0,0.0084285715,0,0.0036
"TIMM8A",0.9104285715,0.7508571429,0.7942857143,0.5723142857
"STK40",19.179,10.248,13.1058571429,16.6229714286
"TRPT1",9.4283571429,6.8652857143,18.4455714286,5.0280285714
"DAXX",40.5900714286,20.8729285714,31.658,9.0223714286
"ZNF721",15.6544285714,21.2117142857,30.285,7.6481428571
"CDC16",15.2030714286,7.7059285715,21.6928571429,11.7484571428
"AHNAK",199.744428571,279.3602857145,210.318,286.052285714
"NT5E",0.0795714286,2.1772857143,8.0154285714,0.0216571429
"MAP10",0.9495714286,0.6342857143,0.4091428571,0.8002
"LOC100288910",1809.755,3041.444714285,2045.64257143,1456.68394286
"XPA",10.8598571429,10.7842857143,11.1331428571,7.9547714286
"LGALS9C",14.8826428571,0.0814285714,0.1557142857,0.0665142857
"LGALS9B",12.2851428571,0.0126428572,0,0.0016571429
"UNC50",24.1329285714,12.8295714286,18.2048571429,15.1129714286
"MAP1A",0.0332142857,0.7930714286,0.0294285714,0.0546571429
"IGSF9B",0.174,3.646,0.0568571429,0.0214
"PDCL3",11.7308571428,15.2756428572,7.0105714286,5.0980285714
"RMI2",0.6891428572,0.4753571429,0.9267142857,0.0667428571
"LBX2",0.8556428571,0.2800714286,0.1434285714,0.1693142857
"CCM2",58.716,60.418,50.5774285714,22.3877714286
"LINC00593",0.034,0,0,0.0077714286
"LENG8-AS1",2.3065714286,3.7314285714,4.678,2.4193714286
"FRMD8",19.7195714286,15.2577857143,16.2017142857,10.5379142857
"ZNF430",13.7506428571,17.0751428572,11.9128571429,6.8699142857
"CCP110",3.67,4.7665,3.282,4.6512857143
"IMMP1L",12.7714285714,17.9563571429,11.1042857143,1.0785714286
"SPICE1",3.019,3.9214285715,6.7078571429,3.8278571428
"FRMD6",0.301,0.325,0.1908571429,0.1363714286
"FRMD7",0.0107142857,0,0,0.659
"PLCD4",0.0554285714,0.6654285714,0.0917142857,0.0146
"PKNOX1",3.1855714286,3.9103571429,2.8578571429,3.4334857143
"FRMD3",0.5954285715,0.4005,0.3628571429,2.0315142857
"GNAQ",2.3898571429,12.8675714286,0.0294285714,27.2312285714
"GNAS",124.928,148.4994285715,198.700285714,129.977314286
"MED13L",30.0568571428,29.7455714286,52.7174285714,64.3712571429
"LOC101927837",1.8331428572,1.6498571429,2.7848571429,1.3676
"PTCD3",49.7394285715,55.2707142857,61.6607142857,32.5724285714
"DSCR3",29.1893571428,23.7492857143,22.3708571429,21.5211428571
"PTCD1",1.6129285715,1.8678571429,2.199,1.6454
"GNAL",3.0555714286,0.1925714286,0.166,0.0469714286
"HLTF",7.3751428572,4.6917142857,5.5855714286,1.2761142857
"AGFG2",6.6998571429,9.7709285715,1.7554285714,0.6005714286
"AGFG1",10.2266428572,8.9009285715,8.0374285714,40.7474857143
"DPF2",11.7893571429,9.3898571429,15.2451428571,8.5753714286
"DPF3",0.3052142857,0.1777857143,1.7668571429,0.0316571429
"ASNA1",35.8302142858,27.2156428572,20.3315714286,28.1295714286
"RPS12",800.920857143,1684.62285714,1035.974,682.975485714
"CRYGS",1.3949285715,1.2445714286,1.3762857143,0.7418857143
"RPL18A",647.921285714,964.902999998,937.957714286,630.395085714
"KRT2",1.2862857143,0.2595714286,0,0.0002857143
"KRT1",0,10.6037857143,0,0.0390285714
"EHMT1-IT1",0.4978571429,0.2233571429,1.6608571429,0.4849142857
"GPALPP1",10.2078571429,9.2027142857,9.7578571429,6.7023428572
"KRT5",0.0266428572,0.0261428572,0,0.0412
"PWP2",2.6254285714,1.8043571429,1.9214285714,1.1822571428
"CLEC18A",0.2292142858,0.3955714286,0.6981428571,0.5628
"CLEC18C",0.0992857143,0.1907857143,0.166,0.1509428572
"CLEC18B",0.3127142857,0.3033571429,0.419,0.4056285714
"DACT1",0.0441428572,1.4806428571,0.344,0.0495428572
"ZNF383",4.1058571429,3.6302142857,5.081,2.4728571429
"BORCS7",0.0325714286,0.0824285714,0,0.1463142857
"BORCS6",9.7578571429,4.4830714286,6.6852857143,3.4761428571
"BORCS5",3.1998571429,7.3244285714,3.4975714286,2.1273714286
"RRNAD1",6.0165,4.2637142857,17.4842857143,7.6511142857
"VPS41",16.4157142857,8.7050714286,22.4645714286,26.7211142857
"BCAP29",9.6725,5.1188571429,7.4627142857,12.6696571429
"PDLIM5",7.1408571429,7.4635714286,5.2612857143,30.7946571429
"TMCC1",15.2310714286,13.3955714286,9.1585714286,9.7546285714
"TMCC2",0.1668571429,0.2971428572,0.2331428571,0.1582571429
"BORCS8",5.2591428572,5.2555,5.9305714286,7.0573142857
"SDR42E1",1.0524285714,1.036,1.0095714286,0.0118285714
"LINC00309",0,0.02,0.069,1.3703428571
"PHF23",16.0257142857,6.0517857143,14.2727142857,10.9400857143
"TAS2R30",2.067,2.2435,3.9328571429,2.6334857143
"TAS2R31",1.5650714286,1.3219285715,2.5882857143,1.3653142857
"NMNAT3",0.6585714286,0.5249285715,1.6151428571,1.4305142857
"NMNAT1",1.7132857143,1.3178571429,2.0425714286,3.6583142857
"MIR4722",39.1281428571,98.8302857143,57.132,53.4278857143
"ZNF337",5.8498571429,5.7767857143,6.3017142857,3.4119428571
"EPB41L1",0.1064285714,0.0326428572,0.0568571429,0.0394285714
"NAA16",6.8555714286,8.2392857143,3.8354285714,9.4877714286
"EPB41L3",0.0095714286,0.2583571429,0.0294285714,53.2088571428
"EPB41L2",0.8505714286,2.8027142857,7.6751428571,4.8618285714
"EPB41L5",1.573,1.1647857143,4.7077142857,0.9597428571
"ACSS3",0.0095714286,0,0,0.1420285714
"ACSS2",0.4135714286,3.544,3.2062857143,18.7055428571
"ACSS1",22.429,11.5315,22.1071428571,8.464
"KIDINS220",25.5702142857,18.4395,13.6782857143,31.5086
"TMEM156",8.7221428572,7.6011428572,53.5517142857,0.4932571429
"PLEKHM2",10.3557142857,13.8255714286,22.3442857143,17.8585142857
"NAA15",11.8368571429,14.4230714286,19.7831428571,12.6870857143
"PUDP",1.6950714286,3.2035714286,2.7457142857,5.7893142857
"VPS4B",35.0264285714,22.897,19.8197142857,18.2565428571
"ZNF727",0.6568571429,0.2054285715,0.3004285714,0.0221142857
"GMEB2",4.3477142858,7.1707142857,5.7757142857,4.1238571428
"MIR4723",9.9248571429,9.15,9.1751428571,7.8426
"GMEB1",5.5267857143,2.9642142857,3.4254285714,4.1403714286
"SLC43A3",1.819,1.4431428572,0.7942857143,32.6415428571
"FAM72B",0.2686428572,0.1736428572,0.1434285714,0.9073142857
"FAM72A",0.7247857143,0.3240714286,0.2527142857,2.5560285714
"DCAF13",13.6781428572,11.3680714286,14.3117142857,8.2584285714
"DFNA5",0.0373571429,0.074,3.0318571429,0.6483428571
"MAGEH1",8.1455714286,10.1531428572,6.0092857143,1.3733428571
"RRP36",31.6077142857,27.6802142858,18.1242857143,18.0217428571
"VHL",35.5638571428,30.4160714286,46.0928571429,35.0236571429
"SZRD1",39.0729285714,28.4446428572,34.3242857143,26.3542
"LRRN3",0,1.5647857143,0.0294285714,0.0828571428
"CNTNAP3",0,0.0126428572,0.2012857143,0.0308
"LRRN1",0.2835714286,0.0084285715,1.2117142857,0.0111428571
"PPP1R15A",34.2414285714,100.091714286,116.852857143,1020.30645714
"DCAF10",3.843,3.6909285715,3.166,3.7313428572
"BLMH",12.453,15.9742857143,3.8815714286,5.9907142857
"TREML4",0,0,0.105,0.2856285714
"MIR4720",1.675,1.9649285715,1.0344285714,1.2515142857
"MOGS",27.6063571429,22.4631428572,20.8905714286,19.657
"RIPK4",0,0.0227857143,0,0.0010285714
"SNORA46",6087.86342857,6229.87442857,6590.20142857,2675.7472
"RECK",2.4326428572,3.35,1.3462857143,2.2098857143
"SNORA44",848.956285714,890.036285714,1353.82171429,163.552971429
"INSC",0.038,0.0279285715,0,0.0026857143
"SNORA40",4577.88071429,4830.624571425,5276.77057143,4414.63577143
"MRPL37",11.3024285715,12.3739285715,13.7067142857,10.7851714286
"GPRIN3",11.1487857143,29.4082142858,0.311,3.6553714286
"LOC100130691",0.6955714286,0.5467142857,0.5165714286,1.4102
"ROGDI",1.7507142857,5.6445714286,1.4512857143,35.2411428571
"SNORA48",35522.6145714,23507.856,28646.2528571,47899.8645143
"SNORA49",5238.16085714,5004.72957143,4782.75171429,3979.53971429
"HIST2H2BC",1.2597142857,0.9731428572,0,0.1634571429
"INSR",0.1245,0.17,0.166,9.0726
"HIST2H2BF",27.9909285714,35.0986428572,40.674,8.2492
"HIST2H2BE",155.557285714,140.1505714285,142.957142857,48.2867428572
"ZNF813",1.6017142857,1.2293571429,1.4712857143,0.9286571429
"SPTBN2",0.0992857143,0.0152857143,0.2645714286,0.0069714286
"SPTBN1",46.8352857143,58.2278571429,78.5234285714,3.0851428571
"ZNF814",7.4947142857,5.0544285715,16.9117142857,3.3648571429
"KLF13",102.885714286,84.445,67.5065714286,80.3124571428
"ARPC4-TTLL3",11.0460714286,6.215,5.8325714286,16.204
"KLF11",4.2223571429,5.0086428572,8.7345714286,30.2883428571
"EBAG9",4.7318571429,6.4204285714,6.4314285714,5.8727714286
"KLF16",1.6811428572,2.0820714286,3.4094285714,3.4384285714
"ASAP1-IT2",0.0851428572,0.1691428571,0.2227142857,1.3807714286
"TFAP2E",0.8288571429,0.4324285714,0.311,0.4396571429
"TNFSF12-TNFSF13",1.2375714286,0.969,0.8495714286,3.8828285714
"UBE2Z",18.7351428572,19.4194285714,24.0351428571,15.6349142857
"FLJ20021",1.5633571429,2.3867857143,2.0652857143,1.9234857143
"NRROS",8.3368571429,2.8421428572,17.2794285714,24.6686571429
"PCNA",36.0827142857,22.0418571429,13.6138571429,7.4080285714
"SLC44A1",1.8249285715,2.9471428572,1.6404285714,11.1086285714
"SLC44A2",86.0587142857,46.3656428572,80.6502857143,18.0031142857
"ZBTB7A",5.823,4.4985714286,5.237,6.9396571429
"SLC44A5",0.0721428572,0,0.6437142857,0.0002857143
"ZBTB7C",0,0.0237142858,0,0.0006285714
"ZBTB7B",17.6392142857,16.8742857143,20.4568571429,41.5683142857
"MSI2",8.8264285714,18.2617857143,25.0085714286,5.9840857143
"MIR26B",0,0,0,0
"MCCC2",5.8654285714,5.7757857143,9.5648571429,5.8096857143
"PCNT",19.5098571428,10.8102857143,8.6684285714,7.7174285714
"UTY",11.4328571429,0,0.0294285714,14.5274857143
"CD99P1",1.2778571429,1.8982857143,1.9884285714,3.2730857143
"CYP17A1-AS1",0.1562857143,0,0.105,0.1437714286
"PCAT1",0.1285714286,0.3467142857,0.1908571429,0.0046
"SAMHD1",99.6028571428,93.9697142858,2.8231428571,172.469657143
"RPA4",0.3499285715,0.3165,0.5585714286,1.1122
"DNPH1",1.665,16.9175714286,34.0042857143,5.8109428571
"RPA1",16.3446428571,12.6567857143,12.8155714286,5.7797142857
"RPA3",15.6135,22.2876428571,20.4267142857,5.32
"C1D",10.688,6.5859285714,8.0154285714,10.6357428571
"CXorf40A",9.636,9.6354285715,13.141,4.4620571428
"CXorf40B",15.013,8.5110714286,6.9305714286,8.1046
"NDUFS3",37.6821428571,41.057,37.5671428571,27.8226285714
"COQ9",9.2293571429,6.7686428571,8.2621428571,7.4174285714
"NDUFS5",69.5561428572,140.6055714285,77.0237142857,56.0670285714
"NDUFS6",17.7567142858,17.0845714286,13.544,12.7800571429
"ISY1-RAB43",3.8922142857,2.5277142857,1.5597142857,2.8332
"C1S",0.236,0.2194285715,0.311,0.3715428571
"C1R",1.0287857143,0.5001428572,0.4944285714,0.5346857143
"COQ7",4.5759285714,4.6833571429,6.1085714286,5.1978285714
"COQ6",4.6827857143,8.0135714286,8.1408571429,4.1241142857
"UFD1L",18.0632142857,18.455,10.7994285714,14.1608571428
"ILF3",36.1922142857,50.9587142857,60.5888571429,40.6752571429
"ILF2",54.3372857143,61.9768571429,61.9068571429,38.5058285714
"FAM198B",0.0095714286,0,0,52.3208
"ZRANB1",8.3692857143,8.7902857143,9.5242857143,7.8750285714
"ZRANB3",1.3656428572,0.8232142857,1.5465714286,0.6966285714
"ZRANB2",29.5187142857,39.6917142857,36.3827142857,20.1029714286
"WARS2",3.7905714286,7.4546428572,5.186,3.9301428571
"FAM132A",0.5575714286,0.3145714286,0.3544285714,0.5680857143
"HBB",0.2165,0.0947857143,0.6185714286,1.8211142857
"CHMP2B",8.8851428572,13.7863571429,10.3577142857,16.4156
"PCDHGB2",0.1814285715,0.0740714286,0.5497142857,0.0066857143
"MUC20",0.6452857143,0.8961428572,0.6591428571,0.7262571429
"BOK",8.589,0,0.069,0.0042857143
"ATP9B",14.746,16.9132857143,22.7957142857,14.8378857143
"ATP9A",3.3107142858,0.1140714286,1.5717142857,0.0442
"RREB1",4.5304285714,5.4252142857,8.2324285714,14.1425142857
"DENND2C",0.1679285714,0.1256428572,0.1791428571,0.0586285715
"TPX2",1.1212142857,0.426,0.105,0.1212285714
"DENND2D",167.495,62.019,20.102,8.4963714286
"WWC3",5.7061428572,4.7762857143,6.0748571429,6.5570857143
"PPT1",8.4714285715,31.7402142858,21.1641428571,155.401142857
"PPT2",3.3632857143,0.8010714286,0.2527142857,0.5708285714
"INPP4B",0.1602857143,54.5261428572,0,0.5294
"INPP4A",64.6692857143,35.1345714286,4.5805714286,25.6238857143
"MICAL1",12.9940714286,26.2578571429,34.9691428571,27.8491142857
"MICAL2",10.1958571429,8.9856428572,0,43.3669714286
"MICAL3",1.1562142857,3.3976428572,20.9944285714,0.4421428571
"PHC1",6.479,15.572,7.5402857143,2.1819428571
"PHC3",14.4843571429,20.9174285714,23.8034285714,14.0577142857
"GPR107",7.6202857143,5.8477142858,5.7385714286,9.2536
"MFAP3L",0.2359285715,0.4703571429,0.2012857143,0.7566
"SYPL1",2.5444285714,11.8625,53.6835714286,11.3265714286
"BRICD5",1.3966428572,4.0479285714,5.5997142857,3.2760571428
"UBE2G1",16.9443571429,14.4518571429,18.8321428571,11.7651428571
"ZNF362",5.2556428572,2.9746428572,2.5882857143,4.905
"SAFB",31.3037857143,31.9732142857,52.5882857143,27.0094571429
"ZNF367",1.1905,1.8317142857,0.7384285714,0.2195142857
"EMC10",34.7146428571,31.3445,25.451,33.8610285714
"ZNF606",4.8917142858,2.4197142857,5.411,1.0376
"TMCO1",30.9397857143,23.4691428572,16.046,22.7432857143
"LOC654841",0.2695714286,0.1519285714,0.2114285714,0.1822857143
"MGMT",8.5425714286,9.0293571429,14.0187142857,4.4854857143
"FAM218A",0.1915714286,0.1702142857,0.4651428571,0.0076571428
"TRNP1",0.0095714286,0.0384285715,0,0.6208571429
"H2AFV",67.7397142857,82.3267142857,38.4734285714,43.0986285714
"SLC35E3",1.6514285715,1.8107857143,2.0037142857,2.9665142857
"H2AFX",13.6300714285,3.8757142857,3.5422857143,2.0328571428
"H2AFY",57.5482142857,62.1592142857,42.387,184.957371429
"H2AFZ",88.8542857143,111.279142857,76.0248571429,65.8602857143
"ZNF607",2.0558571429,1.2042142857,2.3501428571,0.1032571429
"RNF8",7.1605714286,5.366,6.4417142857,3.0675714286
"RNF6",30.3675714286,26.5851428572,22.4645714286,15.1630571429
"RNF7",27.2957857143,25.3461428572,22.6511428571,31.3185428572
"RNF4",40.4955714286,32.6457142858,40.2344285714,18.7455428571
"RNF5",24.7925714285,19.5517142857,21.8028571429,12.8580571429
"RNF2",6.6410714286,5.9657142857,4.643,6.4865714286
"H2AFJ",23.893,20.3630714286,6.9434285714,19.0695428571
"ZFHX3",0.495,0.0717857143,0.538,3.6998571429
"NCAPG2",2.3415714286,5.0925714286,1.7345714286,1.2668857143
"LRRC69",1.1965714286,1.3992857143,2.1848571429,0.6240571429
"TINF2",82.3557142857,48.512,85.7854285714,37.2105428571
"CLTA",37.2270714286,30.0007142857,38.8188571429,48.0169714286
"PPP1R21",12.1277142857,12.5625,13.8765714286,12.1065428571
"CLTC",61.5758571428,37.52,34.8084285714,64.4668285714
"CLTB",30.5772857143,29.9705,16.3882857143,22.174
"TMEM159",4.0059285715,5.9059285715,7.8398571429,5.5291142857
"RRAGA",19.2517857143,17.007,21.5,9.2694
"LRRC61",5.7481428571,4.575,6.7715714286,1.5633428571
"NGLY1",24.6219285714,20.3815714286,59.7997142857,16.4016
"ZEB2-AS1",1.9921428572,0.1302857143,0.9267142857,47.1063428571
"DPEP2",9.7101428572,13.5673571429,15.6117142857,31.3606
"DPEP3",0.1662857143,0.0318571429,0.3331428571,0.2136
"C7orf34",0,0,0,0.0330285714
"NMD3",14.4477857142,18.4828571429,15.3342857143,16.0123428572
"SCNN1D",0.4938571429,1.4857142857,1.3322857143,0.5643142857
"C7orf31",0.7832857143,0.501,0.9587142857,1.0411714286
"HARS",25.9517142857,27.2962142857,17.1797142857,11.0958571429
"LOXL1-AS1",0.5785,4.3774285715,0.538,0.0467428571
"ZNF605",1.7935714286,1.4194285715,2.0238571429,1.4512
"ZNF829",1.5241428572,1.288,1.4405714286,0.1416285714
"PXN-AS1",4.1618571429,2.3401428572,2.4908571429,1.3233142857
"RASSF1-AS1",1.6750714286,1.1314285714,1.9457142857,0.8183714286
"PCOLCE",1.4025,1.4915,0.937,0.6832857143
"EPM2A",1.6596428572,2.0207142858,2.9978571429,1.4347428571
"ISCA1",19.5028571428,26.7431428572,14.4015714286,9.5562857143
"ISCA2",7.321,6.8057142858,12.641,5.6223428571
"FAM118A",4.8275714286,11.9682857143,6.6974285714,27.8087714286
"FAM118B",3.8845714286,2.4678571429,2.3155714286,4.3706285714
"ZCCHC24",0.6254285714,0.122,0.1557142857,2.3320285715
"RECQL",41.3882857143,36.3187857143,24.9597142857,15.0304857143
"SRPRB",9.3640714286,12.3808571429,7.9548571429,5.3164
"LINC01506",0,0,0,5.2459428571
"LINC01505",2.8594285715,0.0279285715,0,0
"LINC01504",4.0268571429,0,1.1348571429,2.9009714286
"LINC01503",0.0266428572,0,0,4.3719714285
"SIK3",10.8143571428,14.3634285714,28.8785714286,31.2408285714
"LINC01500",0,0,0,0.0747428572
"SRPRA",30.4684285714,26.9742857143,31.2772857143,19.7452857143
"KCP",0.1520714286,0.0414285715,0.4651428571,0.0792
"ACTR8",12.059,9.3092142857,7.5942857143,6.9812857143
"BAIAP3",1.3610714286,3.2733571429,12.563,0.1340571429
"ACTR6",15.4604285714,21.6975,13.6782857143,4.8668
"ACTR5",4.522,5.166,3.9191428571,2.5628571429
"UQCRC1",63.3159285715,58.1315714286,58.6482857143,79.114
"ACTR3",111.071142857,72.7427142857,79.2448571429,142.738
"ACTR2",147.232285714,107.042571429,98.2782857143,144.452342857
"NUP88",45.2397857143,60.5063571429,140.953714286,18.9486571429
"GPANK1",5.9277857143,4.219,5.9088571429,4.5359428571
"EOMES",54.319,1.3868571429,0.0442857143,0.1081142857
"WBSCR22",25.6092857143,38.6470714286,38.7188571429,11.0047142857
"RECQL4",1.2285,1.0155,1.2742857143,0.2871142857
"FBF1",7.1411428572,6.2054285714,4.024,1.2251714286
"FOXP1",22.1288571429,68.3529285714,101.015428571,23.6043428571
"ARRDC1-AS1",3.9512857143,4.6421428572,5.0205714286,1.7319428571
"PDE3B",6.8773571429,36.0418571429,0.1908571429,8.0057714286
"MSL1",43.3312857143,53.7361428572,42.5621428571,47.0676
"CNR1",0.0325714286,0,1.606,0.0077428571
"CNR2",1.6826428572,0.0279285715,27.1122857143,0.0419428571
"FOXP4",0.7066428572,0.4093571429,0.749,1.2844857143
"POLDIP3",20.1406428571,16.9675714286,18.0897142857,19.2850285714
"POLDIP2",14.7163571429,13.6912142857,13.9698571429,11.9878857143
"JARID2-AS1",0.0904285715,0.0687857143,0.1197142857,0.6038571428
"RASA1",6.7087142857,12.2363571429,7.8398571429,10.4500285714
"RAPGEFL1",0.6953571429,0.5244285715,0.6105714286,1.2377714286
"GTDC1",13.8291428571,10.5625,12.7252857143,7.2472285714
"ALDH18A1",13.0492142857,12.5850714286,11.6757142857,0.9620571429
"SLC25A10",1.3927142858,1.1054285715,0.8647142857,0.6707428571
"ICOS",0.2550714286,26.5354285714,0,0.1493714286
"HHEX",2.1869285715,0.0902857143,25.692,21.0568285714
"OTULIN",14.5315,12.2745,10.6022857143,12.4673714286
"RABEP1",20.967,13.6184285715,33.6474285714,12.1256
"TGS1",8.2461428572,9.8325714286,9.0677142857,5.4936
"C1orf74",0.6094285714,0.2216428572,0.3544285714,0.1604
"RFT1",2.6994285715,2.9342857143,3.5988571429,4.5928571429
"ANKS1A",1.7002142857,1.969,1.8592857143,4.6931142857
