"AABleh","cytotoxic.CD56.dim.NK.cell","memory.CD4.pos.AB.T.cell","memory.B.cell","CD14.pos.CD16.neg.classical.monocyte"
"TMEM119",0.1187142857,0.9741428572,0.0294285714,0.1684857143
"DPY19L3",3.357,1.3813571429,2.5625714286,5.5872
"EP400",4.9315714286,5.9847857143,6.8437142857,5.7714857143
"TMEM110",2.7807857143,4.4678571429,3.0194285714,8.9962285714
"MIS12",10.0934285714,10.06,8.6684285714,4.4629428571
"TMEM114",0,0,0,0
"TMEM115",10.9294285714,8.6567142857,9.2427142857,6.4978571429
"TMEM116",3.1277142858,13.7157857143,3.0194285714,1.9083714286
"TMEM117",1.6424285715,1.1467142857,1.5877142857,0.2610285714
"LOC101928069",1.8001428572,1.5712142857,2.5028571429,0.7479428572
"KANSL1L",2.4898571429,1.7962142857,1.3668571429,5.9113142857
"TAF13",10.0902857143,10.4547857143,4.1568571429,18.7626857143
"SLC35A4",10.5028571429,7.9620714286,5.4337142857,7.5198857143
"SLC35A5",4.8185,3.463,4.626,12.9191714286
"SLC35A1",9.9274285715,8.9892142857,6.1582857143,22.9552571429
"SLC35A2",2.5808571429,2.7607857143,3.2308571429,3.6204857143
"SLC35A3",4.8867857143,4.1815,3.6128571429,5.5650857143
"ANKRD18A",0,1.5101428572,0,0.1940285714
"NXF1",30.4247857143,38.4294285715,36.0657142857,63.64
"TM2D1",17.3405714286,13.9130714286,22.7957142857,17.8428285714
"NXF3",0,0,0,0.0475142857
"FAF1",13.6494285714,13.3896428572,11.7522857143,15.6954
"PGM5",0,0,0,0.7987428571
"FAF2",8.121,5.9831428572,6.4124285714,8.4370285714
"TAF12",15.7095,11.3778571429,8.8725714286,11.6576571428
"PGM1",18.958,9.9690714286,5.3102857143,9.4751428571
"ASIC3",0.0771428571,0.372,0.3831428571,0.2751428571
"MIR4680",72.1954285714,121.4195714285,148.713714286,57.6635142857
"ABCB10",6.1121428572,5.3588571429,3.0614285714,7.4463142857
"APLN",0.0202857143,0,0,0.0010285714
"TMEM44",0.5741428572,0.2748571429,1.0095714286,0.1038
"OSR2",0.0502142857,0,0,1.8822285715
"CYHR1",15.5934285714,16.1454285714,15.7191428571,11.8992571429
"SBK1",4.0874285715,1.6198571429,0.105,0.0085714286
"SLC25A40",4.7238571429,4.2477857143,4.678,13.5106857143
"PMP22",0.0401428572,0,0,0.9211714286
"HLA-F-AS1",2.6755,2.1310714286,1.9067142857,0.4430571429
"SLC25A44",4.155,2.9245714286,2.0317142857,5.7708857143
"SLC25A45",7.1812142857,8.3519285715,7.3425714286,2.9130857143
"SLC25A46",19.6912142857,20.7825714286,12.4377142857,15.7349714286
"CDC27",19.2858571428,22.8641428572,18.1394285714,15.0492285714
"CDC26",19.4129285714,27.2526428571,16.5671428571,9.5647142857
"TAF11",7.9961428571,10.0087857143,10.8567142857,11.2892857143
"CDC23",9.9815714286,7.506,7.9675714286,4.8237428571
"CDC20",0.5772857143,0.203,0.0442857143,0.0178571428
"NUP153",17.5708571429,13.7817857143,17.0085714286,11.5732857143
"PDZD4",73.5262857143,21.2195714286,0.0442857143,0.1297142857
"PDZD3",0.074,0.0467857143,0.0442857143,0.2363714286
"PDZD2",0.1402857143,0.1804285715,0.0294285714,0.0138
"FAM105A",14.2672857143,10.624,0.0442857143,35.3383428571
"FAM150B",1.1737857143,0,0,0
"ANKEF1",1.1821428572,1.3339285715,1.0882857143,0.0106571428
"BEST1",0.4672857143,1.1654285715,0.6525714286,6.7209714286
"BAIAP2-AS1",0.4288571429,0.6339285715,0.1197142857,7.2694571429
"LIN52",3.4292857143,2.9100714286,3.316,1.6011714286
"PDZD8",6.1937142857,3.2945714286,2.1571428571,7.1580285714
"WWTR1",0.2042857143,0.181,0.0814285714,0.0134285714
"TNC",0,0.0101428572,0,0.0252
"SORCS3",0,0.0957142857,0,0.0008571429
"FLJ31104",0.0267142857,0.1577142857,0.0294285714,0.3211428571
"CARS2",19.3797857143,28.0967857143,55.8917142857,70.4379428571
"PXDC1",0.0171428572,0.0861428572,8.2424285714,0.4310285714
"FYTTD1",19.3655,14.0147142857,11.3427142857,14.8278285714
"GPKOW",17.6898571429,8.3159285714,5.1594285714,6.0794571428
"TNPO2",5.4701428571,4.3438571429,6.0282857143,4.3527428571
"TNPO3",17.1969285714,13.8464285714,15.4674285714,13.1149714286
"TNPO1",22.1412142857,21.5312857143,17.6671428571,18.5616
"LOC100506071",0.6123571429,0.6562142858,0.749,0.0972
"SPA17",0.1117142857,0.2622857143,0.2227142857,0.9910571429
"MAPK3",11.015,22.1515714286,15.736,16.8232571429
"CLUHP3",6.8852857143,32.4022142857,15.4988571429,0.2691714286
"MAPK6",2.9021428572,7.1927857143,4.0867142857,13.1095714286
"MAPK7",5.0738571429,3.2412142858,3.166,8.7187428571
"BCO2",0.5941428571,0.1072142857,0.7292857143,0.5665142857
