Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
C19orf54	17.61492089	17.7770007	14.75002468	14.80303497	13.03277321	13.80697931	14.29214791	15.33221843
TRIM35	15.96611229	14.94021347	14.8882233	15.10572407	15.24489324	13.76870031	15.3492419	16.12370421
NAA25	16.40909685	14.13126472	17.43520519	16.28396928	13.6394688	14.07819686	15.64302781	13.76408595
CLEC16A	16.15186072	15.81776006	15.80576655	15.55171658	13.18718399	15.59960646	14.12866351	15.13969872
MED18	16.64075654	15.70262794	16.15814737	14.53460393	12.41213517	13.26457924	17.96580662	14.67830672
YARS2	16.72956135	15.64703347	15.94122997	14.15322713	12.83591183	16.18553145	14.77183534	15.06272249
TYW1	15.37991825	14.09167802	15.11403385	15.17118779	14.37036575	16.74027048	16.01612998	14.3875981
TTC21B	15.72481422	12.31858713	16.34854622	13.86342004	15.62074672	15.8838997	16.29871785	15.20622685
FAM172A	16.19061551	13.9172329	17.74758363	15.29708604	14.24383821	15.13824205	14.96885078	13.72346866
SRRD	14.96628227	13.81598105	13.71973695	17.63622247	12.55751058	16.16121083	16.2816258	16.05309341
KRBOX4	16.76437405	15.52937953	15.45964787	14.59834388	13.82433642	14.94412895	15.8441603	14.10676749
SYNJ2BP	16.39667368	12.35806493	15.06950907	15.46324085	14.01353852	16.90463024	16.51830929	14.26686316
FDX2	17.63186369	14.63111054	16.17135456	15.51628238	14.53610345	10.76088856	15.56805876	16.11381575
GPD1L	14.05881135	13.31951675	16.20988808	15.51594734	14.05437385	15.8169275	16.74764426	15.20141002
ZNF562	17.01229292	14.87764272	14.59341675	15.50172496	14.34016683	15.82155735	15.37175273	13.38096995
TTF1	16.77313516	12.52647604	15.35975474	14.06629956	14.63721388	15.45648491	17.32951017	14.72455877
FBXL19	15.10841865	16.75113496	14.99819486	15.37381776	14.25390849	13.62161484	15.79027885	14.91825243
SNORA77	23.20061966	7.808936084	17.09758262	13.32265522	2.901617319	40.29774085	12.25756242	3.92463608
TMLHE	14.57963425	17.61856221	15.55021146	16.40064679	13.97980756	14.62041829	14.79603059	13.26237915
ZNF846	17.23858688	12.81552828	16.830001	16.20481713	12.92096382	15.22016739	15.15534929	14.30433904
OPN3	16.0203049	14.10101216	15.63680132	13.67921538	14.4550101	16.4601198	15.70617379	14.60873025
MCTP1	14.65873694	17.08869797	13.2308852	12.30657545	15.92133053	18.62139877	15.43875147	13.3922264
BAIAP2-AS1	18.63881269	17.52452159	14.10183057	14.23479393	12.68110047	13.32905515	14.74145985	15.30042268
IL15	14.68860354	16.91936725	13.92411688	11.48632648	18.78066809	18.28902589	14.76263507	11.64741753
SAYSD1	18.61076568	13.66352498	16.31221198	16.56573754	12.12094018	15.10005959	15.36165729	12.7114918
WDR4	16.26887958	17.38880232	14.77666362	17.16851854	12.71320203	13.16396098	15.15562968	13.80962014
KIF13B	15.80506709	16.43744921	15.3386024	15.27297091	13.59819955	13.32935872	15.97907421	14.58893365
CRAT	15.43310263	19.28132961	13.90760036	14.90056507	13.91608995	13.2953472	13.82356155	15.73870088
ZNRF2	15.10411921	13.93403619	14.33379561	11.12281235	16.99025231	18.19773307	15.93918886	14.62525175
TAF2	16.32731483	13.23721402	15.90777793	15.68589744	13.58334202	16.79010265	15.25644126	13.41766963
CLIC4	16.68178082	14.16869068	15.07096737	13.18584019	15.11669318	17.96533867	14.82614321	13.16801113
SENP5	16.58404106	14.49446278	15.93128963	15.05056943	13.24060687	14.94247492	15.61404258	14.2869113
TRAF6	14.16241503	15.02114182	16.7249419	16.62044969	13.83511666	15.12280318	14.060932	14.51064838
PAK1IP1	17.73303373	13.46543789	14.29096773	13.92008008	14.61164762	14.06357763	14.22963281	17.70534825
MMP17	19.80375152	23.15955362	15.08895524	16.59195907	10.44061249	9.411882161	11.80066829	13.66738863
SIK1	17.75169166	18.25401267	14.90641588	15.50959298	17.83134691	18.92875282	7.264368971	9.480921662
TTL	17.84451778	15.81771421	16.03846082	15.54621717	13.89661707	14.19738192	12.98166741	13.5657814
SYNJ1	17.08976161	13.71890097	15.43648753	13.86934576	13.62153473	16.17915037	15.61319207	14.34787902
MFAP1	15.58957316	13.60356435	14.55337528	15.9242435	14.08606659	13.98044617	18.57402912	13.52727001
RTP4	14.44993264	17.53380644	15.33330563	14.87069152	17.39035839	14.13223114	12.47883619	13.544955
KANSL1L	17.69799589	11.13261735	15.61019364	16.04379779	13.54019749	14.53603402	17.06220584	14.01933268
MS4A2	13.13450192	9.787376877	13.99415897	15.64257229	15.84561434	15.57274052	17.96218493	17.67368979
SYT11	19.00084615	17.02359827	16.0758484	14.92730304	12.04818827	13.73440157	13.12403483	13.64021193
ULK2	17.46906452	17.0856692	16.27472022	17.09850511	12.95312783	12.27173276	13.93431293	12.42985838
TMEM107	16.44161612	15.73812013	16.35081378	15.25016317	13.48452101	13.62051965	13.6148387	15.01561527
UHRF1BP1L	16.43119086	14.01641801	14.63433849	12.70524303	14.87691347	16.95751796	16.67791147	13.20116467
TMEM38A	15.6822834	14.17979811	14.86046273	13.89108112	13.88200778	14.14869397	16.21642363	16.57409081
SPECC1L	15.28993369	13.83852604	15.1083308	15.92778576	13.62963816	14.02442878	15.98281858	15.61089892
SIRT5	16.27851449	13.12783621	14.74136346	16.45582569	14.49313564	15.03778536	15.95013042	13.30744101
SNORD4B	23.12888511	0	5.036812875	13.895818	17.85408557	59.40127989	0	0
SERINC4	15.23373971	16.63126183	15.35400191	17.20767292	12.87278851	13.91023979	14.56558575	13.54076645
TMEM156	11.84848353	10.5991363	12.65541744	15.90456811	16.21239002	18.3390332	17.50940318	16.20381139
FANCD2	16.55344668	12.03664869	15.75943142	15.07291019	14.8518715	15.21473116	14.98700247	14.75724924
CDYL	16.52192092	16.4401315	15.70478537	15.77433272	12.61953656	15.47814388	14.0452024	12.62921007
KAT6B	16.49721792	14.76585547	16.28200096	16.78855125	12.81867522	13.36282147	14.06340925	14.62838851
DDX28	15.56036944	16.52748931	15.16824468	16.71356986	12.93369983	13.8278439	14.39728216	14.04141448
ANAPC10	13.54889348	12.66996707	15.67632219	14.04581543	14.92696443	16.94981079	14.77196385	16.57645967
BAG3	12.72120592	11.9990737	16.37019166	15.80507047	13.57984286	14.09734161	16.72207043	17.85106324
RUNX2	15.80266763	12.2699563	14.3343489	16.80900152	13.19672127	15.07839323	15.54079092	16.07450156
MARK4	17.03617727	17.27987156	14.60128463	15.98749705	12.72106395	12.99383105	15.25420983	13.23193922
THEM6	15.26835539	15.19199564	16.82174332	16.96329992	12.09870814	12.57785968	14.00397095	16.05949258
FRY	16.54194651	14.27742807	14.41387477	15.3866989	14.50936962	15.52589835	13.6288607	14.6760449
ZNF431	16.96477301	12.30540264	15.47970752	15.34478529	14.34362839	15.8146157	14.7260034	13.98077359
BCL11A	16.28014045	13.41857792	13.62600499	14.84368669	15.56802013	15.59534597	14.34280372	15.27733656
SPDYE7P	14.89807072	13.80118261	13.12871177	14.16258536	15.180114	16.97306191	15.63227956	15.16673814
METTL16	15.32088876	13.32965443	15.76015084	15.77019892	14.07328581	14.77728455	15.28650551	14.59809017
PTRH1	13.87428683	19.30592185	15.5385727	15.95146105	15.93025162	10.48516416	13.23929948	14.56714377
RRAGB	16.61585225	13.09506413	13.9692725	15.53198342	15.71883161	15.45962569	14.7060023	13.77860626
CDK19	16.95475806	15.11843213	15.19360156	14.14824881	14.27807191	15.57532285	13.9902565	13.59004043
COIL	16.38294097	12.31400202	16.75241309	13.78536777	13.3044695	15.66199008	15.84876335	14.78883789
TOMM34	17.30005377	18.33335801	15.12927131	17.09840113	11.02763502	12.70788102	14.04188306	13.19074332
ATG5	14.64646906	13.04408916	16.46678588	15.00736791	15.597763	15.45717378	14.20216519	14.34757418
OPA3	15.51902647	14.84574563	15.71848852	16.58285939	13.42636283	14.04570553	14.42895328	14.1521446
GALE	17.21933512	15.37684093	14.17837406	16.63083039	13.91178363	11.05644541	15.72676253	14.6082602
ARID5B	16.14413564	12.18831268	14.91180178	15.42799152	15.97371662	15.94547536	13.22076926	14.84756368
EZH2	17.15465283	13.98736217	16.74901233	15.57926906	14.59024737	13.6632479	13.94900299	12.85254121
TMEM206	16.54112781	14.85939746	14.3386259	14.2729397	14.24298098	15.40987525	14.66922226	14.18507824
CCDC186	16.42028759	12.21304453	16.80979897	14.65133383	13.456973	16.90323277	14.55807379	13.5046126
TTI1	16.75891573	15.73149121	15.70417189	17.42186088	11.85184646	13.64231597	14.25576742	13.13837482
LAGE3	12.52526822	14.76164863	13.77309768	15.98443656	15.30229009	14.94463098	15.09778773	16.08379781
IFIT1	11.52993581	15.12271462	15.70794537	9.834114591	20.63522336	21.13352285	13.14060133	11.36644381
MTX2	14.87090662	14.53899567	14.87553351	16.29983206	16.15867732	14.48312295	13.45345721	13.7585943
CCDC50	18.13153707	14.53854862	16.90059754	17.85795445	13.22782963	15.33505694	11.03878202	11.34972451
FAM126B	17.77943752	12.47258953	17.06668868	14.29989718	14.26219102	15.46939831	13.92304596	13.01748862
SLC25A19	16.14612312	16.20665194	14.19130958	16.15386099	12.98740665	14.0872701	13.20423799	15.28018035
NHEJ1	13.74841286	17.40226765	14.18058061	14.39559723	15.9813217	15.13109881	14.99520502	12.3787127
C8orf82	12.64906072	16.38247259	13.100619	12.81762846	16.55914862	13.61204071	15.86557502	17.2116346
SNORA69	23.65524746	13.23274354	3.609012513	18.84308736	19.7139426	15.31381872	10.44097949	13.30900004
MLLT3	14.35903373	12.02089768	15.23199918	15.24282378	13.67546539	15.88246942	14.19802945	17.39552589
GOLM1	19.02908684	15.25508676	15.24005661	13.94929856	14.40434296	13.64778023	13.17979857	13.29754668
SUFU	16.43001717	16.86400662	14.7886045	14.85270869	12.34987367	12.60874092	14.19760185	15.91057685
RNF24	13.9708641	16.26059347	13.33730668	12.18274988	17.79736971	14.08618191	16.41644625	13.94213422
PINX1	15.81732744	13.15214876	15.59390747	17.11983263	14.21650164	11.27869713	15.09742556	15.70165083
TIPARP	14.93492304	11.54519362	14.67977539	14.74187142	15.15278048	17.9850006	15.40855238	13.46537256
SNORA8	14.20934959	20.48041624	13.10914985	12.576654	12.39669056	15.79847979	16.46188097	12.81719451
S100B	30.39904767	24.91024051	24.92073081	26.483078	2.578736666	3.151348952	2.201359794	3.176978811
GNGT2	20.03259514	21.75841263	15.80070824	17.12209709	11.14129295	8.651135913	13.03377306	10.20760011
C9orf85	15.90595147	13.68250849	16.80379613	13.2317764	15.07411181	14.02342584	15.06549158	13.92060274
TATDN3	17.2814306	13.11153614	16.17708135	14.43779938	14.92783274	15.43465065	13.12834609	13.19479225
SMARCAL1	15.63436379	15.70410663	16.77287802	16.33870776	12.9776938	13.51033311	13.53323997	13.19721582
BPGM	16.97520059	13.78063673	14.72991873	12.66860345	13.30239121	14.06390455	17.41573334	14.71512407
KLHL7	17.06479808	12.02124982	14.4009937	13.4336249	14.37135777	17.11753201	14.90971905	14.31253697
RPP14	16.66083665	14.26122967	16.540855	13.69551719	12.30889225	14.8436356	15.25124238	13.99706239
PARG	15.90476246	15.33878268	15.92862318	17.2706515	12.88226174	13.21946407	13.97749286	13.02576333
ASRGL1	17.59200872	17.02963915	15.09174599	15.33703182	12.33408856	13.24931901	15.14043609	11.72832635
RNF168	17.47221667	14.06065287	17.30269342	14.95568967	13.25392607	13.63850967	12.87497934	13.87986445
RBM41	17.54035869	12.27479932	16.52280938	14.20183216	13.10591274	17.68952198	14.28166836	11.807405
AXIN2	13.29254737	10.43011423	14.81042588	13.39543222	13.58936246	16.30163294	17.39869152	18.19601589
GEMIN4	13.46198923	15.84200383	14.8794459	15.46985065	12.40788316	14.83604635	15.47479432	14.98186026
ETV3	15.4750065	14.83934333	14.8517814	15.63466979	14.08654964	13.59351127	15.62053827	13.10586702
SNORD116-24	10.66798097	9.473010238	40.61321185	9.90702792	0	19.53215643	0	27.01056025
B4GALT4	15.05080503	13.10463555	15.571549	14.41284294	14.60685262	15.43102357	16.2815557	12.73112912
LIPT1	15.81022352	13.08136267	14.44631601	12.13912088	15.39328712	14.46576109	16.66402987	14.98797201
GPN3	12.71798962	14.99586754	14.43331833	10.88715822	17.21045203	16.13941217	16.67197891	13.88905715
C16orf74	18.84404997	12.55265702	15.57082672	19.15525947	11.88359811	12.31910134	10.39255395	16.19153661
HIST1H1C	11.29048382	8.31561372	11.2127778	10.71378832	23.46841265	20.59990529	14.89029976	16.39700824
CRYGS	15.77206514	11.29004368	12.97903944	17.49134286	15.8451902	17.07251609	11.94089142	14.41218256
AMMECR1L	16.49384559	14.74930437	15.14831236	14.90153902	12.94491599	13.51006573	15.11059831	13.92006289
DHRS4-AS1	16.95323836	13.30004035	17.19582051	13.26773015	12.91614511	14.95181157	13.62047627	14.57256794
MRPL35	15.35083806	13.31005996	14.7660099	13.3588866	13.35727502	14.46183803	16.42107267	15.75004021
TYW3	14.80023361	11.82109805	14.51687899	14.24017087	13.57398972	16.14400075	16.32273085	15.31396566
PDZD11	15.25300026	14.73079084	16.32739851	15.17890082	13.24894241	13.11905482	14.68845695	14.16344089
DBNDD2	16.82515951	14.95252971	17.46398899	16.833956	12.53398785	11.95907091	12.60171148	13.52690491
BPI	12.25455435	13.29234997	16.43016226	13.80454636	14.42537916	17.41884268	13.37596466	15.66203413
RIOK2	16.07718263	12.03486049	13.96376276	15.04444268	14.58590464	14.56937184	15.6152576	14.70897621
ORC6	15.90113749	13.06656079	13.3703536	13.98967875	14.89111158	14.92969417	14.47288092	15.96490466
SAAL1	16.50277127	13.34094068	15.94050606	16.1982086	12.26316149	15.02513539	14.46910852	12.82162739
PRADC1	14.54554006	15.32825366	17.6298058	16.72235043	12.74495721	13.33536007	11.90415525	14.34973827
FBXL8	14.05531154	17.81998611	15.0448541	13.13271779	14.20283488	10.92578541	14.3159693	17.01435391
SLC35E3	16.89134071	13.37155776	15.11141093	15.52773178	13.36443829	13.22969438	13.7706124	15.23456937
PARP16	14.67753626	14.79232073	16.23067928	16.88808354	13.19409866	12.88573797	14.11011693	13.70608618
PRKAR1B	12.16810553	10.60539498	15.59858381	13.44993872	15.59266624	14.34817444	18.90891891	15.81030879
NFYB	16.3425309	12.44053961	16.89693981	14.93289487	14.37768689	14.09828968	13.53020206	13.80529663
NAPB	17.44204906	13.57467475	16.40997529	16.3933	12.3562773	14.06406801	13.74235447	12.38055235
HNRNPLL	13.10531327	11.29600432	13.99424694	13.64353395	16.22529097	15.72467727	16.39422541	15.87036793
HAL	15.22527178	14.38360169	12.62364842	11.40837588	16.93103049	14.03710882	17.38270233	14.23427857
SCRN3	16.016931	13.92357067	15.25389812	16.85326763	14.45078519	14.6014872	11.58105468	13.53790428
SLC4A7	15.62262261	10.21256645	15.49849986	13.24465806	15.29393611	17.64161011	14.62889311	14.02984422
C3orf62	14.73965211	13.74736488	14.62545344	14.32798343	15.12095815	15.23971263	14.33438153	14.02020413
AEBP1	11.68860473	10.80383168	12.68555438	16.31131611	15.666938	16.50533887	16.50354563	15.92274575
RASGRF2	14.39181491	12.37227878	18.32307336	16.78963726	11.68592497	15.45362435	13.92122343	13.11289447
TFDP2	19.56938933	16.19097659	18.24574475	17.3701942	11.01957988	11.19060814	10.8291666	11.59018217
ZNF251	15.61356194	11.94833946	14.08979246	15.94365316	13.41851623	15.70939369	14.06303492	15.08319984
FAM76A	16.39433158	12.14312641	13.97936847	13.91438293	14.27251467	15.53953891	15.12993085	14.39348534
RINT1	15.13564069	11.33587186	14.78522457	14.72269282	14.53216942	15.95215319	15.95729732	13.3333169
MTFMT	16.48944185	13.08670777	15.83589654	12.43212132	15.55936649	13.58732311	14.37508469	14.37382243
WDSUB1	17.79758323	15.89474407	16.33549066	14.38631178	12.08816471	13.15096002	14.43139617	11.60033
SNORA11	20.07303998	6.790663281	22.1519665	15.36598457	15.1745766	11.75142557	10.68644852	13.6615363
ZMYM4	16.46491073	13.58355493	15.24545524	14.75218743	12.72362058	15.00728898	15.10703123	12.68554606
MARVELD1	19.06817695	18.91644651	14.73464137	13.94064508	11.06062374	11.3219325	12.64893895	13.87410519
CNOT4	14.52353877	14.51886703	15.29960768	14.40884317	13.56993564	13.63848866	16.32754536	13.24465345
RDH13	17.65220547	16.15821598	16.8711227	18.10182649	12.32445586	11.77767386	11.31245936	11.30802983
URGCP	14.2900353	14.14532957	14.33568419	15.16597029	14.30395474	13.71165368	14.66391706	14.84925318
CRNKL1	15.76421606	12.67227854	14.52767856	13.79137552	13.83429195	14.56283341	17.14919657	13.16043687
PGGT1B	16.83430074	13.18026695	14.86891255	13.37045152	14.93944949	16.33818043	13.19217307	12.64151975
TMEM8B	15.52615473	12.23296019	14.47321423	17.27468247	12.09051516	13.29895503	15.59928594	14.86086465
ZNF319	15.76421606	18.52625361	16.69256982	16.3042339	10.40400679	10.72573283	13.40622332	13.47747281
ZNF445	17.15071497	14.49720239	15.70822317	16.18892779	12.1922783	13.41066877	13.18379571	12.96157614
EIF2AK3	13.97201139	11.59161786	14.97598224	15.45113292	14.49489111	16.07309382	14.00999464	14.6584111
CMPK2	14.17291447	15.70178886	16.50283422	14.28313786	15.02370268	17.53374857	11.39595809	10.54368584
LTK	13.13721949	11.6520393	13.32116057	16.25631629	14.80504047	13.74352969	15.38195046	16.83643363
IFIT2	13.07712588	16.6608014	13.6785291	10.11950598	23.71158666	18.03473937	10.71156671	9.124638978
WRAP53	16.23633133	15.65504595	14.2443409	17.08777202	12.92255435	12.21187694	14.42153582	12.32260824
SOCS2	14.06896312	11.31201782	15.56178656	12.73757976	16.90317387	18.3055471	13.5832809	12.62139145
ZNF282	17.61746579	15.86800144	17.0774188	13.92930198	10.78752425	12.03444031	15.0272826	12.6730864
TMEM70	15.27041819	13.91679159	14.02812032	14.33543882	13.91718671	13.7490208	16.81683028	12.96674201
REV3L	13.61416149	11.82991751	14.7331447	12.54343821	14.7230635	12.85374938	18.96796306	15.7095214
ARFIP1	13.95007383	13.12320529	14.3787893	10.77537126	16.83481237	15.78747655	16.71166314	13.34884343
HSDL1	15.23588363	12.61249271	15.63240626	14.81327126	13.84642708	13.42327859	15.10549844	14.22571066
R3HCC1L	15.89989749	14.59064923	14.76666505	16.29024819	13.02741784	14.14119462	12.51129003	13.66384814
TCN2	15.20749112	25.17546394	17.00528855	12.58647437	12.77099474	13.54575738	11.15939492	7.353609671
CCDC6	15.85507209	13.67921867	15.14879851	15.12301716	14.50325611	15.29490398	12.54986811	12.59485233
NFE2L3	15.39627233	15.68898723	13.46589448	13.27609513	13.14965814	14.579413	15.57187906	13.58265195
SHPRH	16.36174162	14.10623116	14.94846707	14.61571692	12.89109136	15.12269342	13.56463035	13.07799106
TUBG2	14.49041583	13.62960204	13.89282678	16.27630824	13.18594574	13.22999678	14.45168934	15.51825169
TMEM53	15.39365373	13.66061458	15.49273066	15.42675531	12.82307568	13.03052448	14.46720204	14.31320364
TEFM	15.89388291	14.54836305	17.64886999	14.0683214	14.26356948	12.04820021	14.10518676	11.99607822
KCMF1	14.92426136	12.87223922	13.89220548	13.81136285	15.28567791	15.8428477	14.25615295	13.6859695
ATE1	15.56678962	15.6842531	14.67143669	14.39274008	12.34775414	14.03699892	13.86002616	13.9328496
CCHCR1	13.32580949	13.70646569	13.8264971	16.35104007	14.17997016	13.76500028	15.3362482	13.95648698
ZNF107	15.14728741	11.73103961	16.1386086	15.4388979	13.76399062	15.3520335	15.15644748	11.70101584
RFWD3	15.21516289	11.90078992	13.95090166	14.25195002	13.45099716	14.12270371	16.57977293	14.885
TBCE	14.79466984	12.84897093	13.91853073	14.86211198	14.29712607	15.17060143	15.16834065	13.15229011
CASTOR1	17.34655722	16.86395961	15.13807765	15.76038383	12.31289095	10.90652156	12.45163377	13.4276547
BTBD10	15.65991242	14.96478851	14.86423132	12.95963095	13.39832124	15.25161023	14.88434266	12.22350018
ZNF764	15.32222003	13.10111648	15.13084553	15.0225837	11.88768635	12.35028731	15.42847169	15.95881614
TP53I3	17.71334439	18.24708801	12.5042281	13.19978511	12.83073613	16.31405829	10.45922348	12.84819443
