Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
STAT1	136.720683	266.0631874	166.1824262	119.9967977	214.2026659	206.8287095	109.5569115	102.4880963
NDUFV1	171.7574209	180.059582	163.7787986	182.6459848	150.2191776	141.7834691	160.177761	171.3424882
LASP1	191.9733749	204.2804935	178.4106992	173.892181	141.9477868	136.0325107	145.8931415	148.0265591
LDHA	170.2762046	171.5844236	170.7974342	156.3826127	157.9600849	161.3838973	174.0965263	154.8555576
SCO2	139.1898114	301.3018249	153.3996131	106.5924486	206.8384638	173.8138682	114.4726112	121.599878
SNRPB	171.4002895	186.8807752	171.5807989	170.6154263	146.4372915	146.0872501	165.0624438	158.0594222
BRK1	167.4914639	155.0248786	163.1394824	155.0751337	177.3438363	164.5675951	175.7315666	156.6994584
DDOST	172.7928262	184.1788338	167.9507405	174.6018387	146.7588939	149.7706205	156.2873731	162.3014899
ADAM8	191.2472208	205.7645138	175.1481642	174.5143404	145.6858791	125.4703099	138.258993	157.0006849
GSDMD	168.4270608	224.6035522	166.5930517	172.122908	153.2238187	144.9753318	137.2499542	144.5483957
TAF15	171.5258076	168.1534943	164.6819573	178.4073646	176.7284199	143.6877598	156.2630377	150.1306956
PTBP1	167.0975034	176.6324067	165.1941208	170.8692632	148.277677	153.5682524	168.0395107	159.4176013
GBP2	145.4219091	214.3192984	156.9530536	137.3512215	209.7220316	190.1656626	129.255779	125.3358316
DAD1	159.4639167	161.855547	165.2091106	152.0030922	160.1967698	170.16379	166.1235649	172.6252548
ATP6AP2	185.9500653	175.9342732	169.2307489	153.2624906	153.4193122	165.1091522	157.3897348	146.9370359
CSTA	151.7457899	151.9001258	141.0912288	116.1437366	214.5468679	184.7771795	185.6479964	160.8705557
ERGIC3	166.7430606	172.3844772	166.8594469	188.1648214	145.130785	150.6419281	155.8158871	160.5673745
MAX	159.7218018	168.2656083	176.0352557	173.9348811	167.9153242	150.208749	155.1681881	154.7737145
MKNK2	166.1338778	171.9120584	165.5203768	162.1025577	154.6598548	151.7464276	164.5880721	168.4829192
ATM	197.3119418	139.3525285	185.4950538	171.1133212	137.3966969	165.8791877	166.7132069	141.8471407
U2AF2	165.6738798	190.718703	161.9293055	177.0420218	142.8573083	140.13582	159.9838602	164.1703183
PPP6R1	170.6363572	185.5513981	163.7162697	168.8026191	146.0321429	146.3738084	154.3467414	166.5398274
CAPG	149.2112312	171.5564942	129.3515203	139.9946844	155.9847533	170.2602552	189.0453668	195.007373
ATPIF1	168.0199122	157.4953935	169.315783	175.3034357	160.0528094	152.6858913	152.2887901	165.0428502
EIF3C	174.221626	186.3000356	164.0430865	172.5578743	143.8397442	152.5179927	151.6757666	153.9789328
SNRNP200	169.3024888	165.1256478	164.24759	177.2613163	139.9377828	150.6678869	167.6940596	164.7455574
PILRA	180.2688344	203.9778338	142.3604734	131.2145695	168.3662737	155.7827717	156.7368778	159.7651625
ITGB1	195.4348029	154.9633942	183.2475985	171.8714084	142.8881911	157.6285784	146.1368623	143.7850662
SNHG8	157.8171512	154.0837847	185.2108862	191.5606821	159.6630594	157.6952389	148.2534294	141.6509304
ODF3B	121.7853196	265.1168206	117.5644875	84.77633201	239.198044	190.0710889	128.7231564	145.3526775
AGTRAP	171.8258874	200.027784	143.4875295	131.7935182	159.8602612	146.1521674	166.0194354	172.5170999
KRTCAP2	156.6474726	170.2638143	147.7740443	168.3729377	169.8396089	153.1060671	157.4655683	166.7632749
SDF4	169.9051968	191.2155387	157.9727656	172.0938282	142.3314068	137.1002374	156.2020297	163.2254513
BLOC1S1	155.4183435	182.7627912	160.4102587	143.1593904	172.7870334	157.8809069	154.6885941	162.9055392
CAPZA1	171.7364336	148.1093857	157.9272142	139.1846261	171.0241397	170.0622109	180.3346219	148.5550563
SNORD45B	166.6199877	103.9374628	200.44835	183.5865448	174.694135	169.0300731	130.5071324	157.4720131
NBPF9	193.1623593	171.6519565	204.5650812	201.1234542	109.7703161	130.5640709	147.5823998	127.8020868
IFITM3	108.7170011	203.4734487	96.90015306	83.32083822	236.3559478	249.3663528	161.7833744	145.5614069
CD300A	197.1487254	227.6496704	170.7986114	177.6287136	141.3765152	129.1034804	118.2406443	122.8449593
ENSA	169.167998	161.3290821	162.3345834	154.4041461	170.8276652	158.4846674	149.8704804	157.1789108
NUCB1	159.9484794	189.4030346	151.7854379	162.8799352	154.561929	141.5535733	158.6912031	164.3692744
TYK2	179.8244279	198.63328	161.2305167	173.004049	137.408455	131.9010536	149.6015988	151.538886
HMGB2	191.4742103	147.6639422	167.0860133	148.1756911	167.8476792	148.6506063	155.1950471	156.0015995
DYNLL1	161.9741737	166.2390387	175.0939927	152.897612	149.9173543	165.9385286	166.7109334	142.5609044
NDUFB9	151.485645	148.0622622	155.4035063	150.7323715	175.7913399	168.6442941	165.8793927	164.325888
LITAF	181.4876541	139.0079104	164.9096511	152.0030714	170.5569016	151.0468998	159.1836225	160.6781616
PSMA1	170.1076296	156.5505799	166.4610736	157.0843702	158.3270515	160.6865574	160.6450178	148.3098074
RTN4	165.0042639	162.0198765	152.1729556	143.7544676	157.7161663	168.4734344	169.1772212	157.780223
SNORA81	164.3462693	108.0160332	185.6275899	142.9140545	202.7581123	178.4921144	116.7159581	175.2430983
R3HDM4	142.8942075	148.8481846	152.1609152	148.6758019	171.1619842	161.230696	170.907588	176.1028563
UBA7	173.726227	196.649658	169.5926016	184.9521534	136.8336854	134.9181534	136.7820081	138.5118452
HLA-DQB1	209.7272093	298.2489781	177.4679766	201.2737982	117.9624868	106.3042121	76.33266468	83.77850833
PLXNB2	182.6105211	245.3760858	147.9163602	151.8395889	134.9290108	133.7120467	136.1956676	136.5953161
CANX	189.3735273	179.1103609	169.9842093	158.448441	137.2316178	149.4458392	150.1646314	135.0398241
PIK3CD	156.9390694	161.9987984	160.3186718	162.5137376	152.0339225	150.3383547	160.9128689	163.7226206
SIPA1	169.9659	192.948213	158.994207	168.3767618	138.8463509	128.5610488	148.2931512	160.8293683
NCF1C	120.4931707	212.2672895	122.6736216	111.9855972	201.5603272	176.5817138	154.1354097	166.5787576
SYNGR2	168.3243842	191.0062146	154.7815414	145.422823	146.2239252	150.1769442	146.9294318	163.2638929
IFNGR1	172.1714764	167.7287411	140.5061537	133.6779887	161.4207928	164.3237117	178.6976633	146.6481028
DUS1L	159.903216	172.1752816	159.3004252	175.7026394	139.1953092	139.5967241	148.3758239	170.4580876
CDC42SE2	161.0256669	133.0917733	174.6458279	142.9259892	159.5280059	179.048349	158.8518824	155.186275
TRIM28	156.8729207	176.4836199	161.9612725	170.5716033	134.6308387	146.5745733	157.1398963	159.5704066
STX16	164.3021589	146.4673998	164.9380564	163.3179541	154.0360081	158.5662861	156.4652193	155.6557183
ABCA7	148.2345057	164.4813251	152.8045372	186.143306	143.405628	132.0161416	161.7718084	174.5777006
RASA3	180.0559601	157.1675787	178.57023	183.7733975	128.1473979	133.9137469	145.7893064	154.770608
FAM192A	160.6255643	138.6244989	150.2509517	145.9725117	168.4032246	162.2866279	183.6742904	149.6678074
SQSTM1	169.5511492	189.2245874	153.7298855	155.2959533	141.1128293	140.603738	152.1864247	156.0062185
HLA-DRB5	205.4558403	280.549844	159.2467757	183.295862	122.7647023	117.6730228	85.8423316	102.6531251
CYFIP2	168.0394454	162.6412664	164.9301232	182.4866598	137.5206018	145.3198997	151.1881471	144.8506823
NXF1	162.6974642	170.1353166	151.0697026	162.9274407	149.4438601	150.1097735	153.1058675	156.2393927
CSF1R	190.1406199	211.3212551	146.0595426	146.0977213	138.2154887	142.3247028	137.875666	140.7891386
GANAB	159.9365464	158.5382817	156.3966599	164.0773501	144.3980348	150.741248	157.4148818	160.8539373
ADD1	171.7237161	165.7245951	164.9366639	162.896168	139.9127196	142.9031681	152.6807828	149.3035629
CD81	144.6462489	166.5248481	151.0341809	162.6983142	150.1473564	150.2199694	163.4122415	160.8292636
CDK11A	162.8872359	151.8467587	165.7737177	156.7145362	159.0485366	148.3958225	157.6028503	144.3474504
CCNL2	162.1633362	147.2485484	158.7250396	163.8791728	135.5601994	148.7584927	165.2346261	163.5083762
TNFSF10	140.0329182	182.3149176	143.0330332	109.8601465	187.7948285	184.9102366	164.1047396	131.5146287
RAB24	160.0547126	213.7180758	135.3793792	135.7097184	171.138422	147.9881233	139.8773992	139.6355399
MZT2B	136.7522276	158.1805809	149.5688333	160.0846758	159.8928023	147.5116353	154.4465248	176.4891918
PTPN18	176.064634	188.7912945	157.148674	159.027912	139.8953452	132.8762253	146.7934664	141.0431951
7-Sep	171.4594966	132.0574755	169.3772468	147.139966	154.5104448	164.5535959	152.6607608	148.6903581
CSNK1G2	164.0307764	174.6204946	156.3355219	153.6725428	146.8195484	135.407298	147.577598	160.9345358
BAX	169.1977494	191.5200679	144.537125	160.014697	148.4638304	128.1992153	141.5293177	154.7685137
EIF3A	176.3508653	170.4018491	167.5945191	168.7441013	140.2082432	136.6302528	144.5113207	133.538964
SRSF6	155.7052121	154.5643043	156.2340083	166.3903906	137.5321273	151.2676943	157.7970117	157.6052322
UBE2L6	125.569589	222.9518235	146.0416914	133.2502366	186.6684639	167.0820765	131.5004811	120.1913037
GSTO1	162.5812982	171.6183935	168.2915602	138.5942488	159.2801546	149.3447306	135.318143	145.3240557
MICAL1	167.6512732	178.7733094	150.4893201	173.2723645	134.9589599	136.3806833	140.9199678	146.7564547
WBP2	153.5956221	171.8874811	146.0679785	145.9729253	147.2989263	139.0526474	155.0205329	169.0776463
ADAR	152.4760916	172.0959362	156.193808	154.247947	146.9070722	156.5997251	146.0607044	142.47718
MRPS21	156.7588639	143.0819267	157.7644682	162.3780201	153.1805398	147.3772472	155.8463677	147.9100197
RBM25	170.3712639	131.0279348	163.9303698	149.4243449	156.7212901	152.3232303	153.3692463	145.9752588
JAK3	134.7092406	163.4183704	152.744636	147.6748871	153.2103828	147.7762432	172.7304563	150.868141
CX3CR1	201.3851658	209.0420654	171.7247353	144.5442353	110.679873	113.0269083	149.1822185	118.7267657
BAG6	159.0593318	174.8164906	152.7463376	162.3779635	132.2389845	130.7708078	150.9405926	153.8921493
PRDX1	151.0550755	153.3162865	139.9791509	132.6571628	154.4075553	165.3588385	163.296734	156.7080216
RGS10	144.2007322	129.996113	167.6977574	140.2574537	153.2691381	176.1699482	159.5145589	143.6125678
DOK3	169.4644825	202.912128	135.4303601	131.5341681	139.7996661	123.8872511	160.9627455	150.442063
DENND1C	162.3077219	160.3724701	159.1987043	162.7973151	132.1123395	124.6224274	154.3449188	158.1124888
SULT1A3	151.6100203	152.6312769	138.7115893	155.9784979	144.1680456	140.0273288	167.5466064	162.2303194
CORO7	159.1285003	184.6418692	150.5715959	166.4247515	131.5832993	126.7027197	141.4632101	151.4421608
IQGAP1	176.0246179	168.7839699	155.4148731	141.4263384	140.2681648	148.6016848	147.4073551	132.7880758
PPP1R18	164.9895624	177.2773369	164.6118353	155.7586312	129.0307922	121.0258593	155.3993807	141.9207428
CDK10	157.0944865	172.4890831	155.6032139	177.603377	134.633866	125.4222291	140.3872752	144.7761585
CCT8	146.272091	130.366306	144.8768501	137.9446095	159.0557384	167.3806597	173.6848777	147.810402
SH3BP2	176.2841751	204.0146396	149.3929727	153.5892199	130.2504913	128.4491591	136.9968587	127.8565822
DIAPH1	164.6647289	150.4849658	150.7597955	141.6999107	147.2154719	142.4589473	153.5616634	155.4845463
CCDC69	165.3282561	153.7867899	150.7770424	143.6961635	146.1638951	142.1815823	151.928691	152.3747809
STK10	172.1153867	182.644438	159.5512009	163.546066	127.9691445	122.5231596	136.5097969	141.3740207
UQCRC2	157.1177568	153.325224	154.9580385	157.4018558	145.2467639	150.959119	148.5386085	138.5406763
U2AF1	157.0004899	160.9700475	148.9649602	152.8862319	151.4932845	150.4061979	146.7795871	137.414387
CELF1	164.1924996	148.588618	160.3929411	158.976258	141.6215743	144.8340994	147.2570011	138.2335602
PFKL	160.4856298	191.8732567	150.340418	166.8407526	131.3614455	122.1400426	130.2329609	149.0383684
SSBP1	146.8118672	138.5866843	147.6965606	146.3976272	165.1516759	158.3328525	155.3402653	142.6181363
XRCC5	153.6973982	141.4566884	148.9563946	142.7217255	145.8156662	155.0938197	159.8482219	148.118528
GLRX	145.7954154	158.5287627	149.4841845	133.2643318	153.2565081	148.5327861	154.7014453	151.6748277
CASP8	157.0029213	128.7176168	151.5975353	134.4119166	146.152924	161.0405235	162.0599514	154.1237074
SNX3	145.7803338	145.292679	145.8585895	125.7213825	158.8806282	163.5739874	162.9668503	146.1491174
DENND4B	173.1734422	183.4812207	161.9368294	163.439775	124.6007603	122.0140961	128.7804025	135.7997593
RAB1B	156.9445161	176.5508261	144.1563157	152.2884605	135.3892506	135.6385482	145.4892596	146.5177923
PTOV1	149.2260428	163.6648201	146.6418142	178.9897019	138.2212629	126.1266561	139.6625381	150.3530017
SH3BP1	154.296727	186.2747795	148.3240353	159.2675058	126.5704933	120.7264763	145.7584566	151.1102112
PIM2	135.439219	136.3073113	153.4789026	139.1291699	156.2051344	158.4238067	153.8693905	157.1229673
MRFAP1	159.3350031	155.4470641	149.3678895	151.4765819	145.7832783	140.1233152	145.2741077	142.0175797
TIMP1	152.5130134	151.2392853	131.8115856	119.016702	160.0949878	154.8554473	159.1586048	159.6384822
N4BP2L2	172.8102607	128.2657599	157.5363218	148.1656397	140.8494857	164.7981825	149.8553394	125.0324619
JCHAIN	106.0316145	80.91947444	122.3481298	292.2525925	139.097996	172.7329257	103.0430614	169.0630562
SRSF3	159.2674869	138.0869073	153.2977523	131.6513655	161.3200358	154.2096723	146.5932919	140.9019945
NDUFB1	146.8818171	135.801138	149.3244597	143.8845493	166.070506	153.3409952	145.7536432	143.5374997
DRAP1	140.9091226	181.9956449	142.2105412	150.152242	149.92903	134.5888968	141.643255	142.9098222
SCPEP1	163.0584083	171.5937486	145.72752	133.3494801	142.0023113	137.010334	152.1801627	139.1564164
RIN3	169.0968343	191.0176407	148.3078301	156.6740742	121.6240229	118.3056041	132.2344698	146.0046136
RNF149	164.9509718	157.1253177	134.1968668	120.1189053	169.7474761	171.4101781	135.1684853	128.1319211
PRDX5	147.7824646	178.2737376	148.1280225	150.077658	138.6090713	133.0890383	137.4665314	146.8501316
PPP1R9B	156.4288155	179.5013448	137.6835189	148.6676337	138.6940137	127.0650328	141.4913776	148.8947942
MALAT1	123.0075301	88.63975742	129.3217812	102.9424495	200.2049855	213.7800173	166.1407387	152.1034443
DDX39A	142.1667369	152.8914152	147.6139028	147.3521783	149.2434419	165.8779897	132.1074886	138.385956
PSMA4	153.9738717	155.3196095	146.1803033	131.0387133	164.158515	154.0574903	143.4172889	127.3797391
CD27	129.6017192	115.0671308	148.7132017	171.2135768	131.6436169	143.3676722	165.5685112	169.1884335
GZMM	166.1761375	182.1916583	155.5207505	166.1490407	123.0832791	112.2243161	118.3440845	150.4305958
XBP1	160.4535984	164.481073	160.0298336	165.4212938	125.7174285	124.4070815	133.196228	140.0662741
PYCARD	156.1214811	200.3444547	142.1817192	131.4369349	139.2304339	120.9481687	145.1439136	138.0526521
DPEP2	154.0183494	160.1634922	147.039662	161.6823454	127.755625	125.4141378	146.1323088	149.6559235
RBL2	140.5958328	109.6461443	143.6576627	133.5943654	143.851758	170.1144483	167.4093489	160.7538348
ZNF655	166.0482044	139.2154799	155.242433	145.3291784	134.6880425	145.5885946	141.7717308	141.3815752
FNBP1	167.2313538	156.2866896	160.7311031	156.1972319	129.0001599	132.3559648	135.8207873	131.0181343
HNRNPA0	165.9998722	162.8977426	165.2087633	158.5001308	124.7232898	119.3141919	121.2972833	150.1144766
APEX1	149.7474324	139.9489436	148.4645223	144.9597523	135.7261244	144.5785075	155.5532092	148.8627751
BCAP31	150.9371828	165.0368342	144.4930239	141.9766139	137.4991975	133.8317233	148.4482297	145.0649474
RAB11B	152.5251353	159.1439126	139.3176918	146.8358466	137.9796901	126.3420693	144.7623507	156.1371456
LILRB1	142.018506	173.6343669	116.3618692	113.5202316	163.474475	158.9025909	158.4618377	135.7503123
BTN3A2	203.0242248	196.6812838	204.918513	212.6563846	85.19473012	87.33799523	85.14641039	83.82817987
RBM4	144.6809492	130.247298	149.0934543	146.1429204	140.1967678	147.3894168	156.659904	143.6630526
EIF2S3	144.4518124	124.5831837	133.3833686	121.8222189	157.6224713	169.3137942	162.9563357	143.9395074
PYCR2	150.6990798	154.4656098	150.2987939	151.7498423	129.3684035	124.9817036	145.5418022	149.6651267
LILRA5	151.2693984	159.0961243	132.1245219	105.2853578	187.5744756	148.6464485	137.8503702	134.344243
C20orf24	135.4785049	147.8348064	130.7831262	124.1900247	159.5813758	149.5579418	158.3943691	150.3451028
SOD1	135.6371321	129.5953743	142.3062904	162.3211082	142.5847743	153.1862096	141.699917	147.2808879
GZMH	267.0235581	253.2513685	207.2340566	208.3326773	52.12293519	45.44412104	56.90342528	63.84610825
AKT1	160.362411	175.6484179	155.0466008	160.3594127	121.4988602	123.4718039	126.774884	130.9615773
ANAPC5	165.5201523	159.1041448	158.2742079	171.1895365	117.4019118	131.9894508	126.6491061	123.8769481
UBA1	135.9209297	159.1714692	128.7746378	144.0606458	141.7171709	136.1497716	153.3403896	154.3351501
NKTR	152.794783	114.5854362	147.2701223	141.3468627	140.8342749	157.8671599	150.6730612	146.1535248
FLII	150.1719688	172.3432067	139.4399711	149.7340643	126.9137316	127.1126722	142.704771	141.7340975
SNORA27	145.2479615	133.6204365	100.0552943	169.1679367	147.3464843	157.6123409	120.1654457	176.9150277
TRPC4AP	163.8489716	163.1741101	147.0441647	160.2550418	124.2654476	127.5339596	126.0513083	137.2947574
MAPK8IP3	160.7574562	166.1835474	151.8515591	164.193748	122.6336899	117.567614	127.8531322	137.7979301
HNRNPH3	143.4321853	124.479182	148.4520096	137.5884585	149.1305262	153.4351253	149.4613459	141.2984639
PSMC5	145.8212005	157.8025271	141.499228	156.8785573	132.3313964	131.9194663	140.781604	137.4601934
IRF9	136.7005069	169.4530178	132.9113013	123.9865698	166.9741849	150.9005265	134.8360138	128.4915314
TAGAP	140.4713565	127.1721434	139.1748781	148.439651	138.8749686	148.4965679	150.1318498	149.2318445
TUBA1A	102.0670886	130.095564	106.6323017	108.7757331	216.3605701	218.7600937	128.7634623	129.3084696
NAPSB	107.5751588	130.6939897	108.8979774	131.4854591	170.3961758	171.8100731	166.7182235	153.1112675
NISCH	152.3534475	148.574763	151.3802093	156.4539016	125.1560182	127.581055	134.0261296	144.3091701
CCM2	154.2667338	160.5121864	154.146277	165.2860616	123.0102797	114.5974157	129.3975157	136.6120005
DOCK2	160.7617371	160.9410708	141.4044985	146.5449454	128.7985552	129.839906	136.6930312	132.8270072
CBX3	152.3881443	115.5236358	152.9962903	118.6862871	146.0660153	158.1840332	151.4984782	142.1324856
STAT5B	139.9746035	133.2017013	140.2756472	144.3778667	136.0449015	141.7801182	150.3297111	150.2476958
GIMAP2	146.4810076	140.5955359	145.9932844	147.5400246	130.8038182	150.7995311	146.5080069	127.1329521
SF3B2	155.8366868	159.5075463	150.3007385	154.6586809	123.4000651	122.954871	133.9270623	134.8884007
ANKZF1	149.3572498	129.1596628	148.0411745	155.3263503	125.6199822	129.8709997	148.7326845	149.1072584
ISCU	130.7508278	120.5078458	132.6460115	134.1413482	152.8153134	162.1978325	153.1674012	148.6183965
MED15	145.7953842	158.5913621	139.3088681	157.342602	126.4758994	118.7914585	145.2840148	142.9481049
CORO1B	145.7291277	172.4343289	133.19863	140.378436	128.6293098	126.1152092	142.5486783	144.7263729
SIRPB1	185.1441874	191.5598415	149.912035	131.1372405	118.0702893	110.4471477	131.2650009	114.9173962
CKLF	141.9280776	132.9042537	144.7044778	114.2130064	167.5984612	145.576844	153.1984076	132.2910345
SNORD110	154.6151716	171.2481459	110.6428082	157.3788761	110.4357564	109.56913	217.2887443	100.9710385
CDK11B	155.428179	188.0952489	106.084039	167.4053428	94.36769232	131.0161039	144.6849945	143.7808734
NCF1B	147.7852088	257.2625263	160.0267061	138.6694612	120.5255927	113.3722775	96.95342949	96.21203169
ZNF276	154.8589972	163.3519437	158.9294256	168.7286198	115.2499656	115.0825442	126.3874237	127.0743473
FGFBP2	250.2492524	219.8388544	201.530622	189.7826181	65.11149055	46.5886439	72.81180638	81.92814673
IFNGR2	129.3902147	141.8045837	116.6193342	98.21848376	170.9949506	167.7100576	158.9422028	142.7699712
CTSC	168.8488518	157.7679817	143.9388358	137.3164193	127.3064387	130.4975575	133.7747993	125.5139101
PRAM1	153.6463496	166.4056869	129.8518051	116.9072204	130.8768647	120.8710386	153.9301415	151.4740775
LRRFIP1	162.5782017	143.3676943	149.4642809	138.9349843	133.5430334	138.2616866	130.7839871	126.3758817
S1PR4	142.9951029	140.914201	149.0340636	147.5746847	131.9160095	119.4874603	141.5906821	149.6208095
IST1	151.0540116	134.9793876	143.5012692	147.8128251	128.8727786	131.1782279	144.3036691	139.1899609
PIEZO1	164.7600119	173.2905833	150.5855207	156.9359198	114.2809808	112.4507209	121.1233252	126.538178
IER2	119.2948909	154.9927828	114.4079573	114.3417572	217.2601903	167.7889391	108.4498522	123.3609304
MAP7D1	138.4124013	151.4818491	140.2507375	146.6686115	128.2899598	127.2298946	139.4529484	147.7594646
PSMA5	146.1194377	153.0580874	144.4246613	147.1668911	138.7116862	128.4836384	132.8016503	128.6233229
KDM2A	142.8240873	133.8640205	143.9931531	149.7385966	130.6689415	134.9426959	141.9377688	140.8321853
VNN2	131.2732013	117.6316507	107.3140625	90.73095373	188.9090827	158.9090819	169.8457309	153.7438432
PSMA6	148.7916803	144.519705	137.9814504	138.6242517	143.6566415	149.0306525	128.0284455	126.7788393
BTG2	116.4463691	108.8450212	110.5064535	119.2585257	226.7043902	217.1342315	101.3772215	114.0209302
FBXW5	143.5758166	172.7561887	138.7244678	155.2141208	117.8072042	111.197666	130.5195163	144.4835534
GMIP	153.1179013	165.990285	137.0216546	146.1560809	124.615723	119.2780787	133.5121097	133.6553382
SPN	172.7744406	162.9059958	155.0539267	149.0748901	110.4496941	109.0820287	127.4736722	123.7569927
FIS1	142.0794619	161.5897023	131.0131351	147.9689898	131.9468999	128.7222806	132.3148247	134.521158
ATP6V0D1	144.3693072	171.9199826	122.8591798	127.3614483	141.6871088	127.9162043	135.4961235	136.8893011
SPTAN1	123.6353112	122.9193961	134.7389983	147.2312839	135.0258682	133.3084877	156.7487923	152.8072514
INPP5D	162.9331336	162.2653412	146.7307341	150.5928876	110.1373263	112.0478953	131.6151369	129.9012343
ISG20	145.9217331	145.0420041	162.4761029	185.8840493	117.0051576	107.8341884	112.8192499	129.2025598
CABIN1	132.2429287	153.1476404	135.8915793	153.9566957	115.7250085	119.7787884	145.769831	149.0425663
GALT	140.6131221	141.6297947	149.0449905	156.9368787	116.7425403	125.2597608	133.7921484	141.4468864
POLR1D	133.0949434	123.5113396	138.8061475	129.1116455	136.6456414	149.537459	150.3918243	141.5328482
GTPBP6	135.484647	158.9947819	135.6509311	153.6667777	125.2295489	119.5075426	128.7601911	144.8567997
RBM6	167.0963549	142.5009817	146.331069	156.9356876	117.7371032	116.2324667	128.4879099	125.7458304
CCDC88C	154.440772	137.9597163	142.9300726	148.1800352	119.4328531	125.1010287	137.3536281	135.649879
IK	151.7232381	136.1697581	141.2116099	142.7633061	130.9652274	136.0226809	135.7948046	126.0544122
PREX1	167.379864	187.8021142	146.561726	147.1616517	113.2081051	105.938422	113.0794276	118.8319332
MAT2B	140.2752164	125.7996135	150.6726813	129.2959911	136.4716436	149.6620896	133.2731948	130.2569562
RPN2	144.9979684	148.0204346	138.8336256	150.6365305	116.729432	131.1683222	129.0804364	135.011672
TRA2A	135.5305038	117.6228026	133.2869944	141.7109326	145.6850544	140.3367833	145.507555	134.4919545
PRKACA	158.9621921	165.4077811	134.0641583	127.0443314	118.9873168	125.9789763	132.0317601	131.585136
EZR	136.7351064	133.7139051	135.5993408	145.7243187	134.4727733	136.1516398	133.6587871	137.2425878
NCKAP1L	151.6469406	156.7076944	136.055805	138.6447394	124.5594066	123.7707364	132.248941	128.9938486
CD46	145.5526536	119.0847752	138.6330566	128.4810054	147.3150323	149.974448	133.9074234	128.2942202
ERH	130.8442681	127.1840877	140.6548475	131.2162655	148.6401135	142.7467549	135.3228162	134.5850799
EML3	143.8722066	156.4896346	148.4966837	150.5946899	115.5127844	113.3741269	127.0479784	134.8783621
DYNLT1	148.8845204	154.0207394	127.6780011	133.253125	146.4110184	142.694214	122.9856933	114.0915538
LIME1	130.2918658	128.0045244	143.6040213	149.0942882	124.1857857	113.2316779	144.4679888	157.0884117
ALOX5AP	127.8195968	121.0090901	134.3383145	131.0418096	142.9118575	136.8248061	151.5433288	144.257139
ATP5F1	144.4293302	134.9294856	136.9848458	130.363049	135.3603855	135.14478	140.3904997	131.1524471
COX5A	119.4942179	153.9347686	136.1984334	146.0184455	135.8593399	129.7434536	133.7724978	131.3517523
XAF1	141.367905	174.5161627	154.7951016	130.6748154	136.1997718	134.7553357	118.4748756	95.27887752
TM9SF2	149.1622802	132.8260661	137.9204381	125.2235315	134.4113707	138.6450581	139.5637021	126.2603375
SNORD125	237.8121748	135.2401268	85.89975523	219.4978906	115.739047	74.56938504	120.2250284	94.3325364
SSU72	132.3349907	129.900181	132.6678306	121.2117156	135.5019307	146.1436324	142.4483925	142.4118502
KIAA1551	152.720638	108.97627	139.3378324	128.5908889	136.0573901	140.1991026	146.5589442	130.1364912
WAC	144.2958854	131.6744239	145.273614	136.9337173	122.0366765	143.3428261	131.6388543	126.7480825
CYTIP	143.9129342	115.0874199	132.3207743	143.7921108	137.7062194	152.2321477	131.3261024	125.4272816
GPS2	137.3084774	149.0318412	138.7134714	141.2191864	124.0521461	126.1714864	136.1291219	127.6156126
RASSF4	166.684054	172.1062206	131.215873	123.9325231	118.9187769	115.118532	132.3232679	119.8310116
RBX1	134.0798552	126.9215901	135.7342718	126.050753	150.4497805	148.6196655	123.9728968	133.0597497
USF1	129.9838013	152.95046	121.9580488	133.2542803	148.219036	133.6736334	128.1797856	130.3191585
FAM102A	125.31328	106.8909732	145.9163331	155.5792305	115.1925417	125.417839	151.151777	151.0274874
TOMM6	126.9411673	134.0317209	134.7466841	129.0657209	146.1817468	140.2953109	132.953411	131.5289512
PLEC	129.7864919	146.1738272	127.0629696	132.37069	125.303069	121.6835914	138.9887058	151.2079208
FKBP5	190.1636236	156.5485017	151.9600386	147.9479892	83.33195712	111.8556526	134.826532	95.87718042
PPM1M	123.990896	131.715346	117.9725098	121.1822776	138.0480238	129.8884667	155.2088332	152.4090805
VMP1	137.590699	151.1944773	119.6193227	105.9766769	146.2107403	135.080213	147.654635	126.9055371
LRRC25	135.5487329	173.7829096	112.5376524	105.6091411	133.8989851	126.8051302	140.2726194	141.1172394
INTS11	143.393692	152.2670837	139.6592846	144.2398617	121.7193014	117.9821971	122.8336616	127.0880066
TWF2	138.8945757	154.8544959	137.415509	126.8565244	119.8677623	122.3471824	135.3314148	133.538594
MDH2	132.2109374	158.7205694	133.7494428	142.6059353	117.7371515	124.9012669	125.3856609	131.7874545
C19orf38	154.9987601	166.5002639	132.3531846	120.4335036	126.7202857	115.4413401	123.7170417	126.8979279
HSPA5	131.0180998	147.2485312	127.7810195	132.8071648	140.456554	127.6955242	131.4698018	128.511683
NDUFS6	137.9238532	145.1233325	133.8047023	132.465185	131.9737397	126.2360534	122.8805474	135.7927784
MAN2C1	146.337411	156.8532831	134.2220588	143.4409992	117.0733701	111.5393456	123.7784586	129.1629093
GNG5	130.4734272	132.2151001	125.8248273	109.8126044	146.4404726	133.8019501	152.2478066	130.9747828
SNX17	136.9707225	153.9655473	125.7676382	135.0774914	118.5047381	126.8374931	130.2570753	133.9210389
