"gene_symbol","B_cells","NK_cells","T_cells_CD4.","Monocytes"
"SPNS2",34.786404,34.468641,35.724529,38.850289
"SPNS3",28.847641,27.699169,32.398864,32.9476
"SPO11",10.323369,10.452289,10.188864,10.407076
"SPOCD1",22.8484,23.030401,23.804641,27.196225
"SPOCK1",17.707264,20.349121,19.838116,25.654225
"SPOCK2",63.712324,60.637369,82.609921,42.107121
"SPOCK3",11.573604,11.390625,11.082241,11.6964
"SPON1",19.421649,18.688329,28.376929,19.070689
"SPON2",36.675136,84.437721,40.653376,41.190724
"SPOP",54.538225,53.363025,54.641664,55.2049
"SPOPL",70.476025,63.504961,50.253921,74.787904
"SPP1",13.075456,15.452761,14.799409,29.008996
"SPP2",23.309584,22.005481,23.9121,24.000201
"SPPL2A",86.694721,101.263969,79.049881,106.193025
"SPPL2B",43.705321,34.398225,38.278969,35.844169
"SPPL3",50.253921,48.288601,49.999041,49.070025
"SPR",40.208281,44.4889,42.575625,50.353216
"SPRED1",14.386849,15.093225,12.638025,25.120144
"SPRED2",21.855625,21.977344,20.106256,25.563136
"SPRN",39.601849,34.845409,34.81,33.8724
"SPRNP1",14.9769,13.727025,14.190289,15.303744
"SPRR1A",21.874329,22.165264,21.967969,23.078416
"SPRR1B",14.424804,14.699556,14.402025,14.402025
"SPRR2B",25.040016,23.824161,25.684624,26.163225
"SPRR2C",14.250625,14.455204,14.462809,14.969161
"SPRR2G",35.6409,38.378025,37.429924,39.075001
"SPRR3",24.443136,26.091664,25.532809,25.959025
"SPRR4",44.328964,55.532304,51.998521,55.0564
"SPRY1",33.396841,38.303721,34.093921,29.615364
"SPRY2",23.668225,54.0225,19.105641,30.5809
"SPRY3",20.775364,20.620681,20.912329,23.097636
"SPRY4",21.187609,22.581504,20.994724,23.290276
"SPRYD3",52.9984,50.951044,54.140164,54.272689
"SPRYD4",33.419961,32.661225,33.166081,36.881329
"SPRYD5",16.4025,16.120225,17.114769,18.1476
"SPSB1",27.300625,22.382361,31.281649,28.494244
"SPSB2",42.016324,41.4736,44.943616,37.6996
"SPSB3",75.5161,75.829264,80.156209,69.8896
"SPSB4",30.151081,28.890625,31.516996,33.512521
"SPTA1",15.531481,17.272336,15.880225,16.443025
"SPTAN1",45.2929,39.917124,48.622729,35.664784
"SPTB",34.4569,33.779344,34.316164,36.784225
"SPTBN1",35.868121,30.525625,31.058329,25.755625
"SPTBN2",31.843449,27.625536,29.975625,32.615521
"SPTBN4",34.562641,30.525625,34.023889,35.7604
"SPTBN5",34.2225,34.152336,34.035556,38.763076
"SPTLC1",45.616516,47.7481,43.283241,51.337225
"SPTLC2",45.441081,49.5616,37.908649,53.919649
"SPTLC3",14.085009,14.784025,14.190289,14.2129
"SPTY2D1",48.135844,70.090384,55.487601,54.6121
"SPZ1",10.381284,10.291264,9.865881,10.195249
"SQLE",42.941809,44.315649,35.129329,37.0881
"SQRDL",74.528689,89.415936,92.563641,117.050761
"SQSTM1",46.676224,44.930209,44.6224,49.674304
"SR140",58.0644,57.972996,53.655625,44.289025
"SRA1",64.657681,72.437121,62.173225,78.659161
"SRBD1",45.657049,54.420129,47.100769,46.607929
"SRC",24.810361,24.571849,25.010001,31.708161
"SRCAP",36.650916,35.820225,36.542025,38.452401
"SRCIN1",21.288996,21.270544,21.520321,21.566736
"SRCRB4D",39.4384,30.206016,34.5744,39.992976
"SRD5A1",43.930384,42.354064,37.039396,52.461049
"SRD5A2",22.306729,21.233664,22.005481,23.970816
"SRD5A3",19.018321,24.462916,21.8089,29.138404
"SREBF1",37.625956,38.6884,40.589641,41.2164
"SREBF2",59.706529,53.173264,53.406864,55.398249
"SREK1",39.137536,37.736449,34.786404,33.930625
"SREK1IP1",51.108201,58.614336,57.108249,47.8864
"SRF",41.822089,38.675961,40.018276,43.533604
"SRFBP1",32.1489,31.911201,32.296489,28.654609
"SRGAP1",17.264025,17.330569,17.598025,21.0681
"SRGAP2",41.460721,37.908649,33.895684,43.256929
"SRGAP2P1",44.542276,46.854025,45.346756,56.896849
"SRGAP3",22.543504,24.245776,24.01,23.348224
"SRGN",71.5716,112.317604,87.778161,122.589184
"SRI",61.559716,69.505569,64.032004,58.201641
"SRL",35.712576,34.398225,34.916281,38.588944
"SRM",65.707236,54.390625,61.121124,54.228496
"SRMS",17.842176,15.264649,16.289296,17.422276
"SRP14",137.710225,136.866601,134.606404,129.2769
"SRP19",94.420089,109.599961,100.4004,91.431844
"SRP54",79.477225,79.905721,76.685049,74.666881
"SRP68",90.269001,85.211361,95.413824,84.419344
"SRP72",63.808144,66.536649,61.512649,61.3089
"SRP9",117.029124,131.537961,128.278276,118.330884
"SRPK1",59.413264,64.064016,66.504025,54.228496
"SRPK2",51.897616,58.125376,53.1441,47.389456
"SRPK3",36.808489,34.398225,36.808489,39.413284
"SRPR",64.850809,65.593801,66.863329,72.046144
"SRPRB",52.606009,55.160329,56.220004,50.395801
"SRPX",14.791716,15.21,16.305444,16.016004
"SRPX2",14.047504,14.3641,14.333796,14.462809
"SRR",31.979025,33.709636,31.0249,28.869129
"SRRD",59.490369,55.323844,53.027524,49.364676
"SRRM1",79.762761,87.909376,81.342361,83.137924
"SRRM2",64.272289,61.3089,58.6756,58.293225
"SRRM3",28.037025,25.310961,26.656569,28.558336
"SRRM4",21.261321,23.280625,23.222761,23.493409
"SRRM5",19.766916,17.3056,18.792225,18.913801
"SRRT",56.1001,53.934336,53.772889,49.5616
"SRSF1",64.3204,63.600625,62.315236,62.425801
"SRSF10",74.874409,76.5625,69.205761,62.900761
"SRSF11",87.366409,82.919236,86.248369,65.237929
"SRSF12",15.626209,15.421329,14.915044,15.928081
"SRSF2",114.211969,122.080401,110.292004,108.014449
"SRSF2IP",80.838081,79.780624,73.342096,71.723961
"SRSF3",87.2356,94.2841,86.081284,84.971524
"SRSF4",50.310649,49.575681,46.117681,44.555625
"SRSF5",92.852496,88.811776,88.228449,85.322169
"SRSF6",76.282756,77.035729,68.013009,73.822464
"SRSF7",83.5396,82.919236,81.1801,70.291456
"SRSF8",72.795024,67.519089,72.709729,50.098084
"SRSF9",106.213636,110.691441,102.313225,110.607289
"SRXN1",47.251876,70.492816,57.471561,90.117049
"SRY",14.969161,15.116544,15.960025,16.064064
"SS18",48.177481,45.144961,40.602384,47.623801
"SS18L1",49.885969,56.010256,56.190016,52.722121
"SS18L2",93.915481,96.393124,98.465929,79.655625
"SSB",80.964004,82.773604,79.995136,77.933584
"SSBP1",65.966884,62.173225,58.0644,51.279921
"SSBP2",35.0464,25.6036,29.866225,28.890625
"SSBP3",32.878756,49,42.263001,47.831056
"SSBP4",54.110736,64.384576,60.109009,57.289761
"SSC5D",38.081241,32.387481,36.048016,38.204761
"SSFA2",31.956409,38.328481,29.008996,48.622729
"SSH1",35.784324,44.782864,38.118276,44.315649
"SSH2",29.658916,29.615364,26.030404,31.6969
"SSH3",39.150049,47.210641,44.7561,45.927729
"SSNA1",64.224196,65.157184,63.984001,61.230625
"SSPN",26.988025,16.362025,16.613776,17.943696
"SSPO",33.258289,30.525625,32.626944,34.3396
"SSR1",70.257924,78.393316,74.545956,82.228624
"SSR2",114.49,120.406729,122.124601,118.919025
"SSR3",50.637456,57.942544,55.398249,66.471409
"SSR4",111.682624,121.682961,115.691536,115.455025
"SSRP1",70.711281,71.436304,71.301136,58.3696
"SSSCA1",58.018689,62.2521,53.8756,51.538041
"SST",17.172736,17.255716,17.774656,18.309841
"SSTR1",15.350724,14.485636,14.868736,15.000129
"SSTR2",25.180324,22.686169,24.235929,25.391521
"SSTR3",36.108081,33.907329,35.988001,37.429924
"SSTR4",23.068809,20.729809,22.4676,23.8144
"SSTR5",25.472209,21.335161,23.464336,24.671089
"SSU72",52.664049,50.339025,51.222649,54.789604
"SSX1",14.691889,16.072081,15.077689,15.350724
"SSX2IP",25.6036,38.229489,29.106025,26.347689
"SSX3",23.931664,24.147396,23.9121,24.492601
"SSX5",22.534009,21.095649,22.344529,24.285184
"SSX7",16.176484,16.9744,16.752649,17.032129
"ST13",90.668484,86.527204,92.294449,84.143929
"ST14",39.614436,23.04,24.970009,39.614436
"ST18",14.44,14.8225,13.942756,15.2881
"ST20",37.9456,34.175716,33.860761,35.212356
"ST3GAL1",52.533504,54.641664,54.671236,60.248644
"ST3GAL2",35.820225,32.890225,32.273761,37.933281
"ST3GAL3",28.8369,27.175369,28.601104,29.877156
"ST3GAL4",26.440164,28.718881,25.775929,28.09
"ST3GAL5",85.340644,82.319329,73.736569,73.393489
"ST3GAL6",14.295961,13.995081,13.890529,41.757444
"ST5",29.387241,30.758116,29.0521,29.767936
"ST6GAL1",49.815364,31.326409,40.259025,32.535616
"ST6GAL2",11.370384,11.594025,11.350161,11.512449
"ST6GALNAC1",14.417209,14.569489,33.362176,15.4449
"ST6GALNAC2",27.825625,26.894596,30.8025,43.533604
"ST6GALNAC3",23.290276,18.130564,18.5761,27.1441
"ST6GALNAC4",37.6996,30.305025,32.0356,33.5241
"ST6GALNAC5",14.969161,15.186609,14.8225,15.327225
"ST6GALNAC6",53.7289,58.583716,53.479969,48.316401
"ST7",26.811684,35.414401,30.547729,32.228329
"ST7L",27.405225,26.790976,27.541504,26.306641
"ST7OT1",15.856324,16.785409,16.516096,18.524416
"ST7OT2",11.296321,10.837264,10.949481,11.276164
"ST7OT4",9.566649,9.223369,8.958049,9.265936
"ST8SIA1",12.766329,11.792356,27.071209,11.682724
"ST8SIA2",16.257024,16.5649,16.679056,17.9776
"ST8SIA3",16.941456,16.752649,17.214201,17.918289
"ST8SIA4",34.1056,38.837824,33.605209,44.943616
"ST8SIA5",22.287841,20.985561,21.261321,23.097636
"STAB1",26.615281,26.988025,27.4576,48.038761
"STAB2",20.3401,21.7156,21.501769,21.724921
"STAC",27.793984,33.189121,33.350625,35.557369
"STAC2",42.837025,45.185284,46.280809,48.413764
"STAC3",37.112464,28.494244,31.382404,41.254929
"STAG1",51.926436,53.699584,49.617936,42.094144
"STAG2",87.553449,100.240144,93.3156,91.3936
"STAG3",61.921161,38.837824,40.819321,35.617024
"STAG3L1",39.375625,33.744481,35.307364,30.107169
"STAG3L4",40.119556,41.6025,33.64,32.341969
"STAM",64.080025,82.791801,75.968656,62.964225
"STAM2",34.292736,33.269824,30.338064,37.417689
"STAMBP",47.348161,45.360225,46.566976,42.367081
"STAMBPL1",37.4544,33.246756,37.222201,19.731364
"STAP1",90.288004,49.519369,31.158724,21.790224
"STAP2",27.175369,32.855824,31.888609,27.415696
"STAR",20.304036,18.139081,18.481401,19.571776
"STARD10",37.075921,34.012224,37.724164,36.929929
"STARD13",19.492225,21.501769,20.930625,22.155849
"STARD3",53.027524,50.665924,51.854401,53.611684
"STARD3NL",73.856836,108.388921,72.199009,93.799225
"STARD4",53.802225,82.464561,55.249489,58.997761
"STARD5",43.2964,32.809984,37.185604,40.246336
"STARD6",10.5625,10.361961,10.259209,10.601536
"STARD7",134.467216,121.793296,119.858704,111.175936
"STARD8",30.151081,30.558784,31.730689,50.112241
"STARD9",33.431524,37.711881,27.394756,18.966025
"STAT1",63.824121,66.650896,75.846681,71.166096
"STAT2",56.160036,46.471489,50.651689,58.9824
"STAT3",62.615569,66.781584,65.108761,72.25
"STAT4",44.408896,116.165284,95.335696,50.566321
"STAT5A",67.059721,71.791729,81.667369,76.457536
"STAT5B",51.724864,53.7289,63.776196,55.5025
"STAT6",79.263409,57.729604,61.528336,77.44
"STATH",11.512449,11.710084,11.512449,12.208036
"STAU1",88.472836,89.699841,92.121604,88.397604
"STAU2",28.132416,34.433424,30.261001,26.884225
"STBD1",15.1321,14.7456,15.476356,15.241216
"STC1",18.181696,18.905104,19.722481,19.131876
"STC2",25.938649,23.639044,26.306641,26.091664
"STEAP1",20.638849,23.785129,18.173169,21.678336
"STEAP2",17.656804,22.212369,19.061956,20.421361
"STEAP3",21.799561,23.687689,22.137025,32.3761
"STEAP4",13.727025,15.007876,13.897984,30.239001
"STGC3",24.216241,23.357889,23.415921,24.482704
"STH",31.304025,33.039504,31.888609,32.901696
"STIL",34.3396,43.599609,36.772096,21.566736
"STIM1",50.098084,51.2656,49.294441,47.7481
"STIM2",60.109009,56.280004,47.320641,37.051569
"STIP1",52.896529,51.9841,49.168144,59.151481
"STK10",70.761744,79.049881,75.794436,75.099556
"STK11",49.126081,44.156025,51.251281,50.537881
"STK11IP",55.5025,51.6961,50.879689,53.743561
"STK16",40.640625,43.007364,38.6884,41.4736
"STK17A",62.015625,67.848169,65.658609,38.093584
"STK17B",66.194496,74.960964,66.2596,64.995844
"STK19",44.382244,43.2964,41.8609,46.308025
"STK24",80.209936,70.324996,79.370281,79.584241
"STK25",57.183844,53.421481,58.354321,50.183056
"STK3",19.7136,22.724289,18.992164,27.836176
"STK31",17.131321,16.524225,16,15.421329
"STK32A",16.345849,15.6816,16.0801,16.048036
"STK32B",25.684624,26.378496,24.354225,30.735936
"STK32C",38.328481,42.915601,38.303721,45.333289
"STK33",21.492496,20.277009,18.740241,19.589476
"STK35",40.921609,38.950081,39.337984,36.699364
"STK36",39.740416,36.711481,36.578304,38.713284
"STK38",41.332041,45.981961,47.375689,44.009956
"STK38L",47.541025,47.900241,47.872561,67.0761
"STK39",52.330756,90.516196,74.615044,45.010681
"STK4",61.591104,61.889689,56.987401,48.818169
"STK40",52.085089,51.437584,48.902049,60.419529
"STL",10.810944,10.843849,10.445824,10.784656
"STMN1",37.613689,36.893476,36.917776,26.234884
"STMN2",16.088121,15.752961,16.224784,16.842816
"STMN3",37.994896,26.873856,45.091225,27.405225
"STMN4",30.228004,29.964676,30.680521,31.337604
"STOM",30.558784,64.8025,47.389456,51.351556
"STOML1",39.702601,41.460721,41.6025,39.891856
"STOML2",60.2176,64.1601,65.691025,55.398249
"STOML3",14.333796,14.280841,13.808656,14.175225
"STON1",17.065161,18.515809,19.8916,17.673616
"STON2",15.968016,17.530969,17.363889,22.429696
"STOX1",18.826921,17.623204,18.913801,17.330569
"STOX2",19.158129,19.758025,19.554084,18.983449
"STRA13",69.072721,74.114881,73.513476,65.028096
"STRA6",22.146436,21.949225,22.591009,23.512801
"STRADA",51.308569,51.5524,51.208336,49.463089
"STRADB",68.376361,58.721569,60.793209,56.025225
"STRAP",77.951241,79.334649,68.442529,67.174416
"STRBP",76.073284,34.1056,40.436881,23.990404
"STRC",29.408929,27.468081,29.560969,29.2681
"STRN",33.9889,38.291344,32.982049,33.074001
"STRN3",37.920964,40.119556,38.787984,39.075001
"STRN4",42.055225,40.182921,41.679936,57.274624
"STS",30.316036,27.4576,24.226084,31.348801
"STT3A",48.344209,61.230625,51.753636,64.496961
"STT3B",39.614436,38.217124,39.037504,36.542025
"STUB1",84.916225,84.548025,84.327489,77.246521
"STX10",60.637369,60.668521,67.289209,73.359225
"STX11",32.330596,48.622729,31.416025,72.624484
"STX12",76.020961,66.438801,68.790436,90.193009
"STX16",61.559716,57.972996,65.205625,57.76
"STX17",38.775529,43.507216,43.665664,35.0464
"STX18",66.455104,63.632529,65.173329,65.173329
"STX19",13.756681,13.756681,14.032516,13.557124
"STX1A",33.258289,40.896025,40.259025,40.870449
"STX1B",28.047616,30.747025,29.181604,31.877316
"STX2",40.525956,42.614784,44.2225,40.411449
"STX3",30.902481,39.287824,33.744481,48.636676
"STX4",57.3049,55.741156,53.187849,60.093504
"STX6",40.309801,44.422225,43.533604,55.011889
"STX7",81.685444,49.829481,42.627841,70.040161
"STX8",37.368769,42.3801,39.012516,35.820225
"STXBP1",18.028516,25.735329,39.727809,24.720784
"STXBP2",47.348161,44.036496,45.0241,58.706244
"STXBP3",45.5625,53.5824,48.316401,48.692484
"STXBP4",13.097161,13.191424,12.446784,12.138256
"STXBP5",32.706961,46.090521,38.663524,34.621456
"STXBP5L",12.496225,12.5316,12.243001,12.780625
"STXBP6",17.690436,16.016004,16.418704,16.248961
"STYK1",13.410244,41.499364,13.660416,13.490929
"STYX",26.977636,32.114889,33.362176,28.601104
"STYXL1",53.758224,53.071225,48.511225,55.457809
"SUB1",75.394489,86.918329,82.029249,78.446449
"SUCLA2",55.920484,65.739664,59.783824,56.475225
"SUCLG1",89.321401,98.247744,98.525476,91.910569
"SUCLG2",47.734281,56.460196,57.684025,44.342281
"SUCNR1",16.192576,19.0969,18.241441,29.181604
"SUDS3",64.096036,57.410929,57.335184,52.780225
"SUFU",25.190361,23.2324,25.150225,26.8324
"SUGP1",63.648484,55.457809,60.808804,53.553124
"SUGP2",67.289209,67.190809,62.980096,54.863649
"SUGT1",69.105969,81.342361,74.753316,73.205136
"SUGT1P1",23.030401,26.030404,23.833924,24.860196
"SUGT1P3",16.410601,15.7609,15.673681,14.791716
"SULF1",19.2721,21.123216,19.316025,20.539024
"SULF2",25.452025,23.561316,22.429696,72.9316
"SULT1A1",57.562569,52.229529,57.168721,70.677649
"SULT1A2",56.927025,48.622729,53.187849,72.216004
"SULT1B1",21.150801,30.459361,31.337604,35.844169
"SULT1C2",16.793604,16.949689,17.123044,17.715681
"SULT1C4",12.243001,12.5316,12.383361,12.830724
"SULT1E1",12.103441,11.771761,11.566801,11.888704
"SULT2A1",13.075456,13.1044,12.694969,13.1044
"SULT2B1",27.060804,22.857961,26.337424,27.783441
"SULT4A1",34.880836,32.855824,33.953929,37.429924
"SUMF1",68.293696,71.216721,67.699984,81.739681
"SUMF2",71.554681,71.774784,75.203584,68.161536
"SUMO1",71.961289,83.1744,75.394489,74.666881
"SUMO2",123.409881,132.066064,124.255609,127.757809
"SUMO3",80.514729,83.942244,83.1744,86.899684
"SUMO4",92.236816,101.344489,97.594641,95.883264
"SUN1",42.107121,34.210801,38.887696,31.337604
"SUN2",83.503044,101.263969,95.824521,84.217329
"SUN3",13.897984,13.2496,13.8384,12.952801
"SUN5",30.4704,31.6969,31.494544,32.924644
"SUOX",27.520516,32.103556,28.6225,36.711481
"SUPT16H",67.174416,69.605649,67.338436,60.435076
"SUPT3H",38.081241,45.265984,46.854025,30.085225
"SUPT4H1",72.948681,75.238276,69.939769,89.661961
"SUPT5H",74.545956,69.172489,69.205761,66.781584
"SUPT6H",41.835024,39.175081,40.347904,43.731769
"SUPT7L",49.154121,51.940849,51.451929,44.89
"SUPV3L1",58.6756,62.473216,58.706244,46.553329
"SURF1",63.712324,62.0944,68.475625,61.481281
"SURF2",48.219136,45.616516,47.430769,44.943616
"SURF4",72.148036,92.025649,87.6096,89.1136
"SURF6",52.548001,42.6409,50.211396,45.8329
"SUSD1",45.724644,73.034116,42.081169,72.029169
"SUSD2",26.01,24.1081,25.6036,25.826724
"SUSD3",42.653961,27.008809,45.6976,35.010889
"SUSD4",19.7136,21.921124,28.569025,22.448644
"SUSD5",11.634921,10.036224,9.815689,10.265616
"SUV39H1",48.3025,53.348416,50.822641,43.309561
"SUV39H2",19.998784,26.286129,23.435281,15.062161
"SUV420H1",63.5209,58.859584,62.710561,58.767556
"SUV420H2",29.964676,26.635921,28.922884,30.404196
"SUZ12",40.972801,42.315025,41.951529,33.802596
"SUZ12P",53.5824,55.264356,51.509329,44.582329
"SV2A",26.512201,34.5744,38.415204,30.085225
"SV2B",19.598329,20.757136,20.766249,20.675209
"SV2C",15.499969,16.1604,16.224784,16.248961
"SVEP1",18.671041,18.861649,19.430464,19.580625
"SVIL",19.280881,27.2484,31.6969,39.212644
"SVIP",45.941284,50.637456,60.078001,26.801329
"SVOP",21.557449,22.09,21.520321,22.382361
"SVOPL",15.721225,19.079424,16.370116,16.313521
"SWAP70",92.025649,41.615401,33.721249,60.155536
"SYAP1",76.492516,84.180625,70.073641,74.9956
"SYBU",42.224004,19.2721,19.430464,18.071001
"SYCE1",14.190289,13.638249,13.527684,13.995081
"SYCE1L",19.554084,18.800896,20.322064,17.065161
"SYCE2",22.953681,23.474025,23.116864,20.693401
"SYCN",18.498601,19.4481,19.018321,20.738916
"SYCP1",12.1801,12.659364,11.607649,12.229009
"SYCP2",11.6964,13.505625,11.4921,10.705984
"SYCP2L",13.950225,15.570916,13.068225,14.478025
"SYCP3",14.791716,14.630625,11.437924,11.600836
"SYDE1",35.390601,34.987225,36.650916,39.212644
"SYDE2",11.329956,11.035684,12.1104,10.969344
"SYF2",60.621796,56.972304,56.490256,55.115776
"SYK",88.284816,56.160036,24.265476,71.605444
"SYMPK",39.3129,33.131536,35.0464,35.808256
"SYN1",30.459361,32.160241,33.466225,40.0689
"SYN2",19.509889,20.3401,19.963024,21.790224
"SYN3",22.963264,22.353984,23.290276,23.668225
"SYNC",22.316176,18.809569,26.532801,17.774656
"SYNCRIP",67.667076,69.689104,66.406201,66.064384
"SYNE1",23.677956,34.468641,24.890121,21.893041
"SYNE2",35.141184,35.4025,32.114889,20.493729
"SYNGAP1",30.525625,27.394756,30.371121,32.239684
"SYNGR1",35.271721,43.573201,31.979025,41.7316
"SYNGR2",107.806689,64.625521,73.874025,94.128804
"SYNGR3",44.809636,48.4416,34.503876,20.784481
"SYNGR4",25.482304,25.573249,26.563716,26.842761
"SYNJ1",20.313049,27.237961,27.657081,31.315216
"SYNJ2",32.364721,34.269316,35.378704,31.911201
"SYNJ2BP",40.602384,40.144896,39.337984,34.269316
"SYNM",21.930489,22.743361,27.154521,22.905796
"SYNPO",39.250225,30.536676,33.500944,33.8724
"SYNPO2",18.601969,20.286016,19.368801,20.848356
"SYNPO2L",18.079504,20.016676,19.607184,19.927296
"SYNPR",13.601344,14.0625,15.295921,14.961424
"SYNRG",58.8289,59.243809,62.7264,45.468049
"SYP",31.843449,29.192409,30.669444,31.753225
"SYPL1",100.480576,69.272329,80.838081,85.340644
"SYPL2",24.2064,26.770276,29.257281,29.735209
"SYS1",50.41,52.186176,50.965321,49.688401
"SYT1",15.626209,15.665764,14.907321,16.378209
"SYT11",35.664784,57.988225,44.422225,38.489616
"SYT12",31.348801,29.170801,30.4704,31.933801
"SYT13",20.638849,23.629321,21.836929,22.610025
"SYT14",10.9561,11.202409,10.523536,10.995856
"SYT15",35.343025,36.409156,38.118276,37.994896
"SYT16",10.705984,11.082241,10.201636,10.4329
"SYT17",48.288601,23.155344,24.216241,29.030544
"SYT2",37.834801,42.406144,44.142736,48.219136
"SYT3",21.279769,21.16,21.977344,23.668225
"SYT4",20.376196,22.4676,21.206025,20.178064
"SYT5",25.2004,22.137025,23.493409,25.1001
"SYT6",22.610025,24.01,23.775376,25.060036
"SYT7",26.368225,23.357889,24.790441,25.847056
"SYT8",30.162064,26.988025,29.224836,29.9209
"SYT9",20.124196,20.557156,20.5209,20.921476
"SYTL1",82.192356,79.085449,76.895361,52.693081
"SYTL2",23.493409,65.011969,42.224004,20.403289
"SYTL3",20.241001,42.562576,29.203216,24.245776
"SYTL4",18.966025,18.395521,18.011536,19.704721
"SYTL5",15.303744,16.459249,14.938225,16.208676
"SYVN1",40.462321,33.051001,32.410249,33.396841
"T",42.758521,43.4281,41.075281,41.190724
"TAAR1",10.169721,10.478169,9.790641,10.163344
"TAAR2",16.128256,17.698849,16.719921,17.774656
