"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"JOSD2",46.936201,44.129449,42.745444,40.056241,43.678881,46.498761,,,,,,,,,,,45.778756,48.177481,60.668521,47.389456,47.114496,,45.6976,54.199044,42.954916,50.623225
"JPH1",17.572864,17.884441,16.581184,17.338896,17.255716,17.825284,,,,,,,,,,,18.6624,17.698849,23.726641,15.452761,17.698849,,17.564481,16.752649,17.313921,16.990884
"JPH2",30.935844,33.721249,29.106025,29.214025,29.333056,30.958096,,,,,,,,,,,32.103556,35.6409,44.209201,27.615025,30.503529,,30.514576,29.116816,31.181056,27.311076
"JPH3",21.031396,22.335076,20.6116,18.931201,20.277009,20.629764,,,,,,,,,,,22.335076,23.088025,29.713401,17.3889,21.724921,,20.584369,19.918369,20.7025,21.427641
"JPH4",29.084449,29.789764,27.583504,26.173456,27.029601,30.503529,,,,,,,,,,,29.333056,30.869136,42.211009,24.324624,28.783225,,27.060804,23.2324,28.708164,27.699169
"JRK",39.1876,37.039396,42.9025,40.500496,42.185025,39.400729,,,,,,,,,,,37.675044,36.663025,47.858724,40.284409,44.943616,,40.921609,46.758244,41.2164,42.549529
"JRKL",26.811684,22.240656,25.674489,26.842761,28.419561,25.938649,,,,,,,,,,,27.709696,23.765625,20.948929,29.7025,27.994681,,25.857225,27.8784,23.4256,28.643904
"JSRP1",37.748736,34.987225,37.417689,28.206721,33.814225,34.351321,,,,,,,,,,,47.224384,53.670276,52.969284,32.319225,42.302016,,35.259844,33.849124,38.925121,30.6916
"JTB",124.255609,118.461456,128.3689,135.047641,132.917841,126.3376,,,,,,,,,,,135.140625,121.044004,90.554256,117.2889,123.276609,,125.260864,136.4224,138.721284,125.8884
"JUB",14.730244,15.928081,15.737089,15.968016,18.783556,14.830201,,,,,,,,,,,17.073424,18.957316,20.232004,24.265476,16.056049,,16.305444,17.239104,15.792676,44.957025
"JUN",57.9121,55.219761,74.943649,63.984001,55.308969,72.4201,,,,,,,,,,,79.263409,33.651601,33.558849,59.613841,42.706225,,65.691025,56.505289,78.889924,59.105344
"JUNB",111.281401,132.687361,93.721761,92.852496,88.454025,93.180409,,,,,,,,,,,91.623184,47.927929,40.1956,63.8401,87.909376,,100.681156,105.575625,96.786244,78.039556
"JUND",63.856081,74.615044,68.409441,60.016009,56.927025,59.028489,,,,,,,,,,,71.081761,35.856144,67.010596,68.807025,55.5025,,63.616576,82.391929,55.323844,61.889689
"JUP",52.388644,43.204329,51.955264,35.784324,34.762816,45.738169,,,,,,,,,,,41.370624,39.012516,36.036009,56.265001,34.316164,,37.283236,35.688676,35.736484,118.091689
"KAAG1",21.16,21.874329,21.104836,19.775809,21.473956,21.353641,,,,,,,,,,,24.137569,21.150801,29.257281,19.421649,23.648769,,21.215236,20.151121,25.250625,21.836929
"KAL1",22.886656,23.444964,20.097289,21.132409,19.8916,37.491129,,,,,,,,,,,22.5625,23.785129,32.3761,40.627876,19.377604,,20.675209,18.6624,20.675209,21.4369
"KALRN",19.333609,20.259001,18.207289,20.034576,19.686969,20.25,,,,,,,,,,,20.034576,26.101881,23.184225,22.420225,19.404025,,19.421649,18.757561,20.484676,35.712576
"KANK1",23.961025,20.25,23.319241,22.829284,24.920064,24.482704,,,,,,,,,,,29.888089,26.532801,21.594609,30.5809,23.068809,,22.420225,18.011536,25.938649,28.7296
"KANK2",35.772361,34.656769,34.562641,30.835809,31.832164,34.199104,,,,,,,,,,,38.987536,45.724644,44.129449,54.626881,35.331136,,32.638369,34.234201,33.767721,47.637604
"KANK3",32.626944,32.353344,35.295481,36.397089,34.000561,33.373729,,,,,,,,,,,38.044224,43.705321,46.580625,58.0644,39.050001,,36.663025,31.169889,40.564161,85.599504
"KANK4",20.268004,21.325924,19.971961,18.7489,21.930489,22.043025,,,,,,,,,,,20.839225,24.980004,29.800681,68.541841,23.435281,,21.631801,18.455616,32.046921,17.189316
"KARS",112.614544,78.552769,121.286169,123.6544,128.777104,116.229961,,,,,,,,,,,102.637161,103.774969,48.413764,109.998144,122.611329,,121.793296,137.381841,131.423296,129.846025
"KAT2A",51.380224,43.072969,63.952009,52.070656,62.220544,50.965321,,,,,,,,,,,55.086084,57.668836,61.230625,65.076489,65.028096,,61.230625,56.791296,64.8025,53.787556
"KAT2B",42.029289,55.383364,62.7264,72.267001,61.559716,38.291344,,,,,,,,,,,38.651089,50.537881,34.904464,49.603849,56.640676,,58.8289,58.951684,75.742209,34.281025
"KAT5",59.845696,60.5284,60.606225,55.741156,57.714409,59.954049,,,,,,,,,,,56.025225,43.864129,47.692836,57.274624,52.881984,,54.641664,65.999376,51.279921,60.357361
"KATNA1",59.567524,45.630025,65.173329,68.707521,64.577296,57.183844,,,,,,,,,,,38.502025,46.6489,24.720784,58.553104,63.393444,,62.900761,76.650025,73.222249,61.763881
"KATNAL1",22.819729,19.669225,41.718681,38.526849,30.558784,31.6969,,,,,,,,,,,23.551609,39.112516,21.095649,47.004736,23.882769,,30.735936,43.917129,36.638809,44.3556
"KATNAL2",16.426809,16.859236,17.631601,15.944049,16.305444,16.9744,,,,,,,,,,,17.530969,18.541636,20.967241,16.875664,17.380561,,17.032129,15.952036,16.711744,16.016004
"KATNB1",36.385024,36.348841,34.880836,38.663524,38.987536,35.354916,,,,,,,,,,,34.187409,42.497361,33.120025,31.573161,39.513796,,37.564641,46.566976,40.1956,42.354064
"KAZ",24.571849,37.478884,22.686169,23.921881,23.765625,31.192225,,,,,,,,,,,26.3169,27.447121,32.9476,42.133081,24.2064,,24.019801,24.850225,23.590449,31.102929
"KAZALD1",28.4089,29.408929,27.290176,25.080064,27.237961,29.300569,,,,,,,,,,,30.6916,31.866025,41.512249,29.333056,30.173049,,27.4576,27.720225,29.181604,27.3529
"KBTBD10",15.319396,16.459249,14.561856,15.023376,15.202201,17.007376,,,,,,,,,,,15.768841,14.938225,21.603904,15.303744,14.122564,,16.337764,13.875625,14.273284,15.515721
"KBTBD11",49.617936,43.375396,28.858384,19.254544,39.790864,27.04,,,,,,,,,,,20.903184,32.592681,26.584336,33.895684,43.309561,,30.835809,20.0704,48.052624,78.287104
"KBTBD12",18.249984,19.027044,18.879025,19.847025,16.949689,18.173169,,,,,,,,,,,17.297281,28.270489,21.5296,18.3184,17.156164,,17.172736,16.613776,17.623204,17.156164
"KBTBD2",62.837329,78.357904,61.481281,63.664441,57.441241,54.420129,,,,,,,,,,,41.049649,48.790225,34.281025,53.772889,52.881984,,61.402896,68.807025,57.638464,62.346816
"KBTBD3",23.251684,21.977344,30.448324,33.235225,30.858025,23.736384,,,,,,,,,,,25.160256,21.132409,16.475481,25.959025,26.512201,,31.292836,32.3761,29.398084,27.415696
"KBTBD4",33.860761,35.784324,41.100921,40.119556,40.857664,33.246756,,,,,,,,,,,34.433424,27.258841,24.760576,35.354916,38.452401,,38.526849,57.350329,35.188624,48.608784
"KBTBD5",23.941449,26.584336,22.619536,22.297284,23.415921,23.030401,,,,,,,,,,,25.351225,26.646244,46.280809,19.518724,23.203489,,24.029604,22.762441,24.790441,21.548164
"KBTBD6",19.430464,17.926756,24.443136,27.751824,31.069476,19.616041,,,,,,,,,,,21.492496,18.011536,23.396569,31.674384,26.7289,,26.884225,31.550689,21.780889,39.300361
"KBTBD7",34.2225,59.105344,33.825856,42.146064,42.653961,27.994681,,,,,,,,,,,28.153636,21.687649,11.861136,37.589161,43.086096,,34.562641,42.1201,36.108081,40.857664
"KBTBD8",48.149721,23.668225,81.974916,51.251281,42.1201,55.0564,,,,,,,,,,,54.125449,36.192256,18.696976,14.402025,35.188624,,35.343025,52.229529,53.450721,19.201924
"KCMF1",38.887696,43.665664,45.0241,42.928704,44.036496,38.825361,,,,,,,,,,,39.287824,54.982225,30.735936,46.158436,41.899729,,42.211009,42.627841,40.119556,49.294441
"KCNA1",20.7936,22.972849,19.989841,21.418384,21.224449,21.446161,,,,,,,,,,,23.078416,23.222761,32.251041,19.386409,20.848356,,20.757136,19.149376,22.1841,19.289664
"KCNA10",26.646244,26.337424,26.286129,24.750625,24.820324,25.532809,,,,,,,,,,,28.804689,36.385024,30.558784,21.650409,26.677225,,25.9081,24.3049,27.646564,22.838841
"KCNA2",18.7489,19.545241,17.497489,17.514225,21.233664,20.133169,,,,,,,,,,,28.100601,23.464336,29.398084,21.641104,19.927296,,18.122049,24.780484,24.890121,17.313921
"KCNA3",27.478564,21.548164,33.814225,33.628401,40.998409,25.170289,,,,,,,,,,,44.582329,37.871716,21.678336,15.721225,39.929761,,42.471289,51.926436,39.879225,15.100996
"KCNA4",18.627856,18.8356,18.378369,18.679684,18.601969,19.927296,,,,,,,,,,,18.722929,20.124196,17.926756,18.7489,17.665209,,17.943696,18.740241,18.037009,17.530969
"KCNA5",26.204161,30.869136,25.8064,29.246464,26.687556,26.040609,,,,,,,,,,,39.125025,28.483569,40.870449,24.393721,25.090081,,26.255376,21.150801,25.270729,23.551609
"KCNA6",29.084449,30.305025,27.594009,26.378496,28.005264,28.5156,,,,,,,,,,,30.393169,33.802596,34.999056,27.636049,30.669444,,28.153636,29.986576,31.125241,25.735329
"KCNA7",22.09,22.524516,21.464689,20.421361,20.967241,22.071204,,,,,,,,,,,22.667121,29.746116,26.450449,19.9809,22.316176,,21.762225,21.818241,23.639044,18.992164
"KCNAB1",22.534009,22.600516,21.325924,21.659716,21.409129,28.387584,,,,,,,,,,,26.574025,23.145721,27.846729,46.580625,22.297284,,23.242041,21.603904,21.077281,21.864976
"KCNAB2",53.772889,53.012961,44.049769,49.970761,50.438404,55.086084,,,,,,,,,,,39.325441,41.383489,42.941809,31.550689,50.282281,,52.432081,71.115489,50.424201,28.772496
"KCNAB3",24.245776,25.441936,25.230529,22.924944,24.344356,23.203489,,,,,,,,,,,25.341156,27.029601,29.560969,21.003889,23.961025,,24.059025,24.216241,25.857225,21.261321
"KCNB1",17.405584,18.3184,16.184529,16.859236,16.900321,17.799961,,,,,,,,,,,18.498601,19.775809,20.9764,36.288576,16.687225,,16.859236,16.875664,16.548624,16.581184
"KCNB2",20.967241,22.819729,20.097289,19.8025,20.620681,20.729809,,,,,,,,,,,23.7169,26.030404,29.560969,18.879025,21.949225,,20.666116,19.8916,21.215236,19.5364
"KCNC1",19.289664,19.918369,18.088009,19.0969,18.896409,19.044496,,,,,,,,,,,20.25,21.224449,24.890121,17.926756,19.342404,,18.696976,17.960644,19.386409,18.818244
"KCNC2",21.353641,20.775364,21.058921,17.197609,19.580625,20.313049,,,,,,,,,,,21.418384,26.708224,27.688644,19.158129,22.724289,,20.566225,19.2721,23.193856,19.377604
"KCNC3",24.661156,23.707161,23.843689,20.286016,22.382361,24.088464,,,,,,,,,,,23.990404,27.112849,35.2836,21.077281,25.684624,,22.297284,21.492496,23.532201,21.215236
"KCNC4",24.880144,26.132544,25.3009,23.687689,25.280784,28.058209,,,,,,,,,,,27.081616,26.020201,35.736484,23.833924,25.160256,,25.070049,26.822041,24.611521,25.381444
"KCND1",29.560969,34.539129,29.975625,28.815424,29.833444,28.058209,,,,,,,,,,,31.6969,29.506624,40.094224,26.574025,29.4849,,28.217344,26.635921,31.674384,26.286129
"KCND2",10.517049,10.374841,10.686361,10.784656,10.342656,10.679824,,,,,,,,,,,11.978521,11.316496,10.817521,22.477081,10.445824,,10.883401,10.517049,10.608049,10.621081
"KCND3",18.395521,18.757561,18.071001,17.015625,17.347225,17.783089,,,,,,,,,,,19.554084,35.676729,23.001616,23.222761,18.507204,,18.8356,17.572864,18.447025,18.122049
"KCNE1",20.151121,19.927296,15.319396,14.8225,15.311569,32.821441,,,,,,,,,,,15.800625,16.638241,20.657025,14.220441,16.621929,,15.249025,15.311569,15.776784,15.241216
"KCNE1L",26.193924,26.183689,20.839225,21.114025,21.288996,23.270976,,,,,,,,,,,22.810176,22.733824,25.857225,19.088161,21.242881,,22.052416,22.259524,20.394256,19.722481
"KCNE2",25.4016,27.899524,23.001616,24.314761,24.810361,26.2144,,,,,,,,,,,29.354724,29.170801,46.758244,24.1081,23.746129,,24.472809,25.664356,23.677956,24.2064
"KCNE3",59.4441,66.7489,19.963024,22.052416,21.086464,49.646116,,,,,,,,,,,21.734244,35.462025,30.448324,33.246756,24.364096,,22.052416,21.077281,19.963024,20.376196
"KCNE4",17.682025,19.501056,16.81,17.9776,17.272336,17.564481,,,,,,,,,,,17.4724,17.598025,23.4256,23.532201,16.916769,,17.623204,18.378369,17.430625,16.941456
"KCNF1",37.429924,38.626225,36.012001,32.638369,35.081929,38.340864,,,,,,,,,,,46.621584,48.372025,48.316401,32.2624,40.233649,,34.81,35.509681,36.578304,35.832196
"KCNG1",27.300625,28.569025,33.281361,23.639044,26.050816,26.615281,,,,,,,,,,,30.3601,38.502025,43.072969,23.843689,28.869129,,26.708224,24.571849,28.686736,25.5025
"KCNG2",23.853456,22.8484,23.775376,20.921476,25.979409,23.6196,,,,,,,,,,,32.798529,30.536676,28.9444,25.796241,27.994681,,21.501769,24.980004,25.694761,25.4016
"KCNG3",13.957696,14.615329,13.571856,13.860729,13.660416,14.265729,,,,,,,,,,,14.152644,14.915044,15.594601,12.510369,13.535041,,13.623481,12.931216,13.860729,12.952801
"KCNG4",27.019204,31.5844,23.483716,25.796241,25.573249,27.217089,,,,,,,,,,,30.614089,28.847641,41.783296,22.857961,25.240576,,24.920064,24.5025,25.623844,24.049216
"KCNH1",20.647936,22.250089,20.079361,18.636489,20.061441,20.930625,,,,,,,,,,,23.648769,22.6576,30.316036,18.164644,22.486564,,19.793601,19.642624,21.846276,19.342404
"KCNH2",30.813601,38.975049,35.010889,28.387584,34.597924,29.322225,,,,,,,,,,,38.887696,34.999056,52.577001,26.574025,34.727449,,31.945104,28.718881,36.180225,27.2484
"KCNH3",43.243776,45.724644,39.69,38.204761,40.246336,38.9376,,,,,,,,,,,41.447844,47.458321,52.287361,37.564641,42.263001,,41.615401,41.293476,42.653961,37.3321
"KCNH4",31.708161,34.316164,32.535616,28.079401,30.459361,29.030544,,,,,,,,,,,32.216976,36.820624,41.332041,26.697889,34.892649,,30.658369,31.013761,34.869025,26.7289
"KCNH5",14.182756,15.249025,14.714896,14.167696,14.417209,14.077504,,,,,,,,,,,15.468489,16.040025,18.079504,12.559936,15.155449,,15.586704,14.470416,16.434916,13.727025
"KCNH6",17.089956,17.214201,16.6464,15.737089,15.936064,16.760836,,,,,,,,,,,17.497489,18.352656,21.771556,15.468489,16.9744,,16.516096,16.966161,16.679056,16.418704
"KCNH7",15.745024,17.994564,14.861025,15.634116,14.44,15.077689,,,,,,,,,,,16.281225,16.313521,21.325924,13.439556,14.730244,,17.338896,13.920361,15.069924,14.197824
"KCNH8",13.712209,15.194404,41.113744,13.213225,13.068225,13.778944,,,,,,,,,,,14.554225,22.629049,16.208676,12.215025,13.6161,,13.593969,15.673681,13.897984,12.271009
"KCNIP1",26.173456,28.291761,24.324624,25.441936,25.371369,26.152996,,,,,,,,,,,28.901376,30.791401,33.327529,21.921124,26.296384,,25.948836,26.132544,25.989604,34.81
"KCNIP2",21.743569,22.4676,23.193856,19.571776,20.412324,22.146436,,,,,,,,,,,22.553001,23.746129,31.236921,41.757444,21.464689,,21.049744,19.333609,21.455424,19.280881
"KCNIP3",29.648025,29.997529,28.121809,26.173456,27.373824,28.676025,,,,,,,,,,,30.162064,33.7561,38.229489,26.635921,29.724304,,28.153636,28.249225,29.5936,26.884225
"KCNIP4",23.551609,24.710841,21.003889,21.986721,21.883684,23.746129,,,,,,,,,,,24.730729,24.850225,29.724304,21.921124,22.829284,,22.250089,21.576025,21.566736,22.619536
"KCNJ1",17.986081,19.580625,16.378209,16.966161,17.480761,28.313041,,,,,,,,,,,20.994724,20.866624,29.9209,15.023376,16.524225,,17.264025,15.460624,16.507969,16.305444
"KCNJ10",18.421264,19.731364,16.6464,17.355556,16.842816,18.567481,,,,,,,,,,,17.901361,18.438436,31.595641,15.745024,17.623204,,16.7281,15.864289,17.322244,15.928081
"KCNJ11",20.196036,20.939776,19.918369,19.395216,19.342404,19.686969,,,,,,,,,,,23.367556,21.013056,21.5296,17.909824,20.097289,,19.342404,20.657025,19.070689,20.457529
"KCNJ12",19.465744,20.629764,19.811401,18.378369,19.492225,19.412836,,,,,,,,,,,19.864849,21.206025,31.764496,20.693401,20.142144,,20.142144,19.245769,21.846276,22.099401
"KCNJ13",12.257001,12.823561,12.759184,13.373649,11.909401,12.054784,,,,,,,,,,,12.716356,14.145121,14.630625,11.329956,12.96,,12.809241,12.061729,12.013156,11.350161
"KCNJ14",23.097636,26.122321,22.581504,22.553001,22.1841,23.1361,,,,,,,,,,,23.726641,22.496049,34.374769,20.259001,21.16,,23.1361,21.187609,22.695696,21.196816
"KCNJ15",38.427601,95.316169,19.0969,19.864849,21.316689,21.6225,,,,,,,,,,,23.184225,24.127744,32.285124,20.7936,21.261321,,21.427641,17.623204,20.0704,21.427641
"KCNJ16",14.3641,15.389929,14.699556,14.250625,14.386849,14.409616,,,,,,,,,,,14.2884,15.21,16.152361,19.430464,14.182756,,14.714896,20.894041,15.832441,14.311089
"KCNJ2",69.139225,91.164304,18.284176,22.515025,20.575296,60.155536,,,,,,,,,,,23.863225,25.160256,47.706649,43.520409,22.09,,21.5296,16.032016,18.215824,23.931664
"KCNJ3",13.778944,14.630625,13.564489,14.017536,13.461561,13.786369,,,,,,,,,,,16.426809,15.586704,16.851025,12.787776,13.897984,,13.704804,13.2496,14.258176,12.503296
"KCNJ4",24.581764,26.532801,24.532209,23.483716,22.619536,24.990001,,,,,,,,,,,23.8144,30.426256,39.601849,20.439441,24.324624,,22.992025,22.09,24.413481,21.557449
"KCNJ5",34.386496,36.108081,32.970564,31.036041,32.787076,37.687321,,,,,,,,,,,36.869184,39.000025,45.414121,31.494544,35.844169,,32.455809,33.385284,34.939921,30.636225
"KCNJ6",26.8324,29.3764,25.170289,25.583364,25.836889,27.8784,,,,,,,,,,,31.013761,27.920656,36.881329,22.420225,36.517849,,25.745476,25.674489,27.050401,24.235929
"KCNJ8",19.749136,23.261329,18.671041,18.939904,19.5364,20.539024,,,,,,,,,,,21.5296,21.473956,30.891364,62.742241,19.474569,,19.377604,18.740241,20.124196,19.018321
"KCNJ9",21.548164,23.193856,19.820304,20.043529,19.998784,20.948929,,,,,,,,,,,21.930489,21.799561,29.452329,18.088009,22.429696,,21.031396,20.439441,21.734244,20.693401
"KCNK1",18.8356,20.376196,18.783556,19.963024,22.005481,18.636489,,,,,,,,,,,20.178064,18.974736,26.884225,20.061441,20.115225,,19.465744,23.001616,21.455424,19.855936
"KCNK10",20.820969,21.669025,20.277009,19.298449,19.918369,20.367169,,,,,,,,,,,23.059204,23.357889,29.789764,17.280649,21.242881,,20.079361,19.651489,20.358144,18.844281
"KCNK12",15.570916,15.547249,20.277009,18.696976,16.104169,15.531481,,,,,,,,,,,25.959025,15.507844,20.748025,13.638249,17.2225,,17.4724,21.0681,17.682025,16.112196
"KCNK13",18.515809,16.072081,15.570916,15.9201,15.178816,21.418384,,,,,,,,,,,15.896169,14.915044,18.679684,13.801225,16.305444,,15.531481,15.4449,14.500864,16.208676
"KCNK15",17.631601,19.140625,16.548624,17.007376,17.189316,18.309841,,,,,,,,,,,18.020025,18.020025,29.138404,18.088009,17.048641,,16.900321,15.673681,17.272336,16.3216
"KCNK16",38.987536,40.7044,37.884025,35.295481,38.217124,37.933281,,,,,,,,,,,41.0881,42.445225,47.651409,35.988001,38.514436,,36.590401,36.929929,40.627876,37.295449
"KCNK17",28.217344,28.281124,23.338561,24.443136,25.421764,25.775929,,,,,,,,,,,29.441476,24.790441,34.762816,25.512601,28.676025,,25.321024,24.176889,24.462916,25.2004
"KCNK2",13.972644,14.500864,13.927824,14.554225,14.002564,14.160169,,,,,,,,,,,15.116544,16.032016,18.507204,21.874329,14.220441,,14.661241,14.280841,13.965169,13.875625
"KCNK3",27.426169,29.746116,26.020201,26.142769,27.081616,27.657081,,,,,,,,,,,27.783441,30.162064,35.652841,24.621444,27.783441,,26.7289,26.368225,30.569841,24.7009
"KCNK4",18.705625,18.714276,18.455616,16.744464,17.422276,18.429849,,,,,,,,,,,18.567481,18.096516,25.160256,16.426809,19.035769,,18.105025,19.8916,19.088161,17.363889
"KCNK5",23.629321,24.950025,22.857961,25.120144,28.037025,21.958596,,,,,,,,,,,23.561316,23.833924,28.440889,23.990404,31.236921,,26.091664,45.319824,26.101881,20.720704
"KCNK6",48.413764,44.448889,31.047184,34.562641,37.552384,49.392784,,,,,,,,,,,43.665664,59.120721,53.129521,29.322225,36.663025,,36.445369,30.052324,34.070569,42.915601
"KCNK7",31.561924,40.947201,31.393609,28.901376,29.322225,28.579716,,,,,,,,,,,28.987456,31.236921,40.309801,26.030404,29.855296,,29.517489,30.4704,33.154564,26.122321
"KCNK9",27.489049,30.195025,25.361296,26.481316,26.5225,27.4576,,,,,,,,,,,33.965584,29.735209,41.886784,24.157225,27.531009,,26.327161,28.153636,27.363361,25.836889
"KCNMA1",18.309841,19.061956,18.757561,15.936064,16.966161,28.558336,,,,,,,,,,,22.915369,20.511841,30.151081,23.174596,17.330569,,16.826404,16.621929,16.370116,18.541636
"KCNMB1",39.137536,23.941449,18.913801,21.049744,21.279769,30.415225,,,,,,,,,,,24.147396,30.824704,35.5216,25.110121,20.511841,,20.403289,19.633761,21.827584,18.792225
"KCNMB2",16.760836,17.623204,15.3664,16.184529,15.721225,17.581249,,,,,,,,,,,25.887744,17.799961,27.447121,15.437041,15.437041,,15.784729,15.124321,16.2409,15.405625
"KCNMB3",28.579716,30.647296,36.735721,28.955161,27.730756,28.922884,,,,,,,,,,,31.990336,32.182929,41.8609,30.162064,26.122321,,27.489049,22.363441,30.118144,31.337604
"KCNMB4",34.880836,32.901696,35.485849,32.878756,36.336784,30.614089,,,,,,,,,,,32.684089,49.716601,39.4384,35.509681,30.969225,,33.489369,27.081616,35.354916,30.569841
"KCNN1",36.336784,38.291344,33.269824,35.378704,36.675136,36.9664,,,,,,,,,,,41.229241,37.638225,47.045881,33.860761,37.149025,,34.140649,37.515625,36.060025,34.963569
"KCNN2",13.638249,14.032516,13.727025,13.7641,12.931216,13.046544,,,,,,,,,,,14.130081,14.930496,16.491721,14.722569,13.697401,,14.2129,13.4689,13.512976,28.153636
"KCNN3",22.221796,24.117921,28.761769,19.412836,22.524516,21.362884,,,,,,,,,,,57.988225,24.950025,34.975396,26.739241,21.921124,,21.977344,19.909444,23.863225,37.051569
"KCNN4",56.685841,30.448324,65.918161,28.238596,46.771921,64.673764,,,,,,,,,,,43.020481,32.410249,48.594841,27.175369,46.908801,,41.4736,61.340224,43.970161,28.633201
"KCNQ1",53.655625,54.0225,44.448889,35.964009,46.212804,48.692484,,,,,,,,,,,43.626025,47.183161,48.930025,40.513225,46.771921,,43.877376,40.119556,45.185284,37.625956
"KCNQ1DN",32.046921,32.353344,31.820881,27.237961,31.494544,31.483321,,,,,,,,,,,36.893476,40.106889,47.775744,29.953729,36.012001,,30.239001,32.421636,35.153041,28.472896
"KCNQ1OT1",25.290841,27.133681,25.532809,23.990404,24.196561,25.090081,,,,,,,,,,,28.1961,24.7009,35.892081,30.261001,25.664356,,26.122321,22.591009,25.240576,22.667121
"KCNQ2",25,25.928464,24.117921,23.2324,24.354225,24.532209,,,,,,,,,,,25.482304,27.405225,35.509681,21.316689,26.040609,,24.01,25.020004,26.584336,22.429696
"KCNQ3",25.080064,29.517489,21.325924,23.580736,22.867524,25.887744,,,,,,,,,,,27.258841,24.01,48.497296,20.295025,22.724289,,23.270976,22.477081,21.958596,22.108804
"KCNQ4",24.049216,23.1361,23.6196,20.539024,22.515025,23.213124,,,,,,,,,,,24.453025,36.3609,31.337604,26.091664,26.460736,,23.668225,23.116864,25.260676,21.4369
"KCNQ5",12.787776,13.118884,26.020201,23.299929,17.791524,12.988816,,,,,,,,,,,23.435281,14.814801,16.851025,10.771524,17.682025,,18.879025,24.840256,15.784729,11.730625
"KCNRG",17.850625,19.651489,20.5209,17.952169,17.181025,16.703569,,,,,,,,,,,17.023876,36.421225,19.669225,18.139081,17.859076,,17.816841,16.941456,17.833729,17.2225
"KCNS1",39.778249,48.0249,33.500944,34.445161,40.972801,41.396356,,,,,,,,,,,55.830784,39.576681,71.250481,38.365636,40.819321,,35.557369,35.1649,40.627876,37.896336
"KCNS2",21.2521,22.905796,20.475625,21.353641,21.077281,21.687649,,,,,,,,,,,22.410756,22.963264,31.483321,18.896409,20.839225,,21.022225,20.894041,21.780889,20.666116
"KCNS3",19.324816,20.775364,19.775809,19.421649,19.316025,20.912329,,,,,,,,,,,47.073321,22.477081,25.796241,32.478601,20.052484,,19.088161,18.0625,19.598329,22.080601
"KCNT1",20.196036,21.641104,19.749136,18.974736,19.571776,19.8025,,,,,,,,,,,20.839225,23.483716,24.671089,17.783089,21.132409,,20.259001,21.132409,21.790224,18.931201
"KCNT2",12.716356,13.388281,12.467961,13.1044,12.222016,12.271009,,,,,,,,,,,12.222016,19.518724,13.935289,28.1961,12.292036,,13.359025,12.418576,12.845056,12.397441
"KCNU1",14.235529,14.753281,13.097161,14.010049,13.69,14.130081,,,,,,,,,,,13.300609,14.561856,16.900321,12.257001,13.184161,,13.771521,14.348944,13.593969,13.351716
"KCNV1",10.4976,10.8241,10.150596,9.7969,10.017225,10.413529,,,,,,,,,,,10.608049,11.950849,12.852225,9.809424,10.24,,10.329796,9.998244,10.400625,10.259209
"KCNV2",12.348196,12.3201,12.609601,11.778624,12.082576,12.418576,,,,,,,,,,,12.201049,13.402921,14.348944,11.526025,13.075456,,12.446784,11.505664,12.623809,12.208036
"KCP",31.888609,32.695524,30.459361,28.483569,29.539225,35.6409,,,,,,,,,,,31.730689,34.269316,41.576704,26.894596,31.911201,,30.658369,30.780304,33.7561,27.825625
"KCTD1",24.561936,25.050025,24.860196,25.411681,25.2004,24.6016,,,,,,,,,,,33.108516,25.160256,32.9476,25.553025,25.230529,,26.491609,27.363361,26.173456,31.685641
"KCTD10",66.896041,54.125449,68.145025,78.517321,67.782289,73.393489,,,,,,,,,,,56.205009,85.0084,52.5625,76.195441,65.431921,,66.048129,67.0761,75.5161,80.407089
"KCTD11",40.1956,29.192409,40.411449,40.998409,35.676729,36.505764,,,,,,,,,,,33.143049,34.668544,40.589641,35.976004,34.117281,,35.605089,32.855824,34.539129,36.324729
"KCTD12",115.605504,74.736025,34.374769,23.415921,40.271716,105.288121,,,,,,,,,,,34.798201,60.481729,23.309584,134.189056,45.468049,,34.503876,13.965169,29.073664,152.423716
"KCTD13",37.271025,43.256929,40.729924,36.978561,40.386025,41.024025,,,,,,,,,,,33.802596,30.991489,35.0464,35.748441,39.740416,,42.172036,44.209201,36.832761,34.539129
"KCTD14",20.802721,21.261321,19.131876,20.115225,19.518724,21.132409,,,,,,,,,,,25.796241,23.184225,28.238596,20.802721,19.053225,,19.228225,18.931201,20.142144,19.518724
"KCTD15",31.618129,25.573249,21.003889,20.061441,24.049216,23.668225,,,,,,,,,,,22.762441,23.9121,32.024281,31.181056,23.726641,,21.921124,19.412836,22.052416,35.485849
"KCTD16",17.766225,18.0625,16.695396,17.589636,17.740944,17.572864,,,,,,,,,,,18.429849,19.368801,20.313049,15.303744,18.096516,,17.614809,17.581249,17.64,16.1604
"KCTD17",38.738176,39.627025,37.773316,36.096064,37.039396,37.736449,,,,,,,,,,,38.328481,43.731769,51.437584,33.028009,39.664804,,38.663524,36.012001,39.866596,38.241856
