"gene_symbol","Monocytes","Neutrophils","B_cells","NK_cells","T_cells_CD4.","Macrophages",,,,,,,,,,,"Plasma_cells_CD138.","Platelets","Reticulocytes","Subcutaneous_Adipose","T_cells_CD3.",,"T_cells_CD8.","T_cells_Gamma_Delta","T_cells_Regulatory","Vascular_Endothelial_Cells"
"DKFZp434J0226",16.491721,17.280649,15.713296,15.642025,15.7609,16.573041,,,,,,,,,,,16.916769,17.715681,23.299929,14.600041,17.497489,,16,16.443025,16.248961,15.665764
"DKFZp434L192",10.6929,10.556001,10.962721,10.536516,10.699441,10.745284,,,,,,,,,,,10.543009,10.452289,11.316496,10.093329,10.89,,10.705984,11.042329,10.804369,10.784656
"DKFZp451A211",27.994681,29.571844,26.604964,25.684624,26.904969,26.440164,,,,,,,,,,,27.594009,28.697449,30.459361,22.8484,28.922884,,26.853124,23.804641,31.539456,24.681024
"DKFZp451B082",26.030404,29.560969,23.309584,27.594009,26.543104,26.8324,,,,,,,,,,,25.321024,25.160256,45.373696,22.695696,24.790441,,25.270729,23.970816,25.887744,24.950025
"DKFZp547G183",17.338896,17.397241,20.232004,18.931201,19.963024,16.548624,,,,,,,,,,,15.256836,17.048641,14.371681,22.762441,20.903184,,19.2721,16.426809,19.070689,14.44
"DKFZp547J222",21.734244,23.853456,20.575296,21.464689,21.0681,22.534009,,,,,,,,,,,22.867524,22.014864,22.982436,18.905104,21.16,,20.729809,21.077281,21.114025,20.25
"DKFZp564H213",20.657025,21.169201,18.766224,19.210689,18.386944,20.286016,,,,,,,,,,,19.439281,20.921476,24.117921,18.722929,18.258529,,18.533025,18.498601,18.567481,17.757796
"DKFZp566F0947",18.705625,18.731584,18.079504,17.239104,17.799961,18.438436,,,,,,,,,,,18.249984,21.949225,28.654609,16.556761,18.054001,,17.757796,17.774656,19.079424,17.4724
"DKFZp667E0512",43.086096,64.016001,59.923081,51.051025,54.154881,36.433296,,,,,,,,,,,22.800625,41.396356,21.7156,42.3801,55.920484,,63.536841,32.046921,64.561225,25.110121
"DKFZp667F0711",13.942756,29.463184,14.227984,13.697401,17.372224,12.524521,,,,,,,,,,,11.451456,12.559936,11.397376,12.103441,13.704804,,14.032516,11.999296,16.112196,11.202409
"DKFZp686L14188",28.998225,25.482304,31.013761,27.04,22.762441,30.547729,,,,,,,,,,,21.939856,32.421636,22.391824,20.866624,18.352656,,20.693401,19.245769,20.738916,19.368801
"DKFZp686O1327",13.439556,15.124321,13.557124,13.734436,13.315201,13.564489,,,,,,,,,,,13.476241,13.2496,15.912121,14.182756,13.039321,,14.3641,12.716356,13.4689,12.638025
"DKFZp761E198",43.086096,66.634569,34.727449,31.203396,30.547729,39.287824,,,,,,,,,,,30.3601,27.029601,26.142769,25.979409,31.382404,,32.103556,38.6884,29.713401,31.8096
"DKFZp761P0212",32.844361,33.547264,33.443089,29.387241,31.674384,31.8096,,,,,,,,,,,35.462025,43.204329,41.357761,29.441476,36.638809,,32.216976,31.091776,35.569296,28.676025
"DKFZp779M0652",30.5809,32.410249,28.643904,27.436644,29.800681,30.9136,,,,,,,,,,,34.327881,35.928036,42.745444,32.775625,33.709636,,29.899024,28.708164,33.212169,28.185481
"DKK1",16.362025,17.514225,15.792676,17.422276,16.418704,19.5364,,,,,,,,,,,65.691025,23.088025,25.745476,25.341156,14.379264,,16.152361,15.705369,15.000129,65.415744
"DKK2",11.148921,11.048976,10.936249,10.857025,10.791225,12.013156,,,,,,,,,,,11.614464,11.108889,13.256881,24.820324,10.817521,,11.594025,10.732176,10.220809,10.896601
"DKK3",14.814801,15.563025,14.417209,15.178816,15.952036,14.730244,,,,,,,,,,,16.048036,20.557156,17.783089,27.899524,17.918289,,23.164969,13.5424,16.516096,57.896881
"DKK4",25.210441,27.709696,24.344356,23.290276,25.381444,25.431849,,,,,,,,,,,28.068804,27.060804,43.230625,23.406244,26.811684,,24.631369,23.571025,26.399044,23.746129
"DKKL1",36.084049,35.5216,35.676729,29.669809,32.798529,33.500944,,,,,,,,,,,39.450961,50.367409,51.595489,33.431524,40.259025,,33.605209,33.709636,37.564641,31.899904
"DLAT",39.677401,20.711601,47.100769,47.872561,46.117681,53.655625,,,,,,,,,,,50.737129,25.786084,24.950025,60.310756,42.185025,,40.653376,72.556324,33.431524,58.140625
"DLC1",19.140625,18.679684,16.329681,17.405584,17.015625,22.061809,,,,,,,,,,,22.581504,25.040016,22.619536,50.395801,16.999129,,18.105025,16.785409,17.960644,41.383489
"DLD",65.108761,54.893281,62.869041,68.641225,65.464281,72.7609,,,,,,,,,,,51.523684,45.630025,32.1489,72.641529,63.920025,,61.168041,76.5625,60.793209,70.997476
"DLEC1",33.258289,38.651089,30.891364,30.426256,35.4025,33.315984,,,,,,,,,,,39.589264,32.239684,49.434961,30.525625,34.9281,,34.656769,29.539225,35.295481,28.783225
"DLEU1",31.225744,31.528225,54.390625,54.686025,53.802225,33.051001,,,,,,,,,,,57.244356,84.180625,39.375625,35.784324,48.7204,,47.844889,67.305616,50.353216,52.301824
"DLEU2",23.3289,26.481316,28.451556,26.512201,22.250089,19.8916,,,,,,,,,,,16.008001,22.5625,14.961424,23.931664,22.705225,,20.331081,27.962944,22.391824,16.548624
"DLEU7",15.155449,16.605625,14.070001,14.630625,14.814801,15.397776,,,,,,,,,,,15.752961,16.867449,20.214016,13.593969,14.424804,,14.432401,14.303524,14.737921,14.190289
"DLG1",32.535616,27.415696,40.972801,40.335201,38.3161,31.393609,,,,,,,,,,,34.398225,32.649796,25.775929,44.715969,36.735721,,40.755456,42.276004,40.220964,44.609041
"DLG2",15.507844,16.990884,16.516096,14.876449,14.907321,15.936064,,,,,,,,,,,17.007376,19.254544,20.830096,16.192576,15.2881,,15.358561,15.784729,15.872256,14.992384
"DLG3",29.615364,34.210801,32.478601,40.4496,36.917776,29.354724,,,,,,,,,,,35.4025,33.074001,41.9904,30.946969,36.252441,,41.024025,42.159049,40.908816,28.494244
"DLG4",34.199104,28.718881,28.697449,23.951236,26.388769,29.506624,,,,,,,,,,,30.338064,39.501225,44.142736,26.8324,30.525625,,29.138404,25.462116,28.869129,26.491609
"DLG5",20.985561,23.011209,20.866624,40.870449,23.454649,22.458121,,,,,,,,,,,24.324624,25.664356,25.938649,39.450961,25.010001,,33.212169,23.843689,29.866225,34.480384
"DLGAP1",16.999129,18.507204,16.81,16.785409,16.744464,17.656804,,,,,,,,,,,17.9776,18.610596,21.362884,15.888196,16.933225,,16.875664,16.597476,16.443025,17.952169
"DLGAP2",18.207289,19.324816,17.505856,17.690436,17.935225,18.4041,,,,,,,,,,,21.022225,20.839225,25.240576,15.832441,17.606416,,18.292729,17.380561,17.598025,16.670889
"DLGAP3",22.648081,22.791076,22.259524,20.729809,21.409129,21.9024,,,,,,,,,,,23.145721,26.224641,30.636225,19.061956,22.024249,,21.548164,21.613201,22.600516,20.394256
"DLGAP4",46.799281,49.632025,51.739249,47.224384,46.321636,47.458321,,,,,,,,,,,40.487769,46.840336,36.372961,50.879689,47.955625,,48.469444,44.715969,52.113961,48.762289
"DLGAP5",13.111641,13.483584,22.259524,32.182929,25.826724,20.557156,,,,,,,,,,,24.730729,23.590449,17.397241,10.771524,22.09,,16.638241,98.783721,31.775769,58.476609
"DLK1",17.572864,18.096516,16.128256,19.316025,17.040384,17.1396,,,,,,,,,,,18.49,27.720225,26.091664,14.265729,16.273156,,17.2225,16.265089,19.114384,15.888196
"DLK2",40.1956,44.823025,40.96,42.133081,42.549529,40.564161,,,,,,,,,,,41.512249,42.042256,76.9129,35.724529,42.523441,,43.112356,43.771456,41.912676,39.992976
"DLL1",24.453025,19.838116,24.532209,30.880249,21.949225,20.684304,,,,,,,,,,,19.131876,20.602521,26.666896,33.535681,24.413481,,25.989604,18.558864,22.867524,34.480384
"DLL3",24.750625,24.8004,23.687689,22.071204,23.213124,24.088464,,,,,,,,,,,24.840256,27.123264,32.706961,21.752896,25.593481,,23.348224,24.740676,24.344356,22.963264
"DLL4",41.615401,39.262756,38.378025,32.867289,38.489616,39.112516,,,,,,,,,,,42.784681,46.771921,62.473216,44.209201,44.782864,,38.900169,36.650916,42.915601,49.112064
"DLST",65.561409,56.595529,66.292164,76.370121,65.626201,66.7489,,,,,,,,,,,53.934336,51.926436,50.041476,65.7721,54.3169,,66.357316,70.930084,63.536841,71.791729
"DLX1",21.603904,22.401289,20.016676,20.593444,20.985561,21.5296,,,,,,,,,,,21.977344,26.142769,27.520516,19.245769,20.930625,,20.684304,20.857489,20.539024,20.304036
"DLX2",22.174681,24.462916,21.557449,20.349121,21.4369,22.1841,,,,,,,,,,,24.098281,23.882769,29.127609,19.945156,22.448644,,22.005481,21.706281,22.915369,20.124196
"DLX3",20.7936,22.867524,18.309841,18.7489,18.983449,21.836929,,,,,,,,,,,19.000881,20.9764,29.691601,17.732521,19.580625,,18.774889,18.335524,20.061441,17.859076
"DLX4",20.277009,21.501769,19.342404,18.49,19.439281,20.241001,,,,,,,,,,,23.902321,26.255376,30.647296,17.363889,20.967241,,20.205025,18.610596,21.548164,17.926756
"DLX5",21.893041,25.110121,19.9809,20.839225,20.223009,22.221796,,,,,,,,,,,21.883684,22.363441,31.169889,20.967241,20.313049,,20.511841,21.659716,19.927296,20.775364
"DLX6",15.108769,16.096144,14.891881,14.386849,14.837904,14.830201,,,,,,,,,,,16.4025,17.032129,20.034576,13.227769,14.876449,,14.891881,14.699556,15.319396,14.167696
"DLX6-AS",19.351201,21.206025,17.732521,20.286016,19.228225,19.945156,,,,,,,,,,,21.104836,21.049744,31.192225,17.147881,17.589636,,18.1476,17.901361,17.816841,17.926756
"DMAP1",45.711121,34.975396,59.521225,54.434884,56.791296,44.957025,,,,,,,,,,,39.037504,31.663129,33.212169,48.553024,55.606849,,55.815841,63.170704,62.789776,53.802225
"DMBT1",40.208281,42.941809,35.664784,39.463524,38.638656,40.921609,,,,,,,,,,,40.335201,47.004736,73.290721,33.825856,37.515625,,37.797904,40.742689,38.291344,37.051569
"DMBX1",10.89,12.006225,10.679824,10.055241,10.086976,10.942864,,,,,,,,,,,12.630916,12.215025,15.968016,9.759376,10.791225,,11.282881,10.336225,10.400625,10.8241
"DMC1",16.281225,16.499844,16.0801,18.896409,16.7281,16.573041,,,,,,,,,,,16.801801,17.799961,16.072081,15.689521,15.468489,,15.960025,29.235649,15.202201,17.4724
"DMD",14.584761,15.280281,23.931664,15.342889,15.000129,16.136289,,,,,,,,,,,15.792676,17.380561,17.114769,29.149201,13.995081,,14.371681,24.088464,13.660416,16.176484
"DMGDH",9.443329,9.572836,9.903609,9.828225,9.449476,9.314704,,,,,,,,,,,9.603801,10.017225,9.511056,20.775364,9.517225,,9.9856,10.182481,9.339136,10.4329
"DMKN",18.447025,17.4724,21.399876,19.044496,17.015625,17.131321,,,,,,,,,,,20.830096,31.640625,24.295041,28.079401,20.475625,,20.557156,18.020025,19.873764,16.613776
"DMP1",10.660225,10.686361,10.962721,9.909904,10.471696,10.679824,,,,,,,,,,,11.662225,11.826721,12.243001,10.169721,11.142244,,10.8241,10.705984,10.673289,10.640644
"DMPK",31.877316,33.304441,36.409156,29.560969,32.809984,31.348801,,,,,,,,,,,34.3396,35.473936,44.715969,38.402809,36.942084,,34.786404,32.7184,37.197801,33.0625
"DMRT1",13.082689,12.852225,13.586596,14.638276,12.866569,13.0321,,,,,,,,,,,12.924025,14.699556,14.584761,12.215025,12.931216,,13.046544,15.241216,13.549761,13.140625
"DMRT2",16.056049,16.329681,16.654561,17.322244,16.6464,16.144324,,,,,,,,,,,29.560969,19.0969,18.4041,43.230625,17.123044,,16.313521,17.480761,16.908544,16.752649
"DMRT3",16.6464,17.514225,16.443025,16.208676,16.345849,16.760836,,,,,,,,,,,16.834609,17.514225,22.127616,23.892544,16.313521,,16.467364,16.982641,16.662724,15.7609
"DMRTA1",21.6225,23.04,22.619536,18.9225,20.666116,21.790224,,,,,,,,,,,23.251684,27.04,25.897921,19.061956,24.820324,,20.475625,23.882769,23.011209,19.722481
"DMRTA2",24.049216,26.020201,23.319241,23.097636,23.600164,23.193856,,,,,,,,,,,26.697889,25.240576,29.877156,21.455424,23.902321,,23.833924,23.309584,24.611521,22.857961
"DMRTB1",22.800625,25.120144,20.7025,21.455424,21.270544,22.953681,,,,,,,,,,,24.068836,24.7009,29.214025,18.558864,21.930489,,22.259524,20.557156,22.733824,20.259001
"DMRTC2",13.1044,19.829209,12.773476,13.388281,12.794929,12.859396,,,,,,,,,,,12.823561,13.432225,13.853284,11.8336,12.257001,,12.773476,12.780625,12.880921,11.689561
"DMTF1",72.488196,61.355889,92.602129,87.9844,80.8201,64.947481,,,,,,,,,,,61.999876,62.900761,22.877089,88.059456,75.082225,,82.482724,78.4996,81.270225,63.154809
"DMWD",45.037521,48.052624,46.172025,43.983424,45.279441,43.586404,,,,,,,,,,,54.037201,49.787136,73.1025,49.294441,45.495025,,46.348864,45.846441,45.724644,48.344209
"DMXL1",60.403984,34.774609,85.784644,64.448784,59.351616,72.182016,,,,,,,,,,,50.452609,60.388441,13.623481,73.770921,51.079609,,50.537881,58.568409,50.339025,46.7856
"DMXL2",77.475204,69.189124,24.413481,28.206721,28.217344,73.136704,,,,,,,,,,,26.512201,33.674809,25,47.416996,26.822041,,30.813601,26.718561,22.335076,29.953729
"DNA2",21.9961,23.299929,30.780304,37.957921,30.118144,24.6016,,,,,,,,,,,21.790224,20.034576,16.793604,22.972849,25.341156,,25.361296,55.190041,28.079401,25.867396
"DNAH1",22.052416,23.059204,22.867524,22.09,22.325625,21.483225,,,,,,,,,,,22.165264,23.088025,26.142769,19.7136,23.184225,,23.639044,20.830096,24.019801,20.115225
"DNAH10",24.393721,26.030404,23.049601,24.591681,24.117921,24.930049,,,,,,,,,,,25.715041,24.720784,34.363044,23.001616,23.600164,,24.770529,23.9121,23.464336,24.137569
"DNAH11",14.7456,15.634116,14.44,14.017536,14.485636,14.8996,,,,,,,,,,,15.960025,15.492096,21.086464,13.380964,14.265729,,14.145121,13.995081,15.023376,14.577124
"DNAH12",14.615329,14.2884,14.538969,13.623481,13.823524,14.830201,,,,,,,,,,,13.483584,36.204289,15.531481,13.205956,13.520329,,13.682601,13.213225,13.483584,12.981609
"DNAH14",10.278436,10.791225,10.536516,11.115556,10.465225,10.975969,,,,,,,,,,,10.764961,11.2225,12.006225,9.828225,10.504081,,10.517049,10.042561,10.575504,12.054784
"DNAH17",21.706281,25.8064,20.25,17.859076,18.524416,18.731584,,,,,,,,,,,19.342404,19.088161,27.269284,18.207289,19.784704,,18.983449,19.114384,20.775364,19.545241
"DNAH2",23.8144,25.240576,22.306729,22.024249,22.953681,24.029604,,,,,,,,,,,24.611521,32.741284,43.007364,23.174596,23.697424,,22.791076,23.145721,23.2324,23.804641
"DNAH3",26.9361,29.2681,26.265625,25.725184,25.341156,26.296384,,,,,,,,,,,28.815424,26.925721,31.225744,24.860196,27.279729,,27.636049,26.574025,26.409321,24.552025
"DNAH5",20.903184,21.762225,19.554084,20.1601,18.653761,21.335161,,,,,,,,,,,20.043529,21.511044,21.874329,17.833729,18.4041,,19.545241,19.149376,17.960644,19.607184
"DNAH6",15.888196,16.491721,15.492096,15.784729,15.737089,15.657849,,,,,,,,,,,16.516096,16.192576,21.123216,14.630625,16.208676,,15.968016,16.040025,15.634116,15.800625
"DNAH7",22.033636,25.775929,22.005481,22.791076,21.8089,21.986721,,,,,,,,,,,24.196561,24.324624,28.430224,18.567481,22.410756,,22.3729,21.224449,23.668225,19.7136
"DNAH8",20.802721,23.483716,22.972849,20.4304,25.613721,20.994724,,,,,,,,,,,23.483716,25.220484,28.686736,17.313921,23.4256,,22.240656,21.040569,33.558849,18.4041
"DNAH9",21.132409,22.316176,20.875761,20.313049,20.439441,21.104836,,,,,,,,,,,22.231225,23.097636,34.4569,19.333609,21.557449,,20.6116,19.927296,21.743569,19.324816
"DNAI1",26.224641,28.355625,24.334489,24.621444,24.552025,26.275876,,,,,,,,,,,27.646564,34.199104,37.161216,22.524516,25.482304,,24.750625,24.443136,26.204161,23.5225
"DNAI2",17.698849,18.887716,16.532356,17.825284,19.882681,18.558864,,,,,,,,,,,18.800896,19.166884,26.998416,15.586704,18.113536,,18.130564,17.539344,19.166884,17.189316
"DNAJA1",110.733529,111.365809,104.387089,114.297481,104.878081,117.700801,,,,,,,,,,,93.026025,79.174404,33.085504,101.062809,104.8576,,104.8576,120.055849,102.050404,114.9184
"DNAJA2",71.622369,69.422224,67.798756,71.0649,76.282756,71.470116,,,,,,,,,,,55.726225,70.812225,45.495025,77.757124,66.129424,,67.502656,77.880625,70.677649,79.049881
"DNAJA3",60.016009,42.159049,79.138816,69.755904,84.603204,70.040161,,,,,,,,,,,73.6164,57.623281,51.9841,65.464281,80.586529,,75.898944,86.025625,80.784144,75.307684
"DNAJA4",37.405456,29.888089,36.180225,40.347904,41.190724,44.89,,,,,,,,,,,27.730756,28.100601,52.085089,34.892649,37.711881,,41.370624,31.561924,38.266596,29.899024
"DNAJB1",75.986089,80.748196,74.8225,81.126049,87.216921,78.1456,,,,,,,,,,,69.789316,52.751169,44.555625,81.812025,80.4609,,93.818596,86.825124,87.366409,75.759616
"DNAJB11",88.698724,68.856804,83.759104,98.843364,76.632516,90.782784,,,,,,,,,,,116.359369,50.083929,47.789569,74.597769,79.637776,,83.247376,102.6169,69.622336,89.548369
"DNAJB12",51.337225,52.171729,43.046721,41.667025,43.072969,50.580544,,,,,,,,,,,46.212804,38.019556,40.972801,43.599609,44.422225,,41.550916,46.144849,43.771456,47.872561
"DNAJB13",29.877156,30.969225,26.286129,27.008809,27.815076,30.019441,,,,,,,,,,,35.343025,36.590401,41.434969,26.532801,29.257281,,27.625536,27.384289,26.697889,28.4089
"DNAJB14",62.552281,64.979721,69.105969,83.137924,70.341769,62.900761,,,,,,,,,,,50.737129,38.6884,14.379264,67.980025,67.141636,,70.963776,72.846225,63.345681,68.956416
"DNAJB2",52.171729,52.591504,70.694464,52.533504,64.464841,59.413264,,,,,,,,,,,55.517401,60.824401,71.098624,51.883209,59.059225,,58.920976,48.678529,65.674816,48.3025
"DNAJB4",36.132121,23.532201,30.195025,34.351321,31.192225,37.957921,,,,,,,,,,,23.512801,23.097636,21.548164,67.634176,26.142769,,29.822521,31.494544,26.481316,98.148649
"DNAJB5",36.820624,32.535616,26.988025,25.512601,27.636049,36.917776,,,,,,,,,,,32.569849,36.180225,43.335889,30.713764,29.224836,,28.494244,29.909961,27.499536,31.967716
"DNAJB6",76.020961,72.335025,60.590656,67.881121,59.243809,80.478841,,,,,,,,,,,43.56,111.0916,25.918281,66.732561,59.490369,,55.145476,69.989956,48.066489,86.192656
"DNAJB7",9.834496,10.614564,11.2225,9.653449,10.0489,9.616201,,,,,,,,,,,10.125124,10.201636,10.5625,8.922169,10.797796,,11.4244,9.320809,10.504081,9.628609
"DNAJB8",21.307456,20.866624,21.911761,17.614809,19.324816,20.133169,,,,,,,,,,,21.233664,22.629049,26.739241,18.957316,23.126481,,20.939776,20.7936,22.212369,19.598329
"DNAJB9",63.856081,71.4025,60.279696,70.107129,63.489024,65.901924,,,,,,,,,,,110.187009,35.034561,17.197609,50.708641,52.504516,,59.043856,59.197636,56.010256,65.383396
"DNAJC1",74.632321,58.110129,67.798756,94.128804,79.584241,79.245604,,,,,,,,,,,116.2084,77.545636,33.849124,71.149225,82.210489,,85.285225,80.694289,78.481881,85.155984
"DNAJC10",48.762289,24.850225,74.166544,50.893956,46.308025,49.533444,,,,,,,,,,,71.537764,35.796289,17.690436,53.217025,41.576704,,43.983424,59.320804,40.589641,70.543201
"DNAJC11",50.296464,40.436881,54.037201,49.688401,52.591504,55.190041,,,,,,,,,,,46.403344,35.485849,41.267776,51.437584,50.438404,,49.266361,64.416676,48.288601,59.166864
"DNAJC12",16.949689,17.156164,17.065161,18.481401,19.070689,19.000881,,,,,,,,,,,32.194276,18.705625,21.893041,17.081689,16.801801,,16.842816,20.322064,16.345849,24.344356
"DNAJC13",29.214025,26.853124,30.525625,27.4576,27.447121,30.217009,,,,,,,,,,,25.160256,23.658496,16.670889,28.153636,27.636049,,28.037025,29.16,28.058209,29.767936
"DNAJC14",50.055625,46.036225,45.400644,47.527236,46.131264,50.296464,,,,,,,,,,,47.238129,33.362176,32.924644,41.396356,42.133081,,45.792289,62.5681,36.7236,55.547209
"DNAJC15",64.8025,31.36,65.318724,63.393444,58.5225,63.904036,,,,,,,,,,,63.409369,68.128516,24.740676,74.373376,55.636681,,58.6756,59.259204,55.995289,71.707024
"DNAJC16",37.319881,30.969225,43.930384,40.411449,40.5769,39.5641,,,,,,,,,,,38.875225,42.003361,30.118144,37.834801,40.793769,,39.337984,41.3449,34.128964,45.265984
"DNAJC17",36.590401,28.068804,38.019556,44.235801,39.9424,35.188624,,,,,,,,,,,31.047184,30.735936,28.590409,41.126569,40.436881,,38.626225,45.738169,35.533521,41.113744
"DNAJC18",24.820324,24.561936,30.074256,25.938649,30.558784,25.826724,,,,,,,,,,,30.448324,23.319241,33.108516,37.9456,26.811684,,27.436644,40.8321,28.869129,38.837824
"DNAJC19",50.566321,39.0625,59.213025,59.105344,62.457409,55.845729,,,,,,,,,,,65.383396,45.576001,38.987536,63.250209,63.8401,,63.648484,70.073641,51.136801,64.786401
"DNAJC2",35.892081,25.310961,41.422096,39.992976,39.050001,34.527376,,,,,,,,,,,32.126224,32.592681,19.254544,33.350625,38.019556,,39.200121,41.525136,41.422096,33.837489
"DNAJC21",25.857225,22.108804,28.547649,30.393169,28.912129,25.826724,,,,,,,,,,,24.840256,22.4676,18.113536,26.471025,27.008809,,29.019769,33.235225,24.6016,30.261001
"DNAJC22",30.9136,31.058329,30.835809,28.132416,29.964676,28.697449,,,,,,,,,,,31.181056,42.719296,41.822089,28.879876,33.651601,,30.316036,27.857284,35.0464,27.520516
"DNAJC24",22.391824,16.410601,29.822521,28.026436,28.912129,24.940036,,,,,,,,,,,26.388769,24.860196,18.533025,31.843449,30.107169,,27.269284,27.531009,25.847056,25.462116
"DNAJC25",33.582025,29.637136,37.527876,42.432196,37.994896,43.6921,,,,,,,,,,,45.535504,23.541904,20.151121,43.243776,27.489049,,32.913169,33.154564,34.433424,35.081929
"DNAJC27",24.621444,22.953681,31.956409,29.953729,29.419776,24.285184,,,,,,,,,,,21.418384,20.830096,25.4016,26.759929,28.005264,,29.333056,28.590409,30.525625,23.746129
"DNAJC28",14.5161,14.205361,14.776336,13.734436,13.586596,15.928081,,,,,,,,,,,14.326225,15.21,17.073424,13.278736,14.615329,,14.907321,14.737921,13.060996,16.859236
"DNAJC3",65.755881,83.265625,43.890625,62.362609,49.224256,72.641529,,,,,,,,,,,73.307844,32.9476,26.152996,51.681721,50.708641,,49.322529,67.8976,40.7044,73.6164
"DNAJC30",35.259844,33.651601,40.8321,35.772361,39.476089,37.039396,,,,,,,,,,,40.564161,36.929929,46.5124,37.5769,40.462321,,39.8161,35.712576,42.484324,37.564641
