Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
RNF214,85.875,202,116.375,152.9090909,146,178.3333333,114,136.4,114.3333333,129.4,129,146.3333333,116.7272727,114.125,138.4,113,114.0833333,117.25,101.8333333,393.0454545,111.5769231,164,86.41666667,84.2,93.75
RNF215,40.5,45.5,45.5,43.27272727,39.66666667,55.33333333,37.66666667,46.6,50.33333333,47,51.25,55.83333333,35.36363636,37.25,32.8,40,42.75,38.91666667,43.66666667,45.90909091,46.69230769,35.5,37.25,48.2,52.5
RNF216,100.375,99.5,133.375,168.4545455,109.3333333,64.66666667,133.3333333,134.4,65.16666667,46,154.875,225.6666667,105,102.125,171.2,81,163.8333333,130.6666667,93.5,320.8636364,247.1923077,124.5,287.6666667,141.6,64.25
RNF217,100.375,77.5,114,65.63636364,106.6666667,51.66666667,147,65.6,45.5,26.8,41.25,33.5,57.09090909,79.125,52.8,81.66666667,45.16666667,38.66666667,25.5,22.27272727,22.53846154,25,26.83333333,26.4,28.5
RNF219,87.125,110,236.5,352.5454545,105,102.3333333,156.6666667,164.4,420.5,120,151.1875,188.1666667,206.4545455,176.875,191,214.3333333,130.1666667,125,266,273.9090909,233.1538462,442.5,69.66666667,65.4,163
RNF220,248.375,343.5,386.625,379.1818182,265,241.6666667,454.3333333,329.4,364.3333333,227.4,479.375,640.5,443.9090909,365.75,487.6,494.3333333,674.25,529.3333333,451.8333333,728.6363636,312.5769231,497.5,467.1666667,276,234.5
RNF24,85.875,176.5,339.375,141.7272727,98.33333333,98.33333333,79.66666667,246.8,291.1666667,328.4,366.125,234,107.5454545,137.5,559.8,161,266.25,141.9166667,39,88.13636364,121.6538462,61.5,123,3957,78
RNF25,139.25,84,219.625,213.2727273,179,148,224,129,53.83333333,59,99.5,108.8333333,103.0909091,96,124.8,120.6666667,68.58333333,67.58333333,74.66666667,83.68181818,114,207,134.9166667,82.4,61.75
RNF26,113,168.5,119,124.3636364,141,99.66666667,220.3333333,117.2,51.5,86,115.3125,127.5,108.1818182,102.625,92.6,101.6666667,94.75,81.5,76.83333333,104.3181818,76.23076923,147.5,57.83333333,104.4,101.25
RNF31,61.75,88,67.5,85.09090909,59.66666667,44.66666667,85.33333333,60.8,47.83333333,34.8,94.9375,169.1666667,72.18181818,95.375,91.8,106.6666667,122.3333333,126.25,107,153.6363636,52.57692308,134.5,101.0833333,204.8,34.5
RNF32,25.25,77,36.375,30.90909091,27.33333333,41,28.33333333,25.8,50,42.4,51.9375,45.83333333,32.81818182,34.875,31,31.33333333,29.16666667,32.5,26.16666667,46.31818182,57.53846154,30,40.08333333,51.6,67.5
RNF34,287.5,273.5,508.375,610.1818182,323,322.6666667,640.3333333,374.4,438.3333333,600.6,371.4375,277.5,401.9090909,523.375,381.6,395,270.5833333,251,447.1666667,670.4545455,466.4230769,797.5,220.25,734.4,614.25
RNF38,268.625,233,398.75,505.1818182,254.6666667,67.33333333,426,439.8,781.3333333,1179.4,524.75,727,543.3636364,653.5,379.6,348.6666667,1001.166667,929.4166667,1088.5,1112.409091,849.7307692,623.5,1525.083333,1005.6,357.5
RNF39,37.625,307,31.75,32.81818182,33.33333333,843.6666667,24.66666667,33.4,57.16666667,58.2,52.3125,49,41.45454545,42.75,38,35,33,30.91666667,27.66666667,45.36363636,60.38461538,30,30.33333333,39.8,53
RNF4,774.625,538.5,916.875,987.9090909,665.3333333,591,1030,780.6,574.3333333,1043.8,895.5625,898.8333333,822.3636364,892,938.4,643,1278.083333,1305.833333,1053.333333,1175.272727,1885.038462,1856,1664.083333,1432.8,1701.25
RNF40,148,391.5,250.375,327.6363636,303.3333333,330.3333333,281.6666667,239,134.1666667,107.2,333.25,331.3333333,303.7272727,288.625,314.6,243.3333333,335.4166667,270.1666667,177.5,238.0454545,205.5769231,331,225,413.8,133.5
RNF41,105.125,108.5,201.5,175.1818182,165.3333333,50,88.33333333,185.6,129.5,69.8,165.375,128,105.1818182,109,135,93.33333333,195,135.9166667,132.6666667,148.1818182,110,150,136.8333333,164.6,146
RNF43,62.75,77,24.625,36.09090909,44,81.66666667,36,37.4,34.16666667,47.4,38,42,39,37.375,38.2,54.66666667,39.91666667,44.91666667,37.16666667,42.04545455,37.65384615,33.5,34.16666667,42.2,43
RNF44,94.25,382.5,127.25,254.7272727,173,373,179,174,248.5,471.2,730.5625,847,355.7272727,346.25,481,138.6666667,678.6666667,523.5833333,342,1135.272727,731.6538462,754.5,875.5833333,1397.8,531.75
RNF5,30.625,44.5,33,35.63636364,35,49.33333333,34,33,40.66666667,56,45.3125,37.33333333,40,43.5,42,35,41.66666667,37.83333333,34.83333333,39.77272727,45.26923077,42,37.41666667,55,63.5
RNF6,1078.125,624,1312.25,1023.909091,814.3333333,1428.666667,608.6666667,697.6,961,1420.4,602,734.3333333,1341.454545,1255.75,1304.2,1524.333333,786.9166667,835.6666667,1053.5,952.5,762.7307692,1584,2313,477.8,533
RNF7,717.375,1330,1224.625,1276.363636,1184,823,992.3333333,1023.6,706.3333333,680.4,1401.6875,1004.5,1048.090909,959.25,930.6,989,1113.75,1120.083333,943.3333333,792.2727273,1836.384615,1045.5,952,354.2,1131
RNF8,117.625,261.5,233.625,336,187,340.6666667,244.3333333,186.4,207.6666667,293.2,103.0625,113,151.2727273,131.25,122,186,161.75,234.5,107.6666667,164.5909091,129.2692308,280,93.66666667,55,113.75
RNFT1,21.875,20.5,26.125,22.81818182,23.33333333,25.66666667,20.33333333,18.4,15.5,22.4,48.3125,58.83333333,51.90909091,65.875,141,17.66666667,24.41666667,17,27.5,36.45454545,53.19230769,25,36,36,47
RNFT2,28.5,59.5,39.125,59.18181818,37.33333333,35.66666667,93.33333333,37.6,91.33333333,104.4,53.4375,50,42.09090909,39.125,45.6,42,68.91666667,78.75,57.66666667,72.09090909,64.07692308,71.5,45.41666667,39.2,73.5
RNGTT,162.5,100,159.75,181,237.3333333,145.3333333,246.6666667,159.2,149.3333333,79,97.25,134.3333333,193.9090909,218.25,127.6,126.3333333,106.1666667,124.75,138.1666667,147.4545455,201.8461538,502.5,201.6666667,103.2,907.5
RNH1,1397.375,1246.5,2051.625,1101.181818,826.3333333,2417.666667,1308.666667,1775.6,424.8333333,146.6,1469.1875,1811.666667,1864.636364,2082.375,2305.6,1340.666667,2914.333333,2681.333333,774.6666667,580.0454545,255.1923077,723.5,506.1666667,135,264.75
RNLS,217.75,290.5,365.375,76.63636364,281.6666667,207.3333333,118,173.8,154.3333333,88,104.5625,103.5,166.5454545,149.25,113.4,165.6666667,183.5,160.3333333,144.5,80.04545455,112.9615385,51.5,42.75,81.6,96
RNMT,68.875,49.5,68.5,57.36363636,48.33333333,54,45,53.8,90.33333333,39.2,48.625,52.16666667,72.27272727,73.5,70.2,84,89.33333333,103.3333333,89.66666667,56.95454545,276.9230769,95.5,514.5833333,37.8,36.5
RNMTL1,129.75,120.5,193.625,323.5454545,320,217.3333333,223,169.6,479,255.2,178.125,169.8333333,195.2727273,178.5,190.8,196.6666667,410,373.4166667,344.3333333,184.6818182,193.4615385,294.5,404.9166667,76.6,98.75
RNPC3,54.375,75.5,79.5,113,194.3333333,127,129,196,129.1666667,220.4,240.25,145.8333333,201,190.25,319.2,99.33333333,102.25,125.5833333,218.8333333,358.7272727,680.7692308,156.5,522.75,566,468.75
RNPEP,656.125,1352,775.75,858.8181818,593,757,904.3333333,789,268.6666667,186.2,1149.0625,1937.166667,1547.454545,1537,1437.6,1092.666667,1361,1066.5,553.1666667,337.6363636,223.5769231,574,487.5,898.8,169.75
RNPEPL1,155.25,275,153.125,200.9090909,185.3333333,122,149.3333333,112.4,91.16666667,131.8,331.75,390,242.7272727,214.875,222,227,219.1666667,193.5,160,439.1363636,167.9230769,284.5,259.75,283.2,168.5
RNPS1,842,1127,1181.75,1548,817,850.3333333,1279,925.2,1479.666667,1019.8,1233.875,1548.833333,793.3636364,922.75,826.8,813.3333333,1510.916667,1356.833333,1306.166667,1448.954545,971.1923077,1909.5,1714.25,630.8,942
ROBLD3,427.375,415,738.125,735.8181818,818.3333333,347.6666667,779.6666667,553,158.6666667,122.4,1062.4375,739.1666667,1205,809.625,921,1860.666667,293.9166667,323.3333333,210.5,298.8181818,255.1153846,767,280.6666667,352.4,524.25
ROBO1,340.625,202,750.375,393.6363636,240.6666667,2018,313,1395.6,60.66666667,39.4,20.375,19.83333333,18.54545455,15.875,20,27.66666667,128.75,454.5,27.16666667,17.22727273,22.5,15.5,17.16666667,17,19.25
ROBO2,9.5,13,11.375,12.45454545,12,15.33333333,11.33333333,11.6,11.5,13.2,13.1875,12.66666667,12.27272727,11.625,11.6,11.33333333,11.41666667,11.58333333,10.5,12.18181818,12.69230769,11,11.25,13.2,13
ROBO3,86,117,118.375,156.7272727,69,92,143,151.4,113.5,105.6,83.25,80.33333333,112.6363636,146,84.2,103,202.9166667,176.5833333,109.6666667,120.3636364,82.15384615,61.5,166.1666667,71.8,82.5
ROBO4,29.25,27,22.125,2164.727273,21,44.33333333,21.66666667,29.6,105.6666667,37.6,28.5,23.5,29.90909091,28.625,23.2,29.33333333,33,23.33333333,21.33333333,25.40909091,29.15384615,17.5,25.75,26.2,40
ROCK1,259.375,176.5,278.875,216.4545455,224,95.33333333,220,270.6,189.5,62.4,292.3125,258.1666667,457.2727273,438.25,331.6,228.6666667,331.0833333,360.0833333,334.6666667,289.3636364,304.5,402,312.5,707.8,264.5
ROCK2,277.625,106,608.5,490.8181818,731.3333333,148.6666667,461.6666667,499.6,184.3333333,139.8,126.875,123.8333333,168.9090909,145.375,258.4,194.3333333,157.25,149.8333333,115,176.0454545,55,164,145.5,91.2,38.25
ROD1,690.625,1473.5,1030.625,1162,640.6666667,1677.666667,770,538,1919,1471.2,2382.125,2628.5,1974.909091,1517.5,1695.2,1329,3367.166667,3924.166667,4884,2633.636364,1984.346154,3297,2200.333333,5542.6,1562
ROGDI,117.875,494.5,172.625,109.3636364,90.66666667,104,156,104.8,80.16666667,91.4,555.0625,616.8333333,168.4545455,155.625,251,187,242.8333333,213.3333333,133.5,97.5,55.96153846,85,52.91666667,62.8,59.75
ROM1,110.125,56.5,85.75,92.54545455,128,80.66666667,107,106.4,47.33333333,108.2,82.5625,79.33333333,81.81818182,79.5,72.2,76.66666667,121.8333333,94.75,106.3333333,53,67.5,65.5,48.08333333,105.2,99
ROMO1,556.125,712.5,907.875,974.7272727,689.6666667,646,1063.333333,674.4,158.3333333,38.6,563.1875,478.8333333,523.4545455,338.125,454.8,921.6666667,127.1666667,173.5,125.1666667,323.5454545,800.4615385,798.5,459.9166667,163.6,644
ROPN1,17,18.5,20.125,19.18181818,20.66666667,21.33333333,176,16.6,24.5,26.2,23.375,26.33333333,18.72727273,16.5,16.8,18,23.25,21.33333333,21,23.22727273,22.30769231,18.5,19.25,21.8,38.5
ROPN1L,10.75,11,9.625,9.727272727,9,10.33333333,10.33333333,9.4,11.5,10,11.625,10.83333333,10.27272727,10.5,10.6,12,11.66666667,10.83333333,11.83333333,11.86363636,13.88461538,11.5,10.75,48.6,14.5
ROR1,428.125,8,625.625,71.18181818,161,36,20.33333333,392.2,8.5,10.4,8.625,8,12.81818182,8.625,9.4,13.33333333,12.58333333,23,15.66666667,7.545454545,8.653846154,8.5,10.58333333,9.4,10
ROR2,38.375,91.5,66.625,68.63636364,55.66666667,69.33333333,36.66666667,64.6,93.83333333,72.2,97.75,102.8333333,61.54545455,63,64.6,71,79.66666667,79.58333333,81.16666667,77.18181818,108.8461538,77,76.16666667,79.8,99.5
RORA,26.625,51.5,90,65.27272727,26.33333333,2740.666667,19.33333333,25.8,17.33333333,965.6,11.5,19.33333333,15.90909091,17,12.8,16,13,13.58333333,42,312.0909091,1898.461538,299,2176,25,28.5
RORB,20.75,11.5,8.5,9.272727273,12.33333333,9,8.666666667,53.4,10.83333333,12.2,10.375,9.333333333,9.454545455,9.5,9,9,8.166666667,8.583333333,7.166666667,9.5,12.23076923,9,12,8.2,12.5
RORC,35.5,106.5,35.875,39.54545455,54.33333333,82,57.66666667,40.2,37.83333333,143.6,55.6875,49.16666667,52.45454545,60.375,48.2,41.66666667,76.5,71.58333333,57,169.6818182,85.88461538,166,40.66666667,69.6,67.5
ROS1,37.625,20.5,17.125,18.27272727,29,18.66666667,18.66666667,17.4,17.33333333,15.6,20.875,20,18.81818182,18,16.8,20,19.75,19.08333333,18.16666667,20.36363636,22.57692308,18.5,16.33333333,19.6,25.5
RP1,22.625,17.5,15.875,17.72727273,17,19.66666667,18.33333333,18.4,16.33333333,18.2,17.8125,17.5,16.63636364,17,17.4,20,19.66666667,21.41666667,19.83333333,16.72727273,16.53846154,14,17.08333333,23.4,22
RP11-138L21.1,17.75,14.5,12.625,43.27272727,16.33333333,10.66666667,10,22,12.16666667,12.6,11.8125,12.33333333,11.09090909,10.75,10.4,11,11.33333333,11.25,9.833333333,11.09090909,12.61538462,11,13.5,37.6,13.5
RP11-144G6.7,47.25,77,156.5,83.09090909,87,93.66666667,108.3333333,143.2,162,88.8,116.375,110,202.3636364,238.875,154.6,66.33333333,181.4166667,114.25,239.8333333,279.0909091,224.5384615,96.5,268.3333333,70.4,182.5
RP11-159J2.1,14.5,17.5,15.625,14.45454545,15.66666667,15.66666667,14.33333333,15.8,15.83333333,16.8,15.5625,14.16666667,15,14.5,14.2,17,14.91666667,15.66666667,15.83333333,14.72727273,16.84615385,14.5,14.91666667,15.2,16.75
RP11-160N1.10,12.125,16,32.625,12.36363636,14,13.66666667,38,18,48.33333333,32,18.1875,20,17.27272727,17.625,11.8,13,14.16666667,15,34,54.81818182,35.38461538,52,95.91666667,12.8,32.75
RP11-165H20.1,10.875,8,7.625,7.636363636,10.33333333,12.33333333,8,7.4,8.5,9.4,10.375,10.16666667,7.636363636,7.625,7.8,8.333333333,9.75,10,8.166666667,9.772727273,10.11538462,8.5,9.25,10,12
RP11-165I9.3,118.625,47.5,57.125,56,76.66666667,62.33333333,85.33333333,61.4,42.83333333,99.2,84.625,73.16666667,64.18181818,65.625,57.2,58,100.6666667,105.9166667,91.5,55.72727273,73.03846154,54,41.75,121,133.25
RP11-167P23.2,143.375,185,76.875,104.6363636,89,137.6666667,58.33333333,110.6,206,78.6,150.4375,168.1666667,110.7272727,106.5,95.4,111,68.75,69.08333333,50.5,114.0909091,144.6153846,127.5,101.1666667,80,143.75
RP11-218C14.6,13.25,13,11.25,11.81818182,11,14.33333333,12,12.6,12.83333333,17.2,13.3125,13.16666667,12.27272727,12,11.2,12.66666667,11.41666667,12.41666667,12,12.31818182,13.26923077,11.5,11.16666667,12.6,16
RP11-297H3.4,28.25,39.5,22.75,20.54545455,18.66666667,33.33333333,19.66666667,21.8,37,39.8,35.125,23.5,24.18181818,23.625,20.4,23,24.25,28.41666667,25.5,30.54545455,40.88461538,16,24.75,31.2,58.25
RP11-327P2.4,32.625,23.5,20.125,20.72727273,22.66666667,20.66666667,17.33333333,20.4,25.66666667,37.4,24.1875,23.83333333,18.54545455,19.25,20.4,18.33333333,19.75,19.83333333,18.66666667,96.86363636,39.11538462,19.5,21.58333333,136.6,21.25
RP11-345P4.4,464.875,675,993,821.4545455,849,658,1044,1379.4,799.8333333,1481,741.9375,615.3333333,582.5454545,415.25,1069.4,271,1315,1412.166667,2754.5,2851.181818,1019.230769,893.5,1026.416667,1025.4,1086.5
RP11-35N6.1,13.25,19.5,13.25,18.18181818,15,15,15,14,23.16666667,15.2,16.8125,14.83333333,15,15.125,14.4,14.66666667,13,14.83333333,13,15.54545455,20.53846154,17.5,13.91666667,14.6,15.25
RP11-408E5.4,15.625,9,8.25,9.909090909,9,10,14,10.2,8.333333333,11.8,11.25,11.16666667,12.09090909,11.875,12.2,11.33333333,12.66666667,13.66666667,12.66666667,10.04545455,10.03846154,9.5,11.25,15,10.75
RP11-470P4.2,144.875,73.5,48.875,60.09090909,60.66666667,62.33333333,53.33333333,70.2,85.83333333,78.4,80.6875,71.5,64.63636364,65.875,56.6,67.66666667,80.5,83.58333333,78.16666667,60.68181818,86.15384615,59,60.91666667,81.6,104.75
RP11-49G10.8,31,54,31.25,34.36363636,29.66666667,43.33333333,25.33333333,32.4,46.66666667,33.4,47,50,30.36363636,32.125,28.4,35,27.25,26.16666667,25.5,43.59090909,49,32.5,22.83333333,41.8,49.75
RP11-64P12.3,9.375,9,9,9,9,9,8,8.4,8.5,8.8,9.9375,9.166666667,8.636363636,8.5,8.4,9.333333333,8.083333333,8.083333333,8.666666667,8.863636364,9.615384615,9,9.416666667,9.6,10.75
RP1-177G6.2,9.5,9,8.25,9.727272727,10.66666667,12.33333333,14.33333333,10.2,9.333333333,13.2,11,10,10.45454545,10.625,10.6,9.666666667,10.66666667,9.583333333,9.833333333,10.86363636,11.11538462,10.5,9.5,10.4,15.75
RP11-93B14.6,42.125,27,24.875,26.72727273,32.66666667,23,32,31.6,20.5,30.6,27.375,28,27.18181818,25.875,24,28.66666667,26.08333333,27.5,26,21.95454545,25.69230769,25.5,32.25,34.6,27.5
RP1-21O18.1,126.75,107.5,301.375,69.72727273,328,296.3333333,44.66666667,100.4,60.5,38.2,42.5,39.83333333,42.45454545,39.5,40.4,39.66666667,31.33333333,32.25,33.33333333,40.54545455,41.88461538,45.5,37.91666667,109,45.75
RP13-102H20.1,10.5,10.5,10.5,10.27272727,9.333333333,10.33333333,9.666666667,9.8,10.33333333,10.4,10.9375,10.83333333,9.727272727,9.625,9.2,9.666666667,9.833333333,11.16666667,10.5,10.5,10.96153846,9.5,11.25,11.8,11
RP1L1,31.5,47,27.875,30.45454545,27.66666667,37,28.33333333,28.2,39.66666667,40.6,33.9375,33.66666667,25.81818182,25.75,24,26.66666667,31.33333333,28.5,29.16666667,34.04545455,38.80769231,31,32.33333333,38,36
RP2,163.75,163.5,232.875,256.8181818,73,180,100,73,201,94.8,472.5,684.1666667,493.1818182,479.125,209,668.6666667,195.5,171.5833333,94.5,65.36363636,58.03846154,192.5,269.8333333,780.2,47.5
RP3-377H14.5,99.5,263.5,165.5,216.9090909,177,208,92.33333333,294,318.6666667,140.6,242.3125,243.6666667,128.7272727,97.375,157.4,216.3333333,119.3333333,106.3333333,102.6666667,490.3181818,821.1538462,371,627.8333333,50.2,499.25
RP3-398D13.1,7.25,7,7.625,7.545454545,8.333333333,7.666666667,7,7.4,7.666666667,29,8.1875,7.666666667,7.454545455,7.625,9,7.666666667,7.833333333,7.25,8,7.227272727,8.230769231,8,7.5,7.4,11.25
RP3-402G11.5,35.5,180.5,118.375,96.18181818,93,115,78,38.8,62.16666667,8.2,120.5,135.3333333,65.18181818,68,144.4,53.66666667,176.5833333,109.0833333,146.6666667,85.90909091,19.76923077,80,184.5833333,73,13
RP3-439I14.1,126.75,64,51.125,66.09090909,62.66666667,67,72,70.4,64.16666667,101.4,70.625,61.33333333,65.36363636,68,59.8,66,90.33333333,98.91666667,89.66666667,60.68181818,75.76923077,49.5,64.25,69,80
RP3-527F8.2,11.25,13,11.25,10.18181818,9.333333333,14.66666667,9.666666667,9.2,16.33333333,14.2,12.875,12.16666667,10.81818182,10.5,9.8,10,11.25,10.83333333,10.83333333,33.90909091,14.46153846,57,12,14,12.75
RP4-662A9.2,10,15,9.125,8.818181818,10,9.666666667,7.666666667,8.2,12.5,11.4,11.4375,10.66666667,9.636363636,9.5,8.2,12,10.25,9.5,9.5,10.22727273,13.61538462,9,12,11,14.25
RP5-1022P6.6,21,26,21.25,21.18181818,21.33333333,27,15.33333333,21,26.83333333,30.4,27.125,29,25.27272727,24.875,20.6,21.66666667,19.33333333,17.66666667,18.5,24.27272727,31.65384615,23,18,27,30
RP6-213H19.1,138.125,842.5,118.375,161.1818182,121,1150.666667,252.6666667,48.6,3165.333333,2605.2,501.5,1022.333333,231.9090909,222.875,194.2,1278.333333,995.75,927.75,1218.666667,1519.5,992.1923077,1578.5,2063.75,989,413
RP9,95.75,90,198.875,261.9090909,154.6666667,122.6666667,289.3333333,135,124.5,63.8,122,154.3333333,132.9090909,94,181,211.3333333,178.5,203.6666667,181.1666667,215.9545455,118.4615385,179.5,1624.916667,47.4,327.25
RP9P,216,268,507.75,328.6363636,177.3333333,243,257.3333333,211.6,211.5,158.8,187.125,271.5,226.4545455,187.25,276.8,277,217.5,209.6666667,216.1666667,243.6818182,258.5769231,191.5,697.5,100.8,414.25
RPA1,583.25,806,1056.5,1576.909091,1077.666667,1074.666667,1343,1099.8,2398.5,6587.4,582.0625,615.6666667,1291.545455,872.875,868,504,1490.75,1534.75,2586.166667,1624.318182,956.5,3125.5,1259.333333,336.4,594.75
RPA2,268,291.5,472.25,456.0909091,378.3333333,372.3333333,318.6666667,322.2,661.8333333,408.2,611.4375,487.8333333,448.7272727,382.875,377.2,387.3333333,491.75,508.75,686.8333333,922.0454545,860.1923077,1021.5,424.3333333,602.6,1605
RPA3,394,468.5,471.25,577,506,305,682.6666667,484.6,516.5,155.6,385.125,452.5,761.3636364,457.75,443.6,1060,225.25,316.5833333,323.6666667,496.9545455,1179.461538,1738,202.4166667,186,1318.5
RPA4,13.625,15.5,16,19.36363636,14.66666667,14,17,19.4,31.83333333,21.6,34.125,55.83333333,20.18181818,22.375,24.6,16.66666667,55.83333333,36.66666667,53.16666667,21.13636364,21.92307692,16.5,18.25,17,15.5
RPAIN,14.125,11.5,21.875,27,29,24.33333333,37.66666667,32.6,100.5,131.8,22.625,29.33333333,24.72727273,23.75,63.6,14.33333333,69.66666667,66.33333333,173,97.36363636,95.73076923,18.5,306,17.4,21.5
RPAP1,82.125,143.5,116.375,181,173.3333333,129,147,119,116.1666667,101.2,127.8125,146,121.8181818,112.875,132.6,144.3333333,136,120.5,91.66666667,203.9545455,125.6153846,154.5,111.75,76.2,135.25
RPAP2,127.625,173.5,229.5,238.6363636,234,275.6666667,149,227.2,160.3333333,104.4,116.3125,94.5,133.1818182,122.25,142.2,115,129,120.5,140,188.8181818,168.0384615,353.5,62.75,43,130.75
RPAP3,200,153,323.75,292,143,127,95.33333333,238.6,199.8333333,113.8,224.6875,335.1666667,263.5454545,291.375,258.4,259,274.4166667,413.8333333,264,257.3636364,100.8846154,433.5,146.0833333,425.6,219.25
RPE,315.625,205.5,426.625,331.3636364,404.6666667,352,264.6666667,347,251,142.8,153.375,113,327.4545455,322.5,472.2,240.6666667,258.9166667,272.75,180.8333333,93.22727273,55.42307692,242,66.33333333,20.8,80.5
RPE65,7.25,7.5,7.5,8.090909091,8,7,9.333333333,7.2,7.166666667,7.6,7.75,7.333333333,8.090909091,8.125,8.2,8.666666667,8.333333333,8.75,7.833333333,7.363636364,7.923076923,7.5,8.083333333,8.2,8
RPF1,8.25,9.5,9,9.545454545,9,8.666666667,9.666666667,8.4,10.33333333,8.8,10.0625,9.833333333,9.272727273,8.5,8.4,9,8.833333333,8.583333333,8.833333333,9.545454545,11.69230769,9,8.416666667,9.6,11
RPF2,619.25,310,559.875,623.1818182,713,591.3333333,579.6666667,607,995,270.8,322,162.8333333,531.8181818,453.75,526,719.6666667,633.5,695.1666667,588,348.9090909,401.4230769,697.5,394.6666667,57.6,568
RPGR,49.25,32,35.125,142.3636364,34,40.33333333,65.33333333,32.6,109.1666667,52.6,53.75,50,49.45454545,48,48.2,62.66666667,106.1666667,79.16666667,101.1666667,69.81818182,74.03846154,54.5,76.91666667,397.6,34.75
RPGRIP1,46.75,56.5,38.5,54.27272727,41.33333333,45.33333333,35.33333333,54,51.66666667,62.8,115.6875,79.66666667,72,68.125,50.4,57.66666667,124.8333333,86,46.66666667,48.59090909,54.96153846,43.5,47.08333333,344,57.75
RPGRIP1L,33.25,12.5,63.25,41.45454545,33.33333333,14,38,40.8,22.5,14.6,8.5625,7.833333333,10.63636364,8.75,13.8,9.333333333,9,9.166666667,10.66666667,12.13636364,10.88461538,17,10.25,8.4,9.75
