"gene_symbol","Neutrophils","T_cells_Gamma_Delta","Monocytes","Macrophages","T_cells_CD4.","Fibroblasts","Keratinocytes","Blood_CD34._cells","Vascular_Endothelial_Cells","Platelets"
"LRRC36",25.230529,25,26.563716,25.170289,24.790441,24.4036,24.780484,26.790976,25.573249,25.918281
"LRRC37A2",60.637369,68.260644,71.995225,66.161956,86.025625,76.125625,73.085401,87.030241,87.310336,99.102025
"LRRC37A3",31.483321,24.970009,27.071209,28.206721,31.427236,25.431849,25.826724,29.2681,27.206656,26.9361
"LRRC37A4",28.901376,38.427601,25.857225,25.331089,30.195025,23.1361,22.800625,30.514576,25.411681,23.6196
"LRRC37B",56.866681,62.932489,57.320041,52.9984,65.092624,57.335184,58.400164,68.873401,55.756089,35.473936
"LRRC37BP1",17.397241,15.880225,16.5649,16.443025,16.613776,16.394401,14.961424,15.745024,15.864289,18.610596
"LRRC38",12.467961,12.981609,12.503296,12.208036,12.638025,12.264004,12.446784,12.588304,12.173121,12.909649
"LRRC39",13.579225,13.808656,13.935289,13.927824,14.776336,13.4689,13.373649,14.115049,12.787776,13.4689
"LRRC3B",12.222016,11.282881,11.785489,11.444689,11.451456,11.478544,12.271009,11.669056,11.621281,12.047841
"LRRC4",75.099556,28.740321,39.363076,33.512521,29.822521,32.103556,30.239001,29.789764,31.438449,33.131536
"LRRC40",27.920656,41.615401,35.976004,35.605089,39.425841,37.650496,36.796356,41.203561,39.526369,31.5844
"LRRC41",25.6036,37.613689,31.730689,32.160241,30.846916,39.300361,36.336784,33.200644,37.859409,25.694761
"LRRC42",33.558849,62.394201,39.677401,46.703556,42.224004,68.807025,70.308225,46.908801,65.739664,35.022724
"LRRC43",42.889401,37.8225,41.075281,41.835024,40.144896,41.075281,40.883236,38.626225,38.962564,40.182921
"LRRC45",32.069569,42.850116,33.1776,32.855824,38.266596,33.732864,36.168196,36.735721,35.034561,33.779344
"LRRC46",26.081449,24.552025,25.391521,24.930049,23.580736,23.961025,22.391824,23.242041,21.381376,29.127609
"LRRC47",58.400164,85.470025,79.227801,77.492809,87.928129,88.755241,99.161764,96.059601,91.814724,70.8964
"LRRC48",20.439441,21.818241,20.4304,20.529961,20.4304,21.298225,20.875761,21.169201,22.316176,20.894041
"LRRC49",18.5761,18.498601,19.070689,19.855936,18.992164,42.003361,40.640625,23.251684,37.552384,19.0969
"LRRC4B",17.347225,17.363889,15.872256,16.032016,15.007876,15.492096,14.961424,14.638276,14.409616,16.353936
"LRRC4C",28.879876,27.258841,24.423364,24.860196,24.196561,22.934521,23.600164,25.9081,22.810176,31.438449
"LRRC50",36.397089,26.915344,38.007225,32.752729,28.6225,27.783441,27.510025,28.398241,27.071209,36.457444
"LRRC52",33.732864,28.153636,29.181604,30.382144,30.991489,27.092025,26.501904,27.815076,27.342441,32.993536
"LRRC55",18.0625,15.264649,17.239104,17.547721,16.467364,16.112196,16.104169,16.394401,16.394401,22.043025
"LRRC56",30.096196,27.973521,30.980356,29.757025,31.640625,29.658916,31.674384,33.64,29.030544,36.711481
"LRRC57",39.250225,57.76,45.576001,49.716601,44.568976,47.128225,65.108761,61.355889,61.528336,49.238289
"LRRC58",26.9361,54.700816,40.7044,44.102881,42.068196,46.840336,42.732369,43.943641,37.124649,34.082244
"LRRC59",28.153636,34.234201,33.246756,34.445161,28.536964,35.652841,32.1489,33.097009,34.5744,30.869136
"LRRC6",53.699584,28.494244,32.285124,35.545444,29.724304,33.489369,29.691601,33.005025,29.224836,51.036736
"LRRC61",42.016324,49.956624,38.093584,41.409225,43.086096,32.855824,40.985604,40.398736,38.155329,39.980329
"LRRC63",9.078169,10.144225,9.078169,9.223369,8.976016,8.850625,8.673025,9.585216,8.732025,9.150625
"LRRC66",12.411529,13.816089,12.517444,12.759184,12.981609,13.957696,13.039321,11.682724,13.053769,13.653025
"LRRC68",23.435281,23.794884,24.059025,25.897921,23.203489,26.718561,26.780625,22.448644,25.270729,25.918281
"LRRC69",19.368801,22.4676,23.697424,24.920064,30.382144,18.335524,24.750625,24.890121,17.901361,24.334489
"LRRC7",14.799409,13.549761,13.8384,13.586596,13.890529,13.075456,13.169641,13.9876,13.446889,14.661241
"LRRC8A",52.4176,59.892121,51.466276,61.214976,58.798224,71.876484,84.971524,57.365476,89.927289,47.499664
"LRRC8B",21.986721,22.648081,24.285184,26.265625,28.901376,16.443025,29.4849,31.741956,20.958084,34.845409
"LRRC8C",31.080625,54.567769,51.624225,44.796249,61.027344,32.410249,37.6996,43.388569,58.920976,41.409225
"LRRC8D",57.335184,73.256481,87.198244,81.432576,89.283601,72.114064,74.701449,85.877289,68.7241,112.699456
"LRRC8E",17.9776,16.426809,17.9776,17.943696,16.532356,29.235649,49.632025,17.147881,19.6249,23.629321
"LRRCC1",19.936225,29.408929,21.381376,25.050025,26.040609,23.921881,24.245776,39.287824,22.410756,34.951744
"LRRFIP1",72.318016,56.040196,63.154809,59.413264,62.489025,47.527236,50.566321,61.1524,51.308569,53.567761
"LRRFIP2",34.680321,31.304025,35.200489,33.385284,30.415225,37.393225,36.820624,35.628961,31.371201,35.2836
"LRRIQ1",13.586596,12.327121,12.489156,12.013156,12.383361,12.138256,11.8336,12.411529,11.256025,13.816089
"LRRIQ3",10.936249,14.265729,10.903204,11.526025,12.545764,11.641744,12.945604,12.659364,11.799225,11.826721
"LRRK1",40.500496,24.770529,41.460721,42.003361,27.164944,44.983849,39.137536,39.1876,40.551424,37.957921
"LRRK2",112.826884,14.197824,67.092481,37.503376,16.621929,25.765776,19.474569,19.070689,14.714896,28.058209
"LRRN1",19.158129,10.297681,11.478544,10.660225,11.189025,12.837889,16.088121,17.3889,11.621281,11.082241
"LRRN2",28.3024,25.989604,26.822041,26.574025,26.091664,25.3009,24.850225,25.140196,24.8004,29.116816
"LRRN3",25.441936,63.266116,21.566736,21.335161,71.961289,31.2481,18.003049,19.430464,17.430625,45.859984
"LRRN4",20.142144,16.418704,19.018321,18.275625,18.421264,17.623204,19.651489,18.653761,17.040384,17.842176
"LRRN4CL",24.453025,19.518724,22.982436,24.245776,21.206025,73.170916,32.501401,21.242881,26.450449,24.314761
"LRRTM1",27.217089,23.902321,25.816561,25.170289,24.840256,25.040016,23.541904,23.367556,23.126481,29.942784
"LRRTM2",17.497489,16.410601,15.634116,15.594601,15.856324,15.139881,14.807104,17.572864,33.9889,20.367169
"LRRTM4",10.24,9.903609,10.349089,10.214416,10.125124,9.909904,10.316944,10.278436,10.080625,10.837264
"LRSAM1",27.594009,38.056561,26.234884,29.030544,26.142769,29.474041,33.849124,24.354225,33.396841,24.890121
"LRTM1",17.073424,16.168441,16.589329,16.467364,16.949689,16.016004,15.618304,15.864289,15.452761,20.684304
"LRTM2",34.164025,32.581264,31.292836,31.080625,30.669444,31.114084,31.047184,27.510025,31.091776,41.447844
"LRTOMT",26.163225,25.644096,23.011209,23.242041,22.714756,25.110121,23.242041,22.165264,23.377225,26.347689
"LRWD1",63.489024,62.694724,47.761921,47.265625,51.739249,52.171729,52.388644,51.681721,51.883209,53.699584
"LSAMP",20.322064,21.279769,18.757561,21.921124,18.096516,23.493409,18.870336,17.3889,17.330569,20.511841
"LSG1",38.514436,64.899136,52.780225,56.235001,61.7796,56.070144,63.616576,63.856081,60.248644,44.169316
"LSM1",69.105969,94.750756,83.302129,82.228624,82.192356,97.515625,89.397025,84.217329,88.7364,122.9881
"LSM10",83.7225,80.550625,78.340201,73.942801,72.607441,72.4201,65.254084,66.031876,68.310225,67.980025
"LSM11",19.289664,35.188624,23.9121,23.7169,28.419561,27.952369,28.643904,27.258841,36.252441,23.126481
"LSM12",49.575681,73.462041,61.559716,59.197636,54.9081,71.774784,66.210769,56.4001,64.096036,48.594841
"LSM14A",88.341201,97.574884,92.813956,79.548561,107.3296,83.923921,91.929744,107.039716,88.040689,108.889225
"LSM14B",31.730689,29.997529,29.398084,27.489049,27.636049,29.127609,29.441476,26.296384,26.255376,29.474041
"LSM2",30.426256,86.918329,47.128225,50.651689,53.611684,61.136761,55.428025,61.058596,67.864644,26.749584
"LSM3",41.126569,54.848836,44.555625,45.522009,45.454564,48.219136,48.427681,50.296464,47.155689,35.4025
"LSM4",36.192256,73.427761,50.893956,55.920484,53.100369,62.615569,61.826769,55.577025,62.821476,35.1649
"LSM5",19.945156,64.336441,38.142976,41.654116,53.348416,51.423241,56.911936,64.529089,52.867441,21.362884
"LSM6",50.098084,89.548369,75.5161,73.667889,77.404804,67.272804,66.210769,76.527504,66.699889,59.351616
"LSM7",45.454564,112.869376,78.730129,74.063236,83.320384,94.692361,86.341264,96.609241,94.8676,30.448324
"LSMD1",60.497284,89.889361,74.701449,70.627216,69.288976,87.590881,83.393424,87.590881,103.713856,68.310225
"LSP1",116.8561,98.664489,84.2724,77.070841,63.504961,29.986576,30.074256,44.235801,26.275876,39.967684
"LSR",23.357889,24.078649,23.222761,29.757025,43.731769,30.780304,74.632321,22.915369,37.136836,29.789764
"LSS",29.452329,36.881329,35.5216,45.630025,37.601424,54.420129,54.184321,35.200489,53.611684,37.234404
"LST1",129.413376,53.114944,104.755225,76.177984,45.576001,28.015849,28.153636,62.694724,29.517489,44.0896
"LTA",26.873856,77.774761,26.491609,25.654225,47.279376,23.600164,23.270976,23.755876,22.316176,32.729841
"LTA4H",94.926049,94.750756,137.147521,142.778601,102.799321,91.699776,111.112681,120.406729,106.667584,98.624761
"LTB",76.055841,74.011609,49.970761,41.499364,82.156096,32.6041,32.821441,49.322529,42.823936,60.233121
"LTB4R",64.593369,48.177481,47.692836,35.022724,36.784225,27.6676,53.714241,36.735721,30.283009,33.674809
"LTB4R2",28.217344,27.499536,31.505769,28.665316,26.822041,27.825625,28.611801,29.560969,23.493409,44.689225
"LTBP1",37.295449,31.945104,37.847104,32.319225,31.764496,76.125625,46.867716,55.219761,78.996544,113.592964
"LTBP2",38.427601,25.979409,35.6409,35.058241,28.217344,102.191881,50.112241,27.384289,62.315236,35.331136
"LTBP3",33.953929,36.942084,37.5769,42.1201,51.494976,52.794756,45.333289,45.630025,54.686025,40.1956
"LTBP4",31.5844,34.152336,33.005025,31.854736,36.204289,37.515625,36.6025,33.2929,36.517849,37.319881
"LTBR",46.895104,34.715664,48.385936,47.045881,35.034561,50.623225,50.794129,39.300361,48.052624,44.235801
"LTC4S",30.702681,27.751824,27.342441,26.481316,25.3009,28.826161,24.740676,28.879876,30.184036,26.574025
"LTF",76.352644,29.757025,36,26.646244,34.2225,24.413481,26.956864,37.711881,33.304441,25.897921
"LTK",31.125241,28.633201,31.002624,29.181604,32.592681,27.846729,25.441936,29.550096,25.361296,44.382244
"LTN1",35.916049,37.405456,32.844361,30.107169,36.4816,33.304441,39.463524,37.9456,33.258289,26.563716
"LTV1",20.593444,40.589641,33.4084,36.264484,38.850289,36.409156,39.828721,44.209201,31.911201,28.987456
"LUC7L",37.982569,48.497296,47.251876,42.745444,53.699584,45.252529,46.403344,50.282281,45.751696,34.597924
"LUC7L2",50.893956,76.895361,59.228416,58.8289,68.923204,60.84,67.141636,75.742209,59.028489,78.818884
"LUC7L3",58.201641,64.979721,67.8976,57.896881,81.432576,57.638464,64.577296,86.397025,54.287424,64.689849
"LUM",9.891025,9.461776,11.142244,12.4609,9.412624,135.140625,13.039321,13.808656,10.067929,10.89
"LUZP1",34.550884,40.056241,41.332041,44.903401,45.0241,45.616516,53.670276,52.345225,51.337225,35.2836
"LUZP2",27.857284,21.9024,24.4036,25.938649,24.730729,24.6016,24.641296,23.5225,24.8004,25.6036
"LUZP3P",20.775364,17.497489,17.825284,18.181696,16.842816,17.189316,16,16.4836,16.81,18.207289
"LUZP4",32.216976,25.020004,28.227969,29.408929,27.962944,26.8324,27.227524,26.615281,25.715041,30.228004
"LXN",54.272689,31.36,40.411449,58.767556,47.375689,47.224384,44.916804,80.514729,99.042304,68.906601
"LY6D",29.343889,26.399044,26.759929,26.635921,25.220484,25.431849,106.626276,24.5025,23.961025,31.371201
"LY6E",59.521225,97.831881,69.588964,71.723961,66.064384,86.248369,63.8401,56.505289,68.128516,41.9904
"LY6G5C",31.292836,27.4576,31.888609,27.04,31.888609,28.451556,20.475625,31.618129,42.1201,53.611684
"LY6G6C",35.748441,30.547729,31.158724,30.9136,29.899024,29.571844,74.943649,29.041321,29.289744,34.4569
"LY6G6D",23.902321,23.251684,24.561936,23.309584,22.686169,23.242041,24.314761,28.227969,22.905796,32.7184
"LY6G6E",19.0969,17.156164,18.190225,17.986081,16.900321,16.5649,18.671041,16.630084,17.464041,17.280649
"LY6G6F",30.680521,27.133681,32.341969,26.388769,26.677225,26.6256,25.9081,30.724849,25.573249,60.2176
"LY6H",17.040384,16.5649,16.695396,16.443025,15.856324,15.952036,16.711744,16.2409,15.944049,16.842816
"LY6K",17.156164,16.834609,19.474569,18.533025,16.605625,30.063289,31.8096,18.224361,20.097289,17.322244
"LY75",79.602084,47.831056,55.785961,64.400625,75.498721,14.424804,25.150225,64.208169,36.954241,45.360225
"LY86",47.789569,31.0249,103.0225,96.412761,39.589264,29.041321,30.924721,55.308969,28.901376,63.536841
"LY86-AS",12.830724,12.25,12.6025,12.559936,12.355225,11.964681,11.937025,12.243001,11.792356,20.830096
"LY9",29.354724,31.371201,30.448324,32.467204,58.415449,19.749136,20.4304,23.921881,19.749136,33.108516
"LY96",125.283249,17.089956,95.355225,106.069401,55.234624,78.074896,28.526281,37.847104,94.926049,22.610025
"LYAR",42.185025,81.090025,60.652944,56.130064,66.129424,53.406864,64.1601,69.572281,56.896849,51.351556
"LYG1",35.2836,33.108516,35.485849,34.398225,40.271716,31.393609,34.703881,35.247969,30.924721,31.326409
"LYG2",15.303744,14.600041,14.922769,14.776336,14.784025,14.691889,14.799409,14.791716,14.876449,16.532356
"LYL1",60.855601,38.204761,66.683556,52.446564,45.037521,37.344321,34.3396,87.385104,71.876484,75.777025
"LYN",145.515969,68.7241,123.899161,103.795344,35.105625,35.022724,46.689889,89.794576,94.187025,107.474689
"LYNX1",30.747025,28.100601,30.636225,30.958096,28.313041,33.8724,43.349056,27.762361,31.832164,29.365561
"LYPD1",25.633969,23.9121,23.970816,25.120144,21.576025,27.164944,21.455424,22.240656,30.4704,30.6916
"LYPD3",43.56,31.393609,45.198729,39.225169,45.616516,34.398225,135.303424,36.445369,35.904064,40.094224
"LYPD4",23.833924,21.949225,22.099401,22.857961,22.1841,21.2521,20.939776,21.040569,21.233664,31.348801
"LYPD5",23.068809,21.930489,21.734244,22.972849,20.575296,20.0704,46.594276,20.529961,25.867396,20.994724
"LYPD6",19.660356,17.614809,18.181696,18.164644,17.859076,31.270464,23.833924,17.330569,33.350625,22.4676
"LYPD6B",28.998225,23.970816,25.694761,25.633969,23.639044,43.507216,65.2864,23.609881,21.836929,26.142769
"LYPLA1",81.5409,109.641841,87.385104,87.272964,79.691329,78.889924,102.657424,89.378116,107.827456,85.414564
"LYPLA2",66.275881,72.982849,69.956496,69.989956,70.879561,62.457409,75.359761,66.716224,78.287104,66.863329
"LYPLA2P1",53.246209,56.025225,54.420129,54.037201,53.187849,49.5616,57.866449,50.353216,59.768361,52.823824
"LYPLAL1",46.131264,55.591936,52.504516,61.905424,52.012944,53.7289,61.905424,53.304601,58.094884,113.103225
"LYRM1",86.378436,94.012416,71.876484,69.272329,79.138816,78.4996,83.868964,85.0084,85.784644,97.436641
"LYRM2",34.058896,48.1636,42.523441,44.422225,39.740416,46.689889,46.771921,38.254225,46.117681,31.214569
"LYRM4",26.553409,61.402896,45.508516,47.224384,50.253921,62.062884,59.691076,59.4441,62.173225,32.114889
"LYRM5",58.905625,63.856081,57.0025,63.872064,74.321641,71.436304,80.604484,80.964004,74.684164,89.718784
"LYRM7",26.749584,54.479161,34.269316,37.405456,53.421481,43.388569,47.430769,51.710481,41.126569,36.881329
"LYSMD1",34.916281,32.387481,26.234884,26.666896,28.483569,31.990336,32.661225,25.735329,28.398241,30.680521
"LYSMD2",113.720896,100.480576,101.909025,89.832484,104.980516,58.5225,71.520849,97.713225,92.448225,74.269924
"LYSMD3",68.0625,68.7241,62.647225,55.532304,65.61,65.496649,62.900761,68.0625,69.305625,70.257924
"LYSMD4",33.535681,37.112464,34.374769,41.024025,43.665664,38.850289,55.860676,38.850289,39.450961,33.663204
"LYST",66.797929,39.576681,51.051025,42.797764,36.820624,30.835809,40.043584,35.438209,28.718881,37.21
"LYVE1",24.9001,17.380561,20.187049,21.977344,18.412681,18.2329,17.952169,20.007729,104.427961,21.077281
"LYZ",121.749156,13.278736,148.620481,130.850721,41.822089,12.680721,13.060996,87.160896,13.1769,54.1696
"LYZL4",37.675044,31.348801,34.975396,34.739236,35.856144,32.410249,32.387481,35.545444,31.561924,41.486481
"LYZL6",31.6969,29.398084,29.767936,30.107169,28.965924,28.504921,26.977636,28.4089,28.633201,24.147396
"LZIC",39.538944,55.606849,46.553329,48.706441,45.171841,51.036736,60.279696,50.353216,47.817225,55.591936
"LZTFL1",25.452025,21.427641,26.337424,27.311076,30.338064,35.390601,34.140649,39.955041,34.916281,28.132416
"LZTR1",44.435556,55.086084,52.925625,55.011889,56.040196,58.8289,55.875625,51.251281,57.486724,47.803396
"LZTS1",20.529961,22.6576,20.097289,19.758025,20.178064,20.939776,20.178064,18.939904,19.000881,24.611521
"LZTS2",35.022724,34.445161,36.060025,40.475044,38.3161,50.481025,42.627841,40.3225,48.094225,43.401744
"M6PR",73.4449,87.216921,100.420441,110.061081,78.357904,77.915929,71.9104,79.7449,73.7881,69.689104
"MAB21L1",13.965169,11.992369,12.773476,12.931216,12.574116,52.113961,12.931216,12.952801,12.880921,14.085009
"MAB21L2",13.9129,12.475024,12.931216,12.996025,12.538681,12.852225,12.054784,12.623809,15.578809,12.873744
"MACC1",18.610596,30.415225,19.228225,29.975625,17.363889,16.8921,35.070084,24.970009,16.581184,19.324816
"MACF1",46.24,55.2049,52.867441,51.136801,59.954049,61.136761,63.920025,60.295225,64.208169,50.936769
"MACROD1",21.455424,23.833924,21.473956,21.7156,24.591681,27.321529,28.068804,29.833444,27.279729,23.3289
"MACROD2",18.130564,18.645124,17.015625,17.098225,16.386304,19.342404,20.548089,18.181696,15.468489,25.563136
"MAD1L1",29.019769,79.869969,54.243225,49.956624,61.121124,47.775744,48.233025,40.870449,46.253601,24.019801
"MAD2L1",17.480761,109.725625,19.518724,29.877156,49.392784,57.623281,46.009089,59.105344,55.428025,21.270544
"MAD2L1BP",59.567524,74.269924,65.755881,66.504025,62.489025,64.786401,66.487716,63.2025,67.338436,67.815225
"MAD2L2",46.090521,97.199881,63.345681,58.232161,58.491904,68.343289,52.635025,59.059225,72.880369,30.991489
"MADCAM1",38.675961,31.730689,30.492484,31.550689,32.2624,27.804529,28.890625,31.854736,30.5809,34.739236
"MADD",54.6121,61.277584,65.561409,66.683556,68.591524,54.361129,57.198969,70.694464,58.491904,76.370121
"MAEA",105.657841,93.954249,86.508601,85.877289,93.934864,87.759424,98.863249,88.642225,94.809169,56.445169
"MAEL",15.327225,13.950225,15.069924,15.280281,14.784025,14.055001,14.227984,14.470416,14.115049,33.686416
"MAF",18.105025,31.843449,23.961025,31.125241,39.526369,20.259001,35.426304,20.115225,38.713284,23.775376
"MAF1",64.866916,78.570496,75.272976,72.641529,75.5161,78.464164,71.673156,72.641529,85.451536,63.313849
"MAFB",77.000625,26.193924,134.722449,121.793296,36.663025,64.689849,103.530625,60.84,71.216721,56.806369
"MAFF",97.831881,47.485881,63.648484,98.8036,51.595489,80.353296,79.263409,76.020961,101.223721,44.555625
"MAFG",64.192144,52.925625,65.918161,62.900761,52.243984,55.145476,57.244356,61.606801,49.252324,66.210769
"MAFK",46.444225,40.144896,45.724644,46.253601,44.315649,45.2929,45.050944,41.589601,45.589504,37.319881
"MAG",25.563136,24.581764,24.671089,24.5025,23.6196,23.483716,23.493409,22.174681,22.353984,31.595641
"MAGEA1",17.960644,16.345849,16.540489,16.638241,16.128256,15.904144,15.992001,16.008001,16.875664,17.867529
"MAGEA10",21.678336,21.427641,20.738916,20.602521,22.137025,19.864849,20.439441,20.412324,20.052484,25.918281
"MAGEA11",10.929636,11.539609,10.962721,10.89,10.745284,10.771524,10.916416,11.035684,10.510564,12.623809
"MAGEA12",16.670889,15.171025,14.714896,14.760964,14.584761,13.593969,13.905441,14.6689,13.344409,15.492096
"MAGEA3",17.205904,15.594601,15.555136,15.319396,15.468489,14.891881,15.499969,15.093225,14.523721,16.281225
"MAGEA4",10.732176,10.764961,10.830681,10.660225,10.634121,10.7584,10.660225,11.162281,10.837264,11.2225
"MAGEA5",17.986081,16.785409,17.572864,17.230801,17.288964,16.491721,16.752649,16.499844,16.605625,20.232004
"MAGEA6",12.952801,12.222016,12.432676,12.103441,12.313081,11.806096,12.020089,12.25,12.075625,14.085009
"MAGEA8",14.341369,12.823561,14.085009,14.386849,13.823524,13.424896,13.579225,14.025025,13.579225,14.5924
"MAGEB1",13.3225,13.351716,12.931216,13.068225,12.595401,13.010449,13.410244,12.996025,13.424896,13.883076
"MAGEB18",9.193024,9.3025,9.205156,9.024016,9,9.090225,8.910225,9.529569,8.964036,9.7344
"MAGEB2",15.389929,15.233409,14.432401,14.167696,14.326225,13.8384,13.446889,14.295961,14.730244,16.703569
"MAGEB3",14.814801,15.342889,14.577124,14.577124,14.243076,14.2884,14.356521,15.023376,14.220441,14.930496
"MAGEB4",15.171025,14.478025,14.470416,14.676561,14.243076,13.424896,13.875625,14.152644,13.5424,17.181025
"MAGEB6",8.208225,8.225424,8.386816,8.162449,8.162449,8.415801,8.543929,8.503056,8.288641,8.743849
"MAGEC1",18.096516,16.467364,17.5561,17.3056,17.514225,17.106496,17.065161,17.5561,16.621929,18.361225
"MAGEC2",19.088161,16.1604,17.9776,18.619225,17.372224,17.032129,16.467364,16.630084,16.695396,19.166884
"MAGEC3",14.638276,13.667809,14.258176,14.243076,13.860729,14.032516,13.778944,14.107536,13.749264,16.516096
"MAGED1",53.758224,52.577001,56.190016,70.930084,79.584241,130.005604,92.083216,101.445184,117.852736,67.667076
"MAGED2",46.881409,65.2864,60.450625,61.968384,74.425129,93.624976,68.161536,77.246521,92.486689,97.574884
"MAGEE1",38.155329,32.672656,31.36,32.706961,50.438404,38.031889,40.985604,35.022724,32.3761,41.203561
"MAGEE2",12.362256,12.6025,12.552849,12.524521,12.376324,11.999296,12.952801,12.496225,12.103441,12.780625
"MAGEF1",40.233649,65.674816,48.706441,49.463089,67.010596,75.255625,72.437121,70.8964,61.889689,48.958009
"MAGEH1",37.234404,49.7025,43.480836,46.131264,76.335169,71.318025,44.542276,61.873956,60.793209,50.395801
"MAGEL2",23.319241,18.852964,21.362884,21.270544,20.034576,20.647936,19.6249,21.977344,19.695844,23.512801
"MAGI1",22.4676,20.187049,20.25,21.086464,20.286016,28.462225,29.235649,19.936225,32.752729,21.911761
"MAGI2",15.0544,13.6161,15.178816,16.900321,13.756681,31.979025,18.948609,20.403289,15.437041,26.604964
"MAGI2-IT",12.089529,11.2896,11.655396,11.343424,11.015761,15.139881,10.810944,11.478544,11.242609,13.417569
"MAGI3",23.5225,19.193161,22.477081,23.532201,26.770276,31.4721,30.118144,22.3729,34.386496,24.552025
"MAGIX",24.760576,23.474025,23.853456,23.970816,22.963264,22.382361,22.534009,22.619536,21.9961,25.4016
"MAGOH",73.6164,98.267569,73.874025,66.846976,76.108176,70.241161,73.667889,81.234169,77.475204,46.758244
"MAGOH2",26.327161,27.730756,25.3009,23.493409,25.633969,22.819729,24.453025,27.258841,23.668225,21.557449
"MAGOHB",19.404025,42.367081,24.492601,25.3009,30.382144,31.640625,29.866225,34.857216,27.899524,33.258289
"MAGT1",56.896849,72.386064,72.999936,71.893441,64.513024,75.5161,76.475025,67.469796,83.3569,38.850289
"MAK",41.641209,16.581184,21.196816,16.924996,17.3056,15.657849,15.848361,18.931201,15.697444,18.249984
"MAK16",34.680321,78.925456,54.804409,63.584676,69.956496,73.136704,73.085401,71.723961,62.742241,52.8529
"MAL",35.0464,59.4441,31.945104,31.382404,112.826884,25.928464,30.503529,35.081929,24.940036,69.488896
"MAL2",13.697401,11.909401,12.595401,13.432225,12.595401,12.567025,114.961284,12.467961,12.027024,14.424804
"MALAT1",119.180889,49.617936,91.221601,80.120401,91.412721,77.193796,84.437721,89.415936,71.520849,74.891716
"MALL",29.767936,25.050025,26.697889,28.376929,25.130169,58.782889,92.775424,29.3764,80.6404,36.397089
"MALT1",37.797904,65.011969,63.808144,50.751376,68.707521,62.821476,69.789316,38.912644,48.692484,40.666129
"MAMDC2",11.296321,10.169721,11.075584,12.8164,10.673289,23.435281,26.4196,27.920656,23.736384,12.264004
"MAMDC4",30.958096,35.569296,32.913169,33.7561,34.987225,29.441476,31.337604,32.137561,28.6225,36.204289
"MAML1",91.374481,84.492864,84.2724,72.488196,86.415616,70.761744,74.666881,77.880625,77.422401,75.724804
"MAML2",48.469444,47.279376,44.395569,50.424201,49.056016,48.958009,32.421636,28.858384,48.080356,33.016516
"MAML3",37.417689,27.154521,37.6996,27.5625,25.050025,25.877569,31.002624,36.942084,36.735721,47.914084
"MAMLD1",26.481316,53.056656,33.269824,36.820624,30.151081,66.129424,28.590409,26.368225,49.914225,30.647296
"MAMSTR",43.099225,34.586161,39.375625,41.667025,38.987536,39.702601,35.081929,35.390601,36.288576,37.234404
"MAN1A1",71.031184,73.239364,54.626881,72.233001,45.441081,62.378404,38.291344,64.144081,62.853184,61.732449
"MAN1A2",24.641296,34.164025,30.702681,30.448324,30.8025,36.180225,32.638369,31.259281,34.409956,26.666896
"MAN1B1",52.504516,61.168041,55.086084,60.668521,60.730849,70.107129,62.980096,57.714409,69.089344,44.6224
"MAN1C1",25.755625,33.860761,35.676729,38.825361,62.900761,41.951529,23.794884,28.4089,30.514576,33.651601
"MAN2A1",54.789604,69.755904,68.591524,71.842576,75.481344,86.620249,76.965529,63.091249,80.013025,64.738116
"MAN2A2",92.083216,52.258441,65.480464,57.108249,66.814276,46.553329,44.023225,74.8225,47.900241,99.940009
"MAN2B1",68.525284,70.593604,99.0025,102.313225,70.980625,63.154809,62.948356,72.131049,71.132356,48.3025
"MAN2B2",62.331025,71.2336,61.591104,67.436944,64.899136,73.034116,55.980324,52.911076,61.246276,46.9225
"MAN2C1",39.551521,40.119556,44.742721,42.601729,42.159049,39.828721,39.9424,41.822089,41.024025,39.3129
"MANBA",75.777025,42.823936,73.942801,78.375609,49.928356,56.115081,52.085089,65.7721,47.527236,44.649124
"MANBAL",50.083929,58.767556,58.018689,65.674816,52.490025,87.871876,84.989961,56.761156,71.267364,38.180041
"MANEA",13.9876,37.295449,21.372129,25.755625,24.920064,27.373824,24.000201,24.186724,29.899024,15.642025
"MANEAL",27.331984,49.224256,25.532809,35.485849,25.583364,25.452025,27.154521,25.532809,24.611521,26.863489
"MANF",66.977856,115.476516,90.916225,96.845281,93.431556,100.681156,105.863521,99.580441,104.755225,60.9961
"MANSC1",91.699776,10.975969,22.629049,16.744464,19.351201,42.588676,72.897444,42.445225,91.5849,22.877089
"MAOA",21.381376,18.809569,23.493409,36.385024,20.232004,23.222761,63.920025,22.800625,66.781584,23.386896
"MAOB",18.472804,16.459249,18.028516,18.567481,18.207289,16.695396,17.749369,17.740944,16.4836,27.4576
"MAP1A",26.481316,24.147396,25.050025,25.140196,24.1081,36.857041,22.306729,25.887744,22.391824,42.185025
"MAP1B",20.3401,18.705625,20.457529,20.133169,20.169081,99.141849,35.509681,19.8916,86.620249,49.575681
"MAP1LC3A",62.821476,40.742689,45.454564,44.036496,39.664804,59.969536,57.335184,38.378025,62.173225,44.462224
"MAP1LC3B",123.943689,98.327056,102.981904,105.637284,83.503044,109.599961,102.353689,78.712384,108.889225,107.391769
