"gene_symbol","Neutrophils","T_cells_Gamma_Delta","Monocytes","Macrophages","T_cells_CD4.","Fibroblasts","Keratinocytes","Blood_CD34._cells","Vascular_Endothelial_Cells","Platelets"
"ZNF354B",21.492496,20.811844,27.237961,27.468081,29.214025,25.563136,27.815076,30.448324,26.749584,25.857225
"ZNF354C",26.1121,22.543504,25.928464,25.8064,28.153636,29.322225,25.6036,26.275876,28.185481,24.532209
"ZNF358",41.113744,40.96,43.520409,40.8321,40.7044,50.339025,41.718681,43.56,49.730704,59.105344
"ZNF362",34.821801,30.019441,35.940025,36.3609,37.564641,35.557369,31.888609,39.853969,38.390416,33.790969
"ZNF365",18.679684,17.572864,18.028516,18.610596,20.349121,20.930625,26.163225,16.176484,16.769025,21.585316
"ZNF366",14.122564,14.040009,14.500864,19.882681,14.386849,14.493249,14.500864,14.326225,15.952036,15.5236
"ZNF367",16.5649,71.368704,18.378369,21.077281,45.914176,41.409225,35.2836,61.638201,35.988001,103.042801
"ZNF37A",29.333056,42.823936,41.190724,41.254929,50.993881,40.729924,48.525156,59.9076,36.180225,53.7289
"ZNF37BP",22.629049,27.709696,22.867524,20.6116,37.711881,23.270976,22.771984,32.661225,22.212369,24.295041
"ZNF382",13.535041,15.7609,14.417209,21.603904,26.224641,19.518724,14.462809,21.233664,17.247409,18.550249
"ZNF383",18.421264,24.760576,24.216241,22.992025,36.626704,21.520321,27.081616,29.106025,20.903184,23.049601
"ZNF384",48.191364,45.805824,46.022656,44.582329,46.730896,44.475561,44.182609,45.846441,44.0896,44.582329
"ZNF385A",52.142841,42.471289,72.743841,70.3921,47.183161,44.4889,64.577296,50.1264,47.914084,65.141041
"ZNF385B",15.139881,13.741849,14.907321,15.069924,14.250625,14.737921,19.483396,14.5924,14.326225,23.872996
"ZNF385C",21.696964,17.7241,19.368801,19.158129,18.627856,18.292729,18.705625,19.580625,17.313921,26.594649
"ZNF385D",21.9961,17.909824,20.921476,20.016676,19.061956,28.504921,17.707264,23.011209,23.270976,66.9124
"ZNF391",16.4025,15.563025,15.460624,15.7609,15.626209,15.539364,15.382084,15.539364,15.570916,16.589329
"ZNF394",90.193009,75.655204,76.125625,60.466176,81.920601,56.881764,67.190809,74.684164,63.011844,46.963609
"ZNF395",34.916281,31.337604,42.1201,34.550884,52.157284,49.378729,48.930025,51.753636,47.775744,35.868121
"ZNF396",16.736281,13.490929,14.341369,14.638276,14.1376,13.564489,14.100025,14.055001,13.875625,14.348944
"ZNF397",27.175369,24.880144,24.235929,24.088464,26.594649,24.770529,24.147396,24.167056,24.552025,26.265625
"ZNF397OS",30.316036,22.982436,25.847056,25.979409,28.912129,23.386896,22.857961,25.593481,21.836929,29.008996
"ZNF398",43.335889,48.832144,37.761025,39.753025,46.826649,43.639236,48.497296,42.3801,40.144896,32.171584
"ZNF404",12.020089,12.545764,14.258176,16.248961,21.3444,30.614089,22.810176,27.071209,20.466576,15.816529
"ZNF407",20.766249,21.4369,19.342404,19.749136,20.675209,18.983449,19.412836,19.882681,19.847025,16.524225
"ZNF408",59.213025,59.105344,57.577744,54.257956,61.716736,57.729604,62.125924,61.402896,56.310016,60.310756
"ZNF41",14.969161,21.958596,17.032129,16.176484,17.181025,17.842176,15.792676,14.6689,18.412681,14.341369
"ZNF410",70.123876,85.858756,80.030916,79.816356,81.848209,80.8201,89.1136,83.064996,75.377124,71.859529
"ZNF414",23.309584,25.361296,24.512401,23.824161,23.406244,25.887744,23.454649,23.386896,24.5025,27.164944
"ZNF415",14.561856,12.362256,13.571856,14.915044,16.176484,35.988001,23.512801,26.030404,14.470416,18.653761
"ZNF416",21.298225,28.249225,24.314761,25.887744,28.9444,32.49,36.832761,31.236921,31.102929,25.391521
"ZNF417",10.310521,9.345249,9.431041,9.1204,9.418761,9.235521,9.308601,9.498724,9.006001,9.554281
"ZNF418",33.512521,24.770529,31.091776,32.867289,34.774609,31.990336,36.385024,43.178041,31.404816,31.956409
"ZNF419",50.737129,48.790225,49.350625,53.538489,58.339044,54.967396,61.496964,56.010256,53.173264,45.846441
"ZNF420",22.886656,34.703881,29.997529,34.680321,52.287361,38.551681,41.062464,53.8756,34.3396,39.904489
"ZNF423",17.040384,15.202201,16.736281,17.123044,17.338896,30.382144,18.045504,24.117921,69.806025,19.545241
"ZNF425",21.986721,21.022225,20.539024,20.994724,20.830096,22.477081,21.986721,20.097289,20.775364,21.279769
"ZNF426",18.438436,27.008809,22.982436,25.4016,29.877156,37.650496,44.849809,29.095236,46.949904,17.791524
"ZNF428",35.593156,39.0625,36.264484,34.892649,36.433296,38.1924,33.269824,36.978561,38.700841,37.933281
"ZNF43",25.230529,33.281361,24.631369,25.877569,36.638809,29.452329,24.443136,40.081561,35.5216,24.671089
"ZNF430",40.564161,49.674304,38.663524,39.740416,52.1284,32.821441,46.348864,39.664804,37.136836,23.415921
"ZNF432",33.2929,35.070084,39.929761,41.873841,52.751169,43.020481,55.279225,56.911936,40.1956,33.930625
"ZNF434",48.483369,53.538489,44.997264,46.022656,49.070025,44.582329,42.315025,42.133081,43.970161,43.6921
"ZNF436",31.843449,35.892081,35.485849,39.300361,38.9376,48.692484,50.5521,41.319184,50.41,36.264484
"ZNF438",60.949249,37.393225,46.826649,54.804409,33.849124,35.117476,31.764496,34.480384,43.705321,32.058244
"ZNF439",25.593481,15.626209,21.169201,24.522304,38.750625,30.935844,26.020201,49.154121,15.952036,29.008996
"ZNF44",28.376929,23.116864,26.357956,24.710841,31.561924,24.960016,25.371369,27.709696,23.078416,30.0304
"ZNF440",16.491721,14.273284,16.289296,16.345849,17.505856,16.329681,18.5761,18.5761,16.6464,15.194404
"ZNF441",11.296321,11.792356,11.526025,11.716929,12.902464,13.111641,11.675889,11.730625,12.659364,11.662225
"ZNF442",13.808656,14.44,14.258176,16.410601,15.335056,16.200625,15.389929,16.654561,16.064064,15.6816
"ZNF443",33.131536,30.680521,35.808256,39.664804,47.734281,35.533521,40.018276,49.575681,43.705321,39.828721
"ZNF444",43.864129,50.608996,44.4889,44.649124,49.646116,48.3025,47.775744,45.091225,48.094225,56.7009
"ZNF445",50.098084,51.151104,48.052624,44.063044,49.547521,48.4416,46.730896,53.772889,45.265984,51.681721
"ZNF446",49.477156,45.171841,45.630025,44.89,49,46.416969,46.3761,47.375689,45.657049,47.513449
"ZNF449",26.071236,28.526281,29.833444,29.789764,30.492484,35.438209,30.880249,28.976689,36.554116,27.615025
"ZNF45",25.431849,51.624225,34.000561,36.288576,44.462224,39.162564,37.540129,45.724644,41.499364,30.1401
"ZNF451",40.487769,57.380625,52.896529,53.129521,67.256401,54.140164,53.4361,66.552964,57.320041,49.392784
"ZNF460",21.353641,18.326961,18.766224,17.825284,17.631601,16.9744,17.347225,17.825284,16.104169,17.64
"ZNF461",12.737761,13.169641,12.581209,12.5316,13.300609,13.388281,13.293316,12.931216,13.476241,13.845841
"ZNF462",19.847025,18.361225,18.992164,19.900521,20.367169,26.646244,36.421225,27.741289,28.504921,21.911761
"ZNF467",57.623281,27.815076,44.635761,31.002624,30.217009,26.822041,31.629376,32.638369,40.653376,30.415225
"ZNF468",32.103556,40.589641,37.0881,46.799281,47.183161,37.100281,41.267776,50.069776,40.4496,28.793956
"ZNF469",42.706225,43.020481,47.485881,44.435556,41.796225,56.595529,37.429924,49.084036,44.182609,46.689889
"ZNF470",15.721225,18.421264,17.430625,19.131876,22.619536,20.448484,18.507204,19.4481,21.215236,15.713296
"ZNF471",12.047841,11.370384,11.916304,11.999296,11.566801,13.816089,12.383361,12.652249,12.623809,12.446784
"ZNF473",35.545444,46.076944,34.751025,35.7604,37.307664,36.614601,37.994896,42.471289,33.860761,34.857216
"ZNF474",20.802721,17.564481,18.766224,19.855936,18.584721,19.351201,19.758025,18.412681,18.258529,20.403289
"ZNF479",20.025625,19.509889,18.541636,18.258529,17.682025,17.935225,17.665209,17.4724,17.901361,19.421649
"ZNF48",47.554816,56.987401,47.045881,46.049796,54.081316,47.582404,48.832144,55.442916,51.581124,56.055169
"ZNF480",11.819844,15.069924,12.945604,12.3201,13.380964,14.447601,12.545764,13.490929,13.645636,13.089924
"ZNF483",18.224361,16.329681,16.900321,16.916769,17.380561,16.386304,16.200625,16.152361,16.540489,18.653761
"ZNF484",18.344089,19.228225,17.825284,17.280649,17.372224,16.908544,16.386304,16.378209,16.957924,16.556761
"ZNF485",9.560464,11.035684,10.666756,11.539609,13.505625,11.262736,13.3225,13.417569,10.272025,11.048976
"ZNF486",19.820304,18.455616,17.749369,17.623204,18.722929,17.3889,17.774656,19.018321,18.326961,18.896409
"ZNF488",28.783225,22.800625,25.836889,26.656569,26.183689,24.176889,30.625156,25.694761,26.265625,30.305025
"ZNF490",39.3129,39.866596,36.012001,33.039504,33.154564,38.514436,35.533521,36.348841,36.108081,31.606884
"ZNF491",29.452329,25.654225,27.836176,29.278921,27.311076,27.931225,25.969216,28.472896,27.185796,27.164944
"ZNF492",14.915044,15.155449,14.500864,14.44,15.21,15.295921,14.884164,22.071204,14.722569,14.122564
"ZNF493",35.497764,23.4256,24.324624,23.8144,34.374769,22.477081,22.676644,33.120025,22.259524,20.820969
"ZNF496",27.363361,30.173049,28.005264,29.833444,28.185481,30.835809,27.227524,33.953929,37.039396,25.5025
"ZNF497",20.738916,20.412324,19.936225,19.784704,18.931201,20.187049,19.918369,20.061441,19.847025,18.722929
"ZNF498",35.868121,38.378025,35.153041,34.117281,39.125025,31.787044,35.093776,35.331136,33.051001,32.821441
"ZNF500",32.752729,35.105625,37.197801,35.628961,46.321636,35.6409,39.175081,42.081169,35.390601,39.929761
"ZNF501",16.613776,19.158129,19.035769,20.061441,19.784704,22.667121,21.427641,20.421361,25.411681,18.096516
"ZNF502",28.068804,22.972849,28.09,31.618129,32.959081,35.224225,39.363076,37.027225,34.715664,32.809984
"ZNF503",20.25,19.900521,29.658916,26.759929,19.0969,42.133081,34.503876,24.980004,25.786084,21.585316
"ZNF506",27.290176,27.604516,23.785129,23.755876,33.884041,22.934521,23.765625,27.994681,22.6576,22.477081
"ZNF507",33.593616,39.450961,23.068809,22.867524,40.500496,34.316164,32.9476,36.216324,34.2225,32.901696
"ZNF510",29.757025,37.748736,27.657081,29.441476,36.978561,34.999056,30.184036,38.539264,36.566209,28.793956
"ZNF511",45.603009,65.237929,58.308496,55.323844,56.806369,58.599025,54.789604,59.490369,56.535361,46.403344
"ZNF512",51.796809,66.048129,57.6081,57.289761,68.475625,63.170704,49.308484,68.425984,65.788321,51.423241
"ZNF512B",22.316176,26.532801,25.331089,27.175369,48.7204,48.330304,49.928356,45.225625,51.065316,22.838841
"ZNF513",35.1649,37.834801,45.077796,42.419169,39.037504,40.947201,47.293129,33.0625,42.263001,28.847641
"ZNF514",21.003889,23.107249,29.106025,32.364721,42.172036,40.335201,40.043584,38.402809,36.542025,24.029604
"ZNF516",61.418569,21.049744,49.350625,35.593156,27.164944,42.9025,41.938576,34.140649,35.676729,23.629321
"ZNF517",23.088025,21.086464,22.165264,21.790224,20.930625,22.629049,20.958084,21.224449,21.836929,25.674489
"ZNF518A",33.884041,30.669444,34.199104,33.977241,36.808489,24.870169,30.019441,37.527876,27.394756,21.743569
"ZNF518B",32.547025,23.697424,31.595641,29.746116,34.000561,33.443089,35.0464,33.085504,33.304441,39.866596
"ZNF519",18.515809,28.751044,17.64,18.105025,23.126481,18.113536,18.533025,26.337424,16.297369,19.784704
"ZNF521",13.337104,12.780625,14.7456,13.075456,13.344409,60.949249,13.623481,61.1524,102.131236,18.215824
"ZNF524",29.322225,33.5241,33.131536,30.514576,32.024281,31.281649,32.855824,29.008996,30.393169,32.410249
"ZNF526",33.593616,45.805824,37.234404,38.825361,39.501225,44.689225,44.6224,35.784324,41.062464,33.051001
"ZNF527",33.651601,30.614089,30.758116,33.005025,34.550884,33.373729,32.285124,32.239684,30.206016,31.348801
"ZNF528",29.800681,26.615281,25.553025,25.715041,25.847056,33.558849,28.344976,27.237961,30.858025,24.147396
"ZNF529",25.080064,25.959025,28.068804,32.296489,45.252529,32.069569,30.052324,45.1584,29.387241,44.382244
"ZNF530",24.176889,20.939776,23.155344,22.221796,26.275876,21.790224,22.335076,25.080064,20.548089,23.5225
"ZNF532",23.444964,20.457529,36.216324,34.539129,26.327161,66.373609,62.504836,28.965924,64.8025,28.153636
"ZNF536",32.878756,24.482704,27.499536,29.149201,26.183689,36.832761,23.609881,24.4036,24.930049,29.354724
"ZNF540",21.986721,18.913801,20.448484,21.669025,25.070049,21.566736,21.4369,21.930489,21.261321,27.206656
"ZNF541",30.019441,24.354225,28.121809,28.793956,29.539225,25.351225,27.290176,25.7049,32.729841,34.656769
"ZNF542",16.908544,16.785409,24.176889,30.8025,25.482304,42.016324,35.964009,36.7236,39.702601,78.8544
"ZNF543",11.874916,12.411529,11.6964,11.621281,11.532816,12.006225,12.659364,12.264004,11.916304,11.458225
"ZNF544",25.664356,37.173409,27.363361,31.438449,35.533521,33.907329,37.491129,39.087504,36.385024,35.988001
"ZNF546",11.168964,13.972644,13.3956,14.047504,14.676561,14.333796,12.4609,14.500864,14.945956,12.737761
"ZNF547",15.100996,15.634116,14.799409,15.046641,15.031129,14.9769,15.745024,16.353936,14.243076,15.2881
"ZNF548",35.712576,41.925625,39.237696,38.229489,52.620516,38.427601,38.837824,50.879689,35.343025,39.0625
"ZNF549",12.145225,12.780625,12.411529,12.6736,12.623809,13.682601,12.096484,12.243001,12.802084,12.425625
"ZNF550",28.901376,32.626944,29.463184,29.5936,38.962564,31.460881,33.895684,37.933281,31.147561,36.072036
"ZNF551",21.613201,22.591009,23.338561,22.714756,26.450449,22.648081,23.785129,28.1961,23.892544,22.287841
"ZNF552",40.436881,34.316164,33.9889,32.638369,33.466225,32.239684,34.421689,30.713764,33.131536,32.844361
"ZNF554",34.668544,30.969225,31.393609,30.813601,36.084049,33.315984,37.797904,36.156169,33.373729,38.750625
"ZNF555",20.675209,17.859076,21.874329,21.418384,21.585316,21.7156,22.448644,24.285184,23.126481,21.242881
"ZNF556",20.313049,18.284176,20.448484,19.8025,18.645124,19.474569,19.518724,19.219456,17.799961,20.1601
"ZNF557",24.157225,28.483569,24.860196,28.654609,26.142769,23.951236,26.399044,21.4369,25.310961,22.553001
"ZNF558",31.911201,52.099524,43.1649,47.803396,56.565441,50.879689,54.154881,53.787556,30.835809,31.730689
"ZNF559",41.434969,61.402896,47.032164,50.708641,66.324736,52.113961,41.165056,65.658609,53.758224,59.428681
"ZNF560",9.815689,9.461776,9.928801,9.784384,9.381969,9.998244,9.715689,9.7969,9.884736,10.445824
"ZNF561",28.965924,43.943641,37.4544,40.729924,45.387169,44.957025,57.3049,42.445225,45.441081,33.200644
"ZNF562",33.269824,44.249104,47.361924,46.498761,47.568609,41.873841,60.964864,57.3049,41.4736,38.390416
"ZNF563",13.498276,12.830724,13.564489,14.205361,16.016004,14.122564,14.485636,14.085009,13.286025,15.108769
"ZNF564",40.589641,43.877376,37.075921,39.790864,48.916036,35.904064,37.773316,44.435556,38.887696,38.725729
"ZNF565",26.306641,27.899524,32.3761,32.626944,36.699364,39.879225,40.934404,33.895684,34.987225,24.344356
"ZNF566",12.666481,16.0801,14.876449,17.197609,20.948929,22.250089,18.130564,21.095649,21.678336,14.622976
"ZNF567",18.774889,29.203216,21.855625,23.5225,30.547729,26.780625,29.019769,29.953729,28.366276,20.3401
"ZNF568",14.002564,13.068225,13.490929,13.505625,15.429184,14.9769,14.002564,14.5161,13.734436,14.055001
"ZNF569",15.031129,18.7489,17.114769,18.267076,24.532209,22.743361,19.245769,23.941449,22.924944,15.539364
"ZNF57",19.307236,37.736449,25.979409,32.353344,36.942084,32.993536,66.569281,37.994896,37.393225,24.285184
"ZNF570",19.509889,19.722481,19.616041,21.818241,26.822041,19.731364,20.666116,21.058921,22.137025,25.867396
"ZNF571",14.561856,12.981609,14.830201,19.4481,34.656769,17.994564,26.697889,29.767936,17.766225,22.714756
"ZNF572",18.861649,18.447025,19.811401,20.061441,19.518724,20.277009,20.106256,22.572001,21.883684,19.027044
"ZNF573",20.511841,18.164644,24.950025,27.899524,36.060025,27.846729,30.4704,34.012224,26.071236,38.056561
"ZNF574",53.012961,56.430144,51.1225,50.225569,55.532304,53.129521,56.4001,56.370064,53.319204,52.229529
"ZNF575",32.592681,36.433296,36.372961,39.388176,48.205249,44.675856,38.6884,40.998409,39.627025,47.817225
"ZNF576",37.810201,48.191364,41.7316,42.758521,40.653376,48.135844,45.373696,40.857664,47.155689,38.044224
"ZNF577",23.184225,20.802721,22.420225,22.915369,23.990404,20.3401,21.095649,23.551609,20.295025,24.910081
"ZNF578",13.060996,15.319396,12.938409,13.307904,16.386304,14.243076,12.866569,17.631601,13.082689,14.661241
"ZNF579",53.012961,52.215076,57.1536,59.459521,56.520324,63.952009,58.568409,54.834025,62.157456,55.086084
"ZNF580",45.887076,51.251281,52.940176,49.773025,53.758224,65.318724,58.110129,54.287424,63.345681,49.463089
"ZNF581",53.421481,62.236321,63.632529,53.29,63.234304,65.415744,66.814276,62.8849,75.203584,43.151761
"ZNF582",36.881329,32.615521,36.578304,38.950081,38.0689,36.820624,37.5769,35.988001,36.264484,43.850884
"ZNF583",18.301284,16,18.215824,18.740241,18.011536,18.139081,16.345849,18.335524,17.264025,17.842176
"ZNF584",39.866596,48.427681,42.055225,46.416969,45.819361,49.716601,52.780225,50.140561,46.321636,45.306361
"ZNF585A",27.342441,25.694761,25.745476,28.440889,30.891364,29.062881,28.998225,28.1961,27.279729,27.3529
"ZNF585B",19.571776,19.5364,20.784481,23.8144,23.6196,25.969216,23.561316,23.299929,22.6576,20.629764
"ZNF586",40.666129,26.183689,32.844361,29.844369,36.108081,26.296384,28.026436,34.821801,26.584336,31.9225
"ZNF587",29.844369,26.050816,26.193924,24.820324,29.724304,25.979409,26.512201,30.195025,25.310961,23.068809
"ZNF589",26.988025,36.072036,30.891364,39.929761,34.715664,28.185481,30.294016,27.846729,29.116816,26.296384
"ZNF592",61.434244,51.423241,59.120721,55.338721,54.967396,48.972004,50.779876,52.809289,48.316401,59.706529
"ZNF593",29.354724,66.015625,44.943616,48.958009,44.863204,64.8025,65.820769,52.099524,63.712324,27.019204
"ZNF594",16.941456,19.909444,18.003049,17.850625,18.105025,19.324816,17.380561,18.809569,16.6464,21.603904
"ZNF595",15.233409,12.166144,13.675204,13.162384,12.638025,13.213225,13.483584,15.405625,12.802084,13.927824
"ZNF596",16.281225,14.348944,16.459249,16.679056,16.916769,22.924944,18.992164,18.455616,24.137569,16.990884
"ZNF597",25.441936,22.024249,22.080601,22.221796,21.911761,19.061956,20.268004,20.016676,18.740241,16.394401
"ZNF598",42.601729,50.112241,45.657049,44.555625,45.171841,49.491225,52.4176,44.863204,47.128225,40.106889
"ZNF599",16.883881,17.690436,16.573041,17.372224,21.706281,21.132409,19.731364,21.473956,22.838841,19.686969
"ZNF600",27.962944,51.365889,38.950081,47.361924,65.755881,38.588944,59.028489,56.5504,44.368921,52.056225
"ZNF605",15.992001,13.823524,17.884441,20.0704,20.967241,24.472809,25.260676,24.482704,21.548164,22.306729
"ZNF606",33.212169,26.040609,33.189121,33.500944,39.8161,34.527376,36.505764,44.997264,34.398225,34.633225
"ZNF607",12.974404,14.7456,13.823524,15.405625,21.270544,21.224449,23.001616,23.590449,19.114384,14.953689
"ZNF608",24.890121,22.146436,20.866624,20.043529,19.954089,25.080064,20.412324,23.454649,29.2681,19.882681
"ZNF609",39.012516,45.630025,40.640625,39.715204,41.024025,39.614436,41.075281,41.654116,44.502241,34.904464
"ZNF610",14.523721,12.397441,13.980121,19.811401,16.654561,23.600164,16.1604,20.0704,23.951236,17.380561
"ZNF611",47.858724,43.903876,42.915601,42.393121,49.126081,38.502025,37.8225,48.888064,38.303721,47.955625
"ZNF613",13.490929,15.163236,14.017536,14.077504,15.2881,13.155129,14.379264,17.64,13.972644,14.714896
"ZNF614",19.509889,27.5625,24.423364,23.386896,24.039409,26.050816,24.631369,26.296384,26.327161,20.921476
"ZNF615",41.835024,36.566209,44.568976,44.2225,49.885969,41.550916,43.520409,49.350625,41.447844,43.983424
"ZNF616",13.424896,15.737089,13.424896,16.386304,16.088121,16.957924,17.3056,17.032129,17.189316,14.017536
"ZNF618",25.918281,20.875761,27.594009,32.364721,23.164969,46.362481,31.618129,46.854025,59.274601,25.999801
"ZNF619",35.928036,29.084449,32.581264,34.035556,31.337604,33.039504,34.6921,33.1776,32.798529,30.338064
"ZNF620",9.480241,9.603801,9.585216,9.653449,9.4864,9.492561,9.840769,10.355524,10.316944,10.439361
"ZNF621",20.539024,30.791401,26.01,28.611801,29.149201,32.524209,27.793984,30.9136,30.4704,26.101881
