gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
CD1D	45.2929	21.077281	34.445161	13.068225	14.175225	19.527561	14.235529	25.4016	62.283664	14.768649	29.866225	56.430144	31.36	21.022225	20.061441	19.228225	15.563025	18.481401	12.432676	13.315201	16.016004
CD1E	17.230801	18.584721	57.214096	16.499844	16.777216	16.370116	17.707264	21.650409	23.097636	15.6816	17.656804	17.272336	20.985561	25.180324	17.631601	17.867529	17.1396	17.280649	16.8921	17.623204	15.968016
CD22	77.492809	28.912129	33.016516	31.719424	25.9081	25.826724	28.058209	34.680321	31.832164	25.441936	33.131536	30.680521	40.500496	37.859409	27.164944	32.114889	28.132416	29.387241	26.255376	29.866225	24.710841
CD247	32.959081	29.419776	31.449664	28.901376	23.078416	25.130169	24.176889	31.775769	39.513796	127.170729	44.235801	27.154521	36.929929	31.102929	29.964676	95.472441	101.747569	99.2016	119.202724	84.033889	23.726641
CD27	73.222249	26.4196	26.460736	26.563716	23.882769	24.492601	23.571025	29.452329	32.982049	30.536676	37.638225	64.192144	30.713764	42.133081	26.101881	90.744676	84.934656	81.396484	42.9025	82.410084	23.454649
CD274	31.013761	31.505769	89.038096	29.877156	32.285124	37.970244	50.893956	73.874025	43.441281	38.900169	49.308484	37.283236	38.081241	30.459361	26.594649	41.396356	45.306361	37.527876	40.666129	37.466641	46.308025
CD28	15.634116	15.610401	16.168441	16.056049	14.318656	14.402025	14.938225	17.098225	16.777216	15.547249	17.926756	22.572001	28.100601	18.722929	15.784729	48.316401	48.011041	35.964009	21.548164	41.306329	14.197824
CD300LF	25.6036	64.931364	58.033924	130.1881	22.477081	21.316689	20.268004	86.007076	94.731289	28.890625	99.062209	28.676025	30.151081	33.1776	25.331089	31.730689	27.899524	31.606884	23.7169	25.0	21.641104
CD33	24.265476	52.838361	60.310756	32.821441	25.979409	23.7169	22.3729	64.738116	71.639296	28.3024	43.626025	41.499364	37.442161	52.823824	35.212356	32.478601	29.778849	29.4849	29.767936	27.331984	25.230529
CD38	58.507201	58.476609	52.374169	42.732369	28.291761	28.665316	36.180225	47.045881	49.575681	82.81	41.912676	111.703761	39.702601	41.075281	29.192409	47.803396	49.0	45.4276	81.270225	53.963716	56.070144
CD3G	26.030404	24.186724	26.471025	27.050401	24.730729	22.335076	22.610025	27.962944	29.441476	35.378704	34.751025	26.091664	53.949025	33.223696	24.216241	94.2841	82.373776	93.064609	82.301184	86.694721	23.059204
CD5	41.679936	34.047225	37.258816	40.0689	32.592681	33.709636	34.257609	36.6025	39.413284	34.597924	42.029289	41.422096	45.387169	54.834025	31.877316	68.013009	73.685056	65.108761	48.734361	70.576801	31.618129
CD6	28.826161	25.765776	27.899524	25.371369	25.030009	25.959025	24.167056	28.132416	28.611801	30.758116	31.854736	29.855296	30.074256	36.433296	24.860196	46.3761	47.623801	48.108096	40.360609	39.463524	24.740676
CD69	106.048804	102.981904	41.100921	102.860164	10.569001	12.666481	19.201924	30.569841	45.0241	127.554436	70.023424	25.796241	64.625521	14.830201	15.335056	95.101504	100.922116	107.723641	81.288256	123.476544	14.152644
CD7	26.491609	25.694761	26.193924	24.049216	24.5025	24.770529	25.928464	26.956864	29.311396	56.746089	32.993536	27.646564	27.071209	31.956409	23.386896	57.426084	55.2049	61.387225	53.406864	41.075281	24.137569
CD72	85.082176	27.050401	26.873856	17.749369	20.711601	20.484676	20.313049	33.350625	28.815424	34.070569	23.222761	23.213124	31.36	32.9476	21.288996	24.176889	23.561316	27.426169	29.571844	24.039409	18.011536
CD79A	113.678244	39.476089	39.450961	36.517849	35.6409	34.316164	37.380996	39.576681	44.395569	33.767721	43.573201	65.674816	44.649124	50.651689	32.764176	46.812964	38.750625	43.046721	34.963569	38.576521	32.467204
CD86	53.758224	29.452329	99.700225	29.170801	19.847025	24.019801	19.571776	78.287104	84.621601	32.535616	28.015849	37.344321	32.798529	32.012964	28.238596	26.8324	27.405225	25.110121	64.064016	21.279769	19.509889
CD8A	29.441476	29.3764	35.724529	27.447121	25.040016	24.671089	22.3729	36.469521	39.025009	89.000356	51.380224	38.763076	58.614336	67.174416	30.184036	99.560484	38.950081	138.462289	30.393169	29.724304	26.801329
CD8B	22.344529	22.287841	22.638564	23.222761	20.657025	20.088324	21.864976	22.743361	23.6196	23.059204	26.040609	23.435281	28.366276	35.581225	20.034576	44.142736	24.5025	60.590656	20.539024	25.050025	19.8025
CD93	24.960016	45.481536	61.277584	32.558436	22.924944	23.406244	81.631225	42.458256	100.420441	40.780996	93.296281	30.514576	39.69	40.411449	91.317136	35.212356	29.571844	33.802596	37.283236	28.858384	90.402064
CD96	19.36	16.9744	13.734436	16.064064	11.964681	12.6736	11.854249	15.038884	15.547249	72.812089	18.601969	13.535041	41.486481	16.941456	12.397441	43.467649	53.304601	53.406864	83.375161	35.354916	11.874916
CDC42EP5	10.903204	11.669056	13.271449	9.834496	76.702564	46.389721	94.4784	12.173121	13.046544	10.381284	11.002489	11.350161	11.840481	12.666481	54.302161	11.115556	10.804369	11.478544	11.269449	11.323225	98.287396
CDC6	20.061441	36.048016	15.217801	24.611521	35.952016	33.154564	22.250089	17.623204	15.21	29.138404	16.072081	25.563136	15.784729	16.096144	12.996025	18.507204	21.362884	18.224361	66.048129	17.032129	31.192225
CDH13	15.256836	14.152644	15.217801	15.437041	54.346384	52.765696	60.808804	15.610401	14.984641	14.455204	15.872256	15.976009	15.069924	15.713296	36.687249	13.520329	14.055001	15.737089	11.9716	13.756681	73.839649
CDH5	16.5649	16.232841	16.982641	15.256836	15.241216	16.638241	93.915481	16.120225	16.818201	14.409616	16.152361	18.861649	19.228225	21.893041	80.838081	16.345849	15.539364	15.468489	15.374241	15.618304	128.550244
CDO1	21.104836	21.040569	18.913801	31.753225	38.875225	18.438436	29.278921	20.385225	19.669225	22.572001	22.401289	22.819729	24.068836	24.4036	104.387089	19.114384	26.204161	21.242881	19.9809	22.024249	22.4676
CEP55	19.228225	39.677401	14.386849	18.071001	49.8436	36.060025	25.826724	23.7169	13.118884	32.114889	12.524521	22.2784	14.122564	12.278016	11.471769	20.539024	25.887744	16.443025	82.828201	30.8025	54.967396
CFI	15.256836	21.196816	22.867524	17.040384	18.173169	14.9769	75.411856	16.548624	15.484225	16.192576	16.867449	20.4304	18.6624	19.5364	62.504836	15.000129	17.0569	16.248961	14.645929	16.491721	70.090384
CFP	25.351225	40.8321	53.684929	26.265625	20.666116	20.142144	20.4304	37.847104	95.472441	24.542116	85.433049	25.887744	28.376929	27.920656	31.606884	38.975049	33.884041	32.182929	21.003889	31.036041	22.877089
CHEK1	23.639044	48.260809	17.189316	19.421649	38.340864	28.526281	22.915369	21.771556	14.160169	34.351321	13.126129	20.711601	13.935289	15.539364	11.992369	20.848356	24.571849	18.5761	80.8201	26.040609	44.4889
CHI3L1	17.732521	20.502784	37.173409	17.707264	23.126481	34.774609	17.665209	70.174129	26.429881	17.539344	79.316836	21.372129	20.593444	24.890121	32.2624	21.298225	20.331081	21.427641	17.197609	17.901361	17.489124
CHIT1	23.174596	22.014864	25.775929	19.456921	22.724289	24.571849	21.864976	61.905424	24.098281	21.762225	27.741289	24.850225	23.677956	33.235225	23.5225	25.684624	22.686169	24.098281	23.357889	23.059204	20.930625
CHRDL1	19.465744	41.783296	19.193161	25.140196	28.987456	19.722481	88.792929	21.893041	19.695844	22.410756	22.439169	25.644096	23.261329	34.281025	136.936804	18.464209	19.149376	20.620681	17.732521	18.386944	18.249984
CHSY3	16.008001	18.284176	17.715681	15.358561	36.433296	18.515809	25.381444	18.011536	17.264025	19.5364	17.522596	41.538025	20.766249	21.678336	36.180225	17.264025	17.007376	17.073424	15.272464	15.984004	24.920064
CLC	21.930489	83.942244	37.797904	204.633025	18.386944	17.64	17.355556	26.904969	55.890576	28.740321	126.225225	35.676729	33.790969	30.680521	24.068836	73.839649	32.867289	33.907329	30.5809	19.193161	17.288964
CLCA2	13.118884	13.1044	14.0625	15.705369	17.205904	101.485476	21.8089	14.523721	13.920361	13.682601	14.984641	15.116544	15.429184	18.558864	18.020025	12.931216	13.1044	13.593969	12.974404	12.952801	13.890529
CLDN5	36.650916	39.250225	37.149025	44.863204	32.821441	33.108516	129.481641	35.354916	39.551521	31.292836	36.144144	41.977441	79.852096	51.523684	89.889361	40.0689	34.082244	36.324729	33.085504	38.254225	108.222409
CLEC10A	26.450449	30.393169	87.834384	29.289744	23.551609	23.892544	27.269284	39.9424	54.789604	26.224641	31.147561	28.665316	34.751025	33.884041	39.162564	29.419776	26.01	28.238596	26.173456	27.994681	31.4721
CLEC1B	20.286016	32.878756	22.033636	25.371369	19.811401	19.927296	19.027044	22.212369	34.633225	20.593444	28.494244	23.902321	118.439689	24.059025	20.448484	23.600164	22.420225	23.386896	19.324816	19.820304	19.1844
CLEC2D	58.874929	18.679684	24.157225	18.215824	14.837904	14.175225	14.175225	22.667121	25.623844	44.0896	24.423364	16.859236	23.088025	18.292729	18.207289	59.013124	59.9076	56.130064	58.936329	43.0336	14.047504
CLEC3B	23.872996	31.820881	31.1364	38.514436	66.552964	24.462916	51.093904	31.382404	37.258816	25.745476	27.196225	27.489049	26.357956	37.027225	143.616256	29.495761	24.591681	25.887744	37.136836	25.867396	36.0
CLEC4A	40.094224	31.36	104.060401	23.736384	19.000881	20.016676	21.641104	69.405561	94.711824	26.275876	96.589584	21.585316	30.5809	22.458121	31.2481	28.708164	28.826161	27.510025	16.842816	28.430224	17.547721
CLEC4E	20.985561	21.977344	30.935844	36.397089	19.509889	18.5761	19.607184	50.5521	72.7609	21.520321	93.799225	21.031396	25.745476	21.780889	20.830096	22.287841	21.095649	22.137025	19.954089	19.351201	18.879025
CLEC4G	18.852964	21.132409	45.279441	17.572864	17.614809	17.438976	16.128256	20.875761	24.147396	16.621929	19.439281	19.501056	19.731364	28.922884	21.483225	19.439281	17.065161	17.816841	16.273156	17.740944	17.156164
CLEC5A	12.588304	21.818241	32.239684	14.311089	11.957764	12.780625	11.3569	59.5984	69.488896	15.421329	33.166081	14.311089	17.338896	16.8921	11.710084	13.564489	14.2129	15.429184	12.716356	11.854249	11.7649
CLEC7A	17.774656	22.420225	54.199044	26.946481	15.342889	21.031396	16.128256	48.762289	64.096036	19.175641	87.647044	20.638849	21.696964	26.563716	20.985561	23.794884	18.774889	21.743569	19.289664	18.173169	15.217801
CLGN	13.712209	51.1225	13.823524	45.954841	31.259281	11.978521	12.581209	14.607684	15.233409	12.96	13.046544	23.551609	13.741849	12.694969	11.737476	12.033961	11.2225	13.155129	11.553201	11.242609	11.812969
CLIC2	14.205361	43.599609	81.486729	13.490929	22.534009	21.123216	51.4089	54.110736	37.393225	16.426809	19.236996	53.348416	18.335524	28.643904	67.190809	14.318656	16.394401	15.389929	14.017536	12.630916	49.252324
CLLU1	37.491129	11.249316	12.6736	10.850436	11.015761	11.0889	11.464996	11.888704	12.432676	11.431161	12.496225	15.397776	21.827584	13.667809	10.374841	12.187081	11.316496	12.257001	11.519236	11.546404	10.653696
CMTM2	24.245776	30.294016	25.725184	44.943616	21.5296	22.695696	22.924944	26.9361	42.601729	26.770276	141.229456	24.730729	73.376356	24.950025	26.163225	25.381444	26.5225	26.5225	26.163225	30.228004	22.174681
CMTM8	23.503104	41.229241	38.539264	42.497361	24.790441	47.100769	52.693081	29.8116	29.822521	25.040016	31.393609	30.813601	25.999801	25.593481	43.626025	49.603849	57.6081	31.798321	23.580736	53.5824	54.508689
CNN3	22.033636	27.751824	17.355556	17.489124	97.081609	59.336209	89.718784	16.232841	16.556761	18.498601	16.184529	24.651225	19.900521	25.270729	98.247744	15.452761	18.524416	20.151121	13.808656	14.554225	110.061081
CNTN3	11.015761	11.082241	10.778089	18.731584	78.446449	13.2496	10.445824	11.303044	11.068929	11.937025	11.964681	11.641744	11.689561	13.756681	40.436881	10.4329	10.751841	12.166144	10.929636	10.719076	10.214416
COL12A1	15.069924	14.784025	14.992384	18.020025	83.283876	29.419776	22.838841	14.945956	14.969161	14.768649	15.729156	16.491721	17.682025	19.36	52.099524	15.0544	14.953689	16.096144	13.5424	16.1604	20.052484
COL15A1	11.909401	12.616704	13.682601	17.438976	72.284004	11.128896	44.555625	20.133169	14.861025	20.151121	15.217801	11.771761	12.567025	13.017664	130.827844	11.634921	12.082576	14.0625	26.081449	11.675889	16.859236
COL19A1	18.344089	16.736281	18.045504	17.032129	16.670889	16.378209	16.112196	17.322244	17.288964	15.9201	19.044496	16.136289	18.284176	41.641209	15.848361	17.455684	16.337764	16.1604	18.130564	17.205904	15.147664
COL1A2	21.752896	23.116864	21.706281	32.913169	151.0441	24.780484	28.355625	23.571025	22.193521	23.357889	24.127744	29.888089	25.644096	32.398864	142.5636	21.631801	22.297284	24.373969	21.141604	24.078649	37.785609
COL24A1	11.229201	30.835809	13.483584	13.010449	11.964681	10.771524	11.276164	11.4244	12.075625	11.437924	11.316496	15.460624	16.736281	11.662225	13.734436	10.725625	10.843849	11.675889	12.257001	11.062276	10.484644
COL3A1	15.1321	15.5236	16.016004	18.610596	118.243876	15.6816	17.7241	17.264025	15.452761	15.928081	16.507969	17.172736	17.015625	29.604481	143.7601	15.713296	16.345849	17.447329	14.3641	17.0569	19.918369
COL4A1	19.044496	21.734244	21.818241	28.419561	82.682649	37.356544	106.584976	23.921881	21.473956	21.771556	25.030009	23.639044	29.746116	30.448324	121.616784	19.731364	21.846276	21.307456	20.8849	20.115225	139.216401
COL4A2	19.333609	19.616041	25.482304	20.629764	85.322169	39.891856	91.240704	25.411681	21.669025	18.130564	21.538881	22.335076	30.426256	29.997529	113.316025	20.259001	19.236996	19.695844	17.464041	19.669225	138.839089
COL5A2	17.522596	17.572864	17.3056	25.260676	123.121216	43.362225	48.4416	17.867529	15.657849	16.834609	16.112196	18.688329	17.850625	24.780484	101.848464	15.880225	17.272336	18.740241	33.4084	16.760836	68.475625
COL6A3	19.123129	25.010001	21.196816	36.469521	157.101156	18.584721	21.687649	32.455809	22.155849	22.743361	23.001616	23.863225	62.631396	28.111204	145.829776	37.687321	34.939921	32.649796	46.991025	47.306884	35.772361
COLEC12	15.116544	19.616041	45.495025	26.501904	85.914361	16.265089	93.006736	52.186176	23.04	16.232841	18.275625	17.926756	19.642624	18.6624	82.391929	15.547249	15.984004	16.679056	15.484225	15.100996	83.083225
CPA3	18.386944	92.198404	21.874329	24.088464	23.203489	16.597476	27.258841	24.019801	37.625956	25.664356	31.832164	22.534009	22.014864	27.604516	71.318025	40.896025	26.061025	25.441936	18.352656	18.464209	20.205025
CPE	14.691889	15.944049	16.703569	17.884441	64.754209	39.753025	19.998784	38.056561	15.665764	14.984641	16.516096	17.355556	17.665209	21.818241	102.839881	15.507844	17.073424	16.0801	14.2884	19.456921	18.584721
CPM	25.090081	20.557156	48.358116	19.545241	23.367556	39.513796	18.826921	60.0625	36.663025	18.122049	20.903184	21.298225	22.174681	25.969216	55.547209	22.221796	20.857489	18.653761	16.990884	20.666116	17.264025
CPNE5	73.513476	23.145721	24.950025	23.726641	25.210441	21.930489	51.380224	25.735329	32.7184	24.088464	29.604481	100.520676	63.936016	50.197225	24.830289	27.196225	25.321024	25.321024	36.469521	24.364096	42.575625
CPVL	22.231225	69.472225	86.081284	18.156121	16.769025	24.910081	29.986576	86.211225	112.063396	22.5625	32.410249	41.499364	41.925625	29.680704	63.856081	32.433025	23.833924	29.441476	18.740241	19.342404	17.338896
CPXM1	28.847641	73.307844	26.378496	22.080601	27.342441	22.410756	26.1121	25.684624	25.010001	27.447121	25.512601	24.681024	25.775929	32.547025	45.616516	26.061025	24.000201	25.230529	22.155849	24.910081	25.969216
CR2	35.509681	15.069924	14.280841	19.351201	13.213225	12.645136	13.111641	14.2884	14.615329	13.786369	15.721225	17.363889	19.749136	18.190225	12.859396	18.335524	17.514225	17.598025	12.873744	15.374241	12.6736
CRCT1	15.194404	16.040025	17.264025	14.922769	15.249025	95.140516	15.429184	16.329681	15.960025	14.417209	17.189316	17.8084	16.744464	21.492496	15.737089	17.098225	15.848361	15.539364	15.452761	16.662724	15.358561
CREB5	19.784704	23.406244	33.039504	25.441936	26.6256	26.460736	37.785609	25.948836	43.046721	18.818244	79.21	20.5209	21.464689	29.365561	43.797924	18.164644	17.623204	19.412836	16.224784	17.960644	23.319241
CRHBP	19.465744	51.955264	20.857489	23.551609	17.707264	17.322244	17.581249	21.790224	22.648081	20.457529	24.344356	22.231225	24.492601	37.3321	34.916281	19.642624	20.034576	20.421361	18.515809	20.593444	17.164449
CRISPLD1	11.964681	53.963716	12.723489	17.547721	13.300609	13.571856	12.306064	12.25	12.432676	14.055001	13.366336	12.397441	16.337764	16.0	30.769209	11.8336	12.588304	12.630916	11.485321	11.566801	15.421329
CRTAM	17.3889	18.130564	33.4084	11.861136	11.861136	13.638249	13.068225	63.441225	43.639236	65.076489	18.783556	13.155129	39.037504	13.6161	12.131289	55.279225	26.574025	78.198649	32.092225	14.938225	11.607649
CSF1R	33.315984	44.368921	93.973636	41.332041	33.802596	32.7184	32.844361	90.668484	101.263969	35.796289	57.699216	39.664804	42.406144	35.545444	72.607441	40.475044	36.493681	39.715204	49.758916	34.292736	30.791401
CSF2RA	18.887716	23.902321	66.341025	53.626329	17.698849	18.524416	18.378369	51.796809	61.481281	18.584721	61.496964	19.000881	21.242881	27.793984	28.611801	22.629049	19.545241	20.034576	17.969121	18.957316	17.313921
CSF3R	28.185481	53.949025	47.361924	39.112516	29.691601	26.9361	26.790976	52.911076	84.548025	29.691601	142.539721	31.640625	35.964009	42.745444	39.125025	35.129329	30.437289	33.860761	29.3764	28.772496	27.825625
CST7	32.626944	60.84	63.632529	35.569296	26.739241	27.290176	25.979409	40.094224	52.243984	134.467216	93.586276	32.160241	60.933636	41.0881	34.468641	82.4464	63.616576	116.4241	133.356304	54.287424	26.306641
CTGF	19.2721	19.580625	17.347225	21.687649	148.620481	45.104656	116.661601	16.4025	16.064064	15.249025	17.413929	34.751025	22.014864	23.746129	89.397025	14.577124	14.707225	17.147881	14.561856	16.532356	139.051264
CTHRC1	17.372224	32.330596	15.928081	17.715681	129.5044	18.731584	127.328656	16.281225	14.930496	15.108769	16.613776	73.153809	23.396569	17.197609	102.232321	14.432401	15.531481	17.530969	13.060996	13.490929	100.881936
CTLA4	29.517489	23.415921	28.793956	28.783225	22.231225	22.838841	24.344356	25.8064	25.836889	26.081449	27.941796	26.091664	30.338064	32.012964	21.058921	42.107121	47.499664	33.028009	48.358116	62.647225	25.735329
CTSG	28.740321	74.338884	34.035556	37.063744	30.614089	29.669809	30.426256	33.744481	36.832761	33.443089	40.96	39.087504	38.862756	42.562576	58.537801	33.4084	31.5844	35.034561	34.292736	29.7025	30.074256
CWH43	13.972644	13.957696	14.130081	14.653584	13.402921	84.64	16.265089	13.830961	13.920361	13.586596	14.0625	15.792676	16.434916	18.6624	13.498276	14.5924	13.883076	13.853284	13.571856	14.432401	14.145121
CX3CR1	22.686169	23.833924	19.589476	17.867529	15.492096	16.337764	15.429184	21.362884	52.954729	72.284004	36.881329	25.010001	63.632529	29.214025	30.492484	46.158436	29.909961	55.890576	30.946969	27.741289	15.038884
