gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
KIR2DL5A	30.503529	32.455809	36.772096	33.628401	31.539456	30.129121	29.246464	36.8449	38.254225	82.937449	42.994249	44.422225	47.789569	59.969536	32.251041	37.687321	36.699364	48.790225	58.813561	33.223696	29.615364
KIR2DS2	20.295025	20.666116	23.5225	23.648769	20.133169	19.847025	19.000881	24.641296	25.9081	83.028544	29.888089	30.173049	28.955161	52.940176	20.439441	26.842761	24.334489	40.005625	44.116164	21.492496	19.589476
KIR3DL1	20.232004	20.484676	22.137025	21.678336	20.079361	21.427641	20.1601	21.659716	23.155344	71.859529	24.760576	22.7529	24.930049	28.8369	20.268004	26.594649	22.581504	34.082244	47.789569	22.137025	19.945156
KIR3DL3	24.760576	25.381444	30.415225	33.605209	24.790441	24.068836	25.130169	30.096196	32.7184	79.798489	37.994896	31.967716	32.844361	45.616516	25.290841	31.326409	29.322225	44.102881	47.045881	26.163225	25.230529
KIR3DS1	20.967241	21.288996	23.7169	18.122049	21.743569	20.958084	20.304036	23.580736	24.8004	63.824121	27.426169	23.677956	25.918281	41.667025	19.492225	25.664356	22.838841	32.341969	46.389721	22.174681	21.827584
KIT	22.193521	97.436641	24.730729	67.486225	58.690921	26.687556	35.331136	23.338561	30.129121	50.112241	45.630025	53.758224	24.671089	26.3169	63.059481	31.259281	31.270464	31.460881	28.355625	24.710841	31.114084
KLB	14.220441	12.802084	13.557124	14.341369	12.823561	16.4025	14.160169	13.046544	13.0321	13.667809	13.808656	13.017664	13.9876	15.038884	78.446449	14.326225	13.498276	15.563025	12.680721	15.665764	14.243076
KLF1	19.377604	51.008164	22.09	15.280281	18.966025	18.267076	18.966025	21.0681	22.714756	19.527561	22.686169	22.391824	24.127744	62.504836	18.645124	22.202944	19.633761	20.857489	21.077281	19.7136	18.879025
KLF12	36.578304	25.110121	21.409129	19.070689	28.869129	20.268004	23.107249	20.133169	22.695696	38.626225	22.781529	22.982436	25.684624	22.155849	25.969216	39.337984	38.031889	41.692849	29.560969	37.149025	22.496049
KLK5	20.016676	21.734244	22.024249	19.0969	20.802721	116.812864	25.684624	21.641104	21.594609	18.948609	21.949225	20.820969	24.6016	28.270489	21.4369	22.231225	21.141604	20.939776	20.657025	23.3289	19.554084
KLRB1	29.398084	26.666896	27.931225	27.1441	20.720704	22.410756	21.799561	30.824704	39.702601	138.839089	47.183161	27.6676	59.629284	44.142736	32.592681	92.198404	88.003161	101.082916	65.642404	70.56	21.270544
KLRC3	13.402921	12.752041	12.880921	14.569489	12.559936	12.524521	14.768649	13.571856	15.413476	92.083216	15.342889	12.1104	20.857489	12.96	13.235044	30.713764	15.816529	57.047809	38.900169	12.432676	11.682724
KLRC4	9.746884	9.622404	9.523396	9.375844	9.174841	9.375844	9.659664	9.523396	10.24	51.753636	10.614564	9.235521	10.876804	9.622404	8.814961	16.834609	10.156969	37.625956	22.363441	9.597604	9.272025
KLRD1	21.150801	19.642624	21.790224	22.118209	19.492225	18.844281	18.601969	22.714756	26.450449	102.758769	32.114889	21.706281	33.350625	24.324624	21.706281	47.251876	26.491609	67.207204	73.908409	19.695844	19.909444
KLRF1	21.242881	18.6624	18.9225	13.380964	12.404484	12.334144	15.3664	15.960025	24.512401	117.245584	22.259524	15.272464	67.551961	11.451456	21.5296	34.633225	20.133169	65.480464	23.629321	14.092516	13.586596
KLRG1	31.348801	35.462025	33.1776	43.903876	28.5156	25.745476	26.884225	33.64	34.539129	58.553104	39.363076	31.315216	34.515625	41.847961	33.686416	58.706244	44.422225	74.356129	62.805625	34.093921	28.998225
KLRK1	42.941809	28.5156	31.0249	34.597924	23.629321	25.644096	25.928464	31.483321	36.905625	117.592336	44.702596	31.080625	54.375876	40.309801	34.904464	85.951441	40.602384	116.402521	89.832484	31.2481	23.736384
KMO	70.090384	29.041321	73.685056	27.405225	15.570916	18.438436	14.891881	83.375161	63.824121	19.8916	22.287841	34.869025	40.259025	25.250625	17.1396	20.684304	17.766225	19.775809	16.120225	17.581249	15.429184
KRT14	18.164644	17.952169	19.2721	15.069924	27.206656	192.6544	56.5504	17.147881	17.5561	17.665209	18.550249	21.585316	19.061956	26.801329	35.141184	21.086464	18.079504	18.481401	17.623204	20.241001	16.999129
KRT16	25.482304	22.629049	26.4196	26.491609	24.950025	140.256649	35.832196	24.295041	24.373969	23.193856	25.080064	31.281649	40.119556	34.047225	21.031396	26.770276	25.411681	24.344356	27.510025	27.7729	22.705225
KRT17	26.687556	27.373824	34.727449	30.052324	34.433424	160.909225	46.457856	28.708164	28.174864	26.429881	29.333056	27.952369	31.147561	36.711481	25.918281	29.408929	27.941796	26.956864	31.147561	28.164249	27.6676
KRT23	18.326961	17.606416	21.399876	32.296489	21.233664	96.491329	21.150801	24.373969	26.245129	16.851025	99.620361	24.314761	21.335161	33.802596	23.309584	19.811401	19.166884	20.675209	17.181025	18.421264	21.883684
KRT5	24.167056	25.918281	28.955161	27.994681	26.204161	168.350625	55.100929	27.311076	30.991489	28.976689	30.327049	29.073664	32.684089	36.168196	32.890225	24.860196	27.185796	26.409321	26.501904	28.569025	26.8324
KRT6A	11.607649	12.759184	12.96	12.623809	12.945604	147.331044	20.593444	13.097161	12.588304	12.292036	12.931216	13.439556	14.531344	17.4724	12.152196	11.4244	12.229009	11.682724	12.773476	11.607649	11.826721
KRT6B	27.102436	27.290176	28.601104	32.821441	28.826161	153.908836	35.784324	29.322225	28.761769	29.517489	31.708161	29.571844	30.547729	42.601729	25.391521	27.899524	28.761769	27.920656	30.008484	27.363361	28.249225
KRT76	20.948929	21.372129	23.775376	26.399044	22.629049	23.184225	19.704721	24.167056	24.4036	23.493409	27.436644	27.300625	28.440889	58.553104	20.214016	22.043025	23.299929	22.287841	21.003889	22.325625	22.838841
KRTDAP	16.337764	16.793604	17.766225	15.015625	16.777216	159.239161	51.868804	16.176484	16.491721	15.816529	15.984004	16.200625	17.7241	25.280784	32.558436	16.410601	16.168441	15.872256	16.451136	17.514225	15.752961
KYNU	40.043584	29.528356	59.660176	22.005481	17.8929	24.176889	20.124196	63.648484	61.121124	21.520321	25.140196	21.187609	27.510025	26.687556	20.839225	23.1361	20.403289	21.650409	21.9024	18.1476	16.883881
LAG3	26.081449	27.646564	26.081449	22.4676	20.593444	21.930489	22.629049	25.765776	23.415921	34.4569	26.532801	31.292836	21.706281	31.348801	19.492225	39.866596	41.641209	49.787136	90.288004	51.179716	21.114025
LAIR2	23.902321	27.857284	26.946481	20.313049	21.150801	20.385225	18.7489	32.49	31.573161	71.351809	30.041361	25.381444	25.816561	37.027225	23.338561	38.601369	44.796249	55.145476	60.824401	66.945124	21.233664
LAMB1	13.808656	12.96	16.638241	12.0409	88.153321	55.308969	88.266025	18.627856	12.652249	12.96	13.853284	14.227984	16.540489	16.016004	80.838081	13.8384	12.369289	15.311569	12.020089	12.967201	108.555561
LAMB2	24.2064	36.650916	33.965584	21.650409	83.010321	52.012944	101.707225	36.348841	29.735209	23.474025	24.443136	26.574025	32.3761	34.409956	82.428241	26.040609	24.631369	24.641296	27.164944	27.206656	76.003524
LAMP3	28.793956	23.049601	98.8036	39.740416	18.105025	56.927025	56.415121	45.630025	40.666129	29.931841	35.497764	82.137969	32.2624	32.8329	18.481401	39.4384	48.149721	27.311076	17.197609	47.761921	91.049764
LANCL3	11.108889	15.015625	10.8241	10.452289	11.148921	15.163236	13.256881	11.950849	11.771761	17.239104	10.975969	10.614564	56.25	10.601536	11.115556	11.209104	10.942864	12.7449	11.710084	10.969344	11.498881
LAX1	44.368921	26.183689	19.660356	18.645124	17.505856	18.619225	20.313049	19.9809	22.4676	50.339025	22.515025	66.683556	25.260676	23.7169	21.0681	49.646116	50.851161	50.566321	54.922921	53.246209	18.249984
LDB2	14.554225	18.679684	15.0544	19.421649	58.293225	13.920361	104.714289	15.960025	15.217801	34.351321	17.114769	17.480761	27.931225	25.411681	98.565184	15.015625	14.235529	17.943696	16.670889	14.830201	109.474369
LEAP2	38.6884	34.751025	27.7729	25.664356	22.591009	30.958096	28.783225	27.394756	30.791401	35.628961	25.654225	30.858025	30.459361	28.665316	28.281124	37.601424	44.983849	38.217124	40.717161	44.729344	22.781529
LEF1	32.216976	27.468081	22.099401	27.604516	20.548089	21.855625	22.202944	21.316689	24.840256	30.096196	28.547649	24.8004	38.502025	25.482304	20.894041	65.593801	58.8289	54.982225	23.580736	55.160329	19.027044
LEP	21.724921	20.994724	21.631801	23.097636	22.857961	20.178064	18.679684	22.240656	23.9121	21.790224	31.719424	22.686169	28.334329	30.569841	121.352256	22.629049	23.406244	23.843689	20.912329	28.965924	17.909824
LEPROTL1	57.320041	74.425129	76.7376	77.668969	73.290721	75.829264	75.3424	81.252196	77.352025	89.737729	79.067664	54.819216	58.553104	22.155849	65.7721	100.821681	105.247081	103.205281	86.527204	100.721296	79.5664
LGALS12	21.650409	29.637136	23.697424	101.6064	20.9764	20.187049	20.711601	22.648081	35.892081	20.930625	50.879689	25.080064	72.352036	38.019556	69.605649	27.394756	22.553001	22.800625	20.811844	23.951236	20.8849
LGALS2	29.5936	31.629376	56.295009	20.994724	25.2004	24.810361	31.181056	44.742721	82.464561	23.512801	30.514576	28.100601	54.804409	37.785609	31.002624	35.105625	27.815076	32.558436	23.261329	28.238596	24.019801
LGR6	26.967249	28.955161	27.5625	26.265625	24.710841	32.024281	26.409321	26.718561	26.977636	42.653961	30.991489	31.933801	34.916281	38.353249	24.950025	33.477796	28.5156	46.3761	24.910081	30.591961	23.4256
LILRA1	19.8916	22.071204	29.953729	33.918976	17.7241	18.224361	17.884441	25.080064	58.752225	19.36	51.782416	19.140625	26.759929	24.870169	18.309841	22.800625	18.948609	20.684304	17.665209	18.844281	18.113536
LILRA3	27.573001	28.8369	60.310756	25.654225	22.867524	23.454649	24.820324	49.5616	76.090729	24.8004	68.923204	30.415225	36.626704	31.820881	22.781529	33.339076	26.224641	28.676025	21.316689	26.904969	22.2784
LILRB1	59.320804	33.9889	82.664464	35.904064	25.694761	24.760576	26.122321	79.995136	91.3936	42.680089	59.7529	47.997184	43.072969	33.431524	35.0464	39.050001	30.791401	47.3344	36.457444	27.941796	25.010001
LILRB2	27.9841	31.460881	63.760225	68.939809	18.957316	19.079424	19.963024	62.204769	102.01	24.671089	98.386561	24.127744	31.787044	23.853456	32.194276	31.047184	22.033636	29.986576	19.918369	19.236996	19.236996
LIME1	42.432196	36.024004	38.217124	28.922884	36.590401	34.892649	39.69	34.987225	39.262756	42.523441	37.5769	59.166864	36.747844	45.185284	33.977241	61.512649	56.942116	60.016009	51.609856	57.062916	34.550884
LINS	41.628304	34.821801	35.700625	34.480384	31.348801	38.118276	32.684089	40.538689	36.084049	45.319824	34.492129	35.058241	33.200644	27.331984	36.192256	56.595529	58.018689	52.8529	51.308569	47.927929	31.888609
LOC100127972	30.669444	24.980004	22.240656	23.386896	20.088324	16.875664	24.890121	22.934521	29.539225	36.132121	24.472809	19.368801	19.210689	22.886656	21.270544	50.027329	40.233649	39.8161	28.068804	35.796289	27.1441
LOC100130458	42.3801	15.634116	14.394436	12.194064	12.723489	13.271449	12.938409	13.191424	13.586596	12.222016	13.490929	17.614809	18.931201	14.845609	12.299049	14.160169	13.220496	13.198689	12.517444	13.111641	12.859396
LOC100130938	18.558864	25.120144	20.948929	18.249984	31.281649	33.977241	22.733824	20.412324	25.431849	18.173169	23.833924	22.071204	99.860049	28.976689	26.275876	20.921476	19.740249	20.848356	19.616041	19.465744	23.145721
LOC100131096	60.248644	44.102881	41.589601	47.183161	29.680704	33.884041	37.834801	43.507216	41.512249	52.243984	51.036736	32.353344	44.063044	39.200121	38.118276	59.028489	57.699216	63.329764	42.016324	62.964225	32.764176
LOC100131541	41.835024	30.404196	28.665316	21.483225	24.552025	23.872996	49.463089	38.887696	37.063744	33.767721	44.275716	22.695696	32.058244	24.730729	57.259489	47.045881	53.934336	53.904964	23.059204	66.667225	21.206025
LOC100131662	12.974404	13.205956	13.890529	13.520329	12.752041	12.475024	13.816089	13.191424	13.845841	13.010449	13.883076	14.992384	13.905441	16.7281	12.313081	18.361225	19.998784	16.168441	16.752649	14.638276	12.552849
LOC100132741	20.848356	26.749584	16.957924	16.7281	15.610401	16.491721	14.485636	20.079361	17.969121	22.297284	19.580625	28.815424	22.524516	25.765776	35.343025	40.398736	39.601849	27.468081	17.673616	62.615569	14.6689
LOC100132891	13.205956	13.808656	47.224384	12.880921	43.771456	12.355225	12.574116	32.228329	17.682025	14.799409	12.988816	11.655396	42.954916	14.235529	25.542916	13.816089	14.884164	18.011536	31.1364	14.371681	11.607649
LOC100132999	118.701025	82.283041	69.622336	81.522841	42.523441	55.338721	59.074596	66.650896	83.7225	107.081104	88.078225	60.016009	95.140516	26.853124	65.918161	111.682624	112.678225	124.791241	91.278916	116.035984	45.239076
LOC100233209	21.446161	17.123044	17.230801	19.166884	16.072081	16.0801	16.426809	18.774889	18.309841	30.338064	22.3729	18.844281	18.096516	16.916769	15.241216	31.158724	28.005264	32.467204	18.844281	19.035769	16.224784
LOC100287387	11.840481	11.182336	11.323225	11.162281	46.117681	11.799225	11.309769	11.404129	11.209104	10.647169	11.485321	11.189025	11.957764	11.573604	16.851025	11.519236	11.162281	11.404129	10.962721	11.840481	11.553201
LOC100287482	18.966025	23.503104	14.402025	27.804529	15.665764	20.738916	17.255716	14.500864	14.554225	39.375625	13.883076	18.301284	20.903184	13.380964	11.519236	21.734244	23.155344	29.550096	22.972849	16.096144	15.374241
LOC100287814	27.520516	27.373824	27.4576	29.997529	26.255376	26.604964	27.133681	27.952369	27.373824	26.2144	28.249225	66.373609	32.103556	43.771456	24.295041	27.804529	27.783441	26.967249	26.122321	29.224836	25.765776
LOC100288617	46.144849	33.709636	71.267364	38.862756	26.977636	25.847056	44.769481	63.8401	75.968656	27.9841	67.420521	30.547729	29.539225	31.798321	26.101881	32.444416	27.7729	29.539225	24.542116	30.758116	36.735721
LOC100288656	18.2329	18.740241	16.818201	16.801801	16.016004	16.605625	17.405584	16.499844	16.933225	16.096144	16.224784	16.900321	19.758025	19.1844	14.8996	33.235225	37.429924	31.013761	17.197609	35.0464	16.933225
LOC100288985	12.285025	12.482089	12.068676	13.169641	66.015625	12.538681	46.457856	11.296321	11.546404	11.566801	13.660416	12.1801	13.601344	13.366336	25.867396	11.703241	14.175225	13.0321	35.628961	14.569489	70.257924
LOC100289026	19.971961	18.122049	18.224361	99.780121	21.316689	16.370116	37.051569	17.8929	18.905104	22.458121	22.137025	28.451556	20.439441	35.6409	42.797764	19.140625	17.825284	24.344356	40.627876	17.197609	19.8025
LOC100289058	33.570436	21.086464	20.385225	18.3184	17.581249	21.585316	37.552384	18.584721	19.784704	19.820304	19.882681	21.520321	22.458121	21.566736	30.991489	26.142769	28.611801	27.615025	17.623204	53.640976	19.749136
LOC100289090	32.114889	25.441936	26.296384	24.591681	24.621444	25.674489	24.552025	27.102436	27.102436	28.912129	29.550096	28.376929	31.561924	41.835024	22.268961	35.892081	35.988001	43.996689	32.844361	43.652449	25.070049
LOC100292909	19.027044	12.623809	12.737761	11.142244	15.888196	16.200625	45.212176	12.376324	12.723489	12.006225	12.418576	13.601344	14.776336	13.667809	29.289744	16.394401	18.105025	24.581764	11.035684	14.653584	12.033961
LOC100505501	26.020201	49.336576	17.264025	16.104169	27.237961	14.197824	16.491721	15.100996	15.563025	62.157456	17.64	20.484676	46.854025	31.899904	14.167696	32.775625	33.732864	37.527876	42.562576	46.144849	16.982641
LOC100505592	19.035769	18.173169	23.736384	18.498601	25.351225	18.395521	24.295041	46.977316	19.954089	18.198756	19.633761	20.034576	26.101881	23.001616	20.088324	20.007729	18.774889	19.731364	18.983449	20.466576	23.736384
LOC100505728	34.421689	35.141184	21.013056	26.071236	25.0	26.853124	24.078649	20.475625	23.367556	32.216976	27.258841	19.784704	18.249984	18.507204	17.347225	27.657081	36.445369	31.640625	27.2484	35.569296	20.820969
LOC100505895	12.859396	18.447025	14.1376	11.269449	40.297104	16.581184	23.04	13.520329	14.326225	12.006225	13.0321	13.205956	70.123876	13.461561	48.052624	13.608721	12.924025	15.311569	13.060996	13.227769	22.581504
LOC100506051	25.250625	24.1081	23.726641	45.441081	24.275329	24.364096	21.752896	25.421764	23.824161	27.657081	27.300625	24.127744	24.029604	81.1801	22.600516	27.123264	25.928464	26.471025	24.176889	22.193521	26.998416
LOC100506216	17.230801	16.184529	18.020025	18.020025	16.826404	16.760836	15.023376	17.952169	17.816841	17.572864	19.456921	22.9441	19.873764	43.4281	15.382084	17.850625	17.623204	18.071001	16.851025	16.679056	16.777216
LOC100506266	16.353936	13.432225	15.405625	9.853321	14.3641	12.945604	11.048976	12.809241	12.271009	16.056049	12.866569	11.723776	11.751184	10.265616	10.569001	20.268004	29.735209	22.071204	23.068809	17.181025	17.313921
LOC100506621	13.712209	13.771521	14.753281	19.395216	106.5024	22.033636	45.1584	14.876449	14.348944	14.002564	16.297369	15.468489	15.752961	18.705625	129.618225	13.623481	13.564489	15.578809	15.936064	13.8384	24.186724
LOC100506718	13.653025	13.162384	13.727025	18.705625	27.952369	46.580625	78.287104	18.584721	15.405625	13.140625	13.213225	13.557124	16.499844	16.313521	43.362225	14.032516	12.866569	14.243076	12.236004	15.1321	65.950641
LOC100506844	48.413764	99.620361	33.500944	31.337604	54.819216	33.1776	59.552089	34.5744	35.700625	50.879689	42.994249	46.430596	31.618129	26.718561	45.4276	51.538041	51.208336	47.1969	64.4809	48.149721	47.983329
LOC100506979	20.958084	31.192225	22.829284	17.073424	21.288996	36.990724	22.052416	20.848356	26.163225	19.829209	69.155856	35.784324	109.223401	20.994724	21.206025	15.642025	18.3184	19.018321	18.766224	17.380561	20.313049
LOC100507025	32.364721	26.081449	28.590409	20.511841	25.725184	41.3449	18.887716	25.522704	27.952369	26.677225	43.309561	43.480836	113.8489	28.536964	20.025625	21.780889	24.265476	25.613721	24.344356	21.734244	18.054001
LOC100507039	10.195249	13.089924	10.023556	9.535744	9.467929	9.721924	10.647169	10.010896	12.645136	19.749136	10.517049	9.0601	56.310016	9.641025	9.5481	21.557449	33.396841	12.638025	30.041361	14.205361	9.205156
LOC100507192	53.421481	35.212356	16.467364	23.367556	24.157225	19.166884	17.363889	19.838116	18.352656	27.541504	19.580625	31.214569	36.048016	28.217344	13.118884	64.464841	65.351056	48.288601	43.256929	62.552281	16.556761
LOC100507273	40.947201	43.151761	26.296384	45.010681	27.594009	29.441476	32.228329	30.338064	29.691601	30.702681	34.999056	29.127609	45.859984	26.770276	51.509329	54.804409	53.904964	48.986001	31.047184	78.801129	24.950025
LOC100507307	26.460736	22.905796	34.503876	23.348224	22.762441	24.453025	21.206025	26.656569	28.281124	23.833924	33.373729	42.055225	37.6996	39.087504	22.202944	50.537881	63.584676	39.262756	30.780304	87.011584	22.099401
LOC100507397	17.598025	17.816841	14.600041	16.908544	13.860729	23.145721	14.348944	14.661241	16.200625	16.81	18.156121	13.808656	29.877156	15.280281	16.679056	37.197801	51.609856	39.275289	18.045504	52.736644	13.660416
LOC100507486	18.079504	18.386944	14.622976	14.938225	16.386304	15.570916	15.062161	15.912121	14.273284	21.566736	11.744329	12.6025	14.265729	10.771524	20.232004	19.0969	22.4676	18.386944	12.524521	14.7456	15.319396
LOC100507492	27.331984	27.426169	28.259856	41.563809	26.863489	26.224641	26.306641	28.708164	29.571844	27.583504	32.982049	30.184036	39.150049	44.6224	24.423364	52.374169	52.012944	39.778249	27.426169	37.405456	26.163225
LOC100507525	11.148921	13.3956	13.366336	11.3569	10.8241	12.830724	11.703241	13.972644	18.447025	11.950849	15.178816	11.937025	114.361636	12.823561	10.080625	12.061729	13.060996	12.996025	10.400625	11.634921	10.876804
LOC144571	17.048641	28.6225	17.850625	21.8089	15.570916	13.950225	24.552025	19.855936	20.205025	36.942084	21.603904	16.842816	26.759929	23.059204	46.526041	42.055225	28.430224	55.890576	18.481401	33.709636	22.819729
LOC145474	47.430769	25.090081	21.031396	19.386409	15.382084	17.791524	16.281225	17.842176	28.6225	27.478564	39.0625	13.697401	17.740944	14.538969	20.748025	20.657025	24.226084	26.286129	16.5649	51.782416	13.337104
LOC145820	14.265729	15.108769	15.163236	21.724921	14.100025	14.500864	22.733824	15.864289	15.429184	16.2409	17.172736	16.378209	17.530969	43.178041	21.6225	14.341369	15.673681	15.350724	13.490929	15.147664	21.288996
LOC256021	18.267076	12.404484	14.760964	15.721225	12.159169	14.394436	12.7449	12.909649	15.880225	18.207289	15.217801	12.278016	13.890529	15.492096	12.5316	18.887716	28.783225	23.386896	13.198689	39.955041	12.623809
LOC282980	12.794929	12.880921	13.300609	43.903876	12.208036	12.027024	11.323225	13.1769	13.286025	13.169641	13.630864	15.460624	17.405584	15.303744	11.8336	13.133376	12.666481	15.000129	12.880921	12.616704	11.826721
LOC283027	16.687225	15.848361	12.25	94.945536	12.830724	12.8164	12.6736	12.510369	14.250625	20.421361	18.792225	14.311089	12.467961	11.614464	10.686361	16.345849	13.256881	18.913801	14.961424	14.607684	13.3225
LOC283050	20.575296	21.2521	46.812964	23.367556	24.720784	21.743569	21.930489	58.186384	31.483321	21.883684	23.222761	20.720704	21.288996	22.667121	21.790224	21.548164	22.1841	21.150801	20.548089	21.9024	21.827584
LOC283663	102.758769	39.212644	36.036009	30.349081	28.153636	28.334329	35.319249	34.939921	40.259025	30.173049	33.443089	31.595641	61.340224	35.105625	31.181056	38.551681	32.569849	35.5216	27.625536	42.784681	28.826161
LOC285965	17.480761	20.061441	18.079504	15.634116	15.085456	16.353936	17.172736	17.969121	21.242881	17.015625	20.4304	17.614809	20.903184	18.966025	14.295961	24.880144	20.675209	21.576025	16.621929	19.598329	14.830201
LOC285972	14.907321	12.327121	12.257001	11.410884	10.621081	10.291264	10.929636	16.216729	12.369289	30.846916	11.0224	17.3889	11.806096	11.168964	10.144225	11.950849	11.417641	11.621281	18.524416	10.699441	10.439361
LOC338620	21.594609	17.1396	18.974736	15.729156	30.902481	25.897921	23.1361	18.705625	19.421649	25.553025	15.737089	15.729156	19.633761	14.455204	23.126481	21.780889	29.550096	27.060804	15.452761	46.321636	26.615281
LOC339978	20.903184	21.381376	23.290276	23.309584	22.137025	21.790224	20.584369	23.970816	22.838841	22.401289	26.275876	25.979409	24.970009	55.577025	18.524416	21.977344	22.924944	22.259524	23.242041	22.1841	21.780889
LOC375295	16.916769	17.522596	19.589476	22.819729	64.786401	21.790224	84.879369	19.061956	18.610596	17.816841	19.6249	18.948609	22.391824	26.132544	45.927729	18.533025	16.908544	18.481401	17.749369	17.530969	78.216336
LOC387723	43.099225	36.072036	27.867841	16.104169	33.085504	29.257281	30.924721	29.333056	29.582721	38.130625	20.647936	40.0689	28.026436	20.675209	31.888609	41.744521	43.480836	45.454564	30.162064	41.822089	25.847056
LOC387895	17.489124	15.618304	16.208676	15.015625	15.031129	14.922769	15.816529	15.776784	16.378209	19.918369	17.023876	20.016676	17.774656	18.481401	14.273284	19.704721	20.811844	25.070049	22.448644	18.003049	15.031129
LOC399959	11.498881	12.187081	12.124324	14.250625	97.950609	22.982436	16.826404	11.799225	11.861136	11.607649	11.840481	12.1104	12.873744	13.623481	72.709729	11.532816	11.377129	13.155129	11.444689	11.451456	22.992025
LOC401097	10.621081	44.116164	10.4329	10.673289	14.768649	10.099684	10.549504	10.556001	11.377129	10.969344	10.745284	11.276164	11.142244	11.309769	18.567481	10.329796	10.575504	11.417641	9.966649	10.458756	10.067929
LOC439949	17.438976	40.056241	17.994564	20.412324	15.460624	20.557156	23.2324	17.040384	18.645124	45.4276	19.998784	19.8025	39.025009	24.890121	15.249025	52.896529	51.036736	48.385936	42.484324	49.1401	19.368801
LOC441179	13.307904	12.866569	13.697401	43.007364	12.823561	12.404484	61.763881	13.830961	13.741849	14.371681	14.0625	14.845609	16.337764	21.298225	14.969161	13.388281	13.439556	15.594601	12.425625	13.410244	57.138481
LOC441454	12.517444	10.989225	11.458225	57.729604	10.278436	10.413529	11.142244	10.4976	11.009124	11.916304	11.6964	10.647169	11.082241	11.950849	10.055241	13.118884	10.923025	13.972644	10.719076	11.215801	10.3041
LOC641298	17.397241	14.100025	12.974404	81.812025	12.702096	13.329801	12.496225	12.334144	14.5161	18.696976	15.960025	13.003236	12.404484	12.559936	11.363641	15.295921	13.608721	21.104836	14.010049	13.9876	11.868025
LOC641518	17.791524	21.6225	17.147881	23.512801	16.281225	16.941456	17.197609	16.883881	17.589636	16.670889	19.000881	17.842176	30.327049	21.288996	15.249025	38.093584	33.779344	32.592681	16.168441	28.901376	15.515721
LOC643714	17.859076	19.228225	20.394256	18.096516	18.896409	18.887716	17.114769	20.286016	20.007729	18.9225	21.743569	22.268961	19.175641	49.0	17.255716	19.044496	19.123129	18.130564	17.859076	18.241441	18.472804
LOC727820	65.028096	48.846121	36.4816	71.368704	27.279729	31.843449	30.558784	41.938576	46.963609	72.522256	59.274601	39.087504	44.023225	31.427236	55.785961	71.4025	62.378404	76.947984	52.2729	54.848836	23.483716
LOC728855	97.555129	83.704201	69.639025	100.721296	53.640976	68.973025	64.609444	73.376356	81.216144	117.483921	92.659876	75.359761	86.081284	50.2681	70.324996	105.719524	107.9521	118.744609	94.770225	97.140736	55.8009
LOC729799	28.376929	32.1489	20.097289	18.241441	19.105641	21.418384	20.439441	21.150801	21.215236	32.092225	19.412836	23.941449	27.825625	21.132409	27.962944	26.956864	32.982049	30.558784	16.008001	48.566961	18.369796
LOC730101	21.557449	30.481441	27.720225	20.7936	39.828721	18.601969	26.378496	20.286016	18.705625	21.762225	20.214016	53.714241	22.2784	26.863489	24.980004	17.355556	19.158129	17.816841	19.775809	18.130564	30.272004
LOX	14.876449	20.548089	16.048036	20.493729	118.744609	19.8916	58.339044	15.186609	15.492096	14.938225	16.289296	15.5236	22.591009	20.151121	55.175184	15.421329	14.6689	16.654561	14.130081	15.8404	67.584841
LOXL1	15.350724	22.316176	16.265089	12.866569	121.418361	33.131536	26.8324	15.327225	16.016004	15.085456	27.994681	16.224784	17.297281	21.594609	67.914081	18.421264	22.043025	20.403289	33.016516	24.890121	25.472209
LPAR4	13.307904	17.867529	13.082689	13.3225	13.608721	12.638025	13.278736	13.682601	13.213225	12.524521	13.660416	13.220496	54.434884	13.111641	14.152644	13.454224	12.873744	13.089924	14.002564	14.531344	12.124324
LPL	22.2784	22.829284	82.500889	21.743569	17.505856	20.016676	19.678096	102.333456	39.917124	18.722929	21.5296	24.730729	26.061025	30.614089	156.400036	20.142144	19.088161	19.775809	17.280649	18.610596	17.447329
LRCH2	11.648569	18.003049	11.710084	12.482089	30.980356	11.675889	48.525156	11.370384	11.600836	11.730625	11.861136	11.471769	12.880921	10.4976	30.008484	11.785489	11.102224	12.103441	11.2896	11.444689	47.927929
LRFN5	15.382084	14.830201	15.295921	51.883209	17.230801	14.0625	14.303524	15.374241	15.594601	15.350724	17.430625	17.799961	15.000129	22.1841	23.415921	14.333796	15.046641	16.459249	14.915044	14.508481	14.531344
LRP12	12.446784	25.563136	49.7025	18.438436	46.416969	32.638369	18.011536	41.0881	24.4036	23.011209	14.0625	15.100996	30.758116	15.374241	21.669025	14.760964	16.016004	15.038884	27.604516	13.388281	22.886656
LRRK2	52.243984	19.070689	33.884041	55.621764	25.765776	19.474569	17.969121	37.503376	67.092481	17.842176	112.826884	27.363361	28.058209	22.014864	50.893956	21.724921	16.621929	19.811401	14.197824	14.807104	14.714896
