Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
KLHL18	45.686771	69.319519	45.065201	48.388988	69.894371	54.508545	36.660488	86.296898	63.405144	49.547104	46.962059	86.296898	42.780045	46.223537	69.319519	38.559151	66.105049	50.208652	66.657135	25.993835
KLRC3	9.181261	9.748645	8.62093	459.515839	131.738464	90.182289	10.187995	11.942526	12.727759	85.041138	7.650875	7.650875	12.727759	11.812012	13.339705	10.187995	10.596711	9.748645	9.532182	13.002691
KLRD1	20.058748	24.303902	26.170534	793.726746	243.949341	170.333893	17.259283	17.990255	21.04863	231.14064	14.829544	12.259651	19.374172	17.051916	27.551815	15.994379	21.653194	34.6744	24.575848	10.187995
KLRF1	20.837421	32.682171	23.095299	3825.404785	671.710876	99.472412	9.748645	42.780045	18.945938	46.223537	17.990255	14.468279	21.04863	25.308821	19.750544	21.04863	15.884336	34.949799	12.117452	21.776926
KRT19	8.243716	10.371782	8.243716	5.551838	17.796587	10.371782	231.14064	16.454206	12.850965	5.551838	12.850965	8.62093	11.042014	11.400105	8.243716	15.007893	9.748645	7.650875	7.650875	41.440552
KRT5	17.051916	16.975634	14.695355	12.411798	22.862003	13.239426	24.417809	5.551838	26.757652	16.875589	17.896976	14.829544	11.942526	12.259651	18.837408	11.400105	23.993692	17.051916	34.6744	87.639282
KSR1	26.337246	38.559151	28.812832	34.082596	40.624195	36.660488	23.763468	35.920647	313.591827	30.688305	29.309015	24.666662	23.095299	20.935862	35.240398	20.935862	23.258432	29.309015	23.993692	23.763468
LAIR1	110.154976	134.657242	96.398735	158.446075	69.319519	86.296898	124.126831	353.902588	94.463287	57.691223	131.738464	110.154976	217.685989	203.580429	63.405144	139.456406	198.738663	55.130535	45.686771	62.770859
LAMP3	29.139278	19.954008	52.576218	28.812832	15.414994	40.255306	20.837421	46.962059	67.627823	40.624195	14.587454	62.770859	107.397041	42.298241	13.444147	459.515839	15.007893	46.223537	129.484024	35.920647
LGALS13	13.444147	19.671268	11.812012	22.042309	8.62093	14.263503	13.716675	17.4568	16.796598	20.178867	16.643427	22.862003	21.503334	23.993692	17.796587	7.650875	19.558275	16.539188	19.468847	16.539188
LILRA3	225.375961	170.333893	30.688305	33.756168	20.935862	21.776926	23.614336	24.776411	16.18446	9.988274	32.975945	40.255306	225.375961	107.397041	17.896976	82.502571	22.967094	88.529335	16.293543	5.551838
LILRA4	25.993835	29.139278	21.399233	30.230354	33.249577	29.972618	23.258432	32.183662	60.340691	12.727759	34.082596	30.230354	28.679478	35.513618	65.056778	24.776411	66.657135	30.688305	20.178867	671.710876
LILRA5	54.508545	96.398735	29.75654	25.051746	19.750544	15.287424	13.816945	21.04863	9.532182	16.643427	14.695355	26.337246	87.639282	39.954044	18.112009	37.380245	21.04863	70.662674	17.4568	19.254171
LILRB1	261.633698	225.375961	39.620373	88.529335	52.109005	44.500584	21.897953	231.14064	20.178867	26.757652	34.949799	71.420731	167.175339	176.582184	103.535278	129.484024	99.472412	77.238762	79.399162	86.296898
LIMA1	22.042309	19.374172	80.29747	47.972385	30.688305	61.806778	261.633698	23.498703	18.112009	50.710217	44.101254	50.208652	57.106258	115.355324	46.962059	38.9128	44.500584	12.850965	56.056652	13.339705
LIMK2	38.559151	29.972618	42.780045	53.523853	32.183662	44.101254	53.523853	43.65892	72.499123	52.962521	42.298241	33.756168	44.101254	23.095299	52.576218	24.575848	64.368958	139.456406	23.614336	38.559151
LIPF	13.239426	18.112009	9.988274	20.058748	8.243716	15.753381	10.371782	30.969177	10.845968	17.4568	10.596711	11.2216	22.862003	22.525253	14.263503	17.896976	16.376865	18.727728	13.931892	68.344315
LRP5L	38.9128	63.405144	53.523853	73.572762	47.398479	52.962521	33.53194	793.726746	52.576218	43.115932	74.89193	112.568771	48.738468	64.368958	33.249577	69.319519	41.949062	41.055653	15.753381	57.106258
LRRC8D	209.98024	122.015579	182.220596	134.657242	107.397041	158.446075	86.296898	36.660488	99.472412	149.063263	313.591827	193.870102	61.086529	78.17527	167.175339	78.17527	158.446075	72.499123	139.456406	73.572762
LSM4	62.770859	112.568771	145.858078	117.313843	101.992607	145.858078	66.105049	139.456406	70.662674	83.578552	87.639282	134.657242	139.456406	170.333893	129.484024	176.582184	101.992607	29.972618	59.57922	261.633698
MAG	15.287424	27.352167	17.051916	20.362188	17.362093	16.089027	18.112009	25.834925	22.2642	13.239426	15.994379	19.254171	16.454206	16.539188	24.666662	15.753381	22.042309	16.454206	11.942526	92.680656
MAL	19.84803	17.166605	459.515839	23.763468	18.112009	217.685989	67.627823	22.2642	17.990255	124.126831	28.096432	10.187995	17.796587	24.922846	29.309015	19.84803	37.646557	26.532515	67.627823	12.727759
MAOA	15.198966	10.596711	12.555463	11.400105	12.259651	12.411798	105.168152	35.513618	18.837408	18.945938	19.468847	43.65892	52.576218	353.902588	13.716675	34.6744	10.371782	11.942526	11.400105	28.096432
MAPK7	45.065201	52.109005	38.128716	37.380245	36.24918	43.65892	39.954044	46.223537	27.153866	38.128716	25.649586	29.309015	39.954044	44.101254	40.624195	33.53194	43.65892	25.649586	30.535194	24.776411
MAT2B	127.059723	87.639282	225.375961	273.328735	163.1707	313.591827	293.394714	170.333893	3825.404785	163.1707	112.568771	77.238762	105.168152	134.657242	950.926147	158.446075	508.444244	107.397041	313.591827	66.105049
MEST	23.993692	18.641182	20.599075	18.453339	17.712387	32.183662	17.712387	13.716675	29.139278	24.666662	375.271942	20.178867	13.239426	13.583591	31.229664	17.051916	36.24918	21.254532	41.440552	27.352167
MME	17.896976	15.619143	12.259651	10.596711	10.596711	12.727759	21.776926	14.13267	36.996227	10.371782	34.6744	18.837408	18.329815	18.572136	19.374172	11.812012	19.671268	198.738663	20.599075	29.00341
MMP25	44.101254	30.969177	33.53194	40.255306	28.679478	42.298241	32.345612	243.949341	81.318825	46.962059	28.401363	24.131315	38.9128	35.240398	30.969177	44.101254	38.9128	122.015579	57.106258	24.417809
MMP8	13.583591	9.988274	9.532182	14.370027	9.532182	10.187995	24.922846	11.400105	27.551815	17.166605	18.229898	41.055653	8.62093	7.650875	16.18446	5.551838	19.750544	32.975945	39.279461	17.712387
MMP9	56.056652	19.050083	29.139278	44.500584	32.975945	25.993835	52.962521	16.539188	35.240398	50.208652	39.954044	1283.386353	3825.404785	3825.404785	28.812832	261.633698	27.903774	459.515839	101.992607	39.620373
MOCS3	27.153866	16.875589	32.183662	24.776411	21.399233	27.352167	49.547104	21.399233	16.293543	43.324879	23.860415	35.513618	24.575848	25.993835	31.513506	18.229898	39.279461	24.303902	44.500584	19.750544
MPO	36.660488	31.680347	21.153776	29.972618	17.259283	17.362093	30.969177	81.318825	39.279461	18.572136	950.926147	43.324879	35.513618	38.559151	14.025251	20.178867	15.198966	33.249577	23.763468	16.293543
MPPED2	8.62093	13.002691	11.400105	19.671268	14.927616	10.845968	17.610331	10.596711	18.453339	13.583591	26.532515	12.117452	5.551838	5.551838	11.2216	12.117452	15.110243	10.187995	12.259651	21.254532
MRPL3	129.484024	149.063263	261.633698	209.98024	139.456406	261.633698	459.515839	69.894371	103.535278	1283.386353	671.710876	99.472412	86.296898	127.059723	424.066406	188.055313	261.633698	37.646557	330.502472	94.463287
MRPL4	33.53194	34.082596	58.582626	36.24918	39.954044	74.89193	131.738464	22.785128	12.259651	87.639282	49.547104	42.298241	33.249577	40.624195	57.691223	30.535194	56.056652	11.042014	112.568771	26.757652
MS4A1	21.153776	16.454206	23.763468	22.967094	18.727728	34.082596	15.753381	27.153866	71.420731	24.575848	19.050083	13.583591	14.263503	15.994379	3825.404785	18.572136	3825.404785	23.391291	99.472412	10.596711
MS4A6A	330.502472	198.738663	67.627823	40.624195	23.993692	20.935862	41.949062	203.580429	54.026958	15.994379	86.296898	107.397041	66.105049	569.837585	28.679478	163.1707	30.969177	66.657135	33.756168	43.115932
MT1X	131.738464	103.535278	167.175339	96.398735	99.472412	176.582184	313.591827	64.368958	90.182289	261.633698	120.032059	209.98024	330.502472	112.568771	83.578552	64.368958	51.621704	66.105049	83.578552	33.53194
MTMR11	167.175339	110.154976	36.996227	26.757652	36.996227	24.575848	28.812832	38.128716	17.896976	20.362188	23.391291	44.500584	34.6744	29.75654	21.776926	43.324879	24.575848	24.575848	42.780045	23.860415
MTSS1	52.962521	120.032059	45.686771	188.055313	117.313843	48.738468	99.472412	48.738468	41.949062	34.082596	35.513618	49.547104	43.65892	74.89193	137.642548	103.535278	153.206238	22.400589	26.337246	44.101254
MUC1	21.776926	20.935862	29.972618	14.263503	27.551815	33.756168	38.128716	31.513506	28.096432	36.660488	43.115932	23.763468	48.388988	26.170534	32.975945	34.39127	26.532515	23.763468	31.513506	353.902588
MYLIP	88.529335	217.685989	193.870102	182.220596	188.055313	139.456406	55.130535	459.515839	145.858078	81.318825	134.657242	47.972385	79.399162	91.284546	149.063263	209.98024	149.063263	225.375961	43.65892	32.975945
NAGA	188.055313	167.175339	56.056652	42.780045	45.065201	46.962059	217.685989	32.682171	37.380245	62.770859	82.502571	101.992607	64.368958	117.313843	71.420731	90.182289	65.056778	31.680347	94.463287	78.17527
NBN	78.17527	46.223537	69.894371	143.426468	153.206238	87.639282	80.29747	61.086529	243.949341	88.529335	110.154976	78.17527	81.318825	59.57922	127.059723	65.056778	81.318825	127.059723	65.056778	23.614336
NBR1	50.710217	22.042309	62.770859	66.657135	76.026848	78.17527	122.015579	27.903774	170.333893	86.296898	34.39127	33.53194	20.837421	29.309015	74.89193	25.426506	68.344315	57.106258	137.642548	22.862003
NDRG2	24.131315	26.532515	39.954044	32.345612	32.345612	30.535194	43.324879	29.00341	33.53194	23.258432	23.763468	37.646557	37.380245	47.398479	35.920647	86.296898	40.255306	24.131315	34.082596	33.249577
NEFL	12.259651	17.896976	26.757652	10.371782	15.994379	14.13267	47.972385	21.776926	15.110243	15.110243	10.187995	13.816945	16.376865	15.527487	15.753381	18.329815	14.025251	18.329815	10.845968	15.884336
NGFRAP1	38.128716	33.249577	107.397041	33.53194	29.139278	92.680656	671.710876	44.500584	49.547104	34.949799	3825.404785	80.29747	45.065201	61.086529	37.380245	61.806778	29.972618	32.183662	103.535278	14.587454
NME1	69.319519	78.17527	129.484024	66.105049	55.130535	129.484024	793.726746	40.624195	51.621704	508.444244	569.837585	145.858078	70.662674	90.182289	313.591827	91.284546	209.98024	35.513618	353.902588	1283.386353
NOTCH4	26.998066	50.208652	24.131315	25.993835	41.055653	23.095299	35.240398	23.391291	32.975945	21.653194	24.666662	18.727728	24.666662	18.945938	38.9128	19.254171	45.686771	18.641182	28.096432	24.666662
NOV	15.884336	22.631895	16.18446	13.339705	22.13479	14.695355	20.178867	34.39127	62.770859	18.329815	23.095299	30.969177	23.993692	26.998066	14.927616	18.453339	21.897953	83.578552	17.362093	18.572136
NPEPPS	68.344315	45.065201	92.680656	76.026848	209.98024	88.529335	71.420731	129.484024	193.870102	99.472412	80.29747	28.401363	47.398479	65.056778	88.529335	97.926567	76.026848	81.318825	48.738468	29.139278
NR2E3	14.927616	14.927616	15.884336	14.927616	29.565622	15.414994	11.812012	10.845968	29.309015	15.007893	14.263503	20.935862	11.564937	12.411798	22.525253	12.259651	24.131315	14.13267	13.339705	15.198966
NR4A2	37.646557	153.206238	115.355324	115.355324	1283.386353	203.580429	62.770859	167.175339	129.484024	120.032059	158.446075	15.287424	38.128716	30.535194	67.627823	110.154976	54.026958	131.738464	85.041138	9.532182
NRG1	34.6744	20.058748	15.527487	11.942526	22.400589	17.051916	20.935862	16.293543	19.374172	14.587454	13.716675	10.371782	13.12596	14.025251	16.089027	20.501995	16.796598	15.619143	15.884336	10.845968
NRGN	176.582184	82.502571	41.949062	29.75654	35.920647	34.6744	79.399162	29.139278	22.13479	28.401363	47.972385	29.565622	23.860415	43.115932	25.993835	25.834925	29.565622	59.57922	35.513618	67.627823
NUDT1	44.500584	83.578552	88.529335	61.086529	77.238762	94.463287	73.572762	68.344315	13.716675	72.499123	293.394714	182.220596	31.513506	56.056652	91.284546	122.015579	73.572762	15.527487	23.258432	3825.404785
NUDT18	42.780045	72.499123	60.340691	54.508545	37.380245	66.105049	27.551815	85.041138	23.763468	54.026958	43.65892	96.398735	78.17527	70.662674	43.115932	62.770859	48.738468	38.9128	38.128716	127.059723
NXT1	86.296898	137.642548	217.685989	131.738464	143.426468	273.328735	110.154976	158.446075	122.015579	243.949341	273.328735	48.738468	137.642548	153.206238	115.355324	273.328735	134.657242	79.399162	163.1707	96.398735
NXT2	51.621704	68.344315	61.086529	83.578552	87.639282	71.420731	330.502472	56.056652	36.660488	73.572762	77.238762	34.082596	72.499123	71.420731	82.502571	80.29747	52.962521	42.780045	39.954044	139.456406
OLFM1	32.682171	41.440552	17.259283	15.198966	14.370027	15.994379	17.166605	13.339705	20.362188	15.198966	19.374172	19.558275	23.498703	22.785128	15.007893	23.993692	13.444147	12.411798	17.990255	21.04863
OR2F1	16.796598	14.13267	15.287424	12.727759	16.643427	12.117452	25.649586	11.564937	23.498703	16.293543	16.293543	16.539188	10.845968	11.942526	11.942526	8.62093	15.527487	13.12596	18.945938	13.816945
OR2J2	12.117452	15.007893	11.2216	8.62093	5.551838	8.243716	14.587454	14.025251	5.551838	10.845968	10.845968	19.84803	9.532182	9.988274	10.371782	9.988274	13.12596	9.532182	11.812012	26.998066
ORM1	21.653194	22.2642	14.587454	13.444147	12.850965	17.4568	16.539188	23.258432	13.931892	8.243716	15.619143	39.620373	54.026958	18.112009	18.945938	13.444147	17.896976	143.426468	16.18446	51.621704
OSBPL10	14.263503	11.942526	17.166605	16.089027	22.631895	19.160997	16.293543	13.239426	25.834925	23.763468	23.498703	16.18446	17.896976	23.860415	124.126831	14.13267	124.126831	15.414994	60.340691	11.400105
PALLD	41.440552	35.513618	23.258432	71.420731	35.513618	22.525253	77.238762	424.066406	10.187995	21.776926	22.525253	92.680656	50.208652	217.685989	33.756168	124.126831	34.39127	14.468279	14.829544	56.056652
PANX1	40.255306	38.128716	47.972385	57.691223	81.318825	55.130535	74.89193	25.649586	37.646557	61.086529	36.24918	46.962059	71.420731	34.082596	43.324879	43.65892	33.756168	17.610331	35.920647	18.329815
PAX5	21.04863	15.414994	16.089027	19.160997	23.498703	23.391291	23.993692	9.748645	47.398479	25.308821	38.9128	17.896976	14.13267	12.555463	203.580429	15.527487	225.375961	17.4568	52.109005	39.279461
