Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
CXCL10	738.010559	379.010162	318.910461	157.021622	157.021622	174.081573	685.294067	147.838913	219.593933	356.891388	167.068863	1331.744507	512.691467	227.854782	19182.162109	299.240509	227.854782	13809.623047	118.833199	281.9216	227.854782	327.613647
CXCL11	99.593994	76.996414	58.996101	22.583956	6.241128	17.499207	57.56839	27.166094	30.682217	27.166094	24.367363	194.70517	40.869915	21.306353	5890.337891	30.039644	25.410543	3170.206787	23.487745	28.306686	20.857456	55.088787
CXCL13	62.602283	28.306686	22.171141	22.044069	5.591897	10.969349	318.910461	12117.945313	11.608013	4.358953	7.972922	15.730737	10.217774	13.949647	565.239502	18.242476	13.949647	20.627159	21.435146	8.62004	9.13861	24.557219
CXCL3	88.074013	36.614388	70.816162	27.697506	17.499207	31.815218	31.305862	32.809681	123.377251	29.609581	15.057142	27.697506	192.217972	2198.781738	267.591217	252.424393	102.898842	194.70517	168.917679	9161.204102	25.65695	56.972141
CXCL5	101.174423	88.628784	57.56839	18.242476	7.370461	41.8694	30.885761	21.435146	60.456345	53.465744	22.044069	25.940304	32.809681	8650.460938	97.222992	45.63385	47.679245	386.983765	46.071384	587.608154	18.925959	52.564182
CXCL9	587.608154	422.879303	337.139801	126.726799	94.884102	170.794769	288.690521	164.080719	142.831909	151.624985	151.624985	659.657104	288.690521	242.022751	42851.285156	219.593933	256.268402	2335.307861	131.257629	86.409561	131.257629	279.228943
CXCR1	230.845993	162.813156	183.180893	200.623703	408.711609	275.834808	81.148239	87.312691	192.217972	512.691467	451.44223	480.992065	83.878334	94.884102	63.809605	49.624992	80.563194	73.92701	346.390961	236.736984	151.624985	4856.819824
CXCR2	32.809681	13.036197	26.710436	73.92701	4.592908	24.367363	9.669431	12.453617	48.243649	236.736984	882.021362	315.265076	441.402924	160.037018	174.081573	60.456345	247.349472	52.564182	135.650574	49.624992	327.613647	13809.623047
CXCR5	341.767456	260.853912	11.193661	33.503876	33.503876	200.623703	224.949539	2198.781738	22.171141	20.627159	13.785949	14.926618	15.961307	21.832342	208.457199	14.926618	20.10404	28.720709	11.802128	15.17643	32.286087	16.093626
CXCR6	142.831909	133.538162	154.459473	234.001724	111.349533	206.69809	1423.656982	227.854782	788.016907	788.016907	144.098297	144.098297	92.199059	81.803818	72.639511	52.143307	74.767288	105.440369	56.972141	47.261654	56.57526	113.605453
CXorf57	50.262821	22.766867	12.083834	103.74852	284.818665	117.086044	151.624985	15.491729	10.573276	188.412186	47.261654	76.406921	8.29018	12.901111	7.235314	11.608013	7.871305	5.982137	6.907733	6.506904	43.791424	10.111629
CYP27A1	35.231133	39.844273	52.143307	35.231133	68.245293	22.363804	24.367363	69.867012	42.600033	61.775917	32.809681	28.720709	788.016907	13809.623047	76.996414	70.816162	1068.119873	1384.61438	1265.55127	845.849182	41.651775	42.600033
CYP27B1	802.269714	367.195068	908.754883	124.342735	106.925667	118.833199	275.834808	72.005432	367.195068	139.854202	83.058502	116.30175	104.839767	1749.887451	4602.986328	141.183411	299.240509	1693.549072	97.222992	208.457199	122.059906	206.69809
DACH1	9.257813	6.38254	6.907733	6.38254	29.827385	7.475655	5.166818	5.166818	12.901111	9.416127	31.052618	18.057825	66.465591	7.972922	4.358953	8.533286	5.982137	6.241128	24.949003	9.257813	146.713455	62.195011
DAPK2	63.450695	64.264938	31.305862	36.239407	39.395184	54.10239	24.557219	23.087545	58.996101	34.533569	65.279793	64.264938	52.143307	50.262821	39.844273	73.264488	65.279793	68.661942	331.943573	106.30899	1089.345947	331.943573
DCSTAMP	48.985622	22.961229	162.813156	47.679245	36.239407	22.961229	67.159706	79.212257	46.748817	51.687199	35.938824	83.878334	110.304306	4480.145508	168.917679	304.395172	1155.484375	530.421082	134.639877	219.593933	97.222992	67.699944
DEFA4	327.613647	234.001724	275.834808	460.866882	75.483482	271.723083	172.26033	105.440369	31.052618	194.70517	3070.837891	247.349472	124.342735	81.148239	81.148239	81.803818	102.017166	116.30175	315.265076	157.021622	738.010559	304.395172
DENND5B	59.892258	88.074013	468.494446	5.791428	4.832753	7.051423	11.193661	2.308213	24.755863	2.308213	24.557219	4.592908	5.166818	18.242476	8.29018	37.372372	14.282252	30.039644	5.982137	9.994195	7.871305	9.13861
DEPDC5	28.306686	43.391136	36.614388	40.281143	239.578339	43.391136	41.8694	157.021622	79.628654	33.168301	63.809605	154.459473	42.260494	125.610916	162.813156	208.457199	138.674103	43.040771	114.302994	27.166094	437.052521	23.679504
DGKA	398.577698	480.992065	242.022751	1564.730835	3812.246826	2335.307861	908.754883	3170.206787	2814.357666	422.879303	322.065186	337.139801	337.139801	244.041504	164.080719	236.736984	288.690521	263.745056	164.080719	109.458176	304.395172	222.45314
DHRS11	65.825241	74.767288	85.671661	92.199059	162.813156	30.682217	147.838913	88.074013	44.615433	22.766867	52.564182	85.15728	49.624992	379.010162	18.925959	263.745056	1331.744507	322.065186	71.304649	62.195011	18.057825	43.040771
DHX58	16.732615	19.714382	14.435366	67.159706	367.195068	33.168301	18.057825	99.593994	75.483482	13.415968	105.440369	26.710436	70.331421	25.940304	1018.714722	256.268402	42.600033	1155.484375	22.961229	17.707031	12.901111	17.707031
DPEP2	670.676941	468.494446	12.453617	398.577698	1564.730835	574.789612	11.608013	367.195068	279.228943	379.010162	574.789612	20.627159	1564.730835	161.496582	16.55789	2602.697266	754.863159	42.260494	184.859802	114.302994	4480.145508	3170.206787
DPP4	23.087545	18.786974	19.332794	542.601257	908.754883	926.468445	990.938416	26.200808	754.863159	258.329712	38.693993	460.866882	21.832342	22.171141	175.873199	34.127953	13.036197	160.037018	68.661942	21.832342	13.265934	16.55789
DSC1	95.813484	58.996101	59.421028	351.045685	1042.466675	18.925959	13.036197	8.42998	16.254467	56.086121	18.578394	21.832342	21.077456	18.925959	12.083834	7.235314	58.996101	14.282252	29.827385	30.039644	41.216347	34.533569
DUSP2	15.868147	135.650574	40.598751	3070.837891	398.577698	1800.605835	4000.241211	1866.087524	258.329712	3688.758057	402.207336	356.891388	437.052521	685.294067	521.508789	288.690521	468.494446	460.866882	35.938824	754.863159	908.754883	67.159706
EAF2	2413.373291	2131.202637	7360.620605	213.947983	288.690521	150.550903	294.972473	236.736984	183.180893	125.610916	162.813156	196.333496	738.010559	402.207336	291.78714	308.553802	367.195068	437.052521	565.239502	371.260681	611.586426	151.624985
EBI3	12.311938	19.871445	8.793397	12.685906	16.417013	14.680734	126.726799	12.685906	149.026138	5.376191	7.871305	16.254467	13.140173	15.868147	13809.623047	337.139801	19.094671	6649.14209	8.29018	116.30175	7.972922	9.416127
EFNA5	5.982137	9.257813	8.947416	12.311938	150.550903	26.926359	16.882568	89.880508	211.234772	52.143307	25.940304	42.600033	18.418451	18.418451	66.465591	53.465744	23.936371	39.051083	60.456345	9.528661	53.465744	31.052618
EGR2	125.610916	106.925667	69.171471	35.938824	38.354115	38.354115	3285.584229	1301.4021	116.30175	106.30899	130.110428	1265.55127	480.992065	5567.321289	23.936371	2131.202637	5335.622559	863.071533	398.577698	2413.373291	1516.823242	132.276779
ELANE	13.036197	9.050872	9.774491	106.30899	13.642431	15.17643	8.29018	11.078864	12.565406	13.140173	647.52655	178.360687	29.827385	19.48814	105.440369	222.45314	13.785949	13.50417	8650.460938	5567.321289	80.563194	26.926359
EMR1	447.613739	346.390961	224.949539	187.07515	542.601257	322.065186	447.613739	217.648285	271.723083	322.065186	304.395172	206.69809	2198.781738	291.78714	2335.307861	447.613739	252.424393	271.723083	379.010162	217.648285	19182.162109	788.016907
EMR2	144.098297	114.302994	81.803818	42.260494	64.264938	85.671661	78.145706	23.936371	85.15728	115.362389	142.831909	86.409561	1384.61438	1493.347534	1188.973755	398.577698	1116.786987	341.767456	1516.823242	1693.549072	4147.192871	2746.701172
EMR3	67.159706	123.377251	165.811829	106.925667	107.673134	64.674812	99.593994	161.496582	98.172882	95.813484	53.465744	62.602283	415.04068	53.073681	14.524429	5.982137	20.627159	18.925959	215.730316	288.690521	5103.837402	1800.605835
EPB41	26.200808	71.304649	17.88224	227.854782	13.265934	367.195068	256.268402	106.30899	33.168301	6.241128	91.486671	99.593994	27.393801	71.304649	7.972922	25.410543	21.306353	83.878334	8.793397	6.633638	67.159706	14.435366
EPHA1	58.238091	58.238091	64.264938	341.767456	1018.714722	315.265076	39.051083	68.245293	32.286087	39.051083	131.257629	104.839767	67.699944	80.563194	50.800278	39.844273	72.639511	69.171471	34.899029	32.809681	32.606316	53.465744
EPN2	57.56839	51.303722	127.967445	32.286087	77.739517	100.362663	55.088787	64.674812	13.50417	40.598751	28.306686	24.755863	32.606316	44.20126	32.014259	22.363804	70.816162	33.843536	39.844273	62.602283	422.879303	41.216347
ETS1	926.468445	863.071533	634.837708	468.494446	346.390961	1693.549072	1693.549072	700.262634	973.252869	68.661942	685.294067	802.269714	86.409561	126.726799	126.726799	69.867012	161.496582	129.063187	160.037018	136.846527	145.768585	154.459473
ETV3	48.570263	47.261654	115.362389	49.624992	22.044069	437.052521	25.410543	38.693993	15.730737	9.528661	30.039644	36.239407	43.791424	29.342499	95.813484	35.53936	52.143307	1516.823242	14.926618	18.418451	35.53936	32.606316
FAIM3	11181.758789	7878.514648	322.065186	4602.986328	9161.204102	6308.292969	1453.447876	6649.14209	4480.145508	1516.823242	2746.701172	552.676331	135.650574	447.613739	55.088787	160.037018	200.623703	54.597343	58.238091	38.693993	362.228546	488.569611
FAM124B	25.940304	16.55789	23.936371	15.057142	17.707031	23.936371	20.460945	18.242476	11.193661	7.235314	17.060171	17.707031	30.039644	23.087545	9.669431	22.766867	18.786974	11.078864	685.294067	106.925667	62.195011	16.882568
FAM174B	117.881424	99.593994	95.813484	98.808739	190.540955	107.673134	102.898842	190.540955	146.713455	45.139194	36.614388	35.53936	41.8694	73.92701	60.456345	63.450695	54.10239	45.63385	1564.730835	362.228546	43.391136	75.96167
FAM198B	11.193661	18.242476	9.528661	5.166818	34.533569	10.346827	6.907733	15.057142	15.17643	33.843536	21.077456	9.257813	530.421082	700.262634	41.216347	437.052521	845.849182	50.800278	30.039644	41.8694	34.127953	7.235314
FAM212B	61.775917	60.456345	136.846527	23.087545	13.50417	27.697506	76.406921	19.332794	86.409561	20.857456	12.206372	18.925959	102.898842	61.132915	15.730737	15.961307	23.087545	12.901111	51.687199	75.96167	74.767288	392.378967
FAM65B	3812.246826	5103.837402	308.553802	2413.373291	4856.819824	2485.99585	281.9216	670.676941	767.913879	1959.947876	1564.730835	826.968384	2899.61084	117.086044	192.217972	79.212257	187.07515	142.831909	222.45314	146.713455	3170.206787	5890.337891
FASLG	311.956848	244.041504	215.730316	168.917679	196.333496	155.725891	565.239502	146.713455	158.557175	451.44223	1493.347534	2198.781738	123.377251	136.846527	83.878334	78.145706	88.628784	113.605453	137.760452	130.110428	76.406921	161.496582
FBXL8	8.62004	2.710607	16.882568	94.884102	62.195011	327.613647	73.264488	60.456345	88.074013	30.039644	11.193661	32.286087	46.748817	18.057825	146.713455	110.304306	83.878334	63.809605	7.370461	6.118367	3.552284	6.633638
FCER1A	110.304306	85.671661	102.017166	116.30175	85.15728	138.674103	70.331421	35.938824	59.892258	190.540955	139.854202	101.174423	634.837708	63.450695	58.238091	845.849182	2746.701172	98.808739	7878.514648	5103.837402	2992.81665	77.739517
FCER2	947.45874	187.07515	33.168301	9.050872	20.460945	12.901111	21.435146	11.802128	21.306353	6.506904	10.969349	12.083834	13.642431	308.553802	11.078864	371.260681	1453.447876	109.458176	11.314383	12.206372	20.10404	9.257813
FCGR2B	2602.697266	3812.246826	4287.536133	64.674812	8.29018	32.606316	65.825241	122.059906	112.582191	85.15728	102.898842	192.217972	315.265076	1453.447876	337.139801	1493.347534	1800.605835	155.725891	908.754883	1866.087524	505.287537	845.849182
FCGR3B	402.207336	165.811829	144.098297	174.081573	73.92701	142.831909	117.881424	75.483482	178.360687	318.910461	408.711609	437.052521	428.31076	367.195068	149.026138	157.021622	213.947983	138.674103	392.378967	105.440369	217.648285	26056.392578
FCN1	162.813156	100.362663	130.110428	130.110428	198.334778	102.017166	68.661942	131.257629	108.613419	4287.536133	386.983765	120.953827	42851.285156	1959.947876	331.943573	647.52655	162.813156	132.276779	721.179749	521.508789	117.086044	4147.192871
FCRL2	3285.584229	3170.206787	1116.786987	74.767288	36.951077	56.972141	87.312691	55.088787	16.882568	112.582191	45.139194	48.243649	51.303722	49.624992	32.286087	19.094671	73.264488	43.791424	38.010654	25.205048	54.597343	83.058502
FES	9.774491	8.62004	11.608013	9.774491	7.972922	6.506904	10.346827	8.220137	6.38254	65.825241	175.873199	304.395172	863.071533	56.57526	20.857456	1068.119873	552.676331	10.687784	130.110428	70.816162	267.591217	362.228546
FFAR2	15.057142	16.882568	26.200808	12.083834	12.812917	19.714382	21.077456	16.55789	19.48814	17.060171	63.450695	12.453617	111.349533	40.598751	447.613739	79.628654	20.241819	16.254467	79.212257	76.996414	947.45874	2814.357666
FLJ13197	129.063187	63.450695	19.714382	165.811829	308.553802	113.605453	22.766867	50.800278	21.077456	19.871445	117.881424	34.127953	16.55789	8.62004	15.491729	11.802128	10.346827	8.947416	17.88224	12.685906	46.748817	9.528661
FLT3LG	32.606316	66.465591	41.216347	973.252869	2899.61084	1265.55127	247.349472	351.045685	542.601257	152.981003	196.333496	428.31076	75.483482	22.766867	18.242476	55.651569	21.832342	72.639511	18.418451	40.281143	106.30899	23.231144
FLVCR2	81.803818	90.844009	59.892258	87.312691	109.458176	161.496582	258.329712	311.956848	196.333496	100.362663	115.362389	88.074013	598.707947	1603.361206	1564.730835	1018.714722	2899.61084	826.968384	356.891388	172.26033	45.63385	78.145706
FOSB	188.412186	217.648285	4480.145508	39.051083	512.691467	63.450695	35.231133	5335.622559	17.88224	23.936371	28.968689	30.885761	4856.819824	37.372372	24.181501	22.583956	35.231133	51.303722	98.808739	634.837708	9161.204102	61.775917
FOXP3	135.650574	102.017166	53.073681	63.809605	170.794769	208.457199	552.676331	165.811829	1749.887451	70.331421	28.720709	55.651569	77.739517	83.878334	170.794769	59.421028	77.739517	73.264488	70.331421	19.332794	93.013641	111.349533
FPR1	322.065186	351.045685	488.569611	194.70517	215.730316	252.424393	165.811829	294.972473	206.69809	670.676941	327.613647	346.390961	13809.623047	1331.744507	670.676941	460.866882	428.31076	249.221298	1042.466675	721.179749	4000.241211	42851.285156
FPR2	211.234772	149.026138	111.349533	55.088787	73.264488	58.238091	29.827385	65.825241	85.671661	118.833199	76.406921	67.699944	1018.714722	263.745056	279.228943	87.312691	76.996414	53.465744	234.001724	318.910461	99.593994	2485.99585
FPR3	284.818665	219.593933	98.172882	108.613419	117.086044	122.059906	112.582191	149.026138	135.650574	137.760452	97.222992	94.884102	222.45314	4147.192871	542.601257	2485.99585	7878.514648	3812.246826	242.022751	311.956848	138.674103	190.540955
FRK	138.674103	126.726799	75.483482	27.393801	11.802128	5.982137	7.624472	2.710607	5.166818	35.938824	2.710607	6.241128	7.972922	12.685906	3.80092	2.710607	14.435366	17.707031	0.251594	5.376191	5.376191	47.261654
FRMD4A	68.245293	80.563194	22.044069	50.262821	26.200808	75.483482	54.10239	258.329712	27.697506	16.093626	41.216347	41.8694	55.651569	222.45314	256.268402	1231.661865	356.891388	66.465591	39.395184	50.262821	46.071384	19.714382
FRMD8	187.07515	145.768585	93.013641	30.885761	16.093626	157.021622	271.723083	275.834808	947.45874	45.63385	219.593933	170.794769	271.723083	175.873199	271.723083	174.081573	371.260681	311.956848	25.940304	115.362389	87.312691	115.362389
FZD2	51.687199	10.815164	32.014259	14.805666	25.940304	8.088596	13.50417	10.217774	11.960986	43.791424	18.925959	10.111629	468.494446	127.967445	415.04068	802.269714	1089.345947	267.591217	260.853912	149.026138	24.557219	14.282252
FZD3	123.377251	134.639877	213.947983	50.800278	116.30175	40.598751	135.650574	488.569611	48.985622	36.951077	25.205048	37.372372	41.651775	40.869915	36.239407	215.730316	98.808739	25.65695	58.996101	59.892258	18.418451	54.597343
GAL3ST4	82.469223	78.7612	61.775917	299.240509	1231.661865	249.221298	130.110428	308.553802	151.624985	31.511358	32.014259	33.843536	47.679245	106.925667	45.63385	138.674103	194.70517	67.159706	239.578339	85.671661	208.457199	58.996101
GALR1	2.710607	4.358953	5.591897	4.592908	46.071384	7.235314	4.974739	7.972922	2.710607	13.265934	3.191894	3.552284	4.358953	3.191894	5.166818	9.669431	3.191894	3.80092	3.80092	14.524429	11.464968	4.592908
GFI1	34.533569	31.815218	50.262821	267.591217	56.086121	141.183411	754.863159	598.707947	468.494446	219.593933	428.31076	468.494446	21.435146	36.951077	25.65695	27.166094	43.791424	60.456345	2002.147705	598.707947	23.487745	33.168301
GGT5	13.415968	9.13861	20.241819	13.415968	26.926359	11.669181	14.282252	11.464968	5.591897	10.346827	14.680734	12.812917	11.193661	12.453617	304.395172	451.44223	27.393801	13.036197	13.140173	45.63385	64.264938	14.680734
GIPR	9.528661	8.793397	4.974739	11.669181	21.668028	5.591897	12.083834	36.614388	22.583956	43.391136	11.802128	10.217774	8.947416	8.29018	33.843536	23.679504	9.13861	11.193661	14.524429	21.306353	72.639511	8.220137
GNG7	767.913879	1564.730835	3422.434814	135.650574	122.059906	108.613419	79.628654	73.264488	187.07515	32.606316	51.687199	53.465744	131.257629	104.839767	99.593994	271.723083	267.591217	80.563194	198.334778	100.362663	133.538162	308.553802
GNLY	9.994195	15.057142	24.557219	2602.697266	183.180893	1089.345947	242.022751	13.50417	16.732615	5890.337891	26056.392578	16311.804688	22.363804	21.077456	19.871445	16.732615	27.697506	21.832342	22.044069	14.805666	15.595391	85.671661
GPC4	127.967445	79.212257	122.059906	41.8694	70.331421	79.212257	60.456345	69.171471	47.261654	63.809605	66.465591	41.216347	58.238091	1693.549072	124.342735	142.831909	219.593933	98.172882	76.406921	72.005432	20.241819	80.563194
GPR1	3.552284	5.166818	2.308213	0.251594	53.073681	0.251594	0.251594	18.786974	39.844273	10.573276	14.926618	2.308213	5.982137	0.251594	1.76272	0.251594	0.251594	3.552284	31.511358	9.774491	0.251594	3.552284
GPR171	45.139194	28.968689	15.730737	721.179749	1155.484375	882.021362	4480.145508	271.723083	7360.620605	4000.241211	356.891388	1018.714722	16.093626	14.435366	27.166094	50.800278	22.961229	488.569611	89.880508	39.844273	1018.714722	25.65695
GPR18	2335.307861	1749.887451	18.242476	767.913879	1603.361206	598.707947	505.287537	1231.661865	188.412186	611.586426	1137.147827	1800.605835	127.967445	27.393801	53.465744	50.262821	26.926359	37.372372	50.262821	33.843536	170.794769	106.925667
GPR183	247.349472	2266.97876	379.010162	488.569611	1116.786987	2814.357666	3688.758057	863.071533	379.010162	341.767456	184.859802	222.45314	215.730316	634.837708	1384.61438	2814.357666	670.676941	1331.744507	408.711609	767.913879	5335.622559	100.362663
GPR19	33.168301	46.748817	90.844009	37.687332	88.074013	74.767288	422.879303	379.010162	331.943573	19.332794	37.687332	63.809605	22.044069	23.487745	11.314383	11.960986	24.181501	14.435366	14.805666	11.802128	150.550903	40.281143
GPR25	4.592908	38.354115	170.794769	30.682217	10.969349	151.624985	15.057142	24.367363	29.609581	7.475655	9.774491	19.48814	15.057142	9.774491	29.827385	14.680734	12.901111	5.166818	18.242476	11.669181	13.140173	14.926618
GPR65	480.992065	512.691467	202.197449	1188.973755	754.863159	1331.744507	926.468445	299.240509	505.287537	2131.202637	2485.99585	2131.202637	1603.361206	1042.466675	263.745056	1116.786987	926.468445	192.217972	2899.61084	1639.325928	9980.5625	1453.447876
GPR97	157.021622	138.674103	263.745056	107.673134	68.661942	152.981003	105.440369	48.570263	122.059906	64.674812	256.268402	488.569611	76.406921	130.110428	139.854202	85.671661	160.037018	161.496582	337.139801	441.402924	4856.819824	1301.4021
GRAP2	14.805666	15.730737	12.901111	258.329712	402.207336	281.9216	150.550903	242.022751	168.917679	116.30175	165.811829	351.045685	12.311938	10.346827	16.093626	20.627159	8.793397	10.346827	291.78714	120.953827	10.573276	9.050872
GSTT1	7.475655	12.565406	13.50417	18.578394	51.303722	18.242476	17.060171	96.517883	17.707031	10.111629	13.50417	15.491729	19.094671	70.331421	88.628784	530.421082	947.45874	74.767288	488.569611	367.195068	24.181501	21.435146
GUSBP11	5890.337891	12117.945313	16311.804688	422.879303	788.016907	168.917679	11.669181	480.992065	242.022751	10.687784	275.834808	102.898842	47.261654	6.78708	15.322163	311.956848	9.669431	10.111629	49.624992	18.578394	249.221298	194.70517
GYPE	49.624992	68.245293	44.20126	28.054441	7.871305	4.358953	6.38254	7.738266	65.279793	39.395184	13.415968	22.363804	6.907733	8.088596	7.871305	13.50417	5.791428	8.793397	8.62004	3.552284	6.241128	11.802128
GZMA	196.333496	196.333496	103.74852	5103.837402	565.239502	4480.145508	1516.823242	152.981003	256.268402	13809.623047	9980.5625	13809.623047	151.624985	123.377251	112.582191	62.602283	120.953827	146.713455	47.679245	60.456345	98.808739	234.001724
GZMB	106.30899	73.92701	76.996414	1493.347534	102.898842	61.132915	42851.285156	74.767288	41.216347	5567.321289	12117.945313	19182.162109	64.674812	187.07515	152.981003	102.898842	37.687332	93.755974	1693.549072	8650.460938	142.831909	104.839767
GZMH	25.410543	44.20126	53.465744	7360.620605	249.221298	565.239502	1018.714722	31.511358	69.171471	7878.514648	8650.460938	5890.337891	39.051083	29.609581	15.868147	15.595391	20.460945	27.166094	15.057142	15.868147	30.039644	33.843536
GZMK	172.26033	249.221298	109.458176	9161.204102	1749.887451	4147.192871	202.197449	141.183411	39.395184	19182.162109	2266.97876	260.853912	72.005432	92.199059	109.458176	24.949003	101.174423	93.013641	33.168301	70.331421	100.362663	288.690521
GZMM	6.506904	18.418451	13.785949	788.016907	1516.823242	788.016907	670.676941	908.754883	530.421082	634.837708	3422.434814	2413.373291	14.148811	22.044069	31.052618	11.314383	10.491875	20.460945	9.416127	26.926359	89.880508	50.800278
HAL	356.891388	267.591217	126.726799	89.328087	74.767288	77.739517	85.671661	587.608154	70.331421	132.276779	88.628784	97.222992	973.252869	137.760452	96.517883	72.639511	93.013641	62.602283	139.854202	79.628654	129.063187	1959.947876
HCK	244.041504	505.287537	157.021622	109.458176	134.639877	83.058502	90.844009	52.143307	62.602283	552.676331	318.910461	198.334778	9980.5625	4602.986328	5335.622559	5335.622559	5103.837402	2992.81665	882.021362	826.968384	3812.246826	5567.321289
HDC	146.713455	158.557175	415.04068	125.610916	18.786974	125.610916	91.486671	26.926359	80.563194	62.602283	164.080719	164.080719	150.550903	154.459473	198.334778	183.180893	204.177948	122.059906	13809.623047	9980.5625	1188.973755	102.898842
HESX1	7.235314	5.982137	9.13861	7.051423	8.220137	6.241128	8.947416	9.257813	26.710436	4.832753	6.907733	7.972922	8.62004	8.42998	1800.605835	89.328087	13.140173	845.849182	6.241128	9.13861	8.62004	5.591897
HHEX	3688.758057	2746.701172	104.839767	141.183411	101.174423	109.458176	98.808739	91.486671	43.040771	174.081573	213.947983	227.854782	2266.97876	670.676941	69.867012	598.707947	1231.661865	106.30899	2485.99585	611.586426	882.021362	611.586426
HIC1	5.376191	4.086214	6.506904	8.62004	19.714382	6.38254	8.533286	7.475655	78.7612	7.871305	13.265934	40.281143	7.624472	7.051423	13.415968	6.38254	8.29018	12.083834	8.220137	6.907733	9.869331	5.982137
HIST1H2AE	46.071384	26.411583	346.390961	31.305862	34.127953	46.748817	14.148811	125.610916	50.262821	11.464968	12.901111	5.376191	8.533286	7.370461	6.78708	10.346827	21.077456	46.748817	14.435366	23.936371	48.570263	20.241819
HIST1H2BG	21.668028	51.687199	1089.345947	78.145706	192.217972	204.177948	59.421028	213.947983	102.017166	47.261654	58.238091	9.869331	24.949003	13.642431	10.969349	9.257813	50.800278	158.557175	45.63385	24.367363	37.687332	36.239407
HK3	15.491729	9.528661	15.17643	21.668028	27.393801	15.868147	26.200808	17.060171	14.435366	98.172882	188.412186	31.511358	4000.241211	4856.819824	34.899029	164.080719	1384.61438	318.910461	32.286087	211.234772	1331.744507	802.269714
HLA-DOB	4480.145508	4287.536133	6308.292969	198.334778	62.602283	49.624992	48.570263	137.760452	102.898842	28.720709	202.197449	204.177948	112.582191	68.245293	1265.55127	43.040771	46.748817	1493.347534	63.450695	42.260494	144.098297	70.331421
HLA-DQA1	908.754883	1516.823242	200.623703	172.26033	161.496582	112.582191	175.873199	103.74852	521.508789	249.221298	187.07515	236.736984	299.240509	1301.4021	2814.357666	6308.292969	9161.204102	6308.292969	227.854782	356.891388	39.844273	141.183411
HMGB3P30	41.651775	40.281143	44.615433	40.869915	2.308213	53.073681	44.615433	6.633638	288.690521	69.867012	35.231133	60.456345	28.968689	54.10239	55.651569	38.010654	60.456345	61.775917	30.369345	12.812917	40.869915	57.56839
HNMT	72.005432	65.279793	35.53936	19.871445	11.193661	13.785949	34.899029	9.869331	17.270029	54.597343	22.961229	12.565406	845.849182	1137.147827	157.021622	990.938416	973.252869	304.395172	142.831909	104.839767	16.732615	24.949003
HOXA1	15.322163	9.994195	10.217774	13.265934	14.926618	8.793397	13.785949	21.306353	9.257813	9.869331	10.491875	8.220137	10.815164	15.595391	7.475655	10.687784	12.565406	8.62004	1331.744507	437.052521	7.475655	15.17643
HPGDS	192.217972	202.197449	147.838913	88.074013	105.440369	202.197449	102.017166	67.159706	202.197449	82.469223	145.768585	161.496582	38.693993	331.943573	68.245293	135.650574	281.9216	139.854202	19182.162109	12117.945313	161.496582	142.831909
HPSE	39.844273	38.693993	40.869915	55.651569	175.873199	227.854782	622.792786	281.9216	141.183411	200.623703	26.200808	54.10239	1265.55127	83.058502	685.294067	973.252869	34.127953	32.809681	194.70517	88.074013	23.231144	622.792786
HRH1	198.334778	151.624985	196.333496	76.406921	29.342499	105.440369	322.065186	90.844009	96.517883	145.768585	44.615433	40.869915	76.996414	315.265076	144.098297	2198.781738	291.78714	145.768585	125.610916	101.174423	52.143307	147.838913
HSPA6	85.15728	142.831909	22.961229	110.304306	108.613419	24.755863	23.231144	318.910461	284.818665	53.073681	150.550903	318.910461	670.676941	26.710436	141.183411	230.845993	79.628654	20.241819	69.867012	108.613419	587.608154	2198.781738
HTR2B	6.38254	13.642431	33.503876	22.363804	11.960986	6.118367	6.118367	9.994195	18.242476	50.800278	26.710436	6.38254	14.524429	7.738266	34.533569	239.578339	23.487745	379.010162	50.800278	3.80092	6.78708	5.791428
ICA1	178.360687	118.833199	267.591217	136.846527	208.457199	311.956848	161.496582	2131.202637	190.540955	134.639877	109.458176	138.674103	198.334778	284.818665	190.540955	162.813156	311.956848	219.593933	271.723083	174.081573	115.362389	217.648285
ICOS	6.78708	8.29018	5.791428	184.859802	1331.744507	721.179749	2602.697266	8650.460938	647.52655	23.487745	11.078864	21.077456	6.118367	4.974739	18.786974	5.166818	7.051423	6.633638	4.832753	4.086214	10.687784	4.832753
IDO1	217.648285	271.723083	495.932312	236.736984	242.022751	260.853912	219.593933	288.690521	79.212257	127.967445	598.707947	767.913879	291.78714	512.691467	16311.804688	85.15728	175.873199	19182.162109	258.329712	142.831909	1493.347534	356.891388
IFI44L	31.511358	47.679245	67.159706	89.880508	202.197449	137.760452	22.044069	154.459473	3285.584229	367.195068	267.591217	371.260681	346.390961	15.17643	3812.246826	1089.345947	11.960986	3422.434814	88.074013	83.058502	114.302994	55.651569
IFNA10	73.264488	147.838913	38.354115	13.036197	15.961307	17.060171	12.453617	16.882568	138.674103	6.907733	7.051423	11.960986	13.949647	12.083834	8.62004	8.29018	27.166094	9.050872	26.200808	18.242476	9.257813	18.925959
