Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
ORC1	29.827385	50.262821	37.687332	48.985622	44.20126	51.687199	700.262634	175.873199	18.786974	12.565406	24.181501	219.593933	45.139194	68.661942	21.435146	47.261654	55.651569	19.871445	150.550903	123.377251	92.199059	13.036197
OSM	2.308213	0.251594	1.76272	4.358953	0.251594	5.376191	50.262821	13.949647	129.063187	14.282252	1.76272	187.07515	4.086214	4.086214	3.552284	6.506904	11.802128	4.086214	12.083834	7.475655	2053.601563	130.110428
P2RX1	165.811829	48.570263	45.139194	178.360687	222.45314	126.726799	123.377251	162.813156	55.651569	130.110428	110.304306	141.183411	754.863159	279.228943	134.639877	379.010162	222.45314	68.245293	4602.986328	2814.357666	1423.656982	754.863159
P2RX5	7360.620605	9161.204102	4147.192871	598.707947	863.071533	685.294067	659.657104	2335.307861	622.792786	845.849182	422.879303	574.789612	190.540955	45.139194	21.668028	20.241819	46.071384	39.395184	206.69809	256.268402	242.022751	29.827385
P2RY10	408.711609	318.910461	622.792786	291.78714	428.31076	468.494446	331.943573	356.891388	826.968384	75.483482	204.177948	234.001724	23.936371	13.415968	20.241819	18.057825	5.591897	167.068863	22.766867	51.687199	2266.97876	244.041504
P2RY13	10.573276	45.63385	7.972922	7.972922	7.235314	7.972922	8.793397	7.871305	8.42998	160.037018	65.825241	13.265934	3285.584229	167.068863	460.866882	3688.758057	32.286087	8.42998	39.051083	54.597343	1564.730835	3688.758057
P2RY14	1603.361206	175.873199	38.010654	152.981003	75.96167	76.996414	81.803818	40.869915	89.880508	402.207336	181.495316	239.578339	54.10239	9.050872	21.306353	926.468445	322.065186	25.940304	4000.241211	1564.730835	12117.945313	1018.714722
P2RY2	13.642431	14.148811	10.815164	15.868147	12.685906	14.148811	16.254467	23.487745	8.29018	8.42998	12.812917	10.491875	187.07515	109.458176	11.802128	10.491875	11.669181	13.949647	12.685906	78.145706	826.968384	18.418451
PADI4	12.812917	15.322163	21.435146	54.597343	23.679504	19.871445	30.369345	22.583956	7.871305	97.222992	102.017166	24.181501	802.269714	20.460945	18.057825	13.140173	25.65695	40.869915	115.362389	129.063187	460.866882	574.789612
PAQR5	29.342499	23.936371	18.578394	15.17643	28.720709	20.10404	18.418451	14.435366	25.410543	18.925959	14.524429	11.314383	15.322163	428.31076	18.418451	18.786974	22.583956	15.730737	530.421082	252.424393	12.565406	19.48814
PASK	495.932312	721.179749	1042.466675	1089.345947	1384.61438	1959.947876	1116.786987	7878.514648	1265.55127	158.557175	158.557175	291.78714	161.496582	151.624985	236.736984	244.041504	217.648285	215.730316	224.949539	145.768585	288.690521	168.917679
PAX7	78.7612	87.312691	351.045685	23.936371	27.697506	44.615433	37.372372	45.63385	93.013641	30.682217	12.453617	20.241819	40.281143	24.755863	25.205048	20.10404	40.281143	35.231133	18.578394	34.127953	55.088787	35.53936
PBXIP1	367.195068	990.938416	1423.656982	1231.661865	1423.656982	3170.206787	208.457199	1265.55127	2992.81665	428.31076	460.866882	215.730316	279.228943	102.898842	196.333496	468.494446	460.866882	495.932312	202.197449	178.360687	685.294067	634.837708
PCDHA5	5.591897	7.972922	12.812917	16.254467	28.968689	35.53936	10.111629	12.206372	93.755974	27.697506	8.29018	9.994195	10.111629	12.206372	89.880508	8.62004	14.805666	6.38254	9.774491	5.982137	8.533286	10.815164
PDCD1	108.613419	124.342735	120.953827	151.624985	174.081573	167.068863	249.221298	2266.97876	234.001724	142.831909	108.613419	123.377251	164.080719	152.981003	133.538162	132.276779	149.026138	133.538162	141.183411	81.803818	141.183411	192.217972
PDCD1LG2	21.306353	11.669181	13.642431	13.140173	16.55789	13.642431	17.707031	9.050872	64.674812	11.078864	20.241819	11.669181	14.926618	76.406921	441.402924	367.195068	155.725891	634.837708	9.13861	14.926618	42.260494	20.857456
PDE6C	0.251594	3.191894	0.251594	1.76272	22.766867	7.370461	2.308213	7.370461	0.251594	3.191894	13.036197	2.710607	4.592908	3.80092	3.191894	3.191894	1.76272	10.491875	7.738266	0.251594	26.411583	2.308213
PDK1	44.20126	30.885761	2746.701172	224.949539	700.262634	130.110428	183.180893	133.538162	398.577698	16.254467	29.609581	35.938824	28.306686	178.360687	127.967445	118.833199	129.063187	22.961229	19.332794	24.755863	428.31076	35.231133
PGLYRP1	22.583956	29.609581	25.940304	10.346827	10.111629	19.094671	20.10404	22.363804	10.687784	11.669181	88.074013	28.968689	14.680734	16.093626	13.50417	16.093626	12.083834	15.961307	304.395172	230.845993	622.792786	973.252869
PIK3IP1	2198.781738	1188.973755	1137.147827	4147.192871	5335.622559	5335.622559	542.601257	1959.947876	4602.986328	1042.466675	1116.786987	392.378967	685.294067	351.045685	202.197449	1639.325928	480.992065	294.972473	826.968384	267.591217	634.837708	371.260681
PKD2L2	10.969349	6.907733	31.815218	19.332794	59.892258	14.282252	28.054441	6.78708	34.899029	30.885761	9.13861	7.051423	14.282252	11.669181	13.642431	20.460945	6.241128	13.785949	188.412186	41.651775	167.068863	48.570263
PLA1A	46.748817	35.938824	17.707031	16.55789	16.882568	9.416127	17.499207	22.766867	12.812917	20.460945	22.171141	11.608013	63.450695	32.286087	2002.147705	14.524429	49.624992	542.601257	45.139194	38.010654	31.052618	23.087545
PLA2G7	105.440369	83.878334	85.15728	24.949003	13.785949	38.693993	42.260494	45.139194	95.813484	120.953827	62.602283	50.262821	1301.4021	16311.804688	1423.656982	1516.823242	7360.620605	4856.819824	1959.947876	1018.714722	25.410543	44.20126
PLCH2	42.260494	14.926618	40.281143	28.720709	224.949539	147.838913	46.748817	206.69809	908.754883	46.748817	125.610916	133.538162	50.262821	41.651775	50.262821	30.369345	22.171141	33.168301	30.682217	68.661942	65.825241	73.264488
PLEKHF1	51.303722	42.600033	386.983765	670.676941	437.052521	460.866882	574.789612	788.016907	299.240509	802.269714	1453.447876	947.45874	48.985622	408.711609	78.145706	35.231133	52.564182	38.010654	78.145706	242.022751	35.938824	40.598751
PLEKHG3	13.265934	10.969349	12.206372	263.745056	90.844009	512.691467	118.833199	31.305862	13.415968	700.262634	802.269714	386.983765	447.613739	188.412186	530.421082	192.217972	32.014259	21.668028	244.041504	31.305862	1603.361206	990.938416
PMCH	14.524429	10.573276	20.10404	7.235314	14.282252	17.88224	136.846527	10.815164	9980.5625	13.949647	5.376191	9.774491	9.774491	9.994195	6.38254	7.624472	9.994195	11.669181	9.257813	27.393801	8.793397	11.464968
PNOC	3170.206787	3688.758057	4856.819824	93.013641	78.145706	69.867012	93.013641	24.755863	72.639511	133.538162	55.651569	76.996414	249.221298	118.833199	48.570263	86.409561	85.671661	110.304306	62.602283	90.844009	105.440369	178.360687
PPBP	116.30175	96.517883	208.457199	59.421028	79.628654	60.456345	24.181501	73.92701	104.839767	351.045685	34.127953	17.060171	81.803818	5103.837402	227.854782	327.613647	117.881424	236.736984	81.803818	1516.823242	29.342499	386.983765
PPFIBP1	80.563194	11.078864	21.832342	38.010654	54.597343	29.609581	22.583956	6.241128	29.827385	8.220137	19.094671	8.533286	25.940304	51.303722	7.738266	12.311938	331.943573	88.074013	40.598751	24.949003	7.370461	9.994195
PRF1	190.540955	206.69809	279.228943	5890.337891	1089.345947	1866.087524	1866.087524	845.849182	1453.447876	16311.804688	42851.285156	26056.392578	158.557175	110.304306	56.086121	23.487745	85.15728	115.362389	480.992065	244.041504	174.081573	291.78714
PRG2	103.74852	125.610916	192.217972	127.967445	131.257629	154.459473	170.794769	42.600033	54.10239	11.960986	60.456345	81.148239	134.639877	139.854202	315.265076	291.78714	107.673134	100.362663	16311.804688	16311.804688	127.967445	44.615433
PRR5L	117.086044	167.068863	16.093626	275.834808	106.30899	247.349472	132.276779	66.465591	55.088787	574.789612	973.252869	1089.345947	125.610916	48.243649	79.628654	101.174423	13.265934	88.628784	451.44223	346.390961	308.553802	122.059906
PSG2	1453.447876	1384.61438	647.52655	155.725891	137.760452	234.001724	110.304306	93.755974	249.221298	247.349472	118.833199	139.854202	184.859802	215.730316	101.174423	125.610916	154.459473	178.360687	87.312691	37.372372	36.239407	379.010162
PTGDR	96.517883	82.469223	43.040771	441.402924	70.816162	146.713455	63.450695	47.261654	25.65695	281.9216	1693.549072	1866.087524	38.354115	30.682217	47.261654	27.697506	41.216347	31.305862	16.882568	23.487745	90.844009	59.892258
PTGER2	59.421028	23.679504	27.393801	1639.325928	304.395172	4856.819824	1231.661865	16.254467	2198.781738	2413.373291	2899.61084	4856.819824	1155.484375	845.849182	165.811829	1749.887451	882.021362	647.52655	670.676941	882.021362	367.195068	123.377251
PTGIR	42.600033	25.65695	37.372372	48.243649	281.9216	62.602283	162.813156	30.039644	1116.786987	21.077456	26.926359	29.609581	495.932312	52.143307	1493.347534	1265.55127	33.843536	1018.714722	236.736984	97.222992	17.270029	37.687332
PTPRCAP	3070.837891	3285.584229	1693.549072	3285.584229	2198.781738	5567.321289	2131.202637	4856.819824	3422.434814	1301.4021	3170.206787	3170.206787	37.372372	32.809681	18.578394	30.885761	35.938824	56.972141	37.687332	12.565406	236.736984	32.809681
PTPRG	111.349533	104.839767	98.808739	4.086214	3.191894	4.974739	14.926618	14.148811	136.846527	43.040771	6.633638	4.974739	6.78708	10.687784	34.127953	4.974739	9.416127	17.88224	8.947416	2.308213	2.308213	79.212257
PVRIG	826.968384	1301.4021	392.378967	2899.61084	3070.837891	1639.325928	845.849182	3285.584229	2131.202637	2992.81665	4000.241211	3812.246826	108.613419	90.844009	20.460945	108.613419	68.245293	108.613419	93.755974	13.140173	112.582191	252.424393
QPCT	18.578394	32.606316	3812.246826	24.367363	1.76272	25.940304	70.816162	1.76272	10.111629	15.491729	58.996101	47.679245	1749.887451	3812.246826	116.30175	1384.61438	1866.087524	415.04068	294.972473	215.730316	22.961229	2131.202637
RAB27B	8.793397	10.346827	13.036197	26.411583	25.410543	36.951077	13.415968	25.940304	53.465744	26.710436	78.145706	80.563194	7.475655	6.38254	14.435366	31.815218	14.680734	30.885761	1639.325928	647.52655	18.578394	6.78708
RALGPS2	1516.823242	1453.447876	133.538162	56.57526	43.791424	26.710436	39.844273	33.843536	87.312691	59.421028	46.748817	32.014259	48.570263	34.533569	22.044069	57.56839	48.243649	44.20126	40.281143	40.598751	33.168301	78.7612
RASA3	12.453617	30.369345	14.805666	252.424393	213.947983	337.139801	30.039644	85.15728	69.867012	44.615433	178.360687	63.450695	99.593994	25.410543	14.926618	111.349533	19.48814	12.565406	13.50417	15.595391	17.499207	16.417013
RASGRP2	4147.192871	4602.986328	83.878334	1749.887451	4147.192871	2602.697266	129.063187	200.623703	1042.466675	738.010559	1301.4021	294.972473	767.913879	55.088787	122.059906	93.013641	81.803818	150.550903	367.195068	187.07515	1749.887451	826.968384
RASGRP3	422.879303	622.792786	5103.837402	17.060171	32.014259	16.732615	16.732615	17.707031	81.803818	11.608013	13.140173	18.418451	11.608013	1068.119873	512.691467	1423.656982	1265.55127	788.016907	56.086121	78.7612	47.679245	13.642431
RASSF4	27.393801	22.583956	17.499207	22.766867	32.809681	23.231144	28.720709	31.052618	52.564182	14.435366	200.623703	158.557175	721.179749	788.016907	2198.781738	574.789612	1018.714722	1959.947876	35.231133	25.65695	11.802128	28.054441
RCAN3	56.57526	49.624992	54.10239	154.459473	263.745056	521.508789	211.234772	34.127953	260.853912	18.786974	5.982137	22.766867	44.615433	75.96167	42.260494	28.968689	37.372372	117.881424	6.118367	29.609581	9.050872	4.086214
REN	73.92701	62.602283	587.608154	31.815218	91.486671	44.20126	40.869915	43.391136	61.132915	17.88224	22.766867	23.936371	31.511358	39.844273	31.511358	25.940304	31.511358	26.200808	94.884102	43.391136	20.627159	34.899029
RENBP	65.279793	50.800278	29.609581	46.071384	40.869915	35.938824	43.791424	20.241819	23.487745	24.181501	18.242476	33.168301	236.736984	611.586426	647.52655	1564.730835	318.910461	125.610916	105.440369	170.794769	204.177948	58.238091
REPS2	52.143307	35.231133	30.885761	14.926618	13.140173	22.583956	10.969349	20.627159	15.868147	13.785949	13.642431	20.10404	165.811829	17.88224	10.573276	178.360687	59.421028	48.570263	111.349533	15.491729	598.707947	863.071533
RGS1	170.794769	222.45314	1155.484375	505.287537	258.329712	1301.4021	1959.947876	1564.730835	1231.661865	76.996414	117.086044	288.690521	68.245293	200.623703	184.859802	59.892258	76.406921	2899.61084	754.863159	451.44223	5890.337891	81.148239
RGS13	86.409561	76.406921	341.767456	28.306686	11.669181	25.65695	10.217774	8.947416	18.925959	38.010654	32.286087	27.393801	20.627159	10.217774	5.591897	4.086214	4.592908	38.354115	4856.819824	4856.819824	2002.147705	17.060171
RNASE2	174.081573	150.550903	512.691467	202.197449	211.234772	102.898842	116.30175	97.222992	92.199059	460.866882	587.608154	256.268402	5103.837402	196.333496	408.711609	700.262634	196.333496	175.873199	3688.758057	2992.81665	7360.620605	447.613739
RNASE6	1866.087524	1331.744507	4000.241211	17.499207	31.305862	67.699944	11.464968	25.410543	9.13861	587.608154	72.005432	13.949647	5567.321289	3285.584229	327.613647	5890.337891	9980.5625	659.657104	1116.786987	480.992065	95.813484	1116.786987
RPL10L	47.679245	75.483482	422.879303	294.972473	415.04068	530.421082	386.983765	187.07515	132.276779	129.063187	78.7612	103.74852	101.174423	79.212257	54.597343	64.264938	32.606316	85.671661	211.234772	122.059906	15.961307	11.608013
RPL3P7	89.880508	337.139801	2266.97876	1018.714722	5103.837402	3812.246826	1265.55127	1800.605835	1301.4021	488.569611	236.736984	54.597343	126.726799	31.305862	45.139194	32.606316	24.755863	85.15728	659.657104	222.45314	172.26033	99.593994
RRP12	14.926618	12.685906	926.468445	11.608013	10.573276	17.270029	437.052521	19.094671	20.10404	5.982137	18.418451	72.639511	318.910461	132.276779	12.206372	15.057142	45.139194	11.608013	22.583956	152.981003	802.269714	184.859802
RRP9	10.815164	18.057825	22.766867	97.222992	146.713455	51.303722	647.52655	95.813484	15.595391	48.243649	43.791424	202.197449	37.687332	230.845993	183.180893	83.878334	35.53936	16.093626	116.30175	154.459473	26.200808	8.088596
RSAD2	202.197449	188.412186	281.9216	162.813156	271.723083	244.041504	149.026138	117.086044	721.179749	263.745056	263.745056	754.863159	386.983765	100.362663	4856.819824	136.846527	151.624985	9161.204102	552.676331	275.834808	990.938416	468.494446
RYR1	112.582191	119.958435	76.406921	137.760452	15.057142	144.098297	167.068863	260.853912	1089.345947	98.808739	34.533569	75.483482	145.768585	294.972473	77.739517	94.884102	157.021622	117.086044	13.949647	48.570263	44.615433	133.538162
S100A12	175.873199	184.859802	260.853912	105.440369	160.037018	81.803818	83.058502	129.063187	82.469223	1866.087524	1018.714722	242.022751	16311.804688	192.217972	258.329712	119.958435	181.495316	162.813156	1866.087524	990.938416	252.424393	6649.14209
S1PR5	8.947416	7.235314	7.475655	38.354115	8.42998	8.29018	8.088596	9.774491	3.80092	8.793397	495.932312	188.412186	7.235314	11.464968	7.051423	6.633638	7.475655	7.871305	8.42998	7.871305	6.506904	7.624472
SAMSN1	184.859802	437.052521	973.252869	611.586426	826.968384	1516.823242	5103.837402	611.586426	1603.361206	1188.973755	1188.973755	2746.701172	1516.823242	908.754883	3688.758057	4147.192871	2413.373291	8650.460938	12117.945313	5335.622559	13809.623047	1042.466675
SCN9A	7.738266	7.871305	8.62004	6.118367	21.832342	7.871305	7.738266	24.949003	28.306686	35.53936	9.869331	9.528661	6.633638	7.475655	113.605453	80.563194	488.569611	6.506904	61.132915	96.517883	12.812917	12.685906
SEC31B	75.483482	62.195011	112.582191	362.228546	738.010559	65.825241	28.968689	192.217972	990.938416	36.614388	217.648285	30.039644	157.021622	45.63385	61.132915	521.508789	50.262821	31.052618	252.424393	206.69809	123.377251	32.286087
SELL	9980.5625	7360.620605	565.239502	5567.321289	12117.945313	8650.460938	4287.536133	3422.434814	5103.837402	8650.460938	4480.145508	1453.447876	9161.204102	141.183411	230.845993	315.265076	164.080719	157.021622	505.287537	249.221298	3285.584229	11181.758789
SEPT5	12.901111	21.306353	66.465591	13.642431	65.825241	39.395184	47.679245	17.270029	222.45314	64.264938	16.417013	20.857456	18.242476	17.499207	30.039644	15.491729	15.595391	26.710436	19.871445	19.094671	22.171141	22.961229
SEPT8	34.899029	28.720709	46.071384	32.014259	37.687332	37.687332	299.240509	145.768585	23.087545	19.714382	23.231144	65.279793	16.882568	34.127953	181.495316	66.465591	44.20126	19.48814	574.789612	234.001724	15.491729	20.10404
SERGEF	19.094671	11.802128	12.311938	61.132915	311.956848	31.305862	20.241819	234.001724	12.453617	12.453617	54.10239	39.395184	23.087545	28.968689	115.362389	95.813484	19.332794	18.786974	98.172882	33.503876	13.785949	14.524429
SH2D1A	40.281143	30.039644	21.668028	947.45874	1188.973755	1155.484375	2053.601563	2485.99585	1866.087524	1137.147827	1231.661865	882.021362	20.10404	21.668028	17.88224	12.083834	18.578394	29.609581	17.270029	38.354115	19.332794	34.127953
SIGLEC1	227.854782	144.098297	107.673134	85.15728	63.450695	93.755974	53.073681	64.264938	117.881424	124.342735	87.312691	89.328087	308.553802	162.813156	4287.536133	4480.145508	700.262634	2053.601563	213.947983	127.967445	83.878334	155.725891
SIK1	4000.241211	5890.337891	7878.514648	926.468445	670.676941	392.378967	168.917679	4480.145508	845.849182	267.591217	362.228546	281.9216	574.789612	198.334778	308.553802	103.74852	137.760452	258.329712	59.892258	299.240509	2746.701172	275.834808
SIRPG	88.628784	129.063187	70.331421	1042.466675	1453.447876	990.938416	327.613647	2814.357666	2002.147705	521.508789	86.409561	56.972141	57.56839	42.600033	85.15728	41.216347	36.951077	96.517883	11.464968	21.077456	53.073681	89.880508
SIT1	721.179749	1639.325928	659.657104	1137.147827	1693.549072	1453.447876	1068.119873	1331.744507	4147.192871	1018.714722	98.808739	107.673134	107.673134	168.917679	63.450695	99.593994	622.792786	89.328087	79.628654	43.040771	47.261654	200.623703
SKA1	5.166818	1.76272	2.710607	2.308213	16.732615	1.76272	398.577698	61.775917	22.044069	14.680734	14.805666	39.051083	2.710607	4.832753	6.907733	16.417013	4.086214	5.376191	25.205048	14.148811	4.832753	1.76272
SKAP1	1231.661865	574.789612	1603.361206	1693.549072	3170.206787	2131.202637	826.968384	2002.147705	5890.337891	2335.307861	2335.307861	1384.61438	167.068863	271.723083	117.881424	89.880508	236.736984	187.07515	738.010559	460.866882	331.943573	267.591217
SLAMF1	754.863159	530.421082	1959.947876	402.207336	574.789612	947.45874	3170.206787	926.468445	1384.61438	530.421082	98.172882	112.582191	130.110428	183.180893	4147.192871	882.021362	170.794769	622.792786	56.57526	137.760452	155.725891	172.26033
SLAMF8	160.037018	132.276779	91.486671	113.605453	86.409561	106.30899	96.517883	56.086121	26.200808	150.550903	141.183411	95.813484	183.180893	3170.206787	587.608154	1453.447876	3170.206787	346.390961	299.240509	351.045685	73.264488	87.312691
SLC12A1	98.808739	61.132915	9.416127	11.314383	15.491729	13.949647	3.191894	0.251594	14.805666	24.367363	2.308213	3.80092	3.191894	4.358953	5.982137	1.76272	3.80092	1.76272	5.166818	14.435366	15.868147	6.506904
SLC12A8	7.972922	8.533286	64.674812	15.730737	11.608013	4.592908	12.311938	41.651775	36.614388	4.086214	8.220137	17.270029	12.565406	659.657104	25.410543	25.205048	48.985622	57.56839	634.837708	542.601257	68.245293	11.078864
SLC15A3	10.346827	181.495316	11.464968	18.418451	30.369345	23.087545	15.868147	21.077456	7.972922	48.985622	10.346827	7.624472	2002.147705	6308.292969	2485.99585	7878.514648	4000.241211	4480.145508	437.052521	415.04068	13.949647	908.754883
SLC2A6	114.302994	275.834808	56.57526	43.040771	8.088596	18.786974	30.682217	12.311938	13.265934	146.713455	59.892258	127.967445	647.52655	495.932312	4000.241211	611.586426	738.010559	1423.656982	788.016907	495.932312	10.815164	10.217774
SLC7A10	78.145706	89.328087	131.257629	33.843536	21.077456	54.597343	48.985622	634.837708	16.417013	10.217774	28.054441	22.044069	34.127953	72.639511	39.395184	26.200808	48.570263	58.996101	43.391136	9.416127	21.435146	40.869915
SLCO5A1	118.833199	115.362389	94.884102	31.511358	63.809605	73.92701	46.071384	17.499207	98.808739	22.961229	62.195011	48.985622	43.040771	57.56839	738.010559	42.260494	54.597343	802.269714	13.036197	22.363804	18.786974	94.884102
SMPD3	85.671661	137.760452	451.44223	69.171471	206.69809	48.985622	21.306353	542.601257	18.578394	68.245293	76.996414	167.068863	36.239407	60.456345	70.331421	112.582191	29.609581	61.132915	13.265934	25.410543	2131.202637	158.557175
SMPDL3B	3.191894	2.308213	6.38254	3.80092	5.376191	4.832753	6.241128	4.974739	4.974739	5.791428	3.80092	4.086214	4.832753	4.592908	4.974739	4.358953	4.358953	4.358953	4.358953	4.358953	104.839767	4.974739
SOCS1	33.503876	31.511358	21.077456	160.037018	76.996414	123.377251	1188.973755	304.395172	495.932312	55.651569	43.040771	1188.973755	23.679504	103.74852	1749.887451	721.179749	135.650574	408.711609	48.243649	52.564182	29.609581	26.710436
SP140	845.849182	2335.307861	1866.087524	356.891388	480.992065	495.932312	428.31076	565.239502	574.789612	346.390961	346.390961	447.613739	120.953827	96.517883	167.068863	31.305862	94.884102	239.578339	54.10239	22.766867	521.508789	139.854202
SPAG4	20.241819	31.052618	5335.622559	57.56839	97.222992	68.245293	127.967445	102.017166	38.010654	56.972141	6.78708	50.800278	18.925959	47.261654	21.832342	12.565406	12.812917	55.088787	36.614388	94.884102	29.827385	21.306353
SPIB	2992.81665	5567.321289	152.981003	65.825241	141.183411	76.406921	79.212257	102.898842	10.815164	67.699944	93.755974	77.739517	133.538162	79.628654	1068.119873	31.511358	68.661942	45.139194	78.7612	67.159706	55.651569	183.180893
SPOCK2	1423.656982	1155.484375	685.294067	2266.97876	2335.307861	3422.434814	1155.484375	2899.61084	4287.536133	1384.61438	926.468445	685.294067	281.9216	256.268402	130.110428	116.30175	294.972473	244.041504	263.745056	150.550903	318.910461	408.711609
SSX1	1.76272	3.552284	3.191894	7.738266	45.139194	3.191894	12.685906	30.682217	103.74852	36.239407	0.251594	0.251594	5.791428	11.078864	8.088596	24.181501	16.417013	28.054441	21.832342	15.322163	25.205048	12.206372
ST3GAL6	77.739517	44.615433	80.563194	7.370461	14.148811	8.220137	8.42998	23.679504	14.926618	29.827385	23.936371	17.88224	402.207336	721.179749	47.679245	213.947983	598.707947	973.252869	1301.4021	700.262634	1866.087524	315.265076
ST6GALNAC4	236.736984	428.31076	3170.206787	346.390961	362.228546	386.983765	315.265076	327.613647	685.294067	242.022751	208.457199	249.221298	211.234772	990.938416	132.276779	267.591217	565.239502	211.234772	119.958435	111.349533	88.628784	120.953827
ST8SIA1	63.809605	56.086121	10.491875	75.96167	9.416127	294.972473	108.613419	2413.373291	22.766867	52.564182	5.166818	13.642431	8.42998	6.118367	14.680734	3.80092	6.633638	14.805666	415.04068	56.57526	4.358953	13.415968
STAP1	2746.701172	2053.601563	1800.605835	117.086044	552.676331	115.362389	119.958435	107.673134	512.691467	44.20126	260.853912	505.287537	24.367363	31.815218	386.983765	43.791424	61.132915	131.257629	5567.321289	2746.701172	659.657104	38.693993
STEAP4	4.832753	8.220137	7.738266	5.591897	10.815164	2.710607	4.086214	3.191894	56.972141	4.974739	7.235314	16.732615	129.063187	5.982137	22.583956	26.411583	62.195011	4.592908	27.697506	37.687332	16.254467	552.676331
STXBP6	20.627159	15.868147	39.844273	16.732615	19.48814	24.949003	17.88224	19.714382	6.633638	9.669431	8.62004	10.573276	13.785949	15.491729	24.949003	13.642431	13.415968	14.148811	422.879303	213.947983	12.453617	12.311938
TARDBPP1	53.465744	59.421028	12.565406	20.241819	66.465591	40.281143	69.171471	34.899029	3.191894	71.304649	11.960986	30.682217	9.416127	54.597343	4.832753	7.051423	38.010654	22.583956	15.595391	18.925959	26.710436	48.243649
TBX21	460.866882	565.239502	700.262634	1265.55127	217.648285	480.992065	1564.730835	468.494446	263.745056	1423.656982	3688.758057	3285.584229	294.972473	460.866882	505.287537	78.7612	379.010162	208.457199	154.459473	135.650574	154.459473	367.195068
TCF7	43.040771	146.713455	31.511358	2002.147705	5567.321289	3285.584229	392.378967	4147.192871	670.676941	659.657104	351.045685	165.811829	20.460945	30.369345	288.690521	44.615433	40.869915	64.264938	17.707031	17.499207	346.390961	43.391136
TCL1A	12117.945313	845.849182	802.269714	111.349533	178.360687	110.304306	67.699944	160.037018	94.884102	73.92701	92.199059	78.145706	174.081573	147.838913	111.349533	67.159706	116.30175	135.650574	47.261654	81.148239	165.811829	174.081573
TEC	13.140173	11.193661	10.111629	12.206372	9.257813	12.083834	11.960986	13.785949	6.78708	10.491875	17.88224	15.961307	17.88224	24.181501	69.171471	48.243649	15.961307	21.077456	18.925959	202.197449	50.800278	10.969349
TEP1	15.595391	17.270029	6.633638	100.362663	14.680734	98.808739	19.094671	9.416127	7.370461	6.118367	147.838913	92.199059	17.499207	10.111629	73.92701	105.440369	61.775917	12.311938	11.608013	5.166818	6.907733	9.869331
TGM5	70.331421	77.739517	1331.744507	48.570263	48.243649	48.243649	45.63385	40.598751	56.57526	56.57526	49.624992	59.421028	68.661942	77.739517	74.767288	124.342735	69.171471	89.880508	124.342735	139.854202	101.174423	63.450695
TLR2	94.884102	117.086044	138.674103	120.953827	187.07515	135.650574	115.362389	183.180893	72.005432	304.395172	112.582191	147.838913	6649.14209	1188.973755	3285.584229	3812.246826	1603.361206	451.44223	1089.345947	1800.605835	79.212257	4287.536133
TLR7	61.132915	110.304306	45.63385	8.29018	69.867012	12.453617	8.62004	43.791424	37.687332	58.996101	27.697506	9.669431	611.586426	47.679245	754.863159	565.239502	44.615433	70.331421	28.306686	18.786974	108.613419	17.499207
TLR8	8.42998	6.633638	25.205048	6.241128	4.974739	8.62004	7.235314	48.243649	4.086214	63.450695	4.358953	5.166818	1866.087524	926.468445	1866.087524	1188.973755	802.269714	552.676331	15.868147	8.088596	5.591897	1068.119873
TMEM156	542.601257	634.837708	1231.661865	167.068863	144.098297	172.26033	362.228546	337.139801	204.177948	141.183411	113.605453	150.550903	25.205048	32.606316	17.707031	21.306353	38.354115	24.367363	19.48814	23.679504	188.412186	41.8694
TMEM255A	74.767288	53.465744	61.132915	37.372372	4.358953	25.410543	20.857456	4.592908	40.598751	41.651775	42.600033	27.166094	70.816162	552.676331	299.240509	170.794769	1188.973755	754.863159	38.693993	9.869331	2.710607	30.885761
TNFAIP6	239.578339	227.854782	172.26033	83.878334	39.844273	98.172882	86.409561	72.639511	117.086044	102.898842	104.839767	155.725891	252.424393	530.421082	12117.945313	356.891388	386.983765	11181.758789	322.065186	3070.837891	135.650574	2266.97876
TNFRSF10C	54.597343	38.010654	33.843536	28.968689	28.054441	58.996101	49.624992	24.557219	24.181501	25.65695	17.270029	35.231133	260.853912	64.674812	48.243649	71.304649	67.159706	54.10239	83.878334	74.767288	190.540955	2602.697266
TNFRSF11A	62.195011	42.260494	34.533569	9.994195	6.506904	25.205048	52.143307	15.730737	802.269714	60.456345	73.92701	67.159706	19.48814	52.564182	79.212257	428.31076	441.402924	598.707947	20.857456	72.639511	9.669431	51.303722
TNFRSF13B	451.44223	1603.361206	2485.99585	181.495316	371.260681	127.967445	138.674103	211.234772	311.956848	256.268402	198.334778	175.873199	204.177948	217.648285	239.578339	181.495316	234.001724	213.947983	192.217972	167.068863	192.217972	239.578339
TNFRSF17	27.166094	224.949539	9980.5625	14.680734	3.552284	16.417013	10.491875	8.793397	29.342499	6.633638	10.815164	7.871305	9.994195	12.311938	10.111629	14.282252	11.193661	17.060171	6.506904	6.38254	14.282252	7.475655
