gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
LOC100505881	54.666668	55.625	43.75	48.666668	48.5	42.0	41.0	33.400002	69.63636	22.833334	84.25	71.0	39.0	65.590912	44.166668	91.0	66.333336	36.0	17.75	147.666672	70.5
LOC100505885	26.4	27.5	23.166666	34.0	30.333334	25.5	21.545454	36.3125	28.5	40.545456	32.666668	28.375	28.25	28.333334	23.166666	32.68182	28.25	29.5	39.6875	29.5	28.166666
LOC100505888	11.6	13.625	9.0	14.818182	20.181818	10.375	10.666667	8.833333	15.0	12.454545	13.916667	14.4	11.166667	13.25	10.6875	12.5	12.653846	13.5	12.125	30.5	16.4
LOC100505894	19.333334	28.333334	26.545454	16.727272	17.799999	23.153847	22.200001	20.666666	22.0	19.333334	24.875	21.416666	22.799999	19.90909	19.09091	17.333334	31.5	17.8125	28.384615	35.875	31.333334
LOC100505895	18.6	27.0	27.192308	19.5	13.0	25.0625	13.328468	17.625	23.0	10.583333	14.0	22.375	12.833333	22.0	12.875	11.166667	56.0	10.75	11.0	79.199997	42.200001
LOC100505903	16.392502	16.799999	69.0	15.227356	16.333334	20.0	21.200001	90.0	20.5	17.200001	18.625	17.807692	19.5	17.625	19.0	19.25	19.5	18.833334	23.375	12.590909	14.666667
LOC100505906 /// LOC100509813	18.666666	19.0	47.5	14.8	16.0	17.5	19.333334	47.0	17.0	17.333334	14.833333	16.0	15.863636	17.5	20.666666	15.666667	27.333334	16.375	21.125	14.909091	17.333334
LOC100505912	16.6	11.75	14.181818	12.916667	21.25	18.5	18.5	13.2	24.423077	14.0	16.200001	27.0	16.5	14.2	16.0	14.333333	15.333333	16.666666	20.5	12.5	13.0
LOC100505928	13.5	13.75	10.0	11.0	11.5	14.5	11.0	10.333333	12.333333	12.0	11.0	11.0	12.75	12.083333	15.666667	11.166667	9.0	11.666667	16.5	14.0	14.166667
LOC100505935	97.833336	117.0	81.166664	114.25	117.5	94.5	93.0	54.333332	112.269234	157.0	115.75	133.823807	73.75	104.166664	145.0	120.125	133.666672	120.272728	73.0	128.0	93.0
LOC100505937	3152.56958	2128.801758	4069.693359	1706.312256	1135.268921	2253.67749	1116.800049	4185.556641	750.75	1382.609375	882.638367	702.0	1451.333374	2504.311523	3117.525146	887.799988	2791.380615	1211.630981	1611.968384	490.25	821.129578
LOC100505942	31.5	30.0	33.863636	34.166668	28.0	32.0	31.75	40.188721	40.0	40.25	32.916668	32.0	36.333332	29.799999	29.0	31.0	33.0	29.25	41.666668	31.181818	27.799999
LOC100505946	11.916667	38.333332	22.25	26.666666	56.666668	24.0	26.799999	18.666666	11.6	21.200001	11.25	12.2	11.666667	32.0	24.625	12.666667	41.0	47.666668	9.75	39.5625	31.545454
LOC100505956	20.5	13.681818	11.909091	19.666666	22.200001	20.25	26.75	20.75	21.4	14.166667	22.333334	17.166666	20.661322	13.375	12.5	23.333334	54.25	14.5	45.125	20.333334	26.799999
LOC100505960	7.5	7.916667	9.666667	8.0	7.666667	8.0	8.0	10.6	9.333333	8.727273	8.833333	7.833333	8.0	7.666667	7.25	8.0	7.666667	8.0	7.636364	7.166667	7.375
LOC100505967	8.5	7.875	7.666667	8.666667	8.6	8.0	8.090909	7.818182	7.636364	8.625	8.25	8.620342	8.636364	8.333333	8.090909	8.75	7.333333	8.636364	8.125	9.0	8.2
LOC100505971	39.409092	45.833332	26.75	57.0	38.75	31.653847	66.599998	28.333334	44.0	37.545456	85.0	52.375	34.25	55.400002	29.929291	75.0	63.0	37.5	48.599998	99.0	49.0
LOC100505975	20.666666	25.0	12.333333	27.416666	14.75	19.916666	22.125	10.666667	14.272727	21.333334	15.6	14.0	19.73077	21.4	18.4	17.9375	22.375	14.6	19.799999	31.404396	20.5
LOC100505976	36.416668	40.5	29.90909	29.0	24.5	32.166668	30.5	30.083334	40.0	32.599998	33.666668	27.0	28.5	29.25	31.666666	31.375	24.833334	25.625	37.0	49.0	34.333332
LOC100505983	11.6	15.318182	16.818182	11.625	11.0	11.875	12.4	17.5	14.583333	12.333333	13.0	11.5	13.0	11.583333	12.0	12.333333	16.166666	11.0	13.875	12.333333	12.0
LOC100505986	17.5	20.6	22.0	16.666666	18.6	24.5	26.0	21.200001	24.4	22.181818	23.583334	19.192308	19.625	19.4	21.0	25.5	18.4	19.333334	23.0	17.333334	17.333334
LOC100506002	78.400002	50.799999	120.0	54.0	45.375	69.42308	64.0	118.333336	96.0	58.333332	64.5	49.416668	64.5	51.272728	65.0	52.25	57.333332	48.0	104.5	40.5	39.81818
LOC100506003	8.6	10.6	10.375	8.666667	9.090909	9.5	9.333333	10.5	9.0	8.666667	10.636364	9.636364	8.75	9.625	9.666667	10.0	16.5	9.666667	9.090909	31.6	12.0
LOC100506012	14.25	22.4	13.375	17.666666	19.363636	16.0	16.083334	11.666667	15.0	21.0	40.75	16.799999	13.6	21.333334	16.0	18.416666	17.0	17.416666	15.0	48.75	14.909091
LOC100506014	33.125	42.166668	79.115387	38.666668	49.0	41.200001	39.0	131.666672	47.5	31.5	43.75	66.400002	37.416668	40.81818	35.6875	38.727272	86.25	36.727272	49.200001	59.0	40.333332
LOC100506019	21.0	21.666666	44.916668	23.0	21.416666	22.0	17.0625	37.333332	18.625	20.666666	17.0	16.25	14.916667	24.75	23.181818	15.318182	52.599998	16.833334	19.666666	26.0	17.807692
LOC100506021	20.416666	18.6	12.8	17.0	17.875	20.875	20.166666	12.545455	22.166666	21.333334	20.666666	18.727272	18.5	18.166666	21.0	20.840258	13.0	20.0	21.818182	16.75	16.166666
LOC100506030	15.6	11.666667	17.833334	15.0	17.75	13.666667	15.0	29.916666	17.799999	16.583334	17.25	18.875	16.545454	15.0	13.666667	15.0	14.833333	17.75	16.416666	10.666667	12.0
LOC100506034	25.200001	24.4	26.166666	19.5	18.583334	25.333334	23.0	27.25	25.5	23.25	22.454546	18.5	23.200001	20.0	21.200001	20.6	20.166666	21.0	30.6	18.799999	20.6
LOC100506037	10.090909	10.0	8.75	12.090909	11.4	10.333333	10.916667	10.666667	10.8	13.916667	11.5	10.5	10.333333	10.875	10.0	11.333333	8.0	11.0	9.5	9.615385	9.375
LOC100506047	38.0	32.666668	44.0	38.9375	46.666668	38.166668	41.909092	45.81818	40.75	50.666668	49.5	45.400002	48.125	38.125	39.0625	58.18182	22.0	55.799999	51.909092	30.40909	31.666666
LOC100506051	29.333334	23.5	11.676196	32.333332	29.833334	26.333334	22.921263	11.454545	36.5	37.333332	30.25	31.6	27.25	26.681818	23.333334	28.200001	14.0	30.0	37.363636	26.0	26.272728
LOC100506057 /// STK32C	71.400002	52.653847	63.333332	43.75	50.783005	62.400002	57.0	73.400002	84.0	54.200001	61.916668	59.666668	72.375	51.5	64.166664	53.799999	55.333332	61.200001	109.890518	50.583332	47.545456
LOC100506070	12.666667	11.25	14.666667	12.4	10.6	12.5	14.272727	14.25	10.5	11.666667	10.545455	11.375	12.0	11.909091	11.666667	10.636364	17.4	11.0	13.769231	11.909091	12.0
LOC100506075	55.25	42.0	21.875	32.454544	39.833332	36.5	36.5	19.0	25.200001	28.25	24.545454	26.799999	29.666666	39.333332	71.333336	29.0	15.2	35.799999	73.833336	30.0	36.333332
LOC100506076 /// LOC100506123	58.666668	36.653847	65.333336	82.666664	138.5	44.75	59.333332	269.5	45.5	60.400002	60.0	164.882675	72.5	56.18182	24.6	38.799999	115.166664	38.166668	76.375	47.166668	49.0
LOC100506080	88.333336	50.0	44.227272	34.935219	58.5	70.0	76.0	49.400002	102.0	63.5	84.5	64.63636	83.5	54.400002	75.5	70.875	31.272728	65.666664	131.5	49.333332	47.25
LOC100506082	10.0	10.25	9.538462	10.181818	10.25	9.5	9.333333	9.5	9.0	10.0	9.590909	10.0	9.333333	9.666667	9.727273	10.0	11.333333	10.090909	10.125	16.166666	9.666667
LOC100506088	24.0	30.0	27.666666	26.90909	29.5	27.26923	31.0	26.5	32.799999	33.25	37.0	31.200001	27.833334	29.40909	29.0	42.636364	23.0	31.916666	30.200001	30.0	29.0
LOC100506090	23.09091	42.909092	19.636364	40.636364	36.0	31.772728	28.333334	29.6	16.636364	35.599998	21.6	26.25	30.5	51.166668	32.5	32.0	83.25	29.961538	36.5	40.666668	27.4
LOC100506098	31.666666	67.36364	40.333332	44.400002	44.0	34.200001	36.0	21.5	33.5	67.5	41.5	39.9375	64.5	60.363636	36.125	45.307693	47.5	51.799999	47.5	77.689369	64.0
LOC100506100	46.416668	68.5	34.636364	67.5	50.4375	65.0	34.0	30.666666	66.5	64.666664	76.666664	62.5	160.25	45.0	64.5	65.800003	92.396721	79.25	145.0	56.0	80.66584
LOC100506108	19.25	15.333333	20.0	11.666667	17.4	18.333334	19.375	18.0	24.818182	16.5	19.0	18.0	18.9375	15.333333	20.692308	15.333333	13.666667	19.0	23.5	14.0	14.177115
LOC100506113	20.200001	15.166667	22.375	20.0	24.200001	18.6	20.799999	24.0	15.5	21.75	19.5	25.5	20.4	20.0	20.799999	23.666666	22.0	25.875	24.727272	16.333334	17.0
LOC100506114	19.166666	16.0	29.227272	20.0	20.799999	16.666666	22.0	31.25	20.6	23.0	19.346153	21.799999	21.5	19.0	18.318182	17.636364	62.090908	20.0	28.0	15.909091	17.0
LOC100506119 /// LOC100508342	88.666664	142.600006	72.25	101.583336	96.430328	207.875	97.029602	54.0	87.728706	108.36364	68.166664	60.25	50.75	88.5	177.333328	70.400002	72.0	153.0	100.5	63.875	123.57692
LOC100506125	13.25	10.818182	10.2	12.666667	13.6	13.25	12.875	9.5	13.0	12.75	12.166667	13.666667	12.5	13.0	14.545455	13.6	9.375	13.916667	15.636364	12.454545	12.727273
LOC100506126	12.916667	11.833333	12.9375	12.5	13.4	12.6	11.5	13.25	14.0	13.5	13.5	14.166667	12.8	12.833333	12.8	12.636364	9.5	15.333333	12.489405	11.636364	10.5
LOC100506128 /// LOC100509355	8.0	7.8	8.8	8.0	8.333333	7.875	7.666667	8.75	8.75	8.0	8.333333	8.333333	8.166667	8.0	8.0	8.4	8.333333	8.0	8.0	7.6	7.636364
LOC100506130	57.625	70.5	86.666664	51.666668	48.200001	55.5	47.0	56.200001	45.0	55.954544	44.75	48.5	50.25	61.0	56.541138	55.666668	42.200001	58.166668	64.199997	87.0	56.0
LOC100506154	12.272727	11.0	12.545455	10.8	12.6875	13.25	12.0	12.833333	14.5	13.6	14.0	13.166667	12.5625	11.730769	12.4	14.416667	10.5	13.0	14.0	11.5	11.5
LOC100506161	15.8	24.375	16.0	18.0	17.0	15.5	19.666666	14.5	17.272728	16.0	21.4	19.0	18.333334	18.0	17.166666	22.833334	32.333332	19.875	22.0	30.0	20.0
LOC100506162	69.25	76.0	118.0	53.916668	47.200001	56.333332	35.454544	327.337585	54.25	45.666668	49.875	41.375	54.25	64.166664	49.269207	26.666666	126.5	33.0	45.916668	101.0	63.5
LOC100506165	8.8	8.818182	13.75	9.166667	9.25	9.4	8.545455	14.6	9.0	10.0	8.666667	8.6	8.75	9.0	9.0	8.2	10.75	12.083333	9.0	8.333333	8.333333
LOC100506168	731.875	153.666672	439.136353	1559.615845	693.0	652.0	440.545441	1097.0	101.727272	1468.666626	130.5	675.215698	197.367798	957.333313	304.799988	96.153847	350.399994	339.0	248.730774	328.178741	217.625
LOC100506168 /// SFPQ	2076.333252	562.333313	2068.008057	3298.852295	2155.83252	1312.526978	1545.391235	3219.244141	1764.738525	2250.178955	1121.753662	1508.567627	751.375	2449.203369	782.333313	592.207886	2861.0	981.112854	1747.530518	849.0	560.816467
LOC100506171	30.200001	31.09091	49.625	35.136364	27.363636	31.0	31.166666	46.799999	32.625	38.200001	30.666666	27.3125	78.5	31.0	33.200001	28.0	37.25	27.5	47.666668	27.0	32.136364
LOC100506172	7.5	7.333333	7.2	7.333333	7.333333	7.375	7.0	7.2	7.2	7.333333	7.375	7.5	7.25	7.333333	7.333333	7.5	7.6	7.4	8.181818	7.4	7.4
LOC100506174	12.25	13.25	18.0	13.172905	13.2	14.333333	14.0	16.727272	16.200001	14.375	13.0	12.590909	12.75	13.0	13.6	13.076923	19.0	13.875	13.6	14.0	14.6
LOC100506189	17.6	17.76923	17.0	20.23077	20.9375	18.666666	17.0	18.25	22.666666	23.181818	22.545454	21.90909	23.200001	18.799999	17.5	19.666666	11.25	23.545454	23.0	16.818182	16.666666
LOC100506201	141.647736	149.25	1371.333374	126.0	80.0	70.909088	73.0	1531.740723	90.333336	121.5	80.75	74.800003	77.166664	100.5	89.6875	62.625	805.90863	73.375	95.75	74.833336	79.400002
LOC100506205 /// TMEM185A	143.0	143.5	62.75	131.25	183.045456	155.961487	142.333328	58.0	52.25	177.199997	99.166664	123.66745	107.083336	194.0	250.662567	236.0	108.0	214.0	116.0	176.666672	117.5
LOC100506211	69.666664	83.833336	41.0	217.5	102.192307	81.333336	110.181816	42.5	31.454546	428.732361	36.5	59.0	56.799999	126.666664	120.36364	47.666668	60.333332	224.6875	110.0	69.75	93.0
LOC100506216	14.333333	14.846154	23.4	17.375	20.5	16.0625	16.5	27.0	25.5	20.5	19.25	18.75	17.5625	15.666667	15.5	16.0	14.0	21.200001	16.0	14.333333	14.5
LOC100506226	11.375	11.0	9.333333	12.333333	12.583333	11.727273	11.5	9.454545	12.454545	12.625	12.363636	12.2	12.333333	11.5	11.115385	12.272727	9.0	12.0	12.8	10.0	11.0
LOC100506231	63.333332	52.0	143.625	58.0	56.625	55.0	65.5625	250.666672	87.25	76.333336	74.666664	69.875	76.07692	56.400002	56.5	70.36364	36.272728	61.400002	94.0	46.166668	48.200001
LOC100506234	12.636364	14.4	27.09091	14.6	11.272727	13.0	12.6	20.0	11.636364	12.636364	12.75	12.0	11.75	12.666667	13.0	15.545455	83.875	12.636364	12.5	12.666667	12.230769
LOC100506235	11.375	10.416667	78.227272	10.5	9.875	10.5	9.4	75.5	9.166667	10.75	9.363636	10.0	11.0	10.666667	10.75	9.375	26.333334	10.166667	11.3125	11.0	9.666667
LOC100506236	12.0	10.625	11.8	10.333333	11.6	11.75	12.863636	13.0	15.666667	11.0	14.0	12.416667	11.875	10.666667	12.0	13.166667	10.666667	12.0	13.846154	10.0	9.727273
LOC100506237	15.727273	18.0	17.5	15.8	14.5	17.416666	18.363636	19.0	23.5	15.666667	18.0	16.333334	15.833333	15.4	17.375	16.75	15.625	14.8	19.0	12.666667	12.25
LOC100506238	20.333334	18.083334	9.75	15.5	17.083334	16.75	18.75	11.0	21.166666	14.666667	20.799999	15.909091	17.363636	16.333334	16.166666	18.833334	10.272727	17.5	21.6	19.833334	17.0
LOC100506245	11.333333	24.666666	17.166666	15.0	16.75	10.0	12.2	12.333333	11.666667	15.666667	14.6	10.727273	11.375	16.75	12.6	12.333333	52.599998	12.489405	10.666667	35.25	17.636364
LOC100506251	14.5	17.4	30.333334	13.454545	12.333333	13.0	14.0	40.0	12.4	17.0	12.333333	11.583333	13.375	13.5	16.0	15.333333	32.75	12.666667	14.875	15.4	15.375
LOC100506259	15.333333	13.333333	15.333333	20.25	18.666666	17.875	21.0	31.6	17.272728	17.636364	19.625	18.333334	19.333334	17.0	15.25	19.833334	18.5	19.916666	19.333334	14.0	14.333333
LOC100506266	8.333333	8.363636	21.545454	8.25	8.333333	8.8	8.0	28.5	8.0	8.333333	7.875	8.090909	10.0	9.916667	14.5	8.0	29.038462	8.333333	11.0	7.666667	8.0
LOC100506267	8.0	7.583333	7.8	8.25	7.666667	8.125	7.666667	8.0	7.5	8.181818	7.625	8.0	7.916667	7.75	7.666667	8.0	8.4	8.0	9.333333	8.375	8.3125
LOC100506268	32.333332	34.935219	41.333332	36.884617	34.5	33.5	42.111507	49.333332	31.5	43.083332	39.583332	32.0	34.5	34.909092	31.75	42.375	68.625	33.333332	55.200001	38.0	30.5
LOC100506288	16.166666	17.666666	15.5	22.166666	23.0	17.4	20.5	17.0	23.5	22.75	24.0	25.75	20.75	20.4	16.4	23.799999	12.2	23.5	23.799999	16.454546	14.6
LOC100506295	104.0	201.600006	96.86364	76.909088	65.875	127.199997	58.5	54.0	60.5	123.5	54.666668	85.875	97.5	123.625	173.25	60.375	68.0	90.916664	133.823807	275.0	147.666672
LOC100506305	33.200001	24.799999	21.727272	32.0	32.916668	27.799999	30.25	20.5	38.166668	36.666668	28.916666	30.40909	30.200001	31.666666	36.0	24.916666	23.625	40.333332	34.25	26.25	26.0
LOC100506312	13.5	18.0	18.5	12.0	13.333333	14.2	14.727273	25.1875	15.0	13.125	15.583333	10.833333	11.666667	19.902735	14.0	11.125	19.0	11.2	24.6	13.416667	14.833333
LOC100506318	23.799999	26.0	40.200001	21.0	17.75	21.90909	24.666666	44.5	24.125	27.454546	27.0	18.181818	21.0	23.166666	22.166666	22.200001	77.818184	19.09091	21.0	40.0	23.333334
LOC100506319	36.375	35.583332	23.25	29.454546	34.772728	35.333332	39.0	20.916666	36.333332	39.271553	46.666668	37.166668	29.192308	34.0	38.916668	49.75	20.25	35.375	40.81818	29.5	25.5
LOC100506348	19.4	16.272728	18.75	17.666666	21.8125	18.333334	22.166666	21.666666	21.0	17.75	18.25	21.0	20.333334	18.333334	17.5	19.0	15.0	21.454546	23.6	14.8	14.333333
LOC100506354	18.90909	14.916667	26.727272	13.5	15.583333	17.666666	19.363636	26.333334	16.181818	16.75	14.454545	16.4	19.4	16.5	19.166666	12.0	23.0	15.5	22.666666	15.0	13.0
LOC100506357	18.5	18.5	31.333334	21.125	19.125	16.5	14.083333	42.227272	17.25	16.25	17.0	18.384615	18.6875	18.666666	16.333334	15.0	35.799999	18.0	19.0	24.0	19.666666
LOC100506360	36.5	34.5	66.833336	47.599998	20.75	38.5	33.18182	97.0	50.31818	28.833334	36.909092	31.333334	37.599998	38.333332	29.200001	25.166666	60.75	22.0	77.25	40.25	34.26923
LOC100506365	171.5	342.583344	389.799988	98.0	136.270523	172.333328	113.625	155.75	437.974335	221.779907	241.135315	257.399994	167.758835	241.135315	215.166672	191.666672	183.5	217.125	113.0	266.5	197.5
LOC100506377	7.666667	7.666667	7.5	8.0	8.0	8.0	7.666667	7.375	8.0	8.625	8.0	8.666667	7.8	7.75	7.833333	7.833333	8.2	8.0	8.5	7.666667	8.1875
LOC100506379	8.875	9.0	8.833333	9.666667	9.0	8.75	8.727273	9.0	9.25	10.0	9.125	9.0	9.5	9.0	9.090909	9.8	10.333333	9.333333	8.75	9.181818	9.2
LOC100506380	39.615383	42.666668	23.833334	33.333332	43.666668	32.909092	42.0	17.166666	46.400002	33.082886	54.6875	37.625	36.0	36.333332	38.666668	57.656029	40.916668	33.75	49.73077	54.400002	34.125
LOC100506387	14.333333	14.181818	12.166667	11.5	12.666667	14.6	16.0	13.181818	18.666666	15.0	16.5	13.0	13.375	12.363636	13.0	14.166667	13.0	13.083333	17.09091	12.0	12.0
LOC100506395	35.666668	48.5	55.545456	29.6	30.5	38.75	24.333334	311.666656	17.666666	44.9375	15.0	28.625	28.0	43.375	33.666668	14.0	49.545456	26.75	41.25	19.307692	24.545454
LOC100506397	26.0	18.0	24.666666	17.90909	21.454546	21.454546	21.5	28.5	26.0	19.333334	20.25	19.0	22.375	18.625	22.0	19.875	13.0	21.75	28.0	16.5	17.363636
LOC100506406	20.5	16.0	17.038462	17.333334	18.75	22.5	23.1875	18.0	21.200001	18.166666	17.333334	18.0	19.166666	18.454546	19.666666	17.09091	12.375	18.666666	23.333334	19.0	18.25
LOC100506418	18.333334	21.166666	37.0	14.666667	16.666666	18.916666	18.4	47.0	27.833334	15.0	19.583334	17.083334	19.666666	15.5	15.333333	17.333334	23.666666	16.666666	17.75	18.4	19.0
LOC100506430	29.799999	27.5	18.0	30.75	32.666668	31.0625	34.75	18.6	63.200001	34.666668	39.0	30.75	31.5	29.416666	31.625	29.833334	12.125	37.076923	34.0	26.333334	25.166666
LOC100506436	21.875	20.272728	19.0	21.799999	24.6	24.0	21.625	19.727272	29.961538	24.5	27.0	26.5	23.5	22.0	20.666666	26.166666	25.625	26.727272	29.333334	19.363636	19.0
LOC100506445	28.4	27.0	30.833334	21.583334	20.5	26.75	25.75	26.799999	29.90909	33.166668	26.0	19.14073	28.75	22.333334	26.0	21.6	24.333334	21.799999	38.333332	28.333334	25.200001
LOC100506446	21.5	17.6	16.25	14.2	16.0	21.125	19.846153	16.200001	17.75	16.6	17.166666	16.200001	16.5	17.25	21.5	16.200001	15.545455	16.454546	25.0	14.5	14.875
LOC100506457	26.90909	29.333334	19.5	27.4375	26.75	29.5	30.0	21.4	43.666668	29.0	35.166668	29.5	32.0	26.0	26.875	29.166666	22.0	30.0	36.25	22.0	22.833334
LOC100506462	12.0	12.333333	12.833333	13.6	12.333333	12.666667	15.0	15.666667	13.4	12.875	11.75	12.2	14.2	12.333333	12.0	12.0	26.333334	12.0	14.0	13.5	13.172905
LOC100506469	120.855705	83.0	41.166668	252.636368	124.181816	124.0	126.916664	60.5	290.0	362.270599	166.833328	199.0	145.115387	158.600006	112.5	147.833328	414.25	109.0	129.636368	121.36364	87.25
LOC100506470	43.0	40.0	40.0	35.400002	39.916668	45.5	46.916668	43.333332	60.75	39.5	53.115383	46.5	47.875	40.400002	49.375	50.333332	29.40909	43.0	65.25	35.5	34.5
LOC100506476	30.333334	31.083334	33.25	38.400002	37.0	32.0	27.666666	39.6875	47.31818	52.400002	46.583332	42.125	42.833332	39.0	32.31818	38.666668	30.5	41.200001	38.5	51.666668	36.416668
LOC100506480	31.0	31.5	36.23077	41.416668	85.5	32.333332	38.0	35.599998	40.799999	50.375	32.545456	45.0	35.25	35.400002	38.333332	24.5	17.0	54.083332	33.363636	29.799999	32.666668
LOC100506493	39.75	34.666668	33.400002	25.375	25.166666	33.75	41.333332	33.916668	64.0	26.799999	41.666668	29.333334	37.799999	28.4375	35.272728	26.25	34.666668	27.09091	44.227272	34.75	31.200001
LOC100506501	28.660494	13.0	9.8	13.0	12.666667	16.666666	10.636364	16.0	9.0	11.4	8.4	10.0	8.333333	14.625	18.25	8.75	18.346153	9.333333	17.0	11.818182	13.666667
LOC100506502	23.636364	17.5	11.625	21.5	21.181818	20.4	18.0	12.666667	17.346153	25.363636	18.181818	20.0	22.799999	18.5	19.666666	16.636364	12.0	20.0	25.0	16.833334	17.666666
LOC100506517	45.0	149.083328	280.399994	80.13636	86.727272	56.599998	98.666664	55.666668	118.25	94.375	148.25	95.75	47.333332	141.399994	72.333336	116.0	220.15976	62.666668	49.14275	332.375	95.875
LOC100506521	25.333334	22.5	23.363636	22.799999	21.5	25.166666	25.5	25.0	23.0	29.333334	25.5	24.5	24.75	23.4	25.0	27.5	20.083334	23.5	31.375	21.666666	23.333334
LOC100506529	17.25	14.5	32.5	14.0	14.666667	18.545454	12.166667	43.666668	19.333334	14.25	15.0	16.666666	16.625	15.4	15.909091	13.538462	23.0	17.166666	16.0	15.4	16.0
LOC100506530	8.909091	9.0	7.5	10.5	11.2	9.916667	11.583333	8.0	11.363636	10.666667	11.083333	11.375	10.125	9.666667	9.875	10.666667	8.916667	11.454545	9.666667	9.0	10.361681
LOC100506538	8.166667	8.2	7.909091	8.0	8.0	8.166667	7.833333	8.125	7.833333	8.5	7.909091	7.75	8.0	8.0	7.909091	7.729235	11.333333	7.75	8.333333	9.272727	8.5
LOC100506540	26.200001	19.666666	29.90909	20.0	23.333334	25.5	25.333334	37.333332	26.666666	24.0	21.125	27.375	20.166666	21.5	24.375	20.799999	25.5	26.0	30.0	17.0	17.333334
LOC100506542	28.333334	22.363636	35.0	15.25	23.799999	27.799999	25.25	38.0	18.346153	16.5	20.799999	21.200001	21.833334	21.333334	31.8125	20.416666	18.916666	26.0	30.5	21.200001	20.75
LOC100506553	38.5	46.666668	895.0	34.599998	26.333334	47.125	43.090908	1132.892212	94.875	39.409092	54.81818	39.5	47.5	39.5	37.400002	29.727272	59.6875	30.1875	41.5	44.833332	41.400002
LOC100506555	21.0	17.75	11.75	17.333334	20.5	18.75	18.5	11.75	17.166666	21.0	16.916666	18.666666	16.0	18.0	20.200001	18.833334	13.0	20.363636	22.75	18.5	15.5
LOC100506556	247.666672	489.130127	300.799988	367.799988	339.328094	246.333328	236.909088	139.0	219.600006	723.599976	347.666656	328.178741	185.0	585.0	559.239624	275.200012	178.090912	622.320984	41.5	289.125	232.818176
LOC100506558	13.5	15.666667	14.0	13.0	12.5	13.666667	14.666667	13.75	15.0	13.5	13.875	12.8	14.0	12.583333	13.0	12.8	21.0	12.0	17.09091	13.666667	12.666667
LOC100506563	13.5625	12.6	16.90909	13.5	12.0	14.75	12.5	14.692307	12.166667	16.666666	12.0	12.333333	13.333333	14.666667	13.333333	11.2	16.0	12.5	13.25	10.961538	10.5
LOC100506571	43.799999	44.333332	65.0	45.1875	43.0	46.5	47.599998	79.166664	70.625	60.625	56.75	48.0	62.333332	42.75	45.0	60.333332	25.200001	45.636364	70.75	35.125	36.583332
LOC100506577	12.0	11.5	9.961538	9.666667	11.0	10.916667	11.8	10.0	11.0	11.333333	10.2	10.666667	11.25	10.5	11.416667	10.0	10.153846	11.0	12.333333	11.916667	11.0
LOC100506582	12.0	8.666667	9.666667	11.333333	10.454545	10.25	9.75	10.5	9.5	32.333332	11.5	12.833333	9.818182	10.5	10.625	10.833333	15.25	11.5	12.333333	10.375	12.090909
LOC100506589	22.0	25.625	57.6875	22.5	16.799999	21.333334	18.0	72.583336	26.0	18.5	24.0	21.0	40.5	20.375	21.416666	23.666666	42.166668	18.5	35.799999	25.0	22.333334
LOC100506591	33.0	40.5	34.333332	44.0	27.0	41.625	25.625	20.125	34.935219	42.75	26.75	27.799999	25.363636	33.75	27.0	26.272728	33.333332	26.90909	24.125	59.999401	58.833332
LOC100506621	1735.451538	3020.352295	419.0	860.863159	102.333336	458.333344	528.333313	263.625824	225.567017	50.8125	729.50946	1321.0	279.333344	2070.691895	1328.0	1267.0	1686.0	68.0	10.0	2922.5	1082.397339
LOC100506629	12.333333	12.666667	15.333333	12.083333	10.8	12.0	10.2	16.125	10.2	13.846154	10.375	10.2	12.0	10.8	11.0	10.0	17.5	10.461538	12.363636	10.4	11.166667
LOC100506638	13.166667	20.833334	20.875	33.5	28.5	21.454546	16.0	17.333334	32.666668	28.333334	18.625	13.2	14.833333	15.5	20.227272	16.0	47.200001	34.75	15.181818	25.6	48.46154
LOC100506642 /// LOC100509752	16.727272	14.5	19.0	16.25	15.772727	16.625	17.125	21.318182	20.3125	14.636364	17.799999	18.25	17.272728	16.038462	18.333334	14.5	28.200001	16.0	16.038462	12.666667	14.0
LOC100506649	42.909092	63.75	57.25	55.0	52.916668	46.833332	33.272728	51.0	25.75	86.0	28.333334	43.375	46.666668	54.909092	62.625	33.25	30.666666	55.0	47.25	62.0	50.75
LOC100506652	10.75	11.5	11.769231	12.0	11.75	12.0	12.333333	12.666667	13.6	13.0	11.909091	12.25	12.0	11.5	11.423077	11.4	10.25	12.333333	11.727273	11.0	11.818182
LOC100506653	136.0	42.875	53.125	273.333344	93.25	103.0	164.583328	99.0	23.25	294.25	28.4	93.875	92.666664	125.0	59.272728	46.799999	421.200012	82.916664	70.0	61.583332	83.0
LOC100506661	16.5	34.333332	36.81818	14.227273	25.333334	27.0	17.0	35.0	36.625	13.333333	19.75	18.375	12.818182	17.25	27.5	13.2	47.0	28.25	16.799999	14.0	23.916666
LOC100506671	11.666667	10.25	10.8	10.666667	10.125	9.666667	11.0	10.75	9.8	11.333333	10.4	10.6	10.083333	10.166667	9.833333	9.818182	14.8	10.333333	11.833333	10.0	10.3125
LOC100506675	22.727272	22.75	22.5	26.0	24.666666	26.0	22.4	23.615385	22.333334	22.5	20.6	18.850536	21.166666	22.666666	25.0	23.083334	20.333334	25.0	27.375	19.666666	23.333334
